match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,player_firstName,player_lastName,stat_aerialLost,stat_dispossessed,stat_shotOffTarget,stat_hitWoodwork,stat_interceptionWon,stat_wasFouled,stat_outfielderBlock,stat_onTargetScoringAttempt,stat_goals,stat_keyPass,stat_goalAssist,stat_bigChanceCreated,stat_totalOffside,captain,stat_penaltyWon,stat_penaltyConceded,stat_crossNotClaimed,stat_penaltyFaced
11368591,home,Athletic Club,Unai Simón,unai-simon,U. Simón,G,1,189,6832,M,unai_simon,797291,EUR,865987200,G,1,1,False,32.0,20.0,22.0,10.0,10.0,10.0,10.0,22.0,1.0,10.0,1.0,2.0,3.0,1.0,1.0,90.0,41.0,6.6,12.0,0.0,0.0,0.00704076,0,-0.9559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368591,home,Athletic Club,Íñigo Lekue,inigo-lekue,Í. Lekue,D,15,180,388,M,,801837,EUR,736473600,D,15,15,False,23.0,18.0,,,5.0,9.0,14.0,16.0,2.0,5.0,,,,,,90.0,54.0,6.0,13.0,0.0136,0.0,0.0185978,1,,2.0,1.0,1.0,7.0,4.0,2.0,4.0,1.0,1.0,2.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,
11368591,home,Athletic Club,Daniel Vivian,daniel-vivian,D. Vivian,D,3,183,3110,M,,910978,EUR,931132800,D,3,3,False,41.0,35.0,7.0,3.0,20.0,22.0,15.0,19.0,1.0,6.0,,,,,,90.0,53.0,6.7,8.0,0.0608,0.0,0.0116988,1,,,,1.0,5.0,5.0,1.0,,,,2.0,1.0,1.0,2.0,,,1.0,1.0,1.0,1.0,3.0,2.0,,,,,,,,,,,,
11368591,home,Athletic Club,Aitor Paredes,aitor-paredes,A. Paredes,D,4,186,1132,M,,959872,EUR,956966400,D,4,4,False,45.0,41.0,4.0,1.0,30.0,31.0,11.0,14.0,4.0,5.0,,,,,,90.0,56.0,6.5,4.0,0.0,0.0,0.00307903,0,,,,1.0,5.0,2.0,,,,,1.0,,,5.0,,,,,,,2.0,,1.0,,,,,,,,,,,
11368591,home,Athletic Club,Imanol García de Albéniz,imanol-garcia-de-albeniz,I. G. d. Albéniz,D,19,177,202,M,,1009662,EUR,960422400,D,19,19,False,28.0,26.0,,,12.0,14.0,17.0,18.0,1.0,2.0,,,,,,66.0,52.0,6.7,4.0,0.0149,0.0,0.0688376,1,,4.0,3.0,1.0,1.0,3.0,,2.0,2.0,1.0,,,1.0,1.0,,,,,,,1.0,,,,,,,,,,,,,
11368591,home,Athletic Club,Mikel Vesga,mikel-vesga,M. Vesga,M,6,191,504,M,,359742,EUR,734227200,M,6,6,False,63.0,50.0,9.0,5.0,19.0,23.0,31.0,41.0,1.0,7.0,,,,,,90.0,81.0,8.1,18.0,1.5768,1.9593,0.0939872,2,,1.0,,1.0,8.0,4.0,2.0,2.0,,,3.0,2.0,1.0,2.0,,,1.0,1.0,,,3.0,,,2.0,2.0,1.0,,,,,,,,
11368591,home,Athletic Club,Iñigo Ruiz de Galarreta,inigo-ruiz-de-galarreta,I. R. d. Galarreta,M,16,174,944,M,,96365,EUR,744595200,M,16,16,False,42.0,28.0,3.0,1.0,10.0,13.0,18.0,29.0,,6.0,,,,,,85.0,53.0,6.4,18.0,0.0124,0.0,0.0117231,1,,,,2.0,7.0,3.0,1.0,1.0,,,,,1.0,3.0,,,3.0,,1.0,,1.0,1.0,,,,1.0,,,,,,,,
11368591,home,Athletic Club,Iñaki Williams,inaki-williams,I. Williams,M,9,186,20741,M,IñakiWill,783374,EUR,771638400,M,9,9,False,23.0,18.0,,,4.0,4.0,15.0,23.0,,5.0,,,,,,90.0,44.0,7.9,15.0,0.0328,0.0545,0.642814,1,,4.0,1.0,1.0,8.0,6.0,1.0,4.0,2.0,,1.0,1.0,5.0,3.0,,,2.0,,,,,2.0,1.0,1.0,,2.0,1.0,1.0,2.0,,,,,
11368591,home,Athletic Club,Iker Muniain,iker-muniain,I. Muniain,M,19,169,1079,M,,71707,EUR,724723200,M,10,10,False,38.0,32.0,4.0,1.0,11.0,12.0,21.0,30.0,,2.0,,,,,,66.0,47.0,6.7,13.0,0.0301,0.0,0.0232472,1,,4.0,,,,1.0,,,,,1.0,,2.0,,,,,,1.0,1.0,,,,,,,,,,True,,,,
11368591,home,Athletic Club,Nico Williams,nico-williams,N. Williams,M,10,180,84836,M,NicoWill,1085400,EUR,1026432000,M,11,11,False,20.0,16.0,2.0,1.0,4.0,5.0,14.0,19.0,,7.0,,,,,,75.0,39.0,7.8,10.0,0.0482,0.0,0.151846,2,,4.0,2.0,,3.0,7.0,,4.0,3.0,1.0,,,,1.0,,,,1.0,1.0,,,4.0,,,,2.0,,,,,2.0,,,
