match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_totalTackle,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,stat_wonTackle,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_totalCross,stat_accurateCross,stat_shotOffTarget,stat_interceptionWon,stat_keyPass,stat_outfielderBlock,stat_totalOffside,stat_wasFouled,player_sofascoreId,captain,stat_bigChanceCreated,stat_lastManTackle,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves
13473394,home,Internacional,Anthoni,Anthoni,,anthoni,Anthoni,G,12,191,615,M,1106134,EUR,1011744000,G,24,24,False,23.0,13.0,14.0,5.0,0.0,10.0,14.0,3.0,9.0,1.0,5.0,1.0,90.0,25.0,6.4,10.0,0.00025192,0,-0.8141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13473394,home,Internacional,Nathan,,,nathan,Nathan,D,22,183,476,M,1016912,EUR,999648000,D,23,23,False,39.0,35.0,4.0,3.0,0.0,17.0,17.0,18.0,22.0,1.0,5.0,,90.0,62.0,6.8,8.0,0.0310121,1,,1.0,1.0,6.0,7.0,1.0,1.0,4.0,4.0,1.0,2.0,1.0,3.0,0.0573,,,,,,,,,,,,,,,,,,,
13473394,home,Internacional,Vitão,,,vitao,Vitão,D,44,185,3503,M,876625,EUR,949449600,D,4,4,False,49.0,43.0,10.0,5.0,0.0,29.0,30.0,14.0,19.0,4.0,3.0,,90.0,55.0,6.7,7.0,0.00835552,0,,,2.0,1.0,3.0,,,,,,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,
13473394,home,Internacional,Victor Gabriel,Victor,Gabriel,victor-gabriel,V. Gabriel,D,41,185,831,M,1106487,EUR,1083110400,D,41,41,False,55.0,48.0,6.0,4.0,0.0,28.0,29.0,20.0,26.0,7.0,,,90.0,67.0,8.9,7.0,0.00352871,2,,,4.0,1.0,6.0,,,1.0,1.0,,1.0,,1.0,0.7544,1.0,2.0,2.0,1.1802,,,,,,,,,,,,,,,
13473394,home,Internacional,Alexandro Bernabei,,,alexandro-bernabei,A. Bernabei,D,26,169,2144,M,989200,EUR,969753600,D,26,26,False,46.0,33.0,5.0,,0.0,17.0,21.0,16.0,25.0,1.0,6.0,,90.0,69.0,6.7,17.0,0.0465771,3,,,,2.0,1.0,1.0,,1.0,1.0,1.0,,2.0,1.0,0.0603,,,,,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,
13473394,home,Internacional,Ronaldo,,,ronaldo,Ronaldo,M,16,175,619,M,824152,EUR,846028800,M,16,16,False,38.0,35.0,1.0,1.0,0.0,26.0,27.0,9.0,11.0,4.0,4.0,,90.0,48.0,7.0,3.0,0.00354899,0,,2.0,2.0,5.0,6.0,,,,,,4.0,,3.0,,4.0,,,,,,,1.0,,1.0,1.0,,,,,,,,
13473394,home,Internacional,Bruno Tabata,,,bruno-tabata,B. Tabata,M,17,175,1114,M,845433,EUR,859680000,M,17,17,False,19.0,13.0,2.0,,0.0,6.0,9.0,7.0,10.0,2.0,2.0,,59.0,30.0,6.7,9.0,0.00392136,1,,2.0,,5.0,2.0,2.0,,,,,,,1.0,0.0455,,1.0,,0.1394,3.0,,,1.0,,,,2.0,,,,,,,
13473394,home,Internacional,Bruno Henrique,,,bruno-henrique,B. Henrique,M,8,180,899,M,345113,EUR,624931200,M,8,8,False,26.0,23.0,3.0,1.0,0.0,11.0,11.0,12.0,15.0,2.0,1.0,,59.0,35.0,6.7,5.0,0.00803596,0,,,,1.0,2.0,,,,,,2.0,1.0,1.0,,1.0,,,,2.0,1.0,,,,,,,,,,,,,
13473394,home,Internacional,Wesley Ribeiro,,,wesley,W. Ribeiro,M,21,175,1823,M,985766,EUR,922752000,M,21,21,False,17.0,13.0,1.0,1.0,0.0,5.0,6.0,8.0,11.0,1.0,2.0,,90.0,40.0,6.7,12.0,0.12029,0,,,2.0,9.0,9.0,1.0,3.0,3.0,1.0,,4.0,2.0,3.0,,3.0,,,,1.0,,,3.0,,,2.0,2.0,,,,,,,
13473394,home,Internacional,Enner Valencia,,,enner-valencia,E. Valencia,F,10,177,9801,M,106456,EUR,626140800,F,13,13,False,5.0,3.0,1.0,,0.0,2.0,2.0,1.0,3.0,,1.0,,59.0,11.0,6.6,4.0,0.00024785,0,,4.0,1.0,6.0,3.0,,2.0,,,,,,1.0,,,,,,,,,,,,,2.0,ennervalencia,,,,,,
