match_id,side,team,player_name,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_jerseyNumber,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_wasFouled,player_lastName,stat_aerialLost,stat_duelLost,stat_totalContest,stat_wonContest,stat_bigChanceMissed,stat_shotOffTarget,stat_fouls,stat_expectedGoals,stat_interceptionWon,stat_totalCross,stat_accurateCross,stat_challengeLost,stat_bigChanceCreated,stat_unsuccessfulTouch,stat_totalOffside,stat_keyPass,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_blockedScoringAttempt,stat_goals,captain,stat_hitWoodwork,stat_dispossessed,stat_savedShotsFromInsideTheBox,stat_saves,stat_outfielderBlock,stat_errorLeadToAShot
12448357,home,SC Heerenveen,Ion Nicolaescu,ion-nicolaescu,I. Nicolaescu,F,184,981,M,891210,EUR,905126400,F,18,18,False,14.0,10.0,1.0,,0.0,1.0,3.0,9.0,11.0,2.0,,,,83.0,24.0,6.9,8.0,0.0413422,2,,Ion,98,1.0,1.0,1.0,,,,Nicolaescu,,5.0,2.0,,,,1.0,0.2742,,,,,,,,1.0,1.0,0.8242,1.0,1.0,,,2.0,,,,
12448357,home,SC Heerenveen,Daniel Karlsbakk,daniel-karlsbakk,D. Karlsbakk,F,186,589,M,1173573,EUR,1049673600,F,9,9,True,4.0,2.0,,,0.0,,,2.0,4.0,,,,,23.0,8.0,6.6,4.0,0.0187788,0,,Daniel Karlsbakk,11,1.0,1.0,2.0,,,,,2.0,3.0,,,,,,,,,,,,1.0,,1.0,,,,,,,1.0,,,,
12448357,home,SC Heerenveen,Denzel Hall,denzel-hall,D. Hall,D,180,97,M,987523,EUR,990489600,D,2,2,True,12.0,11.0,,,0.0,3.0,3.0,8.0,10.0,,,,,14.0,14.0,6.8,2.0,0.00940805,0,,,22,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,
12448357,home,SC Heerenveen,Mateja Milovanović,mateja-milovanovic,M. Milovanović,D,185,406,M,1124029,EUR,1082246400,D,27,27,True,13.0,12.0,2.0,1.0,0.0,6.0,6.0,6.0,7.0,,,,,14.0,16.0,6.7,1.0,0.00348233,0,,Mateja Milovanovic,5,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12448357,home,SC Heerenveen,Dimitris Rallis,dimitris-rallis,D. Rallis,F,189,309,M,1888815,EUR,1111795200,F,26,26,True,7.0,4.0,,,0.0,,,4.0,7.0,,,,,14.0,9.0,6.7,3.0,0.0459679,1,,,9,,,,,,,,,1.0,,,,1.0,1.0,0.0245,,,,,,,,,,,,,,,,,,,
12448357,home,SC Heerenveen,Bernt Klaverboer,klaverboer-bernt,B. Klaverboer,G,190,124,M,1195719,EUR,1127692800,G,22,22,True,,,,,,,,,,,,,,,,,,,0,,Bernt Klaverboer,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12448357,home,SC Heerenveen,Andries Noppert,andries-noppert,A. Noppert,G,203,438,M,339339,EUR,765676800,G,44,44,True,,,,,,,,,,,,,,,,,,,0,,,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12448357,home,SC Heerenveen,Amara Condé,amara-conde,A. Condé,M,173,86,M,817978,EUR,852508800,M,6,6,True,,,,,,,,,,,,,,,,,,,0,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12448357,home,SC Heerenveen,Ché Nunnely,che-nunnely,C. Nunnely,M,170,190,M,825841,EUR,918086400,F,7,7,True,,,,,,,,,,,,,,,,,,,0,,Ché,11,,,,,,,Nunnely,,,,,,,,,,,,,,,,,,,,,,,,,,,
12448357,home,SC Heerenveen,Danilo Al-Saed,al-saed-danilo,D. Al-Saed,M,178,897,M,1103971,EUR,919814400,F,24,24,True,,,,,,,,,,,,,,,,,,,0,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12448357,home,SC Heerenveen,Levi Smans,levi-smans,L. Smans,M,175,135,M,1133678,EUR,1048550400,M,14,14,True,,,,,,,,,,,,,,,,,,,0,,Levi Smans,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12448357,away,FC Groningen,Etienne Vaessen,etienne-vaessen,E. Vaessen,G,187,465,M,809408,EUR,806716800,G,1,1,False,41.0,31.0,27.0,17.0,0.0,15.0,16.0,16.0,25.0,9.0,,1.0,1.0,90.0,48.0,7.1,11.0,0.01736,0,0.0236,,1,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,2.0,4.0,,
12448357,away,FC Groningen,Leandro Bacuna,leandro-bacuna,L. Bacuna,D,187,435,M,74545,EUR,682732800,D,7,7,False,26.0,16.0,5.0,3.0,0.0,7.0,8.0,9.0,18.0,3.0,,,,90.0,48.0,6.4,17.0,0.0163234,0,,,8,4.0,6.0,3.0,2.0,,,,1.0,5.0,,,,,2.0,,1.0,,,1.0,,,,1.0,,,,,True,,1.0,,,,
12448357,away,FC Groningen,Thijmen Blokzijl,thijmen-blokzijl,T. Blokzijl,D,181,296,M,1121401,EUR,1109289600,D,3,3,False,37.0,30.0,4.0,1.0,0.0,25.0,25.0,5.0,12.0,3.0,,,,90.0,45.0,6.6,7.0,0.00141795,0,,Thijmen Blokzijl,3,1.0,4.0,4.0,3.0,2.0,,,2.0,2.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,
12448357,away,FC Groningen,Marvin Peersman,marvin-peersman,M. Peersman,D,185,131,M,76160,EUR,666144000,D,43,43,False,38.0,29.0,6.0,2.0,0.0,24.0,26.0,5.0,12.0,6.0,,,,63.0,51.0,6.3,10.0,0.00211175,0,,,43,1.0,5.0,4.0,1.0,,2.0,,1.0,3.0,1.0,1.0,,,1.0,,1.0,,,1.0,,1.0,,,,,,,,,,,,2.0,
12448357,away,FC Groningen,Finn Stam,finn-stam,F. Stam,D,188,79,M,1125984,EUR,1050192000,D,22,22,False,12.0,8.0,3.0,2.0,0.0,6.0,8.0,2.0,4.0,2.0,,,,45.0,16.0,6.6,5.0,0.00274242,0,,Finn Stam,3,2.0,3.0,,1.0,1.0,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,
12448357,away,FC Groningen,Jorg Schreuders,jorg-schreuders,J. Schreuders,M,177,234,M,1424404,EUR,1094688000,M,14,14,False,16.0,8.0,,,0.0,2.0,5.0,6.0,11.0,1.0,,,,60.0,22.0,6.2,11.0,0.00408878,0,,Jorg Schreuders,14,,,,,,,,2.0,3.0,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,
12448357,away,FC Groningen,Stije Resink,stije-resink,S. Resink,M,186,608,M,1090328,EUR,1053993600,M,6,6,False,29.0,24.0,2.0,,0.0,18.0,18.0,6.0,11.0,2.0,,,,60.0,46.0,6.8,9.0,0.00594305,1,,Stije Resink,6,1.0,7.0,2.0,3.0,2.0,2.0,,,3.0,2.0,1.0,,1.0,1.0,0.0181,3.0,,,,,2.0,,,,,,,,,1.0,,,,1.0
12448357,away,FC Groningen,Johan Hove,johan-hove,J. Hove,M,177,335,M,839953,EUR,968284800,M,8,8,False,30.0,26.0,3.0,1.0,0.0,15.0,15.0,13.0,19.0,3.0,,,,90.0,48.0,6.8,8.0,0.00938361,0,,,8,1.0,4.0,3.0,1.0,,1.0,,1.0,3.0,1.0,1.0,,,,,3.0,4.0,2.0,,,,,,,,,,,,2.0,,,1.0,
12448357,away,FC Groningen,Luciano Valente,luciano-valente,L. Valente,M,189,1455,M,1121400,EUR,1065225600,M,10,10,False,11.0,8.0,1.0,1.0,0.0,3.0,5.0,5.0,8.0,2.0,,,,90.0,19.0,6.9,8.0,0.00693212,1,,Luciano Valente,10,,,,,,,,1.0,2.0,1.0,,,,,0.3215,1.0,2.0,,,,2.0,,,1.0,0.7564,,1.0,,,,,,,
12448357,away,FC Groningen,Romano Postema,romano-postema,R. Postema,F,175,255,M,992569,EUR,1013040000,F,29,29,False,4.0,3.0,,,0.0,1.0,2.0,2.0,2.0,,,,,60.0,6.0,6.3,2.0,0.00080811,0,,,9,,,1.0,,,,,3.0,6.0,,,,,1.0,,,,,1.0,,,1.0,,,,,,,,1.0,,,,
12448357,away,FC Groningen,Thom van Bergen,thom-van-bergen,T. v. Bergen,F,180,457,M,1413536,EUR,1073347200,F,26,26,False,10.0,8.0,,,1.0,4.0,4.0,4.0,6.0,1.0,,,,75.0,20.0,7.0,9.0,0.274371,0,,Thom van Bergen,26,2.0,4.0,1.0,,,1.0,,2.0,6.0,1.0,1.0,,,,,,,,1.0,1.0,4.0,,1.0,,,,,,,3.0,,,,
12448357,away,FC Groningen,Wouter Prins,wouter-prins,W. Prins,D,173,77,M,1481249,EUR,1076025600,D,2,2,True,8.0,5.0,2.0,,0.0,1.0,2.0,4.0,7.0,2.0,,,,45.0,20.0,6.5,7.0,0.00405133,0,,,2,,2.0,1.0,2.0,1.0,,,,2.0,1.0,,,,,,4.0,1.0,,,,1.0,,,,,,,,,1.0,,,,
12448357,away,FC Groningen,Joey Pelupessy,joey-pelupessy,J. Pelupessy,M,182,5611,M,235404,EUR,737424000,M,4,4,True,10.0,7.0,2.0,2.0,0.0,5.0,6.0,2.0,4.0,1.0,,,,30.0,18.0,6.7,3.0,0.00172641,0,,,6,2.0,4.0,6.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12448357,away,FC Groningen,Rui Mendes,rui-mendes,R. Mendes,F,180,126,M,940979,EUR,942192000,F,27,27,True,5.0,2.0,,,0.0,2.0,2.0,,3.0,1.0,,,,30.0,9.0,6.7,4.0,7.648e-05,0,,,27,1.0,4.0,,2.0,1.0,,,2.0,4.0,1.0,1.0,,,1.0,,,,,1.0,,1.0,,,,,,,,,,,,,
12448357,away,FC Groningen,Brynjólfur Darri Willumsson,brynjolfur-darri-willumsson,B. Darri Willumsson,F,185,358,M,907520,EUR,966038400,F,9,9,True,4.0,4.0,,,0.0,2.0,2.0,2.0,2.0,1.0,,,,22.0,7.0,6.0,1.0,0.0100118,0,,,9,,2.0,,,,2.0,,,2.0,,,,,2.0,,,,,,,1.0,,,,,,,,,,,,,
12448357,away,FC Groningen,Thijs Oosting,thijs-oosting,T. Oosting,M,176,133,M,876233,EUR,957225600,M,25,25,True,4.0,1.0,,,0.0,,,1.0,5.0,1.0,,,,15.0,5.0,6.4,4.0,0.00298936,0,,,25,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
12448357,away,FC Groningen,Dirk Baron,dirk-baron,D. Baron,G,191,47,M,1191214,EUR,1029456000,G,24,24,True,,,,,,,,,,,,,,,,,,,0,,Dirk Baron,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12448357,away,FC Groningen,Hidde Jurjus,hidde-jurjus,H. Jurjus,G,187,69,M,339941,EUR,760752000,G,21,21,True,,,,,,,,,,,,,,,,,,,0,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12448357,away,FC Groningen,Maxim Mariani,mariani-maxim,M. Mariani,D,185,45,M,1446119,EUR,1099440000,D,36,36,True,,,,,,,,,,,,,,,,,,,0,,Maxim,14,,,,,,,Mariani,,,,,,,,,,,,,,,,,,,,,,,,,,,
12448357,away,FC Groningen,Sven Bouland,sven-bouland,S. Bouland,D,184,67,M,1647694,EUR,1140566400,D,67,67,True,,,,,,,,,,,,,,,,,,,0,,Sven,22,,,,,,,Bouland,,,,,,,,,,,,,,,,,,,,,,,,,,,
12448357,away,FC Groningen,Fofin Turay,turay-fofin,F. Turay,F,178,65,M,1481251,EUR,1086566400,F,23,23,True,,,,,,,,,,,,,,,,,,,0,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12448357,away,FC Groningen,Noam Emeran,noam-emeran,N. Emeran,F,179,445,M,1069509,EUR,1032825600,F,11,11,True,,,,,,,,,,,,,,,,,,,0,,Noam Emeran,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
