match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialLost,stat_duelLost,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialWon,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,player_firstName,player_lastName,stat_challengeLost,stat_outfielderBlock,stat_wasFouled,stat_keyPass,stat_accurateCross,stat_totalOffside,player_sofascoreId,stat_goodHighClaim,stat_bigChanceMissed,stat_bigChanceCreated,stat_goals,stat_goalAssist
11450043,home,Trabzonspor,Uğurcan Çakır,ugurcan-cakir,U. Çakır,G,1,192,4886,M,754330,EUR,828662400,G,1,1,False,True,9.0,8.0,4.0,3.0,7.0,7.0,1.0,2.0,1.0,1.0,6.0,4.0,4.0,90.0,17.0,7.3,1.0,0.00013944,0,0.0657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11450043,home,Trabzonspor,Thomas Meunier,thomas-meunier,T. Meunier,D,12,190,2758,M,128587,EUR,684633600,D,12,12,False,,80.0,72.0,1.0,1.0,14.0,15.0,58.0,70.0,,5.0,6.0,,,90.0,113.0,7.7,17.0,0.111498,3,,5.0,2.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0,2.0,1.0,1.0,3.0,0.1206,0.1541,,,,,,,,,,,,,,
11450043,home,Trabzonspor,Batista Mendy,batista-mendy,B. Mendy,M,19,191,1292,M,859021,EUR,947635200,D,6,6,False,,76.0,71.0,3.0,1.0,27.0,27.0,44.0,50.0,2.0,7.0,4.0,,,90.0,85.0,7.0,7.0,0.0660172,1,,1.0,1.0,2.0,,,,,1.0,,2.0,,,,1.0,4.0,0.1142,0.1006,,,1.0,1.0,1.0,1.0,,,,,,,,
11450043,home,Trabzonspor,Stefano Denswil,stefano-denswil,S. Denswil,D,4,188,263,M,97404,EUR,736732800,D,24,24,False,,75.0,68.0,7.0,5.0,24.0,26.0,44.0,49.0,1.0,4.0,5.0,,,90.0,87.0,6.9,8.0,0.166947,0,,,4.0,7.0,,1.0,,,,,1.0,,1.0,1.0,,1.0,,,,,1.0,,2.0,,,,,,,,,
11450043,home,Trabzonspor,Eren Elmalı,eren-elmali,E. Elmalı,D,17,180,4102,M,981483,EUR,962928000,D,18,18,False,,57.0,54.0,5.0,5.0,14.0,14.0,40.0,46.0,1.0,3.0,5.0,,,90.0,73.0,7.2,10.0,0.104708,1,,3.0,1.0,2.0,,2.0,,1.0,,,1.0,3.0,,,,,0.0157,,,,,,1.0,1.0,,,,,,,,
11450043,home,Trabzonspor,Berat Ayberk Özdemir,berat-ayberk-ozdemir,B. A. Özdemir,M,2,187,216,M,876857,EUR,895881600,M,5,5,False,,79.0,72.0,9.0,7.0,17.0,17.0,55.0,62.0,1.0,1.0,4.0,,,66.0,92.0,7.6,8.0,0.0355358,2,,,1.0,5.0,,,,2.0,,,4.0,,3.0,2.0,1.0,,0.0409,,,,,,1.0,1.0,,,,,,,,
11450043,home,Trabzonspor,Umut Güneş,umut-gunes,U. Güneş,M,20,177,131,M,876782,EUR,953164800,M,23,23,False,,40.0,34.0,2.0,2.0,6.0,6.0,28.0,34.0,1.0,3.0,5.0,,,80.0,50.0,7.5,6.0,0.0308317,3,,,,4.0,,,,,2.0,1.0,,1.0,2.0,1.0,,,0.1746,0.2535,,,2.0,2.0,2.0,1.0,,,,,,,,
11450043,home,Trabzonspor,Edin Višća,edin-visca,E. Višća,M,7,172,1000,M,109779,EUR,635212800,M,7,7,False,,51.0,38.0,4.0,3.0,10.0,11.0,31.0,52.0,,1.0,7.0,,,81.0,74.0,7.4,26.0,0.224804,1,,12.0,,1.0,,1.0,,1.0,,,,2.0,1.0,1.0,2.0,,0.0274,,,,,,,3.0,3.0,,,,,,,
11450043,home,Trabzonspor,Enis Bardhi,enis-bardhi,E. Bardhi,M,10,172,1009,M,355024,EUR,804643200,M,8,8,False,,55.0,47.0,2.0,1.0,10.0,10.0,39.0,53.0,1.0,4.0,4.0,,,90.0,73.0,7.2,17.0,0.179641,1,,8.0,1.0,3.0,,2.0,1.0,,,1.0,,,1.0,,2.0,2.0,0.0978,,,,,1.0,,3.0,2.0,1.0,,,,,,
11450043,home,Trabzonspor,Mahmoud Trézéguet,mahmoud-trezeguet,M. Trézéguet,M,7,179,38551,M,295361,EUR,780969600,M,10,10,False,,43.0,37.0,4.0,3.0,3.0,3.0,34.0,40.0,3.0,3.0,1.0,,,45.0,48.0,7.2,6.0,0.148584,3,,,,1.0,,,,2.0,,1.0,,,,,,,0.3943,,,,,,1.0,1.0,,,mahmoudtrezeguet,,,,,
11450043,home,Trabzonspor,Nicolas Pépé,nicolas-pepe,N. Pépé,F,19,183,12626,M,593526,EUR,801705600,F,19,19,False,,33.0,29.0,1.0,1.0,1.0,1.0,28.0,32.0,,4.0,2.0,,,66.0,44.0,7.0,7.0,0.154064,2,,,,2.0,1.0,3.0,1.0,,,2.0,,,,,,1.0,0.1473,,,,,,1.0,3.0,,1.0,nicolas_pepe19,,,,,
11450043,home,Trabzonspor,Umut Bozok,umut-bozok,U. Bozok,F,19,178,386,M,869839,EUR,843091200,F,9,9,True,,15.0,11.0,,,1.0,1.0,10.0,14.0,3.0,4.0,1.0,,,45.0,27.0,7.0,6.0,0.0222571,2,,,,3.0,1.0,1.0,1.0,1.0,,1.0,,1.0,,,1.0,,0.1179,,,,,,2.0,1.0,,,,,,,,
11450043,home,Trabzonspor,Joaquín Fernández,joaquin-fernandez,J. Fernández,D,12,190,91,M,822923,EUR,833500800,D,3,3,True,,29.0,28.0,2.0,2.0,10.0,10.0,18.0,19.0,1.0,4.0,2.0,,,24.0,30.0,6.5,1.0,0.00562246,0,,,,,,,,,,,1.0,,,,,3.0,,,,,,,,,,,,,,,,
11450043,home,Trabzonspor,Taxiarchis Fountas,taxiarchis-fountas,T. Fountas,M,11,168,597,M,204562,EUR,810172800,F,14,14,True,,19.0,16.0,1.0,,5.0,5.0,11.0,14.0,,,,,,24.0,22.0,6.7,3.0,0.0269354,0,,,,1.0,,1.0,1.0,,,,,1.0,,,,,,,Taxiarchis,Fountas,,,,,,,,,,,,
11450043,home,Trabzonspor,Enis Destan,enis-destan,E. Destan,F,94,184,566,M,1012480,EUR,1024099200,F,94,94,True,,6.0,4.0,,,,,4.0,6.0,,,,,,10.0,7.0,6.9,2.0,0.00232089,1,,,4.0,4.0,,,,,1.0,,,,,,,,0.0617,0.0431,,,,,,,,1.0,,,,,,
11450043,home,Trabzonspor,Mislav Oršić,mislav-orsic,M. Oršić,M,17,178,6128,M,88645,EUR,725587200,F,99,99,True,,6.0,4.0,,,,,4.0,8.0,,1.0,,,,9.0,10.0,6.4,5.0,0.00313793,1,,2.0,,,,,,,,1.0,,,,,1.0,,0.0127,,,,1.0,,,,,,orsic99,,,,,
11450043,home,Trabzonspor,Muhammet Taha Tepe,muhammet-taha-tepe,M. T. Tepe,G,54,184,104,M,910094,EUR,978307200,G,54,54,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11450043,home,Trabzonspor,Rayyan Baniya,rayyan-baniya,R. Baniya,D,23,192,339,M,929739,EUR,919296000,D,2,2,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11450043,home,Trabzonspor,Arif Boşluk,arif-bosluk,A. Boşluk,D,24,183,173,M,1138095,EUR,1054857600,D,73,73,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,Arif Bosluk,,,,,,,,,,,,,
11450043,home,Trabzonspor,Göktan Gürpüz,goktan-gurpuz,G. Gürpüz,M,11,178,348,M,997007,EUR,1043193600,M,33,33,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11450043,home,Trabzonspor,Kerem Şen,kerem-sen,K. Şen,M,16,175,57,M,1085376,EUR,1010966400,M,16,16,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,Kerem Sen,,,,,,,,,,,,,
11450043,away,Sivasspor,Đorđe Nikolić,dorde-nikolic,Đ. Nikolić,G,,195,79,M,797144,EUR,860889600,G,13,13,False,,23.0,13.0,17.0,7.0,7.0,9.0,6.0,14.0,,,14.0,3.0,5.0,90.0,38.0,8.1,10.0,0.00201767,0,0.5513,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,1.0,,,,
11450043,away,Sivasspor,Murat Paluli,murat-paluli,M. Paluli,D,7,175,36,M,893014,EUR,776390400,D,99,99,False,,23.0,15.0,1.0,,4.0,6.0,11.0,19.0,,,4.0,,,89.0,48.0,7.0,14.0,0.0175964,1,,2.0,1.0,2.0,,,,1.0,,,4.0,4.0,,,1.0,,0.269,,,,,,1.0,1.0,,,,,1.0,,,
11450043,away,Sivasspor,Achilleas Poungouras,achilleas-poungouras,A. Poungouras,D,15,187,79,M,783466,EUR,818812800,D,44,44,False,,18.0,12.0,4.0,1.0,6.0,9.0,6.0,9.0,3.0,4.0,1.0,,,90.0,27.0,7.1,7.0,0.00492198,1,,,2.0,4.0,,,,,1.0,,3.0,,1.0,1.0,1.0,,0.0876,0.0164,Achilleas,Poungouras,1.0,1.0,1.0,,,,,,,,,
11450043,away,Sivasspor,Aaron Appindangoyé,aaron-appindangoye,A. Appindangoyé,D,2,185,334,M,785850,EUR,698544000,D,4,4,False,,16.0,12.0,4.0,2.0,10.0,13.0,2.0,3.0,,,1.0,,,90.0,30.0,7.5,4.0,0.00051498,0,,,2.0,3.0,,,,,,,7.0,2.0,1.0,,,,,,,,,3.0,,,,,,,,,,
11450043,away,Sivasspor,Samba Camara,samba-camara,S. Camara,D,14,190,68,M,837301,EUR,721699200,D,14,14,False,,23.0,17.0,7.0,3.0,13.0,16.0,4.0,7.0,3.0,4.0,3.0,,,90.0,42.0,7.4,6.0,0.00196664,0,,,2.0,4.0,,,,,,,9.0,3.0,2.0,1.0,,,,,,,1.0,1.0,,,,,,,,,,
11450043,away,Sivasspor,Uğur Çiftçi,ugur-ciftci,U. Çiftçi,D,58,180,65,M,142850,EUR,704937600,D,3,3,False,True,36.0,29.0,4.0,1.0,14.0,18.0,16.0,23.0,,4.0,3.0,,,90.0,60.0,7.0,16.0,0.0320779,1,,5.0,,2.0,1.0,1.0,,,,1.0,4.0,3.0,1.0,1.0,,1.0,0.017,,,,1.0,,1.0,,1.0,,,,,,,
