match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialLost,stat_duelLost,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialWon,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,player_firstName,player_lastName,stat_challengeLost,stat_outfielderBlock,stat_wasFouled,stat_keyPass,stat_accurateCross,stat_totalOffside,player_sofascoreId,stat_goodHighClaim,stat_bigChanceMissed,stat_bigChanceCreated,stat_goals,stat_goalAssist
11450043,away,Sivasspor,Bengali-Fodé Koita,bengali-fode-koita,B. Koita,M,55,186,217,M,51407,EUR,656467200,M,55,55,False,,23.0,19.0,2.0,2.0,4.0,6.0,15.0,17.0,2.0,5.0,5.0,,,90.0,44.0,7.5,10.0,0.0304333,3,,,4.0,7.0,1.0,2.0,1.0,,3.0,,6.0,,1.0,1.0,4.0,1.0,0.4902,0.4377,,,,,1.0,2.0,,,,,1.0,1.0,,
11450043,away,Sivasspor,Charis Charisis,charis-charisis,C. Charisis,M,8,177,130,M,317297,EUR,789868800,M,8,8,False,,23.0,18.0,1.0,,8.0,12.0,10.0,11.0,,1.0,5.0,,,76.0,33.0,6.7,8.0,0.0112575,0,,,1.0,4.0,,,,,,,2.0,1.0,,,3.0,1.0,,,,,,,3.0,,,,,,,,,
11450043,away,Sivasspor,Bartuğ Elmaz,bartug-elmaz,B. Elmaz,M,6,179,1215,M,997165,EUR,1045612800,M,33,33,False,,28.0,23.0,4.0,3.0,13.0,15.0,10.0,15.0,1.0,3.0,5.0,,,76.0,37.0,6.7,7.0,0.00876965,1,,2.0,,1.0,,,,,,1.0,2.0,1.0,1.0,,,1.0,0.0362,,,,1.0,1.0,,,,,,,,,,
11450043,away,Sivasspor,Queensy Menig,queensy-menig,Q. Menig,F,,174,209,M,232318,EUR,808790400,M,95,95,False,,13.0,9.0,,,5.0,6.0,4.0,7.0,2.0,5.0,1.0,,,76.0,29.0,7.3,11.0,0.00391289,2,,,,3.0,2.0,2.0,2.0,,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,0.3255,0.6116,,,,,,,,,,,,,1.0,
11450043,away,Sivasspor,Rey Manaj,rey-manaj,R. Manaj,F,9,182,2059,M,587882,EUR,856742400,F,9,9,False,,23.0,17.0,1.0,,3.0,4.0,14.0,19.0,3.0,9.0,4.0,,,90.0,42.0,8.0,10.0,0.111895,1,,,2.0,11.0,2.0,1.0,1.0,,,1.0,1.0,,3.0,2.0,2.0,4.0,0.0294,,,,,2.0,5.0,3.0,,,,,,2.0,,1.0
11450043,away,Sivasspor,İbrahim Akdağ,ibrahim-akdag,İ. Akdağ,M,14,179,11,M,847053,EUR,680054400,M,12,12,True,,5.0,4.0,,,1.0,1.0,3.0,4.0,,3.0,,,,14.0,7.0,6.6,1.0,0.00116957,0,,,1.0,2.0,,,,,,,1.0,,,,,2.0,,,,,1.0,,1.0,,,,,,,,,
11450043,away,Sivasspor,Mijo Caktaš,mijo-caktas,M. Caktaš,M,,178,363,M,152887,EUR,705283200,M,30,30,True,,9.0,8.0,,,1.0,1.0,7.0,8.0,,,1.0,,,14.0,12.0,6.7,1.0,0.00469732,0,,,,1.0,,,,,,,1.0,1.0,,,,,,,,,,,1.0,,,,,,,,,
11450043,away,Sivasspor,Clinton N'Jie,clinton-njie,C. N'Jie,F,,175,913,M,291665,EUR,745372800,F,10,10,True,,6.0,6.0,,,3.0,3.0,3.0,3.0,,2.0,2.0,,,14.0,10.0,6.5,3.0,0.00216871,0,,,,1.0,1.0,2.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,
11450043,away,Sivasspor,Alaaddin Okumuş,alaaddin-okumus,A. Okumuş,D,22,175,23,M,844640,EUR,809136000,D,23,23,True,,1.0,1.0,,,1.0,1.0,,,,,,,,1.0,1.0,,,2e-07,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11450043,away,Sivasspor,Hüseyin Arslan,huseyin-arslan,H. Arslan,G,1,193,6,M,952586,EUR,940204800,G,91,91,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11450043,away,Sivasspor,Caner Osmanpaşa,caner-osmanpasa,C. Osmanpaşa,D,20,182,35,M,135941,EUR,569203200,D,88,88,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11450043,away,Sivasspor,Burak Kapacak,burak-kapacak,B. Kapacak,M,17,180,490,M,836686,EUR,944611200,M,16,16,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11450043,away,Sivasspor,Roman Kvet,roman-kvet,R. Kvet,M,16,187,93,M,858926,EUR,882316800,M,19,19,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11450043,away,Sivasspor,Kerem Atakan Kesgin,kerem-atakan-kesgin,K. A. Kesgin,M,17,174,132,M,857745,EUR,973382400,M,20,20,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11450043,away,Sivasspor,Emre Gökay,emre-gokay,E. Gökay,F,19,181,137,M,1393928,EUR,1140220800,M,21,21,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,Emre Gökay,,,,,,,,,,,,,
