match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_ballRecovery,stat_lastManTackle,stat_totalTackle,stat_wonTackle,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_sofascoreId,stat_accurateOppositionHalfPasses,stat_aerialWon,stat_duelLost,stat_totalContest,stat_wonContest,stat_unsuccessfulTouch,stat_fouls,stat_challengeLost,stat_dispossessed,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_errorLeadToAShot,stat_wasFouled,stat_aerialLost,stat_keyPass,stat_totalCross,stat_accurateCross,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_penaltyWon,stat_expectedGoals,stat_shotOffTarget,captain,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_bigChanceMissed,player_lastName,stat_goals,stat_totalOffside,stat_goodHighClaim,stat_penaltyFaced,stat_penaltyConceded
12764114,home,Tottenham Hotspur,Fraser Forster,fraser-forster,F. Forster,G,17,201,1214,M,19314,EUR,574560000,G,20,20,False,27.0,24.0,4.0,1.0,0.0,24.0,25.0,2.0,1.0,7.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,90.0,34.0,7.6,3.0,6.208e-05,0,0.5957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764114,home,Tottenham Hotspur,Archie Gray,archie-gray,A. Gray,D,14,187,5628,M,1142335,EUR,1142121600,D,14,14,False,36.0,35.0,1.0,1.0,0.0,15.0,15.0,21.0,3.0,2.0,,1.0,1.0,,,,,90.0,50.0,7.1,3.0,0.0153173,0,,Archie Gray,ArchieGray06,20.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12764114,home,Tottenham Hotspur,Radu Drăguşin,radu-dragusin,R. Drăguşin,D,3,191,13712,M,997103,EUR,1012694400,D,6,6,False,86.0,73.0,11.0,3.0,0.0,34.0,36.0,50.0,5.0,1.0,,,,,,,,90.0,105.0,7.1,17.0,0.259399,0,,,radudragusin5,39.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,7.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,
12764114,home,Tottenham Hotspur,Ben Davies,ben-davies,B. Davies,D,33,181,2686,M,94758,EUR,735609600,D,33,33,False,96.0,89.0,5.0,2.0,0.0,43.0,47.0,49.0,1.0,4.0,,,,,,,,90.0,104.0,7.0,9.0,0.0196215,0,,,,46.0,,4.0,,,2.0,1.0,,,2.0,,,,1.0,3.0,,,,,,,,,,,,,,,,,,
12764114,home,Tottenham Hotspur,Destiny Udogie,destiny-udogie,D. Udogie,D,13,186,5926,M,983572,EUR,1038441600,D,13,13,False,53.0,46.0,,,0.0,20.0,23.0,30.0,7.0,7.0,,2.0,1.0,,,,,90.0,75.0,7.9,9.0,0.0572449,0,,,udogiethree,26.0,1.0,1.0,2.0,2.0,2.0,2.0,,,,1.0,2.0,,2.0,,1.0,,,,,,,,,,,,,,,,,
12764114,home,Tottenham Hotspur,Lucas Bergvall,bergvall-lucas,L. Bergvall,M,15,186,9216,M,1391251,EUR,1138838400,M,15,15,False,35.0,32.0,5.0,4.0,0.0,12.0,13.0,25.0,6.0,5.0,,3.0,3.0,,,,,73.0,50.0,8.1,4.0,0.316256,2,,,lucasbergvall,22.0,1.0,5.0,1.0,1.0,,2.0,2.0,,1.0,,1.0,,1.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0,0.0326,,,,,,,,,,,
12764114,home,Tottenham Hotspur,Rodrigo Bentancur,bentancur-rodrigo,R. Bentancur,M,30,187,8288,M,791190,EUR,867196800,M,30,30,False,97.0,91.0,,,0.0,29.0,30.0,67.0,5.0,13.0,,,,,,,,90.0,111.0,7.5,11.0,0.344857,1,,,rodrigo_bentancur,62.0,,7.0,4.0,4.0,1.0,1.0,2.0,2.0,,1.0,,,1.0,2.0,,,,,,,0.0206,1.0,,,,,,,,,,
12764114,home,Tottenham Hotspur,James Maddison,james-maddison,J. Maddison,M,10,175,15555,M,356398,EUR,848707200,M,10,10,False,44.0,35.0,2.0,1.0,0.0,8.0,8.0,40.0,8.0,5.0,,1.0,1.0,,,,,73.0,68.0,7.5,20.0,0.0689717,1,,,Madders,27.0,,6.0,7.0,4.0,1.0,1.0,,2.0,,,,,3.0,,2.0,4.0,,,,,0.0489,,True,1.0,0.014,,,,,,,
12764114,home,Tottenham Hotspur,Mikey Moore,mikey-moore,M. Moore,F,47,180,3947,M,1403192,EUR,1186790400,F,47,47,False,36.0,29.0,,,0.0,6.0,6.0,34.0,2.0,1.0,,,,,,,,88.0,54.0,6.6,18.0,0.29198,3,,,,24.0,1.0,6.0,4.0,1.0,1.0,1.0,1.0,1.0,,,,,,,1.0,4.0,1.0,,1.0,,0.3809,1.0,,1.0,0.0172,1.0,,,,,,
12764114,home,Tottenham Hotspur,Richarlison,richarlison,Richarlison,F,9,184,44389,M,840217,EUR,863222400,F,9,9,False,14.0,7.0,1.0,,0.0,2.0,3.0,11.0,3.0,5.0,,2.0,2.0,,,,,64.0,23.0,7.3,8.0,0.0723729,4,,,Richarlison,5.0,1.0,2.0,1.0,,,1.0,,,,,,,,,1.0,,,,3.0,,0.9379,,,1.0,0.9143,,,1.0,2.0,,,
12764114,home,Tottenham Hotspur,Timo Werner,timo-werner,T. Werner,F,36,180,18927,M,232306,EUR,826070400,F,16,16,False,20.0,14.0,3.0,2.0,0.0,5.0,5.0,19.0,2.0,1.0,,,,,,,,45.0,34.0,6.9,11.0,0.42001,2,,,timowerner,11.0,,2.0,1.0,,2.0,,,,,,,,2.0,1.0,2.0,4.0,2.0,1.0,,,0.2106,1.0,,1.0,0.0669,1.0,,,1.0,,,
12764114,home,Tottenham Hotspur,Brennan Johnson,brennan-johnson,B. Johnson,F,11,186,10644,M,1085180,EUR,990576000,F,22,22,True,8.0,4.0,,,0.0,1.0,1.0,8.0,2.0,2.0,,,,,,,,45.0,15.0,6.6,7.0,0.0053391,1,,,brenjohnson_,4.0,,1.0,,,1.0,,,1.0,,,,,2.0,,,1.0,1.0,,1.0,,0.0645,,,,,,,,1.0,,,
12764114,home,Tottenham Hotspur,Dominic Solanke,dominic-solanke,D. Solanke,F,19,186,11216,M,361420,EUR,874195200,F,19,19,True,4.0,4.0,,,0.0,1.0,1.0,3.0,4.0,,,1.0,1.0,,,,,26.0,12.0,6.8,4.0,0.0146393,0,,,Dom_Solanke,3.0,,4.0,3.0,1.0,1.0,1.0,,1.0,,,,,2.0,,2.0,,,,,,,,,,,,,,,,,
12764114,home,Tottenham Hotspur,Dejan Kulusevski,dejan-kulusevski,D. Kulusevski,M,21,186,11670,M,928124,EUR,956620800,M,21,21,True,5.0,5.0,1.0,1.0,0.0,1.0,1.0,4.0,,2.0,,,,,,,,17.0,11.0,6.8,3.0,0.0661396,1,,,dejan_k10,4.0,,3.0,1.0,,1.0,1.0,1.0,,,,,,,,1.0,,,,,,0.0191,,,1.0,0.0177,,,,,,,
12764114,home,Tottenham Hotspur,Pape Matar Sarr,pape-matar-sarr,P. M. Sarr,M,29,185,32532,M,1002711,EUR,1031961600,M,29,29,True,13.0,12.0,,,0.0,7.0,8.0,5.0,1.0,3.0,,,,,,,,17.0,15.0,6.7,1.0,0.0225064,0,,,pape,5.0,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,
12764114,home,Tottenham Hotspur,Wilson Odobert,wilson-odobert,W. Odobert,F,28,182,4525,M,1142679,EUR,1101600000,F,28,28,True,1.0,1.0,,,0.0,,,1.0,,,,,,,,,,2.0,2.0,,,0.00700588,1,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,0.1561,,,,,,,,1.0,,,
12764114,home,Tottenham Hotspur,Guglielmo Vicario,guglielmo-vicario,G. Vicario,G,1,194,7142,M,553606,EUR,844646400,G,1,1,True,,,,,,,,,,,,,,,,,,,,,,,0,,,guglielmovicario,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764114,home,Tottenham Hotspur,Brandon Austin,austin-brandon,B. Austin,G,40,188,1395,M,859896,EUR,915753600,G,40,40,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764114,home,Tottenham Hotspur,Cristian Romero,cristian-romero,C. Romero,D,17,185,37724,M,829932,EUR,893635200,D,17,17,True,,,,,,,,,,,,,,,,,,,,,,,0,,,cutiromero2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764114,home,Tottenham Hotspur,Pedro Porro,pedro-porro,P. Porro,D,23,173,10892,M,913654,EUR,937180800,D,23,23,True,,,,,,,,,,,,,,,,,,,,,,,0,,,pedroporro29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764114,home,Tottenham Hotspur,Micky van de Ven,micky-van-de-ven,M. van de Ven,D,37,193,12553,M,998247,EUR,987638400,D,37,37,True,,,,,,,,,,,,,,,,,,,,,,,0,,,mickyvdven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764114,home,Tottenham Hotspur,Yves Bissouma,yves-bissouma,Y. Bissouma,M,8,181,19161,M,844842,EUR,841363200,M,8,8,True,,,,,,,,,,,,,,,,,,,,,,,0,,,YB8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764114,home,Tottenham Hotspur,Will Lankshear,will-lankshear,W. Lankshear,F,27,189,1483,M,1391825,EUR,1113955200,F,42,42,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764114,away,AZ Alkmaar,Rome Jayden Owusu-Oduro,rome-jayden-owusu-oduro,R. J. Owusu-Oduro,G,1,189,1342,M,1145999,EUR,1088726400,G,1,1,False,31.0,19.0,14.0,2.0,0.0,17.0,19.0,12.0,1.0,10.0,,,,3.0,4.0,2.0,2.0,90.0,48.0,7.2,14.0,0.00069964,0,0.0302,,,2.0,,,,,,,,,3.0,,,,1.0,,,,,,,,,,,,,,,,,1.0,1.0,
12764114,away,AZ Alkmaar,Seiya Maikuma,seiya-maikuma,S. Maikuma,D,2,179,897,M,1028330,EUR,876960000,D,16,16,False,25.0,19.0,3.0,1.0,0.0,14.0,20.0,5.0,1.0,1.0,,,,,,,,66.0,38.0,5.8,8.0,0.0044153,0,,,,5.0,1.0,7.0,1.0,,,2.0,2.0,1.0,3.0,1.0,1.0,2.0,,1.0,,,,,,,,,,,,,,,,,,
12764114,away,AZ Alkmaar,Alexandre Penetra,alexandre-penetra,A. Penetra,D,5,184,386,M,1004278,EUR,999993600,D,5,5,False,59.0,48.0,10.0,4.0,0.0,40.0,47.0,12.0,5.0,2.0,,2.0,2.0,,,,,90.0,70.0,7.1,11.0,0.00430831,1,,,,8.0,1.0,,,,,,,,4.0,1.0,,,2.0,,,,,,,,0.0146,,,1.0,0.1087,,,,,,,
12764114,away,AZ Alkmaar,Maxim Dekker,maxim-dekker,M. Dekker,D,4,192,201,M,1119294,EUR,1082505600,D,22,22,False,40.0,36.0,6.0,3.0,0.0,31.0,34.0,6.0,1.0,2.0,,,,,,,,84.0,47.0,6.6,4.0,0.00320555,1,,Maxim Dekker,,5.0,,2.0,,,,2.0,,,1.0,2.0,1.0,,1.0,,,,,,,,0.0713,1.0,,,,,,,,,,1.0
12764114,away,AZ Alkmaar,David Möller Wolfe,david-moller-wolfe,D. M. Wolfe,D,6,185,957,M,1031283,EUR,1019520000,D,18,18,False,36.0,31.0,5.0,2.0,0.0,20.0,22.0,15.0,5.0,3.0,,3.0,1.0,,,,,85.0,57.0,6.6,8.0,0.00549986,1,,,,11.0,,5.0,1.0,,,2.0,,,2.0,1.0,2.0,,2.0,2.0,,1.0,,,,,0.0204,1.0,,,,,,,,,,
12764114,away,AZ Alkmaar,Jordy Clasie,jordy-clasie,J. Clasie,M,8,169,219,M,116946,EUR,677980800,M,8,8,False,55.0,50.0,3.0,2.0,0.0,36.0,39.0,17.0,1.0,4.0,,1.0,1.0,,,,,90.0,62.0,6.8,6.0,0.02049,0,,,,14.0,,2.0,,,,2.0,,,1.0,,1.0,,,,,1.0,,,,,,,True,,,,,,,,,
12764114,away,AZ Alkmaar,Sven Mijnans,sven-mijnans,S. Mijnans,M,10,190,1196,M,980671,EUR,952560000,M,10,10,False,19.0,15.0,3.0,2.0,0.0,8.0,10.0,11.0,2.0,2.0,,1.0,1.0,,,,,84.0,30.0,6.8,7.0,0.0414717,1,,,,8.0,,4.0,,,2.0,1.0,3.0,,,,1.0,,1.0,,4.0,2.0,1.0,,1.0,,0.0833,,,,,,,,1.0,,,
12764114,away,AZ Alkmaar,Kristijan Belić,kristijan-belic,K. Belić,M,17,177,617,M,994591,EUR,985392000,M,14,14,False,25.0,21.0,2.0,1.0,0.0,17.0,20.0,5.0,5.0,3.0,,1.0,,,,,,45.0,38.0,6.9,5.0,0.00254548,0,,,,4.0,1.0,5.0,2.0,1.0,,,3.0,,2.0,2.0,3.0,,2.0,1.0,,,,,,,,,,,,,,,,,,
12764114,away,AZ Alkmaar,Ernest Poku,ernest-poku,E. Poku,M,19,172,5166,M,1119502,EUR,1075248000,F,21,21,False,29.0,22.0,,,0.0,7.0,9.0,21.0,6.0,5.0,,2.0,2.0,,,,,90.0,48.0,7.4,16.0,0.093399,1,,,,15.0,,2.0,5.0,4.0,7.0,,1.0,,1.0,,,,,,2.0,1.0,,,1.0,,0.0347,,,,,,,,,,,
