match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_duelLost,stat_challengeLost,stat_totalContest,stat_wonContest,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_errorLeadToAGoal,stat_fouls,stat_keyPass,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_bigChanceCreated,stat_outfielderBlock,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_aerialLost,stat_dispossessed,stat_blockedScoringAttempt,captain,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_goals,stat_goalAssist,stat_totalOffside,stat_bigChanceMissed,stat_hitWoodwork,player_sofascoreId
10389919,home,Clermont Foot,Mory Diaw,mory-diaw,M. Diaw,G,99,197,3450,M,580226,EUR,740707200,G,99,99,False,30.0,23.0,10.0,3.0,22.0,22.0,1.0,8.0,1.0,1.0,3.0,1.0,1.0,1.0,90.0,33.0,5.8,7.0,0.0,0.0,0.00044516,0,-1.0271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389919,home,Clermont Foot,Mateusz Wieteska,mateusz-wieteska,M. Wieteska,D,4,187,1515,M,286087,EUR,855619200,D,4,4,False,60.0,50.0,6.0,2.0,31.0,34.0,19.0,26.0,2.0,5.0,4.0,,,,90.0,70.0,5.8,10.0,0.0,0.0,0.0334596,0,,4.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,
10389919,home,Clermont Foot,Alidu Seidu,alidu-seidu,A. Seidu,D,36,173,2225,M,1049515,EUR,960076800,D,36,36,False,56.0,52.0,1.0,1.0,44.0,45.0,9.0,12.0,,4.0,6.0,,,,90.0,68.0,6.6,7.0,0.0,0.0,0.100436,0,,4.0,2.0,1.0,,,1.0,2.0,,1.0,1.0,Alidu Seidu,,1.0,1.0,1.0,1.0,1.0,2.0,2.0,,,,,,,,,,,,
10389919,home,Clermont Foot,Maximiliano Caufriez,maximiliano-caufriez,M. Caufriez,D,5,189,161,M,800349,EUR,856051200,D,5,5,False,41.0,37.0,3.0,2.0,24.0,25.0,13.0,16.0,,2.0,7.0,,,,70.0,50.0,6.7,5.0,0.0,0.0,0.020033,0,,1.0,1.0,,,2.0,3.0,1.0,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,
10389919,home,Clermont Foot,Jérémie Bela,jeremie-bela,J. Bela,M,,173,189,M,282917,EUR,734227200,M,91,91,False,9.0,5.0,,,2.0,3.0,3.0,8.0,,3.0,1.0,,,,31.0,15.0,6.6,7.0,0.0,0.0,0.0115531,0,,2.0,,3.0,2.0,,,,,1.0,,,,2.0,,,,,,1.0,,,,,,,,,,,,
10389919,home,Clermont Foot,Maxime Gonalons,maxime-gonalons,M. Gonalons,M,,186,154,M,82555,EUR,605491200,M,12,12,False,48.0,47.0,4.0,4.0,30.0,30.0,17.0,18.0,,4.0,8.0,,,,60.0,62.0,6.5,5.0,0.0231,0.0,0.0144088,1,,6.0,1.0,1.0,,,,3.0,,1.0,,,,,,,,,,1.0,1.0,2.0,1.0,,,,,,,,,
10389919,home,Clermont Foot,Johan Gastien,johan-gastien,J. Gastien,M,25,179,44,M,216222,EUR,570067200,M,25,25,False,94.0,74.0,10.0,4.0,38.0,40.0,36.0,54.0,,2.0,10.0,,,,90.0,107.0,7.3,22.0,0.1526,0.2589,0.0540153,3,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,1.0,,,,1.0,True,1.0,1.0,1.0,,,,,
10389919,home,Clermont Foot,Neto Borges,neto-borges,N. Borges,D,21,183,239,M,920008,EUR,842572800,M,3,3,False,27.0,25.0,2.0,1.0,6.0,6.0,20.0,24.0,1.0,5.0,5.0,,,,90.0,48.0,7.1,6.0,0.1429,0.0,0.168008,2,,1.0,1.0,,,1.0,2.0,3.0,,,1.0,,,3.0,1.0,,,3.0,,1.0,,,1.0,,1.0,,,,,,,
10389919,home,Clermont Foot,Muhammed-Cham Saračević,muhammed-cham-saracevic,M. Cham-Saračević,M,10,180,998,M,958901,EUR,969926400,F,70,70,False,35.0,30.0,1.0,,8.0,9.0,23.0,32.0,,7.0,3.0,,,,70.0,54.0,7.5,11.0,0.0,0.0,0.0890399,0,,2.0,1.0,3.0,2.0,,,3.0,,,3.0,,,6.0,1.0,,,2.0,,2.0,,,,,,,,1.0,,,,
10389919,home,Clermont Foot,Elbasan Rashani,elbasan-rashani,E. Rashani,F,11,181,221,M,113409,EUR,736905600,F,18,18,False,31.0,24.0,,,6.0,7.0,18.0,26.0,1.0,5.0,7.0,,,,90.0,46.0,6.8,16.0,0.1002,0.1227,0.238822,1,,8.0,,3.0,1.0,,1.0,2.0,,2.0,,,,2.0,,,,,3.0,1.0,2.0,2.0,,,,1.0,,,1.0,,,
10389919,home,Clermont Foot,Komnen Andrić,komnen-andric,K. Andrić,F,17,189,318,M,314138,EUR,804556800,F,9,9,False,21.0,17.0,1.0,1.0,9.0,10.0,8.0,11.0,,,2.0,,,,60.0,31.0,6.5,7.0,0.2528,0.0,0.0580981,3,,4.0,2.0,,,1.0,,,,,1.0,,,,,,,,2.0,,1.0,1.0,2.0,,1.0,,,,,,,
10389919,home,Clermont Foot,Arial Mendy,arial-mendy,A. Mendy,D,29,180,125,M,940371,EUR,784166400,D,19,19,True,22.0,14.0,4.0,2.0,7.0,9.0,7.0,14.0,,6.0,3.0,,,,59.0,38.0,6.7,12.0,0.0251,0.0,0.142135,1,,,,,,2.0,,2.0,,,,,,1.0,,,,1.0,2.0,4.0,,,,,1.0,,,,1.0,,,
