match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_aerialWon,stat_duelWon,stat_totalContest,stat_wonContest,stat_bigChanceMissed,stat_shotOffTarget,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_expectedGoals,stat_keyPass,stat_duelLost,stat_fouls,stat_challengeLost,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_accurateCross,stat_aerialLost,stat_dispossessed,stat_blockedScoringAttempt,stat_goals,stat_bigChanceCreated,stat_hitWoodwork,captain,stat_goalAssist,stat_crossNotClaimed,stat_totalOffside,stat_outfielderBlock
11352417,home,Aston Villa,Emiliano Martínez,emiliano-martinez,E. Martínez,G,23,195,61053,M,EmiMartínez,158263,EUR,715392000,G,1,1,False,39.0,35.0,12.0,8.0,32.0,32.0,3.0,7.0,7.0,2.0,2.0,90.0,44.0,7.5,4.0,0.00066932,0,0.8077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352417,home,Aston Villa,Ezri Konsa,ezri-konsa,E. Konsa,D,4,183,3197,M,,827679,EUR,877564800,D,4,4,False,52.0,48.0,5.0,3.0,27.0,30.0,21.0,23.0,6.0,,,90.0,71.0,7.6,6.0,0.0245202,1,,,,1.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,0.7449,1.0,,,,,,,,,,,,,,,,,
11352417,home,Aston Villa,Diego Carlos,diego-carlos,D. Carlos,D,34,185,2746,M,,604232,EUR,732153600,D,3,3,False,60.0,54.0,12.0,8.0,39.0,42.0,15.0,18.0,3.0,,,90.0,64.0,7.0,6.0,0.0133983,0,,,,,2.0,3.0,,,,,1.0,,,,,1.0,,1.0,2.0,2.0,,,,,,,,,,,,,,,
11352417,home,Aston Villa,Pau Torres,pau-torres,P. Torres,D,14,192,4099,M,pauttorres,864169,EUR,853372800,D,14,14,False,47.0,41.0,6.0,4.0,29.0,32.0,12.0,15.0,5.0,,,90.0,55.0,7.1,9.0,0.029924,1,,,,,1.0,3.0,1.0,,,,1.0,,2.0,,2.0,,0.0465,,2.0,1.0,1.0,1.0,0.1768,,,,,,,,,,,,
11352417,home,Aston Villa,Lucas Digne,lucas-digne,L. Digne,D,12,178,4442,M,LDigne,96538,EUR,743126400,D,12,12,False,26.0,20.0,3.0,,9.0,13.0,13.0,21.0,7.0,,,89.0,47.0,7.2,14.0,0.065483,1,,,,8.0,2.0,6.0,1.0,,,1.0,2.0,1.0,1.0,,,3.0,0.0229,1.0,2.0,,,,,2.0,1.0,,,,,,,,,,
11352417,home,Aston Villa,Leon Bailey,leon-bailey,L. Bailey,M,31,178,7677,M,leonbailey,808590,EUR,871084800,M,31,31,False,21.0,16.0,,,4.0,5.0,12.0,17.0,4.0,,,85.0,41.0,7.9,14.0,0.0452975,5,,,,1.0,,3.0,5.0,3.0,,1.0,,,,,3.0,,0.4025,2.0,7.0,1.0,,3.0,0.5338,,1.0,3.0,1.0,1.0,,,,,,,
11352417,home,Aston Villa,Boubacar Kamara,boubacar-kamara,B. Kamara,M,44,184,3386,M,,826204,EUR,943315200,M,44,44,False,54.0,48.0,2.0,,20.0,21.0,28.0,33.0,4.0,,,90.0,69.0,7.3,10.0,0.099026,0,,,,,,4.0,1.0,1.0,,,,3.0,2.0,,3.0,1.0,,3.0,2.0,1.0,,,,,,1.0,,,,,,,,,
11352417,home,Aston Villa,Douglas Luiz,douglas-luiz,D. Luiz,M,21,175,11801,M,Douglas_Luiz,867887,EUR,894672000,M,6,6,False,52.0,44.0,6.0,4.0,23.0,25.0,23.0,30.0,7.0,,,90.0,65.0,7.7,9.0,0.476793,5,,,,3.0,,2.0,,,1.0,2.0,,1.0,,,,2.0,0.6129,4.0,1.0,1.0,,1.0,0.9759,2.0,,,2.0,,1.0,1.0,,,,,
11352417,home,Aston Villa,John McGinn,john-mcginn,J. McGinn,M,7,175,3895,M,,250223,EUR,782438400,M,7,7,False,32.0,21.0,6.0,3.0,6.0,8.0,15.0,25.0,7.0,,,90.0,66.0,7.9,22.0,0.0629644,4,,,,1.0,,14.0,5.0,5.0,,1.0,,,6.0,4.0,3.0,3.0,0.2519,4.0,11.0,3.0,1.0,1.0,0.053,,,7.0,2.0,,,,True,,,,
11352417,home,Aston Villa,Youri Tielemans,youri-tielemans,Y. Tielemans,M,8,177,9789,M,youritielemans,331737,EUR,862963200,F,8,8,False,31.0,24.0,2.0,1.0,6.0,6.0,18.0,27.0,2.0,,,85.0,40.0,7.1,10.0,0.0477647,1,,,,2.0,1.0,4.0,2.0,2.0,,,1.0,,,,,1.0,0.0363,1.0,3.0,2.0,,,,,,1.0,1.0,,,,,1.0,,,
11352417,home,Aston Villa,Ollie Watkins,ollie-watkins,O. Watkins,F,11,179,19908,M,OllieWatkins,555386,EUR,820281600,F,11,11,False,12.0,11.0,,,3.0,4.0,8.0,8.0,2.0,,,89.0,26.0,7.2,3.0,0.0623243,4,,,,,,4.0,2.0,2.0,,,,1.0,1.0,1.0,,1.0,0.2668,1.0,5.0,2.0,,1.0,0.0153,,1.0,2.0,3.0,,,,,,,,
11352417,home,Aston Villa,Moussa Diaby,diaby-moussa,M. Diaby,M,19,170,7575,M,moussadiaby,855817,EUR,931305600,F,19,19,True,3.0,3.0,,,,,3.0,3.0,,,,11.0,6.0,6.8,1.0,0.00118825,0,,,,,,2.0,2.0,2.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
11352417,home,Aston Villa,Jacob Ramsey,jacob-ramsey,J. Ramsey,M,41,180,3186,M,,975937,EUR,991008000,M,41,41,True,3.0,3.0,,,2.0,2.0,1.0,1.0,1.0,,,11.0,6.0,6.4,3.0,0.00079478,0,,,,,1.0,1.0,1.0,,,,,,,,2.0,,,,1.0,,,,,,,,,,,,,,,,
11352417,home,Aston Villa,Álex Moreno,alex-moreno,Á. Moreno,D,24,179,1206,M,,294593,EUR,739497600,D,15,15,True,1.0,1.0,,,1.0,1.0,,,,,,1.0,3.0,,1.0,4.56e-06,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352417,home,Aston Villa,Jhon Durán,jhon-duran,J. Durán,F,10,185,32368,M,jaderduran9,974577,EUR,1071273600,F,24,24,True,3.0,3.0,,,2.0,2.0,1.0,2.0,,,,1.0,5.0,,1.0,0.00032747,0,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352417,home,Aston Villa,Filip Marschall,filip-marschall,F. Marschall,G,1,196,129,M,,994557,EUR,1051142400,G,42,42,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352417,home,Aston Villa,Matty Cash,matty-cash,M. Cash,D,2,185,9380,M,mattycash622,833956,EUR,870912000,D,2,2,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352417,home,Aston Villa,Clément Lenglet,clement-lenglet,C. Lenglet,D,15,186,7982,M,clement_lenglet,580550,EUR,803347200,D,17,17,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352417,home,Aston Villa,Leander Dendoncker,leander-dendoncker,L. Dendoncker,M,20,188,1679,M,,190405,EUR,797904000,M,32,32,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352417,home,Aston Villa,Nicolò Zaniolo,nicolo-zaniolo,N. Zaniolo,F,10,189,9127,M,nicolozaniolo,864898,EUR,930873600,M,22,22,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
