match_id,side,team,player_name,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_jerseyNumber,player_sofascoreId,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,stat_challengeLost,stat_clearanceOffLine,stat_outfielderBlock,captain,stat_dispossessed,stat_shotOffTarget,player_firstName,player_lastName,stat_blockedScoringAttempt,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_totalOffside,stat_goals,stat_goalAssist,stat_crossNotClaimed,stat_punches,stat_ownGoals,stat_hitWoodwork,stat_errorLeadToAShot
10411604,home,Milan,Ciprian Tătărușanu,ciprian-tatarusanu,C. Tătărușanu,G,198,630,M,44453,EUR,508291200,G,1,1,False,40.0,29.0,22.0,11.0,27.0,30.0,2.0,10.0,12.0,2.0,2.0,4.0,90.0,55.0,7.1,12.0,0.0,0.0,0.00053951,0,0.0315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411604,home,Milan,Pierre Kalulu,pierre-kalulu,P. Kalulu,D,183,6630,M,965330,EUR,960163200,D,20,20,False,41.0,34.0,4.0,4.0,25.0,30.0,10.0,13.0,4.0,,,,90.0,75.0,7.7,12.0,0.0,0.0,0.191621,0,,15,Kalulujr_,2.0,1.0,2.0,1.0,5.0,8.0,3.0,1.0,1.0,3.0,4.0,5.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
10411604,home,Milan,Malick Thiaw,malick-thiaw,M. Thiaw,D,194,6237,M,1014286,EUR,997228800,D,28,28,False,37.0,30.0,9.0,5.0,26.0,30.0,4.0,7.0,1.0,,,,56.0,43.0,6.7,7.0,0.0,0.0,0.00173589,0,,12,MThiaw,,,1.0,2.0,1.0,3.0,,,,4.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10411604,home,Milan,Fikayo Tomori,fikayo-tomori,F. Tomori,D,185,7146,M,788255,EUR,882489600,D,23,23,False,65.0,55.0,10.0,3.0,46.0,48.0,9.0,17.0,3.0,,,,90.0,79.0,7.4,11.0,0.0,0.0,0.00838576,0,,23,fikayotomori,,,3.0,,6.0,5.0,,,,3.0,1.0,5.0,3.0,,,1.0,,2.0,1.0,1.0,,,,,,,,,,,,,,,,
10411604,home,Milan,Theo Hernández,theo-hernandez,T. Hernández,D,184,26616,M,788027,EUR,876096000,D,19,19,False,34.0,20.0,6.0,2.0,10.0,17.0,10.0,19.0,10.0,,,,90.0,58.0,6.7,20.0,0.0358,0.0,0.0272921,1,,19,TheoHdez,2.0,,1.0,2.0,5.0,5.0,1.0,,,2.0,,1.0,1.0,,2.0,1.0,3.0,,,,True,2.0,1.0,,,,,,,,,,,,,
10411604,home,Milan,Sandro Tonali,sandro-tonali,S. Tonali,M,181,14225,M,892673,EUR,957744000,M,8,8,False,33.0,24.0,6.0,1.0,16.0,20.0,8.0,17.0,3.0,,,,86.0,45.0,6.7,14.0,0.1359,0.0,0.00709523,2,,8,sandrotonali,4.0,,,1.0,1.0,3.0,,,,,1.0,1.0,1.0,,1.0,,1.0,1.0,,,,,,,,2.0,,,,,,,,,,
10411604,home,Milan,Ismaël Bennacer,ismael-bennacer,I. Bennacer,M,175,31837,M,823733,EUR,880934400,M,4,4,False,52.0,43.0,5.0,2.0,30.0,33.0,13.0,22.0,10.0,,,,90.0,68.0,6.7,15.0,0.0,0.0,0.0118791,0,,4,IsmaëlBennacer,3.0,,3.0,1.0,7.0,5.0,1.0,1.0,,1.0,1.0,2.0,,1.0,1.0,1.0,,1.0,,1.0,,2.0,,,,,,,,,,,,,,
10411604,home,Milan,Rade Krunić,rade-krunic,R. Krunić,M,184,2486,M,155449,EUR,749952000,M,33,33,False,11.0,9.0,1.0,,2.0,2.0,7.0,9.0,3.0,,,,75.0,23.0,6.6,3.0,0.0,0.0,0.00733983,0,,33,,,,1.0,1.0,4.0,3.0,1.0,,,2.0,2.0,,,,2.0,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,
10411604,home,Milan,Brahim Díaz,brahim-diaz,B. Díaz,M,170,258553,M,835485,EUR,933638400,M,10,10,False,11.0,8.0,,,3.0,3.0,5.0,10.0,3.0,,,,55.0,26.0,5.9,11.0,0.2329,0.0,0.00685813,2,,21,Brahim,2.0,,,,5.0,2.0,2.0,,,1.0,,1.0,,4.0,1.0,3.0,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,
10411604,home,Milan,Rafael Leão,rafael-leao,R. Leão,M,188,75751,M,851284,EUR,928972800,M,17,17,False,20.0,16.0,3.0,3.0,4.0,5.0,14.0,17.0,3.0,,,,90.0,51.0,7.1,15.0,0.7076,0.8013,0.160947,5,,10,RLeão,2.0,2.0,2.0,1.0,8.0,5.0,5.0,4.0,,1.0,1.0,,,4.0,,2.0,3.0,,,,,4.0,1.0,,,3.0,1.0,1.0,1.0,1.0,,,,,,
