match_id,side,team,player_name,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_jerseyNumber,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_shotOffTarget,stat_interceptionWon,stat_unsuccessfulTouch,stat_expectedGoals,stat_blockedScoringAttempt,stat_keyPass,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,player_firstName,player_lastName,stat_totalContest,stat_wonContest,stat_accurateCross,stat_wasFouled,stat_fouls,stat_dispossessed,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,captain,stat_totalOffside,stat_goals,player_sofascoreId,stat_hitWoodwork
12448410,home,RKC Waalwijk,Jeroen Houwen,jeroen-houwen,J. Houwen,G,188,36,M,339367,EUR,824601600,G,1,1,False,36.0,25.0,25.0,14.0,0.0,17.0,19.0,8.0,17.0,2.0,6.0,1.0,1.0,5.0,2.0,90.0,50.0,7.0,13.0,0.00504815,0,-0.3692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12448410,home,RKC Waalwijk,Liam van Gelderen,liam-van-gelderen,L. v. Gelderen,D,178,172,M,910049,EUR,985305600,D,4,4,False,29.0,24.0,2.0,1.0,0.0,17.0,18.0,7.0,12.0,3.0,3.0,,,,,90.0,45.0,6.3,9.0,0.0115579,1,,4,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,0.0134,,,,,,,,,,,,,,,,,,,,
12448410,home,RKC Waalwijk,Roshon van Eijma,roshon-van-eijma,R. v. Eijma,D,186,59,M,925930,EUR,897350400,D,17,17,False,46.0,39.0,11.0,9.0,0.0,26.0,27.0,13.0,19.0,5.0,2.0,,,,,90.0,56.0,7.0,7.0,0.0194716,1,,3,,,3.0,,3.0,,,3.0,,0.0118,1.0,1.0,,,,,,,,,,,,,,,,,,
12448410,home,RKC Waalwijk,Dario Van Den Buijs,dario-van-den-buijs,D. V. D. Buijs,D,188,65,M,783468,EUR,810864000,D,3,3,False,49.0,45.0,9.0,6.0,0.0,28.0,28.0,17.0,21.0,7.0,3.0,,,,,90.0,65.0,7.4,4.0,0.0178265,0,,33,,,2.0,,5.0,,,2.0,,,,1.0,1.0,3.0,3.0,,,,,,,,,,,,,,,
12448410,home,RKC Waalwijk,Luuk Wouters,luuk-wouters,L. Wouters,D,190,33,M,1048222,EUR,928800000,D,34,34,False,46.0,36.0,3.0,3.0,0.0,21.0,22.0,15.0,25.0,3.0,1.0,,,,,90.0,70.0,7.0,12.0,0.020991,0,,15,1.0,2.0,6.0,2.0,8.0,,,1.0,,,,,2.0,1.0,1.0,,,1.0,1.0,,,,,,,,,,,
12448410,home,RKC Waalwijk,Richard van der Venne,richard-van-der-venne,R. v. d. Venne,M,178,80,M,804489,EUR,705974400,M,23,23,False,32.0,22.0,3.0,1.0,0.0,9.0,10.0,14.0,26.0,2.0,5.0,,,,,77.0,51.0,7.2,16.0,0.241222,0,,10,4.0,1.0,,2.0,3.0,,,1.0,3.0,,,1.0,2.0,,,,,,,1.0,3.0,1.0,,,,,,,,
12448410,home,RKC Waalwijk,Godfried Roemeratoe,godfried-roemeratoe,G. Roemeratoe,M,178,106,M,825849,EUR,935020800,M,24,24,False,26.0,21.0,5.0,4.0,0.0,5.0,5.0,16.0,21.0,1.0,2.0,,,,,90.0,39.0,7.1,9.0,0.0404198,0,,6,,3.0,2.0,5.0,6.0,1.0,,,4.0,,,1.0,1.0,3.0,3.0,,,,,,1.0,1.0,,,,,,,,
12448410,home,RKC Waalwijk,Daouda Weidmann,weidmann-daouda,D. Weidmann,M,180,95,M,1142678,EUR,1052006400,M,30,30,False,19.0,16.0,4.0,4.0,0.0,6.0,8.0,10.0,13.0,,5.0,,,,,47.0,33.0,5.6,11.0,0.0560655,1,,42,2.0,,,6.0,1.0,,,2.0,1.0,0.0248,1.0,2.0,,,,,,4.0,1.0,,,1.0,2.0,,,,,,,
12448410,home,RKC Waalwijk,Silvester van der Water,silvester-van-der-water,S. v. d. Water,M,184,93,M,807145,EUR,844041600,F,18,18,False,24.0,15.0,5.0,2.0,0.0,,3.0,15.0,25.0,,4.0,,,,,77.0,40.0,7.0,18.0,0.168416,2,,,4.0,1.0,,5.0,3.0,2.0,,,1.0,0.2809,1.0,1.0,,1.0,1.0,Silvester,van der Water,2.0,1.0,,1.0,,1.0,1.0,0.6834,,,,,
12448410,home,RKC Waalwijk,Oskar Zawada,oskar-zawada,O. Zawada,F,192,705,M,318745,EUR,823132800,F,9,9,False,24.0,13.0,,,0.0,6.0,10.0,7.0,14.0,1.0,2.0,,,,,77.0,35.0,6.8,16.0,0.0580717,2,,19,,2.0,5.0,5.0,7.0,,,,3.0,0.1886,,,,,,,,,,,2.0,1.0,2.0,2.0,0.6197,True,1.0,,,
12448410,home,RKC Waalwijk,Richonell Margaret,richonell-margaret,R. Margaret,F,191,393,M,973716,EUR,968284800,F,19,19,False,22.0,19.0,1.0,1.0,0.0,2.0,2.0,18.0,21.0,,5.0,,,,,90.0,50.0,6.3,18.0,0.0715573,2,,18,1.0,1.0,,15.0,8.0,3.0,1.0,,5.0,0.0529,1.0,1.0,,2.0,,,,10.0,3.0,1.0,3.0,2.0,3.0,,,,2.0,,,
12448410,home,RKC Waalwijk,Faissal Al Mazyani,faissal-al-mazyani,F. A. Mazyani,D,179,681,M,1195771,EUR,1106006400,D,33,33,True,2.0,1.0,,,0.0,,1.0,1.0,1.0,,,,,,,13.0,3.0,6.2,2.0,0.00025495,0,,33,,1.0,,1.0,,,,,1.0,,,,,,,Faissal Al Mazyani,,,,,,,,,,,,,,
12448410,home,RKC Waalwijk,Yassin Oukili,oukili-yassin,Y. Oukili,M,195,495,M,1010846,EUR,978480000,M,6,6,True,7.0,6.0,3.0,2.0,0.0,1.0,1.0,5.0,6.0,,2.0,,,,,13.0,10.0,6.6,1.0,0.00832666,1,,5,,,,,2.0,,,,,0.0399,1.0,,,1.0,1.0,,,,,,1.0,,,,,,,,,
12448410,home,RKC Waalwijk,Denilho Cleonise,denilho-cleonise,D. Cleonise,F,179,62,M,971006,EUR,1007769600,F,7,7,True,4.0,3.0,,,0.0,,,3.0,6.0,,1.0,,,,,13.0,12.0,7.1,4.0,0.00676411,0,,7,2.0,1.0,,1.0,3.0,,,,1.0,,,1.0,,1.0,1.0,,,1.0,1.0,,1.0,,,,,,,,,
12448410,home,RKC Waalwijk,Luuk Vogels,luuk-vogels,L. Vogels,G,191,20,M,1593862,EUR,1057449600,G,31,31,True,,,,,,,,,,,,,,,,,,,,,0,,31,,,,,,,,,,,,,,,,Luuk Vogels,,,,,,,,,,,,,,
12448410,home,RKC Waalwijk,Joey Kesting,joey-kesting,J. Kesting,G,190,14,M,1166678,EUR,983923200,G,13,13,True,,,,,,,,,,,,,,,,,,,,,0,,1,,,,,,,,,,,,,,,,Joey Kesting,,,,,,,,,,,,,,
12448410,home,RKC Waalwijk,Julian Lelieveld,julian-lelieveld,J. Lelieveld,D,184,104,M,798179,EUR,880329600,D,2,2,True,,,,,,,,,,,,,,,,,,,,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12448410,home,RKC Waalwijk,Reuven Niemeijer,reuven-niemeijer,R. Niemeijer,M,178,46,M,846202,EUR,796262400,F,10,10,True,,,,,,,,,,,,,,,,,,,,,0,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12448410,home,RKC Waalwijk,Patrick Vroegh,patrick-vroegh,P. Vroegh,M,175,12,M,991846,EUR,943833600,M,8,8,True,,,,,,,,,,,,,,,,,,,,,0,,8,,,,,,,,,,,,,,,,Patrick,Vroegh,,,,,,,,,,,,,
12448410,home,RKC Waalwijk,Kevin Felida,kevin-felida,K. Felida,M,172,104,M,896215,EUR,942278400,M,35,35,True,,,,,,,,,,,,,,,,,,,,,0,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12448410,home,RKC Waalwijk,Mohamed Ihattaren,mohamed-ihattaren,M. Ihattaren,M,182,2918,M,929633,EUR,1013472000,M,52,52,True,,,,,,,,,,,,,,,,,,,,,0,,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12448410,home,RKC Waalwijk,Tim van de Loo,tim-van-de-loo,T. v. d. Loo,M,180,36,M,1174460,EUR,1045872000,M,22,22,True,,,,,,,,,,,,,,,,,,,,,0,,22,,,,,,,,,,,,,,,,Tim van de Loo,,,,,,,,,,,,,,
12448410,home,RKC Waalwijk,Chris Lokesa,lokesa-chris,C. Lokesa,M,175,140,M,1126518,EUR,1099785600,M,14,14,True,,,,,,,,,,,,,,,,,,,,,0,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12448410,away,NEC Nijmegen,Robin Roefs,robin-roefs,R. Roefs,G,193,2142,M,1012928,EUR,1042761600,G,22,22,False,19.0,13.0,7.0,1.0,0.0,12.0,13.0,1.0,6.0,1.0,7.0,1.0,3.0,3.0,1.0,90.0,28.0,7.3,6.0,0.00125925,0,1.3031,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12448410,away,NEC Nijmegen,Brayann Pereira,brayann-pereira,B. Pereira,D,172,178,M,1012639,EUR,1053475200,D,2,2,False,26.0,22.0,1.0,,1.0,7.0,9.0,17.0,22.0,,3.0,,,,,78.0,49.0,7.2,9.0,0.0839323,0,,2,5.0,1.0,1.0,6.0,10.0,1.0,,,,,,2.0,,5.0,1.0,,,5.0,3.0,2.0,1.0,2.0,,,,,,,,
12448410,away,NEC Nijmegen,Iván Márquez,ivan-marquez,I. Márquez,D,191,78,M,862479,EUR,771120000,D,4,4,False,68.0,60.0,6.0,1.0,0.0,29.0,32.0,31.0,36.0,5.0,,,,,,90.0,81.0,7.9,10.0,0.080158,1,,44,,,3.0,2.0,5.0,1.0,,,1.0,0.0375,,1.0,,1.0,1.0,,,,,,1.0,1.0,,1.0,0.5015,,,1.0,,
