match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_onTargetScoringAttempt,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_totalOffside,stat_keyPass,stat_aerialLost,stat_outfielderBlock,stat_totalContest,stat_wonContest,stat_goals,stat_lastManTackle,captain,stat_accurateCross,stat_dispossessed,stat_blockedScoringAttempt,stat_goalAssist,stat_bigChanceCreated,stat_shotOffTarget,stat_penaltyConceded,stat_wasFouled,stat_errorLeadToAGoal,stat_errorLeadToAShot,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_bigChanceMissed,stat_penaltyWon
10438050,away,Gil Vicente,Adrián Marín,,,adrian-marin,A. Marín,D,21,181,96,M,547242,EUR,852768000,D,19,19,False,42.0,28.0,5.0,1.0,13.0,17.0,17.0,27.0,6.0,,,,90.0,62.0,6.4,17.0,0,2.0,4.0,6.0,4.0,1.0,,4.0,,,,,1.0,,3.0,3.0,,1.0,,,,,2.0,,,,,,,,,,,,,,
10438050,away,Gil Vicente,Kanya Fujimoto,,,kanya-fujimoto,K. Fujimoto,M,27,176,609,M,925987,EUR,930787200,M,10,10,False,50.0,43.0,2.0,2.0,15.0,18.0,28.0,33.0,2.0,,,,90.0,60.0,6.8,9.0,1,1.0,,3.0,2.0,,,,,1.0,1.0,,2.0,,1.0,,,,,,,,,1.0,1.0,1.0,,,,1.0,,,,,,,
10438050,away,Gil Vicente,Vítor Carvalho,,,vitor-carvalho,V. Carvalho,M,6,183,434,M,887754,EUR,864691200,M,21,21,False,57.0,49.0,5.0,4.0,23.0,25.0,26.0,32.0,6.0,,,,90.0,70.0,6.8,9.0,0,,3.0,6.0,6.0,,,2.0,3.0,2.0,1.0,,2.0,,,3.0,,,,,,,,1.0,,,,,,1.0,,,,,,,
10438050,away,Gil Vicente,Pedro Tiba,,,pedro-tiba,P. Tiba,M,,174,70,M,138700,EUR,588988800,M,25,25,False,32.0,28.0,6.0,4.0,11.0,12.0,17.0,20.0,2.0,,,,62.0,45.0,6.4,9.0,1,,1.0,4.0,2.0,,1.0,2.0,1.0,,,1.0,,,,,1.0,3.0,1.0,,,,,2.0,,,,,,,,,,,,,
10438050,away,Gil Vicente,Juan Manuel Boselli,,,juan-manuel-boselli,J. M. Boselli,F,20,174,192,M,873720,EUR,942105600,F,20,20,False,13.0,13.0,,,4.0,4.0,9.0,16.0,2.0,,,,71.0,34.0,6.8,13.0,3,7.0,,7.0,3.0,2.0,2.0,,,1.0,1.0,2.0,2.0,,,,,2.0,1.0,1.0,,,,2.0,,,,1.0,,1.0,,,,,,1.0,
10438050,away,Gil Vicente,Fran Navarro,,,fran-navarro,F. Navarro,F,39,179,1028,M,914772,EUR,886464000,F,9,9,False,12.0,9.0,1.0,1.0,4.0,5.0,5.0,7.0,2.0,,,,71.0,24.0,7.3,9.0,3,,,3.0,2.0,1.0,1.0,,,,,4.0,,,1.0,,,,,1.0,,,,2.0,,,,2.0,,2.0,,,,,,,1.0
10438050,away,Gil Vicente,Mizuki Arai,,,mizuki-arai,M. Arai,M,14,170,28,M,844007,EUR,860976000,F,18,18,False,29.0,20.0,3.0,,5.0,8.0,16.0,24.0,7.0,,,,90.0,56.0,6.6,19.0,3,3.0,,9.0,6.0,1.0,,,1.0,4.0,3.0,2.0,1.0,,1.0,1.0,1.0,5.0,1.0,,,,1.0,2.0,2.0,,,1.0,,1.0,,,,,,,
10438050,away,Gil Vicente,Giorgi Aburjania,,,giorgi-aburjania,G. Aburjania,M,29,187,130,M,156569,EUR,789004800,M,8,8,True,13.0,11.0,,,6.0,7.0,5.0,8.0,3.0,,,,28.0,19.0,6.4,5.0,0,2.0,,5.0,,1.0,,1.0,,,,,1.0,,,2.0,2.0,,,,,,,1.0,,,,,,,,,,,,,
10438050,away,Gil Vicente,Kevin Medina,Kevin Medina,,kevin-medina,K. Medina,F,11,173,148,M,1092777,EUR,983145600,F,17,17,True,9.0,8.0,,,3.0,3.0,6.0,11.0,2.0,,,,19.0,21.0,6.9,7.0,1,5.0,,1.0,3.0,,,,,2.0,2.0,,1.0,,1.0,,,1.0,1.0,,,,1.0,,,,,1.0,,,,,,,,,
10438050,away,Gil Vicente,Ali Alipour,,,ali-alipour,A. Alipourghara,F,9,181,1677,M,791368,EUR,816048000,F,30,30,True,1.0,1.0,,,,,1.0,1.0,,,,,19.0,4.0,6.4,2.0,0,,,2.0,1.0,1.0,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,
10438050,away,Gil Vicente,Brian Araújo,,,brian-araujo,B. Araújo,G,99,188,43,M,990450,EUR,956966400,G,12,12,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10438050,away,Gil Vicente,Emmanuel Hackman,Emmanuel,Hackman,emmanuel-hackman,E. Hackman,D,15,187,217,M,818051,EUR,800409600,D,5,5,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10438050,away,Gil Vicente,Tomás Araújo,,,tomas-araujo,T. Araújo,D,44,186,2711,M,983542,EUR,1021507200,D,72,72,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10438050,away,Gil Vicente,Manuel Lopes,Manuel Lopes,,manuel-lopes,M. Lopes,D,4,185,50,M,1066691,EUR,959558400,D,4,4,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10438050,away,Gil Vicente,Matheus Bueno,,,matheus-bueno,M. Bueno,M,10,178,126,M,931567,EUR,901756800,M,57,57,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10438050,away,Gil Vicente,Élder Santana,,,elder-santana,É. Santana,F,,186,126,M,870442,EUR,734140800,F,93,93,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
