match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_totalShots,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_totalClearance,stat_outfielderBlock,stat_totalTackle,stat_wasFouled,stat_fouls,stat_possessionLostCtrl,stat_keyPass,stat_bigChanceMissed,stat_shotOffTarget,stat_interceptionWon,stat_errorLeadToAShot,stat_challengeLost,stat_blockedScoringAttempt,stat_penaltyConceded,stat_wonTackle,stat_unsuccessfulTouch,stat_dispossessed,stat_bigChanceCreated,stat_hitWoodwork,captain,stat_goals,stat_totalOffside,stat_penaltyWon
12545108,home,Al-Nassr,Bento,,,bento,Bento,G,24,190.0,9735,M,bento_matheus,1016104,EUR,928972800,G,24,24,False,15.0,15.0,1.0,1.0,0.0,15.0,15.0,13.0,4.0,1.0,4.0,90.0,30.0,7.6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12545108,home,Al-Nassr,Sultan Al-Ghannam,,,sultan-al-ghannam,S. Al-Ghannam,D,2,173.0,1607,M,,830126,EUR,768182400,D,2,2,False,46.0,45.0,,,0.0,14.0,15.0,4.0,,,,90.0,68.0,7.4,1,32.0,37.0,6.0,1.0,1.0,2.0,2.0,6.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,6.0,1.0,,,,,,,,,,,,,,,,
12545108,home,Al-Nassr,Ali Lajami,,,ali-lajami,A. Lajami,D,78,175.0,1281,M,,818667,EUR,830390400,D,78,78,False,54.0,48.0,4.0,3.0,0.0,20.0,22.0,3.0,,,,83.0,64.0,7.0,3,28.0,32.0,,,1.0,5.0,1.0,5.0,,,1.0,4.0,,,,,6.0,,1.0,2.0,1.0,1.0,,,,,,,,,,,,
12545108,home,Al-Nassr,Aymeric Laporte,,,aymeric-laporte,A. Laporte,D,14,191.0,10350,M,laporte27,149734,EUR,769996800,D,27,27,False,62.0,58.0,4.0,2.0,0.0,22.0,22.0,4.0,,,,90.0,75.0,7.0,5,36.0,40.0,,,,3.0,2.0,6.0,,,2.0,3.0,,2.0,1.0,1.0,4.0,,,1.0,,,1.0,2.0,1.0,,,,,,,,,
12545108,home,Al-Nassr,Alex Telles,,,alex-telles,A. Telles,D,13,181.0,7625,M,alextelles13,312110,EUR,724377600,D,13,13,False,65.0,60.0,6.0,3.0,0.0,10.0,10.0,1.0,,,,90.0,98.0,8.1,1,59.0,72.0,17.0,9.0,,1.0,2.0,3.0,1.0,,,1.0,,2.0,,1.0,15.0,7.0,,1.0,3.0,,,,,1.0,1.0,,,,,,,
12545108,home,Al-Nassr,Marcelo Brozović,,,marcelo-brozovic,M. Brozović,M,11,181.0,13081,M,marcelo_brozovic,108800,EUR,721872000,M,11,11,False,102.0,95.0,9.0,7.0,0.0,26.0,27.0,7.0,,,,83.0,127.0,8.0,1,74.0,84.0,9.0,5.0,,,5.0,3.0,1.0,,,,,3.0,,1.0,17.0,4.0,,1.0,2.0,,1.0,,,1.0,2.0,2.0,1.0,,,,,
12545108,home,Al-Nassr,Abdullah Al-Khaibari,,,abdullah-alkhaibari,A. Al-Khaibari,M,17,178.0,1250,M,,867179,EUR,840153600,M,17,17,False,61.0,58.0,3.0,1.0,0.0,21.0,23.0,1.0,,,,68.0,64.0,6.7,0,37.0,38.0,,,,,3.0,2.0,,,,1.0,,1.0,1.0,2.0,3.0,,,,,,1.0,,,1.0,,,,,,,,
12545108,home,Al-Nassr,Anderson Talisca,,,anderson-talisca,A. Talisca,M,94,191.0,20484,M,AndersonTalisca,329245,EUR,760060800,M,94,94,False,23.0,22.0,3.0,2.0,0.0,5.0,5.0,3.0,,,,90.0,36.0,7.3,7,17.0,18.0,,,,3.0,4.0,3.0,1.0,,2.0,,,,,,6.0,,,4.0,,,2.0,1.0,,,2.0,1.0,,1.0,,,,
12545108,home,Al-Nassr,Otávio,,,otavio,Otávio,M,25,171.0,6951,M,otavio,244801,EUR,792288000,M,25,25,False,67.0,56.0,5.0,4.0,0.0,18.0,20.0,5.0,,,,90.0,88.0,7.6,4,38.0,48.0,1.0,,1.0,6.0,6.0,11.0,,,,1.0,,2.0,3.0,2.0,15.0,1.0,,2.0,1.0,,1.0,2.0,,2.0,1.0,2.0,,,,,,
12545108,home,Al-Nassr,Sadio Mané,,,sadio-mane,S. Mané,M,10,175.0,169227,M,SadioMané,217704,EUR,702864000,M,10,10,False,50.0,38.0,3.0,1.0,1.0,6.0,6.0,3.0,,,,90.0,80.0,8.4,2,34.0,51.0,7.0,2.0,1.0,1.0,4.0,9.0,6.0,5.0,1.0,,,1.0,2.0,1.0,23.0,2.0,,1.0,2.0,,,,,,4.0,1.0,1.0,,,,,
12545108,home,Al-Nassr,Cristiano Ronaldo,,,cristiano-ronaldo,C. Ronaldo,F,7,187.0,2307715,M,CR7,750,EUR,476409600,F,7,7,False,36.0,25.0,,,0.0,4.0,4.0,2.0,,,,90.0,48.0,7.9,4,23.0,34.0,2.0,2.0,3.0,2.0,4.0,4.0,,,1.0,,,,2.0,2.0,12.0,2.0,,1.0,1.0,,,2.0,,,,,,,True,1.0,2.0,
