match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotValueNormalized,stat_aerialLost,stat_outfielderBlock,stat_errorLeadToAShot,player_sofascoreId,captain,stat_dispossessed,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_keyPass,stat_totalOffside,stat_bigChanceMissed,stat_hitWoodwork,stat_accurateCross
14572820,home,KRC Genk,Hendrik Van Crombrugge,,,hendrik-van-crombrugge,H. V. Crombrugge,G,1,188,194,M,110777,EUR,736128000,G,1,1,False,32.0,24.0,15.0,7.0,0.0,20.0,21.0,4.0,11.0,5.0,1.0,3.0,90.0,39.0,7.0,8.0,0.00151167,0.0294,0,0.3048,0.07,-0.01,0.19,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14572820,home,KRC Genk,Ken Nkuba,,,nkuba-ken,K. Nkuba,M,27,180,163,M,961902,EUR,1011571200,D,27,27,False,34.0,29.0,3.0,,0.0,16.0,17.0,13.0,17.0,4.0,,,90.0,61.0,7.2,11.0,0.00809869,,2,,0.02,0.13,0.24,,2.0,2.0,4.0,8.0,1.0,3.0,2.0,1.0,1.0,4.0,1.0,3.0,2.0,2.0,1.0,2.0,0.0314,0.1941,-0.09,,,,,,,,,,,,,
14572820,home,KRC Genk,Mujaid Sadick,,,mujaid-sadick,M. Sadick,D,3,185,236,M,935309,EUR,952992000,D,3,3,False,46.0,45.0,2.0,2.0,0.0,39.0,40.0,6.0,6.0,2.0,,,90.0,52.0,7.3,1.0,0.00249998,,0,,0.02,0.12,0.42,,,1.0,1.0,3.0,,,,,,1.0,,2.0,2.0,,,,,,,1.0,1.0,,,,,,,,,,,
14572820,home,KRC Genk,Matte Smets,,,smets-matte,M. Smets,D,6,184,967,M,1392905,EUR,1073174400,D,6,6,False,52.0,46.0,1.0,,0.0,36.0,37.0,10.0,15.0,3.0,,,90.0,71.0,6.9,8.0,0.00315081,,0,,0.07,0.12,0.14,,,1.0,4.0,5.0,,1.0,,,,7.0,2.0,3.0,1.0,1.0,1.0,1.0,,,,2.0,1.0,1.0,,,,,,,,,,
14572820,home,KRC Genk,Joris Kayembe,,,joris-kayembe-ditu,J. Kayembe,D,18,180,4977,M,354046,EUR,776304000,D,18,18,False,43.0,36.0,5.0,3.0,0.0,23.0,26.0,13.0,17.0,4.0,,,90.0,71.0,7.4,12.0,0.00945383,,1,,0.02,0.09,0.37,,1.0,,2.0,6.0,,,,1.0,,2.0,,4.0,2.0,3.0,2.0,2.0,0.0204,,-0.04,,1.0,,joriskayembe23,,,,,,,,,
14572820,home,KRC Genk,Nikolas Sattlberger,,,sattlberger-nikolas,N. Sattlberger,M,24,191,235,M,1086072,EUR,1074384000,M,24,24,False,41.0,31.0,1.0,,0.0,18.0,21.0,13.0,20.0,5.0,,,90.0,50.0,7.0,10.0,0.00824853,,0,,-0.2,0.16,0.26,,,1.0,,5.0,,,,,,2.0,2.0,3.0,2.0,,1.0,,,,,,,,,,,,,,,,,
14572820,home,KRC Genk,Bryan Heynen,,,heynen-bryan,B. Heynen,M,8,181,435,M,801025,EUR,855187200,M,8,8,False,64.0,56.0,6.0,4.0,0.0,19.0,22.0,37.0,42.0,9.0,,,89.0,84.0,7.7,11.0,0.0335965,,1,,0.32,0.25,0.15,,1.0,2.0,3.0,9.0,,1.0,1.0,,,2.0,2.0,6.0,2.0,1.0,,2.0,0.0561,,0.0,,,,,True,1.0,1.0,1.0,1.0,,,,
14572820,home,KRC Genk,Konstantinos Karetsas,,,konstantinos-karetsas,K. Karetsas,M,20,171,6602,M,1468744,EUR,1195430400,M,20,20,False,23.0,14.0,5.0,2.0,0.0,5.0,7.0,9.0,16.0,3.0,,,83.0,45.0,6.6,23.0,0.0142028,,0,,0.09,0.14,-0.04,,7.0,1.0,7.0,4.0,1.0,4.0,1.0,,,,,,,1.0,2.0,1.0,,,,1.0,,,,,2.0,,,,1.0,,,
14572820,home,KRC Genk,Patrik Hrošovský,,,patrik-hrosovsky,P. Hrošovský,M,17,172,364,M,198282,EUR,703900800,M,17,17,False,26.0,26.0,1.0,1.0,0.0,10.0,10.0,16.0,16.0,,,,66.0,37.0,6.7,6.0,0.00804627,,0,,0.01,0.09,-0.01,,3.0,,3.0,3.0,,2.0,2.0,,,,1.0,,,3.0,1.0,1.0,,,,2.0,,,,,,,,,1.0,,,
14572820,home,KRC Genk,Yaimar Medina,Yaimar Medina,,yaimar-medina,Y. Medina,D,19,178,1169,M,1106546,EUR,1099612800,M,19,19,False,25.0,17.0,,,0.0,4.0,6.0,13.0,19.0,2.0,,,66.0,33.0,6.4,11.0,0.0104509,,0,,-0.04,0.04,-0.09,,3.0,,3.0,1.0,2.0,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,
14572820,home,KRC Genk,Hyun-gyu Oh,,,hyun-gyu-oh,H. Oh,F,9,185,4457,M,1010634,EUR,987033600,F,9,9,False,10.0,9.0,,,0.0,2.0,3.0,7.0,7.0,1.0,,,83.0,21.0,6.6,4.0,0.00877283,,1,,-0.13,0.32,0.0,,,,7.0,4.0,1.0,3.0,3.0,1.0,,1.0,,,,,1.0,,0.1251,,-0.19,3.0,,,,,3.0,,,,1.0,1.0,1.0,
14572820,home,KRC Genk,Noah Adedeji-Sternberg,Noah Adedeji-Sternberg,,noah-adedeji-sternberg,N. Adedeji-Sternberg,M,32,182,619,M,1512197,EUR,1119139200,F,32,32,True,15.0,11.0,,,0.0,3.0,4.0,8.0,11.0,4.0,,,24.0,29.0,6.4,13.0,0.0126612,,0,,-0.05,0.02,0.14,,3.0,,5.0,3.0,,3.0,1.0,,,,,1.0,1.0,1.0,1.0,,,,,1.0,,,,,2.0,,,,,,,
14572820,home,KRC Genk,Daan Heymans,,,heymans-daan,D. Heymans,M,38,186,542,M,845344,EUR,929404800,M,38,38,True,18.0,13.0,,,0.0,7.0,7.0,6.0,11.0,2.0,,,24.0,28.0,6.8,6.0,0.00431533,,0,,-0.15,-0.06,0.23,,,2.0,3.0,5.0,,1.0,,,,1.0,,2.0,2.0,,1.0,2.0,,,,,,,,,,,,,,,,
14572820,home,KRC Genk,Yira Collins Sor,,,yira-collins-sor,Y. C. Sor,F,14,174,385,M,985162,EUR,964396800,F,14,14,True,5.0,3.0,,,0.0,2.0,2.0,1.0,3.0,1.0,,,12.0,6.0,6.5,3.0,0.0002196,,0,,0.05,0.0,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14572820,home,KRC Genk,Jusef Erabi,,,jusef-erabi,J. Erabi,F,99,183,639,M,1106649,EUR,1055030400,F,99,99,True,3.0,2.0,,,0.0,,,2.0,3.0,,,,12.0,7.0,6.3,4.0,0.0020145,,0,,0.01,0.0,0.0,,,1.0,4.0,1.0,,,,,,,,,,1.0,,1.0,,,,1.0,,,,,2.0,,,,,,,
14572820,home,KRC Genk,Ibrahima Sory Bangoura,,,ibrahima-sory-bangoura,I. S. Bangoura,M,21,190,620,M,1396027,EUR,1073260800,M,21,21,True,5.0,5.0,,,0.0,,,5.0,5.0,1.0,,,1.0,5.0,,,0.00640918,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14572820,home,KRC Genk,Brent Stevens,Brent Stevens,,brent-stevens,B. Stevens,G,71,187,133,M,1138934,EUR,1060560000,G,71,71,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14572820,home,KRC Genk,Lucca Brughmans,Lucca Kiaba Mounganga,,lucca-kiaba-mounganga,L. Brughmans,G,28,197,390,M,1529975,EUR,1214524800,G,28,28,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14572820,home,KRC Genk,Josue Ndenge Kongolo,,,josue-ndenge-kongolo,J. N. Kongolo,D,44,184,310,M,1396029,EUR,1144886400,D,44,44,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14572820,home,KRC Genk,Adrian Palacios,,,palacios-adrian,A. Palacios,D,34,186,283,M,1393681,EUR,1086566400,D,34,34,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14572820,home,KRC Genk,Ayumu Yokoyama,,,yokoyama-ayumu,A. Yokoyama,M,30,170,385,M,1105106,EUR,1046736000,F,30,30,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14572820,home,KRC Genk,Robin Mirisola,,,robin-mirisola,R. Mirisola,F,29,182,303,M,1405446,EUR,1165536000,F,29,29,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14572820,home,KRC Genk,Aaron Bibout,,,bibout-aaron,A. Bibout,F,23,193,430,M,1502620,EUR,1094688000,F,23,23,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14572820,away,Real Betis,Álvaro Valles,,,alvaro-valles,Á. Valles,G,1,192,949,M,964983,EUR,869788800,G,1,1,False,38.0,33.0,5.0,,0.0,33.0,34.0,,4.0,1.0,,1.0,90.0,40.0,6.6,5.0,7.261e-05,0.0065,0,0.1941,0.03,0.02,-0.01,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14572820,away,Real Betis,Aitor Ruibal,,,aitor-ruibal,A. Ruibal,D,24,176,889,M,893062,EUR,827452800,D,24,24,False,51.0,42.0,10.0,3.0,0.0,20.0,23.0,22.0,28.0,3.0,,,90.0,72.0,7.1,11.0,0.0207952,,0,,0.21,0.05,0.0,,,1.0,4.0,5.0,2.0,3.0,2.0,,,1.0,1.0,2.0,2.0,1.0,,1.0,,,,,,,,,,,,1.0,,,,
14572820,away,Real Betis,Marc Bartra,,,marc-bartra,M. Bartra,D,5,183,1897,M,99519,EUR,663897600,D,5,5,False,100.0,89.0,7.0,1.0,0.0,63.0,64.0,26.0,36.0,3.0,,,90.0,118.0,7.5,13.0,0.0117026,,0,,0.02,0.28,0.26,,1.0,4.0,5.0,10.0,2.0,,,,,7.0,2.0,5.0,,1.0,1.0,2.0,,,,1.0,,,,True,,,,,,,,
14572820,away,Real Betis,Valentín Gómez,Valentín,Gómez,diego-gomez,V. Gómez,D,16,181,2170,M,1186010,EUR,1056585600,D,16,16,False,97.0,91.0,10.0,5.0,0.0,63.0,65.0,28.0,32.0,5.0,,,90.0,116.0,7.7,6.0,0.0110052,,0,,0.26,0.15,0.38,,,2.0,4.0,6.0,,,,,,10.0,3.0,3.0,2.0,,1.0,2.0,,,,2.0,,,,,,,,,,,,
14572820,away,Real Betis,Ricardo Rodríguez,,,ricardo-rodriguez,R. Rodríguez,D,12,182,1733,M,67769,EUR,714700800,D,12,12,False,42.0,39.0,3.0,2.0,0.0,17.0,19.0,22.0,23.0,2.0,,,90.0,68.0,7.0,5.0,0.0189325,,0,,0.05,-0.07,0.31,,1.0,,4.0,2.0,,,,,,6.0,,2.0,1.0,,,2.0,,,,2.0,,,,,,,,,,,,
14572820,away,Real Betis,Nelson Deossa,Nelson Deossa,,nelson-deossa,N. Deossa,M,18,185,4682,M,1129401,EUR,949795200,M,18,18,False,34.0,30.0,5.0,2.0,0.0,10.0,10.0,20.0,24.0,5.0,,,63.0,43.0,6.7,5.0,0.010552,,0,,-0.02,0.04,-0.07,,,,4.0,4.0,2.0,1.0,1.0,,,,,,,1.0,3.0,1.0,,,,1.0,,,,,,,,,,,,
14572820,away,Real Betis,Sergi Altimira,,,sergi-altimira,S. Altimira,M,6,188,1047,M,1137814,EUR,998697600,M,6,6,False,87.0,81.0,1.0,1.0,0.0,46.0,48.0,35.0,39.0,7.0,,,90.0,100.0,7.6,7.0,0.026374,,0,,0.18,0.25,0.39,,,1.0,1.0,5.0,1.0,1.0,1.0,,,3.0,2.0,3.0,1.0,1.0,,,,,,,1.0,,,,,,,2.0,,,,
14572820,away,Real Betis,Antony,,,antony,Antony,M,7,172,218925,M,958380,EUR,951350400,M,7,7,False,19.0,17.0,2.0,2.0,0.0,5.0,7.0,12.0,12.0,1.0,,,45.0,31.0,6.4,7.0,0.0898708,,2,,-0.02,-0.49,0.13,,2.0,,3.0,1.0,,1.0,,1.0,,,2.0,,,1.0,1.0,1.0,0.0394,,0.01,,,,Antony,,1.0,,1.0,,,,,
14572820,away,Real Betis,Giovani Lo Celso,,,lo-celso-giovani,G. Lo Celso,M,20,177,15655,M,798835,EUR,829008000,M,20,20,False,37.0,33.0,2.0,2.0,0.0,12.0,13.0,21.0,24.0,,,,77.0,49.0,6.5,10.0,0.0778025,,0,,0.06,-0.04,-0.01,,2.0,1.0,7.0,2.0,1.0,1.0,,,,1.0,,,,,1.0,,,,,1.0,,,locelso_giovani,,4.0,,,1.0,,,,1.0
