match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_duelLost,stat_ballRecovery,stat_penaltyConceded,stat_fouls,stat_minutesPlayed,stat_touches,stat_rating,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,player_sofascoreId,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalCross,stat_aerialLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_errorLeadToAShot,stat_wasFouled,stat_possessionLostCtrl,stat_keyPass,stat_aerialWon,stat_totalClearance,stat_unsuccessfulTouch,stat_bigChanceMissed,stat_shotOffTarget,stat_accurateCross,stat_blockedScoringAttempt,stat_challengeLost,stat_bigChanceCreated,stat_goals,stat_penaltyWon,captain,stat_goalAssist,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_goalsPrevented,stat_goodHighClaim,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_outfielderBlock
10389868,home,Olympique Lyonnais,Anthony Lopes,,,anthony-lopes,A. Lopes,G,1,184,1194,M,48535,EUR,654739200,G,1,1,False,12.0,12.0,12.0,12.0,1.0,1.0,1.0,1.0,27.0,13.0,4.3,0.0,0.0,3.23e-05,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389868,home,Olympique Lyonnais,Malo Gusto,,,gusto-malo,M. Gusto,D,27,179,19313,M,996958,EUR,1053302400,D,27,27,False,76.0,66.0,44.0,47.0,3.0,7.0,,,90.0,104.0,6.9,0.0253,0.0484,0.0193673,1,malogst,2.0,1.0,22.0,31.0,2.0,1.0,7.0,1.0,3.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0,15.0,1.0,,,,,,,,,,,,,,,,,,,,,
10389868,home,Olympique Lyonnais,Thiago Mendes,,,thiago-mendes,T. Mendes,M,23,176,1626,M,329303,EUR,700617600,D,23,23,False,107.0,91.0,69.0,71.0,,8.0,,,90.0,119.0,7.2,0.0,0.0,0.0182695,0,,18.0,4.0,22.0,36.0,,,7.0,,1.0,1.0,,2.0,3.0,2.0,,1.0,17.0,,2.0,4.0,1.0,,,,,,,,,,,,,,,,,,
10389868,home,Olympique Lyonnais,Castello Lukeba,,,castello-lukeba,C. Lukeba,D,23,184,2728,M,976421,EUR,1040083200,D,4,4,False,108.0,98.0,71.0,73.0,3.0,3.0,,2.0,90.0,112.0,6.7,0.0,0.0,0.00782717,0,,11.0,5.0,27.0,35.0,,2.0,2.0,,,,,1.0,,,,,10.0,,2.0,3.0,,,,,,,,,,,,,,,,,,,
10389868,home,Olympique Lyonnais,Nicolás Tagliafico,,,nicolas-tagliafico,N. Tagliafico,D,3,172,10932,M,158243,EUR,715219200,D,3,3,False,59.0,52.0,32.0,36.0,5.0,3.0,,1.0,90.0,81.0,6.7,0.0221,0.0,0.0219307,1,tagliafico3,3.0,2.0,20.0,23.0,,1.0,6.0,1.0,2.0,,,3.0,3.0,2.0,,2.0,10.0,1.0,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,
10389868,home,Olympique Lyonnais,Lucas Paquetá,,,lucas-paqueta,L. Paquetá,M,20,180,63569,M,839981,EUR,872640000,M,10,10,False,53.0,47.0,30.0,31.0,2.0,3.0,,,75.0,67.0,7.0,0.0709,0.0,0.0453455,1,Paqueta,7.0,5.0,18.0,23.0,1.0,,8.0,1.0,1.0,,,,2.0,2.0,,2.0,9.0,1.0,4.0,2.0,1.0,,,1.0,1.0,,,,,,,,,,,,,,
10389868,home,Olympique Lyonnais,Johann Lepenant,,,johann-lepenant,J. Lepenant,M,8,176,892,M,963299,EUR,1035244800,M,24,24,False,66.0,62.0,37.0,38.0,5.0,5.0,,2.0,90.0,73.0,7.0,0.0275,0.0,0.141059,1,,2.0,2.0,25.0,28.0,,1.0,5.0,1.0,1.0,1.0,,,,,,1.0,5.0,1.0,3.0,2.0,,,1.0,,,1.0,1.0,,,,,,,,,,,,
10389868,home,Olympique Lyonnais,Houssem Aouar,,,aouar-houssem,H. Aouar,M,10,175,14575,M,846081,EUR,899164800,M,8,8,False,17.0,15.0,4.0,4.0,,1.0,,,30.0,20.0,6.9,0.0,0.0,0.0200823,0,houssem_aouar,1.0,1.0,11.0,13.0,,,2.0,,,,,,2.0,1.0,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,
10389868,home,Olympique Lyonnais,Tetê,,,tete,Tetê,F,21,175,3978,M,980327,EUR,950572800,F,20,20,False,26.0,23.0,6.0,6.0,9.0,5.0,,2.0,89.0,48.0,7.6,0.173,0.4408,0.0760024,3,Tete,1.0,1.0,17.0,22.0,2.0,,8.0,1.0,5.0,1.0,2.0,2.0,1.0,,,5.0,12.0,,1.0,,1.0,,1.0,,,2.0,,1.0,1.0,,,,,,,,,,
10389868,home,Olympique Lyonnais,Alexandre Lacazette,,,alexandre-lacazette,A. Lacazette,F,91,176,9530,M,50070,EUR,675388800,F,91,91,False,19.0,12.0,5.0,6.0,6.0,2.0,,2.0,90.0,36.0,7.4,0.8,1.0447,0.0805411,2,lacazettealex,,,7.0,13.0,,,3.0,,4.0,,2.0,,1.0,1.0,,2.0,15.0,1.0,,,3.0,,,,,,,1.0,,True,1.0,,,,,,,,
