match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_errorLeadToAShot,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_duelLost,stat_duelWon,stat_totalContest,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_penaltyConceded,stat_wasFouled,stat_fouls,stat_totalOffside,stat_keyPass,player_firstName,player_lastName,stat_aerialLost,stat_aerialWon,stat_unsuccessfulTouch,stat_totalProgressiveBallCarriesDistance,stat_progressiveBallCarriesCount,stat_dispossessed,stat_totalTackle,stat_wonTackle,stat_wonContest,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotValueNormalized,stat_challengeLost,captain,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_accurateCross,stat_bigChanceCreated,stat_goals,stat_lastManTackle,stat_hitWoodwork,stat_penaltyWon
14064458,home,Olympique de Marseille,Gerónimo Rulli,geronimo-rulli,G. Rulli,G,1,189,13363,M,gerorulli,128383,EUR,706320000,G,1,1,False,24.0,14.0,10.0,2.0,0.0,12.0,17.0,2.0,7.0,7.0,1.0,6.0,1.0,7.0,1.0,1.0,90.0,37.0,8.3,10.0,0.00036336,43.917491749378,6.0,19.845,7.98,1.4484,0,2.3306,-0.07,0.01,-0.28,0.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14064458,home,Olympique de Marseille,Benjamin Pavard,benjamin-pavard,B. Pavard,D,28,186,10877,M,benpavard21,787505,EUR,827971200,D,28,28,False,36.0,35.0,1.0,1.0,0.0,16.0,16.0,19.0,20.0,3.0,,,,,,,90.0,50.0,6.3,3.0,0.0195524,84.84535652349,13.0,33.18,9.03,,0,,0.05,0.03,-0.26,,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
14064458,home,Olympique de Marseille,Conrad Jaden Egan-Riley,cj-egan-riley,C. Egan-Riley,D,4,183,1100,M,,1131448,EUR,1041465600,D,4,4,False,55.0,50.0,5.0,2.0,0.0,37.0,37.0,13.0,18.0,5.0,,,,,,,73.0,62.0,6.7,6.0,0.00767837,171.99108584589,17.0,82.32,41.16,,0,,0.14,0.1,-0.05,,,1.0,2.0,,4.0,,,,1.0,,,,,,1.0,1.0,1.0,42.715961606875,1.0,,,,,,,,,,,,,,,,,,,
14064458,home,Olympique de Marseille,Facundo Medina,facundo-medina,F. Medina,D,32,184,4462,M,,860307,EUR,927849600,D,32,32,False,41.0,41.0,1.0,1.0,0.0,27.0,27.0,14.0,14.0,1.0,,,,,,,45.0,50.0,6.7,3.0,0.00633713,174.73442557072,23.0,91.14,20.16,,0,,0.1,0.09,-0.02,,,2.0,2.0,,1.0,1.0,,,,,,,,,1.0,1.0,2.0,14.258690122168,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,
14064458,home,Olympique de Marseille,Timothy Weah,weah-timothy,T. Weah,M,22,185,11671,M,timothyweah,855810,EUR,951177600,M,22,22,False,41.0,29.0,4.0,,0.0,10.0,10.0,19.0,31.0,3.0,,,,,,,90.0,69.0,6.3,22.0,0.0397902,307.2695176213,28.0,158.97,32.025,,2,,0.0,0.37,-0.1,,4.0,9.0,6.0,4.0,,,,,3.0,3.0,,,,,2.0,,1.0,126.79773574296,6.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0511,0.021,-0.12,,,,,,,,,,
14064458,home,Olympique de Marseille,Arthur Vermeeren,arthur-vermeeren,A. Vermeeren,M,18,180,4706,M,arthurvermeeren,1149127,EUR,1107734400,M,18,18,False,26.0,23.0,1.0,1.0,0.0,12.0,14.0,11.0,12.0,3.0,,,,,,,26.0,27.0,4.6,3.0,0.00574893,57.003501981472,9.0,6.195,12.81,,0,,-0.02,0.04,-0.04,,,2.0,,,1.0,,,,,1.0,,,Arthur Vermeeren,,,,,,,,,,,,,,,,1.0,,,,,,,,,
14064458,home,Olympique de Marseille,Pierre-Emile Højbjerg,pierre-emile-hojbjerg,P. Højbjerg,M,23,185,4495,M,hojbjerg23,149593,EUR,807580800,M,23,23,False,84.0,79.0,2.0,2.0,0.0,33.0,33.0,46.0,51.0,1.0,1.0,,,,,,90.0,102.0,6.9,9.0,0.0318847,277.19235137544,35.0,126.42,23.73,,3,,0.15,0.17,-0.26,,,8.0,7.0,3.0,,1.0,,,5.0,2.0,,,,,3.0,,2.0,48.95259426028,2.0,1.0,,,2.0,1.0,1.0,0.2503,0.1977,0.07,1.0,True,1.0,1.0,,,,,,
14064458,home,Olympique de Marseille,Emerson Palmieri,emerson-palmieri,Emerson,D,33,176,2398,M,,155997,EUR,775872000,M,33,33,False,50.0,47.0,,,0.0,20.0,20.0,27.0,30.0,3.0,,,,,,,90.0,78.0,7.9,6.0,0.221461,190.16484878314,21.0,100.275,20.79,,0,,0.27,0.09,0.4,,5.0,,9.0,,5.0,,3.0,,5.0,,1.0,2.0,,,,1.0,,41.059612528577,2.0,,3.0,1.0,,,,,,,,,,,2.0,1.0,,,,
14064458,home,Olympique de Marseille,Mason Greenwood,mason-greenwood,M. Greenwood,F,10,181,65939,M,MGreenwood,942116,EUR,1001894400,F,10,10,False,28.0,23.0,2.0,2.0,0.0,5.0,6.0,18.0,22.0,1.0,,,,,,,73.0,52.0,6.1,18.0,0.0195212,141.65878781981,15.0,51.03,29.505,,3,,-0.09,-0.51,-0.01,,2.0,9.0,3.0,6.0,,,,,,1.0,,,,,1.0,,2.0,29.539536370769,1.0,2.0,2.0,2.0,1.0,1.0,1.0,0.1249,0.009,-0.11,,,,1.0,,,,,,
14064458,home,Olympique de Marseille,Igor Paixão,igor-paixao,I. Paixão,F,14,168,12542,M,,981815,EUR,962150400,F,14,14,False,10.0,7.0,,,0.0,4.0,4.0,3.0,6.0,1.0,,,,,,,31.0,13.0,6.6,4.0,0.139031,37.622843771982,4.0,23.835,22.47,,0,,0.25,0.04,-0.11,,1.0,2.0,2.0,,,,,,,2.0,,2.0,,,,1.0,1.0,22.677400644695,1.0,,1.0,,,,,,,,,,,,1.0,1.0,,,,
