match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_accurateOppositionHalfPasses,stat_totalCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_aerialWon,captain,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_keyPass,stat_blockedScoringAttempt,stat_accurateCross,stat_bigChanceMissed,stat_hitWoodwork,stat_goals,player_sofascoreId,stat_goodHighClaim,stat_challengeLost,stat_totalOffside
12117354,home,Cuiabá,Mateus Pasinato,,,mateus-pasinato,Mateus Pasinato,G,41,192.0,80,M,914169,EUR,709689600.0,G,14,14,False,16.0,14.0,7.0,5.0,0.0,14.0,15.0,1.0,1.0,4.0,2.0,2.0,1.0,90.0,23.0,6.6,2.0,4.65e-05,0,-0.7857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117354,home,Cuiabá,Railan,,,railan,Railan,M,2,185.0,87,M,1047213,EUR,952646400.0,D,21,21,False,31.0,26.0,5.0,2.0,0.0,15.0,17.0,16.0,3.0,7.0,,,,78.0,54.0,6.8,12.0,0.0100034,1,,11.0,2.0,1.0,4.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0232,,,,,,,,,,,,,,,
12117354,home,Cuiabá,Gabriel,,,gabriel,Gabriel,D,44,185.0,190,M,1465498,EUR,1066435200.0,D,44,44,False,33.0,28.0,3.0,1.0,0.0,17.0,21.0,12.0,6.0,3.0,,,,90.0,45.0,6.5,5.0,0.00330555,0,,11.0,,,,2.0,,,,,,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,
12117354,home,Cuiabá,Bruno Alves,,,bruno-alves,B. Alves,D,3,184.0,261,M,551810,EUR,671760000.0,D,34,34,False,37.0,27.0,7.0,1.0,0.0,21.0,29.0,8.0,4.0,3.0,,,,90.0,46.0,6.6,10.0,0.00317151,0,,6.0,,1.0,1.0,2.0,,,,,1.0,2.0,,,,,1.0,,2.0,True,,,,,,,,,,,,,
12117354,home,Cuiabá,Juan Tavares,Juan Pablo,,juan-tavares,J. Tavares,D,63,179.0,44,M,1141510,EUR,1019692800.0,D,63,63,False,41.0,33.0,4.0,1.0,0.0,16.0,19.0,26.0,,2.0,,,,90.0,60.0,6.5,15.0,0.00915466,1,,17.0,4.0,1.0,2.0,1.0,,1.0,,1.0,1.0,,1.0,1.0,1.0,,,0.02,,,,,,,,,,,,,,,
12117354,home,Cuiabá,Denilson,Denilson,,denilson,Denilson,M,8,180.0,370,M,1175760,EUR,985305600.0,M,27,27,False,26.0,23.0,3.0,3.0,0.0,12.0,14.0,12.0,,2.0,,,,65.0,39.0,7.2,7.0,0.118433,1,,11.0,,,4.0,4.0,1.0,3.0,2.0,,,,2.0,1.0,2.0,,2.0,0.1263,,,1.0,1.0,0.3703,3.0,,,,,,,,,
12117354,home,Cuiabá,Lucas Mineiro,,,lucas-mineiro,L. Mineiro,M,8,188.0,116,M,840077,EUR,825120000.0,M,30,30,False,36.0,32.0,7.0,5.0,0.0,15.0,16.0,20.0,1.0,6.0,,,,90.0,47.0,6.7,6.0,0.0180914,1,,17.0,,,7.0,5.0,,2.0,1.0,,,,3.0,2.0,1.0,,6.0,0.0266,1.0,,,,,,1.0,,,,,,,,
12117354,home,Cuiabá,Max,Max,,max,Max,M,8,187.0,253,M,1105838,EUR,989539200.0,M,10,10,False,28.0,25.0,2.0,2.0,0.0,11.0,12.0,18.0,,6.0,,,,84.0,38.0,7.1,5.0,0.0873814,0,,15.0,2.0,,1.0,2.0,,,,,,3.0,1.0,1.0,1.0,1.0,2.0,,,,1.0,,,1.0,,1.0,,,,,,,
12117354,home,Cuiabá,Jadson Alves,,,jadson-alves,J. Alves,F,77,178.0,29,M,1462231,EUR,1123632000.0,F,77,77,False,13.0,12.0,,,0.0,3.0,3.0,10.0,,,,,,78.0,21.0,6.4,4.0,0.00883177,2,,9.0,,,4.0,2.0,2.0,2.0,1.0,1.0,,,1.0,1.0,,,1.0,0.2706,,,,,,,1.0,,1.0,1.0,,,,,
12117354,home,Cuiabá,Derik Lacerda,,,derik-lacerda,D. Lacerda,F,18,190.0,839,M,994190,EUR,938390400.0,F,22,22,False,10.0,9.0,1.0,1.0,0.0,4.0,4.0,6.0,1.0,2.0,,,,90.0,28.0,6.6,7.0,0.0131789,3,,5.0,,4.0,7.0,3.0,,3.0,,1.0,,,1.0,1.0,2.0,1.0,,1.4175,1.0,,,2.0,1.0827,,,,2.0,1.0,1.0,,,,
12117354,home,Cuiabá,Clayson,,,clayson,Clayson,M,29,166.0,372,M,811308,EUR,795571200.0,F,25,25,False,29.0,22.0,2.0,1.0,0.0,7.0,10.0,21.0,,2.0,,,,84.0,43.0,6.7,14.0,0.0290149,0,,15.0,2.0,,3.0,4.0,1.0,4.0,2.0,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,
12117354,home,Cuiabá,Eliel,Eliel,,eliel,Eliel,F,22,175.0,94,M,1391413,EUR,1043539200.0,F,11,11,True,2.0,2.0,,,0.0,1.0,1.0,2.0,,1.0,,,,25.0,5.0,6.7,1.0,0.00027413,1,,1.0,1.0,1.0,2.0,,,,,,,1.0,,,,,1.0,0.0293,,,,1.0,0.1771,,,,,,,,,,
12117354,home,Cuiabá,Matheus Alexandre,,,matheus-alexandre,M. Alexandre,D,33,188.0,291,M,953736,EUR,923443200.0,D,2,2,True,5.0,3.0,,,0.0,2.0,3.0,2.0,,,,,,12.0,7.0,6.6,2.0,0.00027697,0,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,
12117354,home,Cuiabá,Eduardo Vinícius,Eduardo Vinícius,,eduardo-vinicius,E. Vinícius,M,15,183.0,17,M,1632322,EUR,1112400000.0,M,15,15,True,6.0,4.0,2.0,,0.0,3.0,3.0,3.0,,,,,,12.0,6.0,6.4,2.0,0.00033499,0,,1.0,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
12117354,home,Cuiabá,David,David,,david-miguel-de-souza-arcanjo,D. M. d. S. Arcanjo,M,20,181.0,93,M,1633878,EUR,1173571200.0,M,20,20,True,,,,,0.0,,,1.0,,,,,,12.0,5.0,6.9,,0.0522949,1,,1.0,1.0,,,3.0,,1.0,1.0,,,,,,,2.0,,0.0047,,,,,,1.0,1.0,1.0,,,,,,,
