match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,captain,stat_aerialWon,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_errorLeadToAShot,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_lastManTackle,player_sofascoreId,stat_hitWoodwork,stat_totalOffside,stat_goodHighClaim,stat_clearanceOffLine,stat_bigChanceMissed
10408507,home,Getafe,David Soria,david-soria,D. Soria,G,13,192,676,M,604258,EUR,733881600,G,13,13,False,29.0,15.0,23.0,9.0,6.0,6.0,9.0,23.0,8.0,3.0,4.0,90.0,37.0,7.6,14.0,0.0,0.0,0.00106911,0,0.6116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408507,home,Getafe,Portu,portu,Portu,F,8,167,868,M,218616,EUR,706406400,D,9,9,False,33.0,23.0,4.0,2.0,7.0,8.0,19.0,38.0,4.0,,,90.0,72.0,6.9,25.0,0.0,0.0,0.191452,0,,,,13.0,3.0,1.0,5.0,5.0,2.0,1.0,1.0,1.0,4.0,2.0,3.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,
10408507,home,Getafe,Djené,djene,Djené,D,2,178,2527,M,307702,EUR,694137600,D,2,2,False,34.0,30.0,2.0,1.0,20.0,20.0,11.0,15.0,4.0,,,75.0,45.0,6.3,10.0,0.0,0.0,0.181865,0,,,,1.0,1.0,,6.0,5.0,1.0,3.0,1.0,,,,2.0,2.0,2.0,1.0,True,3.0,1.0,1.0,,,,,,,,,,,,
10408507,home,Getafe,Stefan Mitrović,stefan-mitrovic,S. Mitrović,D,23,189,417,M,108736,EUR,643334400,D,23,23,False,49.0,42.0,6.0,3.0,33.0,35.0,9.0,14.0,4.0,,,90.0,60.0,7.1,8.0,0.0,0.0,0.00220779,0,,,,,,,1.0,5.0,1.0,,4.0,,1.0,,1.0,,,,,4.0,,,2.0,1.0,,,,,,,,,,
10408507,home,Getafe,Domingos Duarte,domingos-duarte,D. Duarte,D,22,191,695,M,576276,EUR,794793600,D,6,6,False,23.0,21.0,1.0,1.0,12.0,13.0,9.0,10.0,1.0,,,45.0,28.0,6.9,2.0,0.0,0.0,0.00299881,0,,,,,,,1.0,6.0,,,1.0,,1.0,1.0,,2.0,1.0,,,3.0,,,1.0,,,,,,,,,,,
10408507,home,Getafe,Juan Iglesias,juan-iglesias,J. Iglesias,D,21,185,520,M,949707,EUR,899424000,D,21,21,False,32.0,25.0,5.0,3.0,9.0,10.0,16.0,25.0,5.0,,,90.0,63.0,7.4,14.0,0.24,0.0,0.0371795,3,,,,3.0,,,5.0,3.0,3.0,,4.0,2.0,1.0,1.0,,,1.0,1.0,,2.0,1.0,,1.0,,2.0,1.0,,,,,,,,
10408507,home,Getafe,Nemanja Maksimović,nemanja-maksimovic,N. Maksimović,M,88,184,1287,M,331449,EUR,791078400,M,20,20,False,24.0,21.0,,,11.0,13.0,11.0,12.0,4.0,,,67.0,35.0,6.9,5.0,0.0251,0.0,0.016371,1,,,,1.0,1.0,1.0,4.0,6.0,1.0,,1.0,,3.0,2.0,1.0,1.0,2.0,1.0,,2.0,1.0,,,,,,1.0,1.0,,,,,,
10408507,home,Getafe,Luis Milla,luis-milla,L. Milla,M,5,175,1429,M,811629,EUR,781488000,M,5,5,False,53.0,43.0,10.0,6.0,16.0,18.0,29.0,42.0,7.0,,,90.0,72.0,7.6,17.0,0.0858,0.0,0.0446583,1,,,,7.0,2.0,3.0,3.0,5.0,,,1.0,1.0,3.0,1.0,2.0,1.0,,1.0,,,1.0,1.0,,,,,1.0,,,,,,,
10408507,home,Getafe,Carles Aleñá,carles-alena,C. Aleñá,M,10,180,1587,M,794937,EUR,883958400,M,11,11,False,46.0,39.0,3.0,2.0,11.0,13.0,28.0,34.0,6.0,,,85.0,59.0,6.7,12.0,0.0221,0.0,0.0336438,1,,,,1.0,,2.0,3.0,3.0,,,1.0,,,,4.0,3.0,1.0,,,,,,,,,,1.0,,,,,,,
10408507,home,Getafe,Borja Mayoral,borja-mayoral,B. Mayoral,F,9,182,2532,M,604954,EUR,860198400,F,19,19,False,23.0,19.0,1.0,1.0,2.0,3.0,17.0,21.0,1.0,,,76.0,30.0,6.7,8.0,0.0,0.0,0.211575,0,,,,1.0,,3.0,5.0,2.0,,1.0,,,1.0,,2.0,1.0,1.0,,,,,,,,,,,,,,,,,
