match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_onTargetScoringAttempt,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotValueNormalized,stat_aerialLost,stat_bigChanceMissed,captain,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_errorLeadToAShot,stat_bigChanceCreated,stat_goals,stat_keyPass,stat_challengeLost,stat_shotOffTarget,stat_penaltyWon,stat_totalOffside,stat_penaltyFaced,stat_punches,player_sofascoreId,stat_penaltyConceded,stat_hitWoodwork
14109672,home,Gençlerbirliği,Erhan Erentürk,erhan-erenturk,E. Erentürk,G,18,190.0,42,M,997705,EUR,801792000,G,18,18,False,20.0,13.0,9.0,2.0,0.0,11.0,11.0,2.0,9.0,1.0,10.0,1.0,1.0,4.0,1.0,1.0,90.0,34.0,6.1,7.0,0.00067108,0.4493,0,-0.9206,0.02,-0.01,-0.16,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14109672,home,Gençlerbirliği,Pedro Pereira,pedro-pereira,P. Pereira,M,13,185.0,286,M,807291,EUR,885427200,D,13,13,False,27.0,24.0,2.0,1.0,0.0,11.0,14.0,13.0,13.0,1.0,5.0,,,,,,90.0,49.0,6.7,11.0,0.0274448,,1,,0.25,0.01,-0.35,,,,3.0,1.0,1.0,2.0,6.0,1.0,1.0,2.0,2.0,1.0,3.0,1.0,0.052,0.2769,0.01,,,,,,,,,,,,,,,,,,,
14109672,home,Gençlerbirliği,Thalisson Kelven,thalisson-kelven,T. Kelven,D,2,184.0,112,M,863277,EUR,894499200,D,2,2,False,51.0,42.0,5.0,2.0,0.0,31.0,34.0,11.0,17.0,,1.0,,,,,,90.0,54.0,5.8,9.0,0.00172007,,1,,-0.11,0.05,-0.35,,,,,,2.0,4.0,3.0,,1.0,1.0,,,,2.0,0.172,0.653,-0.39,3.0,1.0,,,,,,,,,,,,,,,,,
14109672,home,Gençlerbirliği,Dimitris Goutas,dimitris-goutas,D. Goutas,D,6,189.0,261,M,257497,EUR,765417600,D,6,6,False,68.0,62.0,8.0,5.0,0.0,52.0,54.0,10.0,14.0,4.0,1.0,,,,,,90.0,87.0,7.0,9.0,0.00390217,,0,,0.21,0.24,-0.26,,,,,,2.0,2.0,10.0,,,5.0,3.0,2.0,2.0,,,,,2.0,,True,1.0,1.0,2.0,1.0,,,,,,,,,,,,
14109672,home,Gençlerbirliği,Žan Žužek,zan-zuzek,Ž. Žužek,D,4,186.0,103,M,355582,EUR,854236800,D,4,4,False,53.0,48.0,6.0,3.0,0.0,35.0,37.0,13.0,16.0,3.0,3.0,,,,,,88.0,65.0,7.1,8.0,0.334658,,2,,0.41,0.01,-0.38,,,,,,3.0,5.0,5.0,,2.0,2.0,2.0,2.0,,3.0,0.3325,1.1651,0.32,2.0,,,,,1.0,,1.0,1.0,2.0,,,,,,,,,
14109672,home,Gençlerbirliği,Abdurrahim Dursun,abdurrahim-dursun,A. Dursun,D,77,176.0,46,M,883275,EUR,912470400,D,77,77,False,29.0,19.0,4.0,,0.0,10.0,12.0,9.0,17.0,1.0,2.0,,,,,,61.0,47.0,6.1,12.0,0.00813126,,0,,-0.18,-0.04,-0.23,,,,1.0,,,3.0,2.0,,,1.0,1.0,,1.0,1.0,,,,,,,1.0,,1.0,,,,,1.0,,,,,,,,
14109672,home,Gençlerbirliği,Göktan Gürpüz,goktan-gurpuz,G. Gürpüz,M,11,178.0,348,M,997007,EUR,1043193600,M,11,11,False,31.0,27.0,5.0,3.0,0.0,14.0,14.0,13.0,17.0,,3.0,,,,,,81.0,50.0,6.6,16.0,0.0297473,,0,,0.14,0.19,-0.17,,,,4.0,1.0,1.0,3.0,4.0,,,1.0,,7.0,1.0,2.0,,,,,,,3.0,1.0,1.0,,,,,1.0,,,,,,,,
14109672,home,Gençlerbirliği,Oğulcan Ülgün,ogulcan-ulgun,O. Ülgün,M,35,178.0,135,M,1063942,EUR,894844800,M,35,35,False,28.0,23.0,3.0,1.0,0.0,9.0,10.0,14.0,18.0,,3.0,,,,,,90.0,40.0,7.0,9.0,0.077289,,1,,0.17,-0.15,-0.09,,Ogulcan Ülgün,,1.0,,1.0,4.0,5.0,,,,,2.0,4.0,2.0,0.0092,,0.01,1.0,,,1.0,,,,,,1.0,,1.0,1.0,,,,,,
14109672,home,Gençlerbirliği,Tom Dele-Bashiru,tom-dele-bashiru,T. Dele-Bashiru,M,15,185.0,385,M,904845,EUR,937526400,M,15,15,False,36.0,31.0,1.0,1.0,0.0,18.0,21.0,13.0,15.0,,2.0,,,,,,81.0,47.0,6.9,7.0,0.00785459,,1,,-0.02,0.13,-0.04,,,,,,,1.0,4.0,1.0,1.0,2.0,2.0,1.0,2.0,,0.0195,0.1386,0.13,,,,,,2.0,,,,,,,,,,,,,
14109672,home,Gençlerbirliği,Henry Onyekuru,henry-onyekuru,H. Onyekuru,F,7,175.0,741,M,809220,EUR,865468800,M,7,7,False,10.0,8.0,2.0,1.0,0.0,1.0,1.0,7.0,9.0,,4.0,,,,,,45.0,18.0,6.4,9.0,0.0131363,,0,,0.09,0.04,-0.06,,,,1.0,,1.0,3.0,1.0,3.0,,,,3.0,,,,,,,,,,,,,,,,,,,1.0,,,,,
