match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_duelLost,stat_duelWon,stat_totalContest,stat_totalClearance,stat_totalTackle,stat_wonTackle,player_firstName,player_lastName,stat_aerialLost,stat_shotOffTarget,stat_interceptionWon,stat_fouls,stat_expectedGoals,stat_shotValueNormalized,stat_aerialWon,stat_challengeLost,stat_wonContest,stat_outfielderBlock,stat_totalCross,stat_accurateCross,stat_dispossessed,stat_bigChanceCreated,stat_unsuccessfulTouch,stat_wasFouled,stat_keyPass,stat_blockedScoringAttempt,stat_errorLeadToAGoal,stat_totalOffside,captain,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,player_sofascoreId,stat_punches,stat_bigChanceMissed
14035963,home,FCV Dender,Guillaume Dietsch,guillaume-dietsch,G. Dietsch,G,30,184,77,M,986770,EUR,987465600,G,30,30,False,31.0,12.0,24.0,5.0,0.0,9.0,12.0,3.0,19.0,9.0,1.0,3.0,4.0,90.0,41.0,6.2,19.0,0.00097833,47.674037655331,8.0,27.93,7.665,0.8477,0,-0.7226,0.02,-0.01,-0.45,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14035963,home,FCV Dender,Junior Marsoni Sambu Mansoni​,junior-marsoni-sambu-mansoni,J. M. S. Mansoni,D,70,185,79,M,874855,EUR,833760000,D,70,70,False,27.0,21.0,4.0,3.0,0.0,9.0,13.0,12.0,14.0,4.0,,,,90.0,37.0,5.6,8.0,0.00484709,130.7127780022,12.0,72.66,23.205,,0,,0.02,0.2,-0.73,,2.0,2.0,2.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14035963,home,FCV Dender,Luc Marijnissen,luc-marijnissen,L. Marijnissen,D,5,190,95,M,1086107,EUR,1042070400,D,5,5,False,41.0,38.0,5.0,4.0,0.0,21.0,22.0,17.0,19.0,3.0,,,,90.0,57.0,6.1,6.0,0.0574617,118.92664931793,15.0,59.745,25.41,,1,,0.37,0.16,-0.64,,3.0,1.0,,4.0,1.0,1.0,Luc Marijnissen,,2.0,1.0,1.0,1.0,0.0187,-0.02,,,,,,,,,,,,,,,,,,,,,
14035963,home,FCV Dender,Nathan Rodes,rodes-nathan,N. Rodes,M,18,191,34,M,882003,EUR,881798400,D,18,18,False,21.0,16.0,3.0,1.0,0.0,12.0,14.0,4.0,7.0,1.0,,,,62.0,27.0,6.4,5.0,0.00275505,42.66762546134,5.0,3.57,16.485,,0,,-0.04,0.06,-0.19,,2.0,3.0,1.0,2.0,,,,,1.0,,,,,,2.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,
14035963,home,FCV Dender,Bryan Goncalves,bryan-goncalves,B. Goncalves,D,7,190,42,M,775019,EUR,837734400,D,7,7,False,40.0,29.0,12.0,3.0,0.0,21.0,24.0,8.0,16.0,4.0,,,,82.0,61.0,5.7,14.0,0.0289748,72.306042802977,13.0,-10.71,5.25,,0,,0.24,0.02,-0.69,,6.0,4.0,3.0,7.0,1.0,1.0,,,2.0,,,1.0,,,1.0,2.0,2.0,,3.0,1.0,,,,,,,,,,,,,,,
14035963,home,FCV Dender,Fabio Ferraro,fabio-ferraro,F. Ferraro,M,88,180,86,M,1145225,EUR,1031011200,D,88,88,False,35.0,21.0,3.0,1.0,1.0,7.0,11.0,14.0,24.0,2.0,,,,90.0,55.0,6.0,19.0,0.295087,248.72987492567,20.0,59.22,36.435,,0,,0.23,-0.53,-0.88,,2.0,7.0,,,4.0,2.0,Fabio Ferraro,,,,2.0,,,,2.0,,,,1.0,1.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,
14035963,home,FCV Dender,Roman Kvet,roman-kvet,R. Kvet,M,16,187,92,M,858926,EUR,882316800,M,16,16,False,39.0,26.0,3.0,1.0,0.0,10.0,13.0,16.0,26.0,7.0,,,,90.0,43.0,6.0,15.0,0.0394075,124.40865158489,16.0,49.56,23.52,,1,,0.12,0.21,-0.3,,4.0,,,1.0,,,,,1.0,,,1.0,0.1126,-0.18,,1.0,,,1.0,,1.0,,,,,1.0,,,,,,,,,
14035963,home,FCV Dender,Noah Mbamba,noah-mbamba,N. Mbamba,M,17,187,1002,M,1100321,EUR,1104883200,M,17,17,False,21.0,18.0,1.0,1.0,0.0,9.0,9.0,9.0,12.0,3.0,,,,82.0,37.0,5.9,9.0,0.00578977,75.517727859644,12.0,20.37,7.665,,0,,0.01,0.04,-0.54,,6.0,5.0,1.0,1.0,2.0,1.0,,,2.0,,2.0,1.0,,,2.0,,,,,,2.0,,2.0,1.0,,,1.0,,,,,,,,
14035963,home,FCV Dender,Malcolm Viltard,viltard-malcolm,M. Viltard,M,24,176,69,M,1092285,EUR,1035417600,M,24,24,False,26.0,20.0,5.0,3.0,0.0,5.0,5.0,15.0,21.0,4.0,,,,90.0,43.0,6.6,7.0,0.0273412,45.248061310902,8.0,-9.975,7.14,,1,,0.21,0.01,-0.19,,2.0,4.0,,4.0,1.0,1.0,,,,1.0,3.0,,0.0272,-0.35,3.0,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,
14035963,home,FCV Dender,David Toševski,david-tosevski,D. Toševski,F,9,185,141,,1021398,EUR,995241600,F,9,9,False,19.0,14.0,,,0.0,8.0,9.0,6.0,10.0,1.0,,,,62.0,30.0,6.4,9.0,0.0895925,58.376795207392,7.0,3.885,13.545,,1,,-0.09,0.22,0.0,,9.0,5.0,1.0,1.0,,,,,7.0,1.0,,1.0,0.0524,-0.47,2.0,1.0,1.0,,1.0,,,,3.0,2.0,,,,1.0,,,,,,,
