match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_errorLeadToAGoal,stat_crossNotClaimed,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wasFouled,stat_fouls,stat_shotOffTarget,stat_expectedGoals,stat_keyPass,stat_challengeLost,stat_wonTackle,stat_accurateCross,stat_blockedScoringAttempt,stat_unsuccessfulTouch,player_sofascoreId,stat_bigChanceCreated,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,captain,stat_totalOffside,stat_hitWoodwork,stat_outfielderBlock,stat_goals
12450243,home,Stade de Reims,Yehvann Diouf,,,yehvann-diouf,Y. Diouf,G,80,188.0,2968,M,845183,EUR,942710400,G,94,94,False,22.0,17.0,8.0,3.0,0.0,16.0,17.0,1.0,5.0,7.0,1.0,1.0,6.0,7.0,90.0,34.0,7.2,5.0,0.00022939,0,1.4808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12450243,home,Stade de Reims,Hiroki Sekine,Hiroki Sekine,,hiroki-sekine,H. Sekine,D,3,187.0,678,M,1500627,EUR,1029024000,D,3,3,False,34.0,25.0,3.0,1.0,0.0,16.0,18.0,9.0,17.0,,,,,,90.0,63.0,6.2,15.0,0.0119545,0,,1.0,4.0,1.0,9.0,5.0,2.0,3.0,1.0,4.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,
12450243,home,Stade de Reims,Joseph Okumu,,,joseph-okumu,J. Okumu,D,2,193.0,662,M,985933,EUR,864604800,D,2,2,False,73.0,62.0,15.0,6.0,0.0,39.0,40.0,23.0,33.0,5.0,,,,,90.0,87.0,6.9,12.0,0.0211613,1,,,2.0,2.0,2.0,4.0,,,,7.0,1.0,1.0,2.0,,1.0,0.0629,1.0,,,,,,,,,,,,,,,
12450243,home,Stade de Reims,Mory Gbane,,,gbane-mory,M. Gbane,M,24,188.0,509,M,1003400,EUR,977702400,D,24,24,False,53.0,45.0,8.0,3.0,0.0,25.0,26.0,20.0,28.0,5.0,,,,,90.0,64.0,7.0,9.0,0.0134866,0,,1.0,1.0,,3.0,7.0,,,,3.0,,7.0,,1.0,,,1.0,1.0,6.0,,,,,,,,,,,,,
12450243,home,Stade de Reims,Sergio Akieme,,,sergio-akieme,S. Akieme,D,18,175.0,293,M,827942,EUR,882230400,D,18,18,False,41.0,32.0,4.0,2.0,0.0,16.0,17.0,17.0,26.0,4.0,,,,,85.0,66.0,6.2,15.0,0.116569,1,,2.0,2.0,,6.0,,2.0,1.0,,4.0,,,,1.0,,0.0156,1.0,,,1.0,1.0,2.0,,,,,,,,,,
12450243,home,Stade de Reims,Valentin Atangana Edoa,Valentin Atangana Edoa,,atangana-edoa-valentin,V. A. Edoa,M,6,173.0,1036,M,1154611,EUR,1124928000,M,6,6,False,35.0,32.0,,,0.0,17.0,18.0,15.0,17.0,5.0,,,,,89.0,51.0,7.2,7.0,0.0212257,2,,,1.0,3.0,6.0,10.0,2.0,1.0,1.0,1.0,1.0,5.0,1.0,3.0,1.0,0.0379,1.0,,4.0,,1.0,2.0,,,,,,,,,,
12450243,home,Stade de Reims,John Patrick,,,john-joe-patrick-finn,J. Patrick,M,30,192.0,315,M,1100831,EUR,1064361600,M,30,30,False,36.0,30.0,5.0,2.0,0.0,14.0,15.0,16.0,21.0,4.0,,,,,66.0,42.0,6.3,8.0,0.0156542,1,,,1.0,1.0,5.0,2.0,1.0,1.0,,,,,2.0,1.0,,0.0231,1.0,2.0,,,1.0,,,,,,,,,,,
12450243,home,Stade de Reims,Junya Ito,,,junya-ito,J. Ito,M,10,176.0,4867,M,783278,EUR,731635200,M,7,7,False,28.0,24.0,1.0,,0.0,9.0,10.0,19.0,27.0,3.0,,,,,90.0,59.0,7.1,15.0,0.439515,3,,9.0,1.0,,6.0,5.0,2.0,3.0,1.0,1.0,1.0,4.0,,,,0.8213,4.0,1.0,3.0,4.0,1.0,1.0,ItouJky,1.0,2.0,2.0,1.3662,,,,,
12450243,home,Stade de Reims,Teddy Teuma,,,teddy-teuma,T. Teuma,M,80,176.0,885,M,829643,EUR,749347200,M,10,10,False,40.0,35.0,1.0,1.0,0.0,13.0,13.0,22.0,28.0,4.0,,,,,45.0,44.0,6.8,6.0,0.0231729,0,,1.0,2.0,,3.0,3.0,,,,,,2.0,1.0,,,,,1.0,2.0,,,,,,,,,True,,,,
12450243,home,Stade de Reims,Keito Nakamura,,,keito-nakamura,K. Nakamura,M,17,180.0,3846,M,905352,EUR,964742400,M,17,17,False,23.0,18.0,,,0.0,7.0,8.0,12.0,17.0,2.0,,,,,90.0,46.0,6.6,15.0,0.154445,3,,2.0,1.0,,10.0,5.0,2.0,7.0,2.0,,,2.0,1.0,1.0,1.0,0.2445,1.0,1.0,1.0,1.0,1.0,2.0,,1.0,,1.0,0.1584,,1.0,,,
