match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_goalAssist,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,stat_challengeLost,stat_bigChanceMissed,stat_shotOffTarget,stat_onTargetScoringAttempt,player_firstName,player_lastName,stat_dispossessed,player_sofascoreId,stat_blockedScoringAttempt,captain,stat_goals,stat_totalOffside
10389732,home,Toulouse,Maxime Dupé,maxime-dupe,M. Dupé,G,31,186,170,M,96542,EUR,731203200,G,30,30,False,29.0,21.0,14.0,7.0,18.0,20.0,3.0,9.0,1.0,1.0,2.0,3.0,2.0,2.0,4.0,2.0,90.0,39.0,6.7,8.0,0.0,0.0,0.00051622,0,-1.4395,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389732,home,Toulouse,Mikkel Desler,mikkel-desler,M. Desler,D,3,187,109,M,226958,EUR,793152000,D,3,3,False,43.0,40.0,1.0,1.0,19.0,20.0,22.0,25.0,,8.0,,7.0,,,,,90.0,77.0,7.6,12.0,0.0,0.0,0.124947,0,,1.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,3.0,5.0,2.0,6.0,2.0,1.0,1.0,,,,,,,,,,,,
10389732,home,Toulouse,Anthony Rouault,anthony-rouault,A. Rouault,D,24,186,600,M,991479,EUR,991094400,D,4,4,False,50.0,43.0,7.0,4.0,32.0,37.0,11.0,13.0,2.0,4.0,5.0,5.0,,,,,90.0,68.0,6.2,9.0,1.0627,0.8868,0.0264184,2,,,,,1.0,3.0,,,,,1.0,2.0,2.0,1.0,,1.0,,1.0,2.0,1.0,1.0,,,,,,,,
10389732,home,Toulouse,Rasmus Nicolaisen,rasmus-nicolaisen,R. Nicolaisen,D,2,190,261,M,798124,EUR,858470400,D,2,2,False,37.0,32.0,2.0,,24.0,25.0,8.0,12.0,1.0,6.0,6.0,9.0,,,,,90.0,52.0,6.8,5.0,0.0,0.0,0.00449941,0,,,,,1.0,2.0,3.0,3.0,,2.0,,2.0,,,,,,1.0,,,,,,,,,,,
10389732,home,Toulouse,Gabriel Suazo,gabriel-suazo,G. Suazo,M,12,178,3981,M,818986,EUR,871084800,D,15,15,False,57.0,50.0,6.0,4.0,26.0,27.0,26.0,32.0,,5.0,2.0,7.0,,,,,90.0,82.0,6.9,10.0,0.0618,0.0,0.303808,1,,1.0,2.0,2.0,,5.0,2.0,2.0,,,2.0,2.0,2.0,1.0,1.0,,3.0,4.0,,1.0,,,,1.0,,,,,
10389732,home,Toulouse,Stijn Spierings,spierings-stijn,S. Spierings,M,6,189,224,M,788977,EUR,826588800,M,17,17,False,51.0,45.0,5.0,3.0,22.0,22.0,23.0,29.0,2.0,4.0,2.0,7.0,,,,,90.0,60.0,6.8,6.0,0.0,0.0,0.0223433,0,,,,,1.0,3.0,,,,,2.0,2.0,1.0,,,1.0,1.0,1.0,,,,,,,,,,,
10389732,home,Toulouse,Zakaria Aboukhlal,zakaria-aboukhlal,Z. Aboukhlal,F,7,179,8018,M,856737,EUR,950832000,M,6,6,False,17.0,15.0,,,6.0,7.0,9.0,10.0,1.0,7.0,3.0,4.0,,,,,84.0,38.0,6.3,8.0,0.0998,0.1442,0.00667951,2,,,,,,8.0,4.0,3.0,,,,1.0,1.0,1.0,2.0,,1.0,3.0,,,1.0,,,4.0,zakariaaboukhlal,1.0,,,
10389732,home,Toulouse,Brecht Dejaegere,brecht-dejaegere,B. Dejaegere,M,19,174,153,M,122859,EUR,675475200,M,10,10,False,21.0,18.0,2.0,2.0,11.0,12.0,7.0,10.0,,3.0,,2.0,,,,,67.0,35.0,6.4,8.0,0.067,0.0,0.00877239,1,,,1.0,,,4.0,1.0,1.0,,,1.0,,,2.0,2.0,2.0,,,,1.0,,,,2.0,,,True,,
10389732,home,Toulouse,Branco van den Boomen,branco-van-den-boomen,B. van den Boomen,M,8,190,1185,M,190883,EUR,806284800,M,8,8,False,51.0,40.0,4.0,2.0,21.0,22.0,20.0,35.0,,3.0,2.0,4.0,,,,,84.0,65.0,6.6,16.0,0.0,0.0,0.0874282,0,,,6.0,1.0,,4.0,,,,,,3.0,1.0,,,1.0,1.0,3.0,,,,,,,,,,,
10389732,home,Toulouse,Rafael Ratão,rafael-ratao,R. Ratão,F,18,182,3346,M,352838,EUR,817689600,M,21,21,False,38.0,30.0,2.0,2.0,11.0,14.0,19.0,25.0,,5.0,,7.0,,,,,81.0,59.0,6.9,16.0,0.2012,0.0838,0.231667,3,,,1.0,,,5.0,4.0,3.0,1.0,,1.0,1.0,1.0,2.0,1.0,,3.0,1.0,,1.0,1.0,,,3.0,,1.0,,,
10389732,home,Toulouse,Thijs Dallinga,thijs-dallinga,T. Dallinga,F,24,190,2354,M,905381,EUR,965260800,F,27,27,False,18.0,13.0,1.0,1.0,5.0,6.0,9.0,13.0,2.0,4.0,,3.0,,,,,80.0,31.0,7.3,10.0,0.361,0.7612,0.0962272,3,,,1.0,1.0,3.0,7.0,,,,,,,,3.0,2.0,1.0,1.0,1.0,,,2.0,,,2.0,,1.0,,1.0,
