match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_accurateOppositionHalfPasses,stat_totalCross,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_totalOffside,stat_keyPass,stat_aerialLost,stat_fouls,stat_onTargetScoringAttempt,stat_accurateCross,stat_outfielderBlock,stat_blockedScoringAttempt,stat_bigChanceCreated,stat_shotOffTarget,stat_goals,captain,stat_bigChanceMissed,stat_goodHighClaim,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_errorLeadToAShot,stat_errorLeadToAGoal
12624899,home,Al-Nassr,Bento,,,bento,Bento,G,24,190.0,9735,M,bento_matheus,1016104,EUR,928972800,G,24,24,False,21.0,17.0,5.0,1.0,0.0,17.0,19.0,2.0,1.0,1.0,1.0,6.0,1.0,3.0,1.0,90.0,31.0,7.3,4.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12624899,home,Al-Nassr,Nawaf Boushal,,,nawaf-boushal,N. Boushal,D,12,178.0,1391,M,,986400,EUR,937440000,D,12,12,False,42.0,38.0,1.0,1.0,1.0,19.0,22.0,22.0,1.0,11.0,5.0,8.0,,,,90.0,79.0,8.0,14.0,0,19.0,2.0,3.0,1.0,1.0,4.0,3.0,1.0,5.0,3.0,3.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,
12624899,home,Al-Nassr,Ali Lajami,,,ali-lajami,A. Lajami,D,78,175.0,1281,M,,818667,EUR,830390400,D,78,78,False,68.0,62.0,2.0,1.0,0.0,48.0,52.0,16.0,1.0,4.0,2.0,7.0,,,,90.0,79.0,7.2,8.0,0,14.0,,2.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,,,,,,,,,,,,,,
12624899,home,Al-Nassr,Aymeric Laporte,,,aymeric-laporte,A. Laporte,D,14,191.0,10350,M,laporte27,149734,EUR,769996800,D,27,27,False,76.0,73.0,4.0,4.0,0.0,59.0,60.0,16.0,4.0,6.0,3.0,2.0,,,,90.0,84.0,7.4,3.0,1,14.0,,2.0,1.0,,1.0,1.0,1.0,,,,1.0,,,1.0,,1.0,,,,,,,,,,,,,
12624899,home,Al-Nassr,Salem Alnajdi,,,alnajdi-salem,S. Alnajdi,D,83,178.0,1037,M,,1475427,EUR,1043625600,D,83,83,False,32.0,29.0,2.0,1.0,0.0,11.0,12.0,23.0,1.0,5.0,3.0,1.0,,,,60.0,47.0,6.8,8.0,0,19.0,3.0,5.0,3.0,1.0,,,,2.0,1.0,2.0,2.0,,,,1.0,,1.0,1.0,,,,,,,,,,,
12624899,home,Al-Nassr,Ângelo,Ângelo,,angelo,Ângelo,M,20,182.0,9961,M,angelogabriel,1086455,EUR,1103587200,M,20,20,False,37.0,29.0,2.0,,0.0,13.0,15.0,25.0,,5.0,,5.0,,,,60.0,60.0,6.7,19.0,1,17.0,3.0,7.0,2.0,2.0,3.0,1.0,1.0,3.0,2.0,3.0,1.0,,1.0,,1.0,,1.0,,1.0,,,,,,,,,,
12624899,home,Al-Nassr,Marcelo Brozović,,,marcelo-brozovic,M. Brozović,M,11,181.0,13081,M,marcelo_brozovic,108800,EUR,721872000,M,11,11,False,95.0,90.0,9.0,6.0,0.0,59.0,59.0,37.0,,1.0,5.0,7.0,,,,90.0,108.0,7.1,9.0,0,32.0,1.0,6.0,1.0,1.0,,,,1.0,,1.0,,,2.0,1.0,3.0,,1.0,,,,,,,,,,,,
12624899,home,Al-Nassr,Abdullah Al-Khaibari,,,abdullah-alkhaibari,A. Al-Khaibari,M,17,178.0,1250,M,,867179,EUR,840153600,M,17,17,False,57.0,56.0,2.0,2.0,0.0,43.0,43.0,14.0,2.0,7.0,2.0,2.0,,,,86.0,69.0,6.9,4.0,0,13.0,,4.0,,,2.0,1.0,1.0,3.0,,2.0,1.0,,,,3.0,,,,,,,,,,,,,,
12624899,home,Al-Nassr,Sadio Mané,,,sadio-mane,S. Mané,M,10,175.0,169227,M,SadioMané,217704,EUR,702864000,M,10,10,False,27.0,20.0,3.0,2.0,1.0,9.0,12.0,16.0,1.0,7.0,1.0,4.0,,,,90.0,43.0,8.1,9.0,4,12.0,1.0,4.0,,,4.0,2.0,,2.0,1.0,,2.0,,3.0,1.0,1.0,1.0,1.0,,2.0,1.0,1.0,,,,,,,,
12624899,home,Al-Nassr,Jhon Durán,,,jhon-duran,J. Durán,F,10,185.0,33270,M,jaderduran9,974577,EUR,1071273600,F,9,9,False,16.0,12.0,1.0,1.0,0.0,4.0,6.0,10.0,2.0,7.0,1.0,3.0,,,,85.0,31.0,9.1,6.0,4,8.0,,3.0,,,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,,3.0,3.0,,,,,1.0,2.0,,,,,,,
12624899,home,Al-Nassr,Cristiano Ronaldo,,,cristiano-ronaldo,C. Ronaldo,F,7,187.0,2307715,M,CR7,750,EUR,476409600,F,7,7,False,24.0,23.0,,,0.0,7.0,7.0,19.0,,,,,,,,84.0,33.0,7.1,5.0,4,16.0,2.0,3.0,1.0,1.0,,,,,,,,2.0,,,1.0,1.0,,,,,3.0,1.0,True,1.0,,,,,
12624899,home,Al-Nassr,Majed Mohammed,Majed Mohammed,,majed-mohammed,M. Mohammed,D,50,169.0,71,M,,1385284,EUR,1007337600,D,50,50,True,17.0,15.0,1.0,1.0,0.0,12.0,12.0,5.0,,3.0,,3.0,,,,30.0,22.0,6.7,2.0,0,3.0,,2.0,1.0,,,,,2.0,1.0,,1.0,,,,1.0,,,,,,,,,,,,,,
