match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_interceptionWon,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_keyPass,stat_blockedScoringAttempt,stat_outfielderBlock,stat_fouls,stat_challengeLost,stat_goalAssist,captain,stat_onTargetScoringAttempt,stat_totalOffside,stat_shotOffTarget,stat_goals,stat_errorLeadToAGoal,stat_bigChanceMissed
11451129,home,Alanyaspor,Ertuğrul Taşkıran,,,ertugrul-taskiran,E. Taşkıran,G,1,191.0,137,M,105974,EUR,626227200,G,1,1,False,39.0,25.0,21.0,7.0,21.0,23.0,4.0,16.0,1.0,2.0,8.0,2.0,2.0,90.0,51.0,6.4,15.0,0.0,0.0,0.00053592,0,-0.8811,,,,,,,,,,,,,,,,,,,,,,,,,,,
11451129,home,Alanyaspor,Loide Augusto,Loide Augusto,,loide-augusto,L. Augusto,M,50,183.0,1033,M,1110708,EUR,951523200,D,27,27,False,57.0,50.0,2.0,1.0,22.0,24.0,29.0,37.0,4.0,2.0,5.0,,,90.0,98.0,7.4,19.0,0.0,0.0,0.238152,0,,4.0,1.0,2.0,2.0,5.0,9.0,1.0,4.0,2.0,1.0,2.0,2.0,3.0,4.0,2.0,,,,,,,,,,,,
11451129,home,Alanyaspor,Furkan Bayır,,,furkan-bayir,F. Bayır,D,23,188.0,77,M,1003161,EUR,950054400,D,4,4,False,58.0,51.0,8.0,3.0,38.0,41.0,13.0,17.0,5.0,5.0,3.0,,,90.0,75.0,6.9,7.0,0.05,0.0,0.00552218,1,,,,2.0,3.0,3.0,3.0,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,
11451129,home,Alanyaspor,Fidan Aliti,,,fidan-aliti,F. Aliti,D,5,182.0,320,M,385296,EUR,749606400,D,5,5,False,66.0,57.0,11.0,5.0,37.0,37.0,20.0,29.0,4.0,1.0,3.0,,,90.0,78.0,6.9,9.0,0.0071,0.0,0.00895179,1,,,,,2.0,1.0,5.0,,1.0,1.0,,2.0,2.0,,,,1.0,1.0,,1.0,,,,,,,,
11451129,home,Alanyaspor,Yusuf Özdemir,Yusuf Ozdemir,,yusuf-ozdemir,Y. Özdemir,M,88,181.0,157,M,1084884,EUR,979084800,D,88,88,False,36.0,27.0,5.0,,14.0,16.0,13.0,22.0,2.0,,7.0,,,90.0,55.0,7.2,14.0,0.0,0.0,0.189946,0,,2.0,,3.0,1.0,6.0,4.0,,,,1.0,3.0,1.0,1.0,,2.0,,,1.0,2.0,2.0,,,,,,,
11451129,home,Alanyaspor,Efecan Karaca,,,efecan-karaca,E. Karaca,M,7,166.0,109,M,60510,EUR,627177600,M,7,7,False,49.0,43.0,1.0,1.0,9.0,11.0,34.0,43.0,1.0,,5.0,,,90.0,72.0,7.3,14.0,0.0164,0.0188,0.0739546,1,,5.0,,2.0,1.0,8.0,7.0,,5.0,2.0,,3.0,1.0,,1.0,1.0,,,,3.0,,True,1.0,1.0,,,,
11451129,home,Alanyaspor,João Novais,,,joao-novais,J. Novais,M,7,183.0,160,M,233370,EUR,742262400,M,10,10,False,34.0,27.0,3.0,2.0,11.0,11.0,16.0,24.0,1.0,,1.0,,,77.0,50.0,8.6,14.0,0.4673,0.7701,0.0152175,4,,1.0,,2.0,,4.0,2.0,,2.0,1.0,,1.0,1.0,3.0,,1.0,1.0,,1.0,,,,2.0,,1.0,2.0,,
11451129,home,Alanyaspor,Richard,,,richard-candido,Richard,M,36,191.0,349,M,897617,EUR,761529600,M,25,25,False,50.0,42.0,2.0,,28.0,32.0,14.0,18.0,1.0,4.0,7.0,,,90.0,63.0,6.6,10.0,0.0,0.0,0.230517,0,,,,,2.0,4.0,4.0,1.0,1.0,1.0,2.0,,,1.0,1.0,3.0,,,1.0,2.0,,,,,,,1.0,
11451129,home,Alanyaspor,Carlos Eduardo,,,carlos-eduardo,Carlos Eduardo,F,96,173.0,354,M,795295,EUR,844905600,M,28,28,False,24.0,18.0,1.0,,3.0,5.0,15.0,19.0,2.0,1.0,5.0,,,88.0,51.0,6.6,15.0,0.0206,0.0,0.0238694,1,,,,5.0,1.0,12.0,13.0,2.0,8.0,5.0,,4.0,2.0,3.0,3.0,1.0,1.0,,2.0,,,,,,,,,
11451129,home,Alanyaspor,Nicolas Janvier,,,nicolas-janvier,N. Janvier,M,17,171.0,91,M,802150,EUR,902793600,F,17,17,False,45.0,41.0,3.0,2.0,20.0,21.0,22.0,28.0,,,5.0,,,77.0,53.0,6.8,9.0,0.0209,0.0,0.0579838,1,,4.0,1.0,1.0,,2.0,1.0,,,,,1.0,1.0,2.0,,,1.0,,1.0,,,,,,,,,
11451129,home,Alanyaspor,Sergio Córdova,,,sergio-cordova,S. Córdova,F,9,188.0,672,M,881222,EUR,871084800,F,9,9,False,12.0,8.0,,,2.0,3.0,6.0,9.0,1.0,,,,,69.0,22.0,6.8,6.0,0.8217,2.1878,0.0215958,3,,,,4.0,2.0,5.0,4.0,,1.0,,,1.0,1.0,1.0,1.0,,,,,,,,3.0,1.0,,1.0,,2.0
11451129,home,Alanyaspor,Oğuz Aydın,,,oguz-aydin,O. Aydın,M,70,183.0,3374,M,999396,EUR,972604800,F,11,11,True,5.0,5.0,,,3.0,3.0,2.0,3.0,,,1.0,,,21.0,14.0,6.5,3.0,0.0499,0.0,0.0413457,1,,1.0,,1.0,,2.0,1.0,,,,,1.0,,2.0,,,,,,1.0,,,,,1.0,,,
11451129,home,Alanyaspor,Pione Sisto,,,pione-sisto,P. Sisto,M,77,171.0,409,M,287943,EUR,791856000,F,18,18,True,10.0,8.0,,,4.0,4.0,6.0,8.0,,,,,,13.0,16.0,6.4,4.0,0.0,0.0,0.032058,0,,2.0,2.0,1.0,,4.0,,,2.0,,,,,,,1.0,,,1.0,,,,,,,,,
11451129,home,Alanyaspor,Leroy Fer,,,leroy-fer,L. Fer,M,8,188.0,136,M,31821,EUR,631497600,M,8,8,True,13.0,9.0,2.0,1.0,7.0,8.0,2.0,5.0,,,2.0,,,13.0,14.0,6.4,4.0,0.0,0.0,0.00052896,0,,,,1.0,1.0,2.0,1.0,,,,,,,,,,,1.0,1.0,,,,,,,,,
11451129,home,Alanyaspor,Anderson Silva,,,anderson-silva,A. Silva,F,33,186.0,521,M,892272,EUR,880070400,F,33,33,True,,,,,,,,,,,,,,10.0,1.0,6.1,,0.0942,0.0,0.0,1,,,,3.0,,3.0,,,,,,,,,,,,,,,,,,,1.0,,,1.0
11451129,home,Alanyaspor,Yusuf Karagöz,Yusuf Karagoz,,yusuf-karagoz,Y. Karagöz,G,99,195.0,33,M,1133582,EUR,939081600,G,99,99,True,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11451129,home,Alanyaspor,Nuno Lima,Nuno Lima,,nuno-lima,N. Lima,D,3,184.0,123,M,1133301,EUR,984700800,D,2,2,True,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11451129,home,Alanyaspor,Fatih Aksoy,,,fatih-aksoy,F. Aksoy,D,20,189.0,69,M,827922,EUR,878774400,D,20,20,True,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11451129,home,Alanyaspor,Jure Balkovec,,,jure-balkovec,J. Balkovec,D,29,185.0,292,M,171625,EUR,779068800,D,29,29,True,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11451129,home,Alanyaspor,Florent Hadergjonaj,,,florent-hadergjonaj,F. Hadergjonaj,D,94,183.0,410,M,354860,EUR,775612800,D,94,94,True,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11451129,home,Alanyaspor,Emirhan Çavuş,,,cavus-emirhan,E. Çavuş,M,5,178.0,7,M,1522244,EUR,1034467200,M,21,21,True,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
