match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalClearance,stat_ballRecovery,stat_totalTackle,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_wonTackle,stat_wasFouled,stat_fouls,stat_keyPass,stat_clearanceOffLine,stat_outfielderBlock,stat_unsuccessfulTouch,stat_totalOffside,stat_errorLeadToAShot,stat_dispossessed,stat_bigChanceCreated,stat_shotOffTarget,stat_expectedGoals,captain,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_blockedScoringAttempt,stat_goals,stat_bigChanceMissed,stat_savedShotsFromInsideTheBox,stat_punches
12421003,home,Cercle Brugge,Warleson,,,warleson,Warleson,G,1,191.0,144,M,861071,EUR,841449600,G,1,1,False,11.0,6.0,8.0,3.0,0.0,3.0,3.0,3.0,8.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,90.0,16.0,6.6,5.0,0.00417107,0,-0.4111,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12421003,home,Cercle Brugge,Christiaan Ravych,,,ravych-christiaan,C. Ravych,D,66,187.0,206,M,1191212,EUR,1027987200,D,66,66,False,31.0,26.0,2.0,1.0,0.0,6.0,7.0,21.0,26.0,4.0,9.0,1.0,,4.0,4.0,,,,90.0,57.0,7.1,11.0,0.0936681,0,,2.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
12421003,home,Cercle Brugge,Jesper Daland,,,jesper-daland,J. Daland,D,2,188.0,224,M,958915,EUR,947116800,D,4,4,False,60.0,43.0,14.0,5.0,0.0,23.0,24.0,20.0,36.0,3.0,8.0,,5.0,3.0,1.0,,,,90.0,74.0,7.8,19.0,0.0126278,0,,,,1.0,5.0,3.0,2.0,1.0,,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,
12421003,home,Cercle Brugge,Edgaras Utkus,,,edgaras-utkus,E. Utkus,D,3,190.0,321,M,921180,EUR,961632000,D,3,3,False,12.0,10.0,4.0,2.0,0.0,5.0,5.0,5.0,7.0,,2.0,,1.0,3.0,1.0,,,,16.0,15.0,6.8,2.0,0.0137666,0,,,,,,,,,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,
12421003,home,Cercle Brugge,Flávio Nazinho,,,nazinho-flavio,F. Nazinho,D,20,180.0,637,M,1006113,EUR,1058659200,D,20,20,False,48.0,42.0,1.0,1.0,0.0,10.0,11.0,34.0,52.0,3.0,9.0,2.0,1.0,6.0,5.0,,,,90.0,92.0,7.9,24.0,0.367141,0,,15.0,2.0,,,3.0,3.0,1.0,4.0,1.0,1.0,3.0,,,4.0,,1.0,,,,,,,,,,,,
12421003,home,Cercle Brugge,Hannes Van Der Bruggen,,,hannes-van-der-bruggen,H. V. D. Bruggen,M,28,180.0,73,M,94290,EUR,733622400,M,28,28,False,33.0,25.0,2.0,1.0,1.0,5.0,5.0,20.0,28.0,4.0,4.0,2.0,,3.0,3.0,,,,45.0,40.0,7.5,10.0,0.074475,1,,,,1.0,1.0,,,1.0,3.0,,,2.0,,,,,,1.0,1.0,1.0,0.0611,,,,,,,,
12421003,home,Cercle Brugge,Abu Francis,,,francis-abu,A. Francis,M,17,182.0,1501,M,988801,EUR,988329600,M,17,17,False,75.0,64.0,3.0,3.0,0.0,18.0,19.0,46.0,58.0,4.0,6.0,2.0,,12.0,5.0,,,,86.0,86.0,7.6,14.0,0.0869287,0,,2.0,,,,1.0,1.0,1.0,4.0,,1.0,1.0,,,,,,1.0,,,,,,,,,,,
12421003,home,Cercle Brugge,Thibo Somers,,,somers-thibo,T. Somers,F,24,183.0,225,M,1002804,EUR,921542400,M,34,34,False,25.0,16.0,,,2.0,1.0,2.0,15.0,23.0,4.0,8.0,,,6.0,2.0,,,,90.0,39.0,8.7,14.0,1.264,2,,,,2.0,4.0,3.0,2.0,,2.0,,,5.0,,,2.0,,,1.0,2.0,,0.0641,True,2.0,0.4041,,,,,
12421003,home,Cercle Brugge,Bruno Goncalves De Jesus,,,goncalves-de-jesus-bruno,Bruninho,F,17,174.0,254,M,1868441,EUR,1047600000,M,30,30,False,24.0,21.0,3.0,2.0,0.0,5.0,5.0,16.0,20.0,3.0,2.0,1.0,,4.0,,,,,59.0,31.0,7.3,5.0,0.0211616,2,,1.0,,1.0,,,,,,2.0,,,,,,,,1.0,,,0.1827,,1.0,0.7707,1.0,1.0,,,
12421003,home,Cercle Brugge,Kazeem Olaigbe,,,kazeem-olaigbe,K. Olaigbe,F,70,178.0,763,M,1004346,EUR,1041465600,M,19,19,False,11.0,8.0,,,0.0,1.0,1.0,10.0,15.0,1.0,3.0,,,,1.0,,,,59.0,27.0,7.5,8.0,0.0308821,4,,5.0,3.0,,,3.0,2.0,,1.0,,1.0,1.0,,,2.0,,,,,1.0,1.0977,,1.0,0.9937,2.0,1.0,,,
