match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalTackle,stat_fouls,player_firstName,player_lastName,player_sofascoreId,stat_aerialLost,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_wonTackle,stat_unsuccessfulTouch,stat_aerialWon,stat_challengeLost,stat_shotOffTarget,stat_outfielderBlock,stat_wasFouled,stat_expectedGoals,stat_shotValueNormalized,stat_penaltyConceded,stat_accurateCross,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_keyPass,captain,stat_bigChanceMissed,stat_totalOffside,stat_penaltyWon,stat_errorLeadToAShot
13981536,home,Sassuolo,Arijanet Murić,arijanet-muric,A. Murić,G,49,198.0,1886,M,888971,EUR,910396800,G,49,49,False,20.0,13.0,10.0,4.0,0.0,11.0,12.0,2.0,8.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,90.0,25.0,6.1,7.0,0.00309651,17.94560883023,4.0,11.97,5.25,0.1015,0,-0.3152,0.06,0.0,-0.18,-0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981536,home,Sassuolo,Sebastian Walukiewicz,sebastian-walukiewicz,S. Walukiewicz,D,6,188.0,2252,M,886243,EUR,954892800,D,6,6,False,22.0,21.0,,,0.0,10.0,10.0,11.0,12.0,2.0,2.0,,,,,,45.0,31.0,6.4,4.0,0.0399049,50.236007398592,6.0,31.71,18.375,,0,,0.16,0.04,-0.15,,2.0,2.0,2.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981536,home,Sassuolo,Jay Idzes,jay-idzes,J. Idzes,D,21,190.0,19111,M,933641,EUR,959904000,D,21,21,False,52.0,50.0,3.0,2.0,0.0,28.0,29.0,22.0,23.0,2.0,4.0,,,,,,90.0,60.0,6.6,3.0,0.00980552,285.17418177427,21.0,197.4,46.935,,0,,0.24,0.18,-0.17,,,5.0,3.0,,2.0,,,,jayidzes,5.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,
13981536,home,Sassuolo,Tarik Muharemović,tarik-muharemovic,T. Muharemović,D,80,193.0,3504,M,1118177,EUR,1046390400,D,80,80,False,52.0,45.0,9.0,6.0,0.0,23.0,23.0,22.0,29.0,7.0,2.0,,,,,,90.0,68.0,7.0,8.0,0.0163907,172.84436423913,20.0,120.435,24.57,,1,,0.23,0.11,-0.21,,,3.0,7.0,,2.0,,Tarik Muharemovic,,,2.0,,,,2.0,,4.0,1.0,1.0,1.0,1.0,0.0654,-0.17,,,,,,,,,,,,,
13981536,home,Sassuolo,Fali Candé,fali-cande,F. Candé,D,5,184.0,402,M,892430,EUR,885600000,D,5,5,False,31.0,26.0,3.0,,0.0,9.0,10.0,17.0,21.0,2.0,2.0,,,,,,72.0,46.0,5.7,9.0,0.00684161,37.338379008235,6.0,9.555,6.405,,1,,-0.02,0.01,-0.43,,1.0,5.0,3.0,1.0,1.0,1.0,,,,3.0,,,,1.0,1.0,2.0,,1.0,,,0.0397,-0.04,1.0,,,,,,,,,,,,
13981536,home,Sassuolo,Kristian Thorstvedt,kristian-thorstvedt,K. Thorstvedt,M,42,187.0,1387,M,924973,EUR,921283200,M,42,42,False,61.0,55.0,,,0.0,12.0,14.0,43.0,47.0,1.0,5.0,,,,,,90.0,76.0,8.8,8.0,0.293727,149.94671516053,17.0,92.085,29.715,,3,,0.69,0.31,-0.03,,3.0,2.0,7.0,,1.0,1.0,,,,,3.0,2.0,1.0,,1.0,4.0,,1.0,1.0,,0.5192,0.47,,3.0,2.0,1.0,1.0,1.0,0.9367,4.0,,,,,
13981536,home,Sassuolo,Nemanja Matić,nemanja-matic,N. Matić,M,18,194.0,3565,M,44241,EUR,586396800,M,18,18,False,75.0,68.0,7.0,6.0,0.0,28.0,30.0,40.0,45.0,2.0,10.0,,,,,,87.0,88.0,8.6,11.0,0.038502,200.31437962053,26.0,93.03,21.0,,1,,0.35,0.19,0.15,,1.0,2.0,4.0,,1.0,1.0,,,Mati,,,,,1.0,3.0,2.0,1.0,,,1.0,0.0657,0.55,,,,1.0,,1.0,0.5981,2.0,,,,,
13981536,home,Sassuolo,Ismael Koné,ismael-kone,I. Koné,M,90,188.0,2687,M,1134351,EUR,1023321600,M,90,90,False,42.0,39.0,1.0,1.0,0.0,12.0,13.0,27.0,29.0,1.0,1.0,,,,,,72.0,54.0,7.2,8.0,0.506702,163.45364954147,14.0,83.475,38.955,,1,,0.58,0.11,-0.02,,,4.0,3.0,2.0,1.0,1.0,Ismael Koné,,,,2.0,1.0,,1.0,2.0,,,1.0,,1.0,0.0543,-0.16,,,1.0,,,,,1.0,,,,,
13981536,home,Sassuolo,Domenico Berardi,domenico-berardi,D. Berardi,M,10,185.0,5071,M,253367,EUR,775699200,F,10,10,False,41.0,34.0,3.0,2.0,0.0,11.0,12.0,23.0,29.0,1.0,4.0,,,,,,90.0,57.0,6.5,14.0,0.125679,172.8904084347,18.0,93.765,21.735,,3,,-0.04,0.29,-0.06,,4.0,3.0,2.0,2.0,1.0,1.0,,,berardi25,,,,1.0,1.0,,,,2.0,,1.0,0.1896,-0.51,,,,1.0,,,0.024,2.0,True,,,,
13981536,home,Sassuolo,Andrea Pinamonti,andrea-pinamonti,A. Pinamonti,F,99,185.0,2688,M,826198,EUR,927072000,F,99,99,False,16.0,11.0,,,0.0,5.0,5.0,6.0,11.0,,2.0,,,,,,90.0,32.0,6.9,9.0,0.00484041,28.034367389698,5.0,-6.615,3.36,,5,,-0.19,0.09,0.14,,3.0,1.0,6.0,,1.0,,,,,1.0,,,,,1.0,4.0,,1.0,,1.0,0.5987,0.02,,,,2.0,2.0,,0.9022,,,2.0,1.0,,
13981536,home,Sassuolo,Alieu Fadera,fadera-alieu,A. Fadera,M,20,181.0,1183,M,1031548,EUR,1004745600,F,20,20,False,24.0,18.0,1.0,,0.0,6.0,8.0,12.0,16.0,,6.0,,,,,,60.0,45.0,6.9,15.0,0.192566,131.45852067826,15.0,-37.17,18.27,,2,,0.25,0.12,0.0,,6.0,3.0,6.0,,2.0,1.0,,,,1.0,1.0,,,1.0,5.0,2.0,,1.0,,2.0,0.0777,-0.39,,3.0,,,1.0,,,2.0,,1.0,,,
13981536,home,Sassuolo,Woyo Coulibaly,woyo-coulibaly,W. Coulibaly,D,25,188.0,2728,M,989894,EUR,927158400,D,25,25,True,22.0,20.0,1.0,1.0,0.0,7.0,7.0,13.0,15.0,,5.0,,,,,,45.0,43.0,6.5,6.0,0.0405901,177.08474432476,16.0,140.07,32.025,,2,,0.14,0.26,-0.15,,1.0,3.0,2.0,1.0,,1.0,,,,1.0,1.0,1.0,,,1.0,,,1.0,,1.0,0.0715,-0.25,,1.0,,1.0,,,0.0262,1.0,,,,,
13981536,home,Sassuolo,Armand Laurienté,armand-lauriente,A. Laurienté,M,45,177.0,2531,M,932643,EUR,912729600,F,45,45,True,18.0,14.0,2.0,2.0,0.0,1.0,1.0,13.0,17.0,,1.0,,,,,,30.0,26.0,7.2,7.0,0.113022,99.558411281944,13.0,58.275,17.955,,2,,0.27,0.3,-0.01,,1.0,1.0,3.0,,,,,,,,2.0,1.0,,,1.0,,,1.0,,2.0,0.0541,-0.06,,,,,1.0,,,3.0,,,,,
