match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_interceptionWon,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalClearance,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,player_firstName,player_lastName,stat_aerialLost,stat_dispossessed,stat_lastManTackle,stat_wasFouled,stat_totalContest,stat_totalOffside,stat_challengeLost,captain,stat_goalAssist,stat_wonContest,stat_bigChanceCreated,stat_keyPass,stat_blockedScoringAttempt,player_sofascoreId,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_goals,stat_accurateCross,stat_errorLeadToAGoal,stat_totalKeeperSweeper,stat_errorLeadToAShot,stat_shotOffTarget,stat_hitWoodwork,stat_clearanceOffLine
10390036,home,Montpellier,Matis Carvalho,carvalho-matis,M. Carvalho,G,1,186,31,M,966256,EUR,925257600,G,30,30,False,30.0,11.0,29.0,10.0,3.0,6.0,8.0,24.0,1.0,7.0,2.0,5.0,90.0,39.0,6.7,20.0,0.0,0.0,0.00153279,0,-1.0633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10390036,home,Montpellier,Falaye Sacko,falaye-sacko,F. Sacko,D,77,179,2233,M,796372,EUR,799286400,D,77,77,False,15.0,12.0,1.0,,10.0,11.0,2.0,5.0,4.0,7.0,,,90.0,43.0,7.2,11.0,0.0,0.0,0.00132636,0,,1.0,1.0,1.0,6.0,2.0,1.0,5.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
10390036,home,Montpellier,Maxime Estève,maxime-esteve,M. Estève,D,5,192,1470,M,1117223,EUR,1022371200,D,14,14,False,9.0,5.0,4.0,,5.0,8.0,,1.0,1.0,3.0,,,90.0,25.0,6.8,5.0,0.0,0.0,9.066e-05,0,,,,2.0,2.0,8.0,3.0,1.0,,,,Maxime Estève,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
10390036,home,Montpellier,Mamadou Sakho,mamadou-sakho,M. Sakho,D,,187,317,,21134,EUR,634867200,D,75,75,False,18.0,15.0,1.0,,12.0,14.0,3.0,4.0,2.0,5.0,,,75.0,29.0,6.9,3.0,0.0,0.0,0.00156194,0,,,1.0,1.0,2.0,6.0,2.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
10390036,home,Montpellier,Nicolas Cozza,nicolas-cozza,N. Cozza,D,3,178,184,M,886286,EUR,915753600,D,31,31,False,15.0,7.0,1.0,,3.0,4.0,4.0,11.0,,3.0,,,90.0,47.0,6.3,14.0,0.0,0.0,0.00286869,0,,,2.0,4.0,7.0,5.0,,5.0,1.0,1.0,,,,,2.0,,,2.0,1.0,,,,,,,,,,,,,,,,,,
10390036,home,Montpellier,Joris Chotard,joris-chotard,J. Chotard,M,13,179,541,M,976396,EUR,1001289600,M,13,13,False,17.0,12.0,3.0,1.0,5.0,6.0,7.0,12.0,2.0,8.0,,,82.0,26.0,6.2,8.0,0.0,0.0,0.00616144,0,,1.0,,5.0,,1.0,1.0,,,1.0,1.0,,,1.0,,,,1.0,,2.0,,,,,,,,,,,,,,,,,
10390036,home,Montpellier,Jordan Ferri,jordan-ferri,J. Ferri,M,4,172,146,M,123229,EUR,700358400,M,12,12,False,29.0,18.0,9.0,3.0,15.0,17.0,3.0,12.0,,2.0,,,75.0,40.0,6.4,16.0,0.0,0.0,0.114651,0,,,1.0,6.0,4.0,1.0,,1.0,,1.0,,,,,3.0,,1.0,2.0,,2.0,True,1.0,1.0,1.0,1.0,,,,,,,,,,,,
10390036,home,Montpellier,Leo Leroy,leo-leroy,L. Leroy,M,22,185,170,M,976001,EUR,950486400,M,18,18,False,17.0,11.0,,,7.0,8.0,4.0,9.0,,8.0,,,58.0,29.0,6.3,8.0,0.1067,0.0,0.0149376,1,,,2.0,7.0,7.0,1.0,,3.0,3.0,,1.0,,,1.0,1.0,,2.0,1.0,,3.0,,,,,,1.0,,,,,,,,,,,
10390036,home,Montpellier,Arnaud Nordin,nordin-arnaud,A. Nordin,M,70,170,384,M,848458,EUR,900633600,M,7,7,False,12.0,10.0,2.0,1.0,4.0,5.0,6.0,8.0,,3.0,,,58.0,22.0,6.6,6.0,0.0,0.0,0.00827324,0,,1.0,1.0,,4.0,1.0,,1.0,1.0,3.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
10390036,home,Montpellier,Valère Germain,valere-germain,V. Germain,F,,180,599,M,140992,EUR,640310400,M,9,9,False,17.0,13.0,,,7.0,8.0,6.0,9.0,,2.0,,,48.0,20.0,5.5,5.0,0.0,0.0,0.00352115,0,,,1.0,4.0,1.0,1.0,,,,1.0,1.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
