match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_unsuccessfulTouch,stat_keyPass,player_firstName,player_lastName,stat_goalAssist,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_bigChanceMissed,stat_shotOffTarget,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_onTargetScoringAttempt,stat_goals,stat_totalClearance,stat_ownGoals,captain,stat_aerialLost,player_sofascoreId,stat_totalOffside,stat_errorLeadToAGoal,stat_blockedScoringAttempt,stat_hitWoodwork,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_outfielderBlock
11451111,home,Fatih Karagümrük,Matías Dituro,matias-dituro,M. Dituro,G,1,191.0,646,M,556884,EUR,547430400,G,1,1,False,25.0,23.0,6.0,4.0,21.0,22.0,2.0,3.0,7.0,2.0,90.0,30.0,5.8,2.0,0.0,0.0,0.00035768,0,-2.4734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11451111,home,Fatih Karagümrük,Frédéric Veseli,frederic-veseli,F. Veseli,D,34,183.0,158,M,137775,EUR,722217600,D,3,3,False,43.0,40.0,5.0,5.0,16.0,18.0,26.0,30.0,4.0,,62.0,57.0,6.5,7.0,0.0,0.0,0.079616,0,,5.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11451111,home,Fatih Karagümrük,Davide Biraschi,davide-biraschi,D. Biraschi,D,4,182.0,102,M,233252,EUR,773107200,D,4,4,False,91.0,82.0,7.0,5.0,41.0,41.0,42.0,51.0,7.0,,90.0,104.0,7.0,11.0,0.1585,0.0,0.501467,1,,1.0,1.0,1.0,1.0,,,1.0,2.0,3.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,
11451111,home,Fatih Karagümrük,Federico Ceccherini,federico-ceccherini,F. Ceccherini,D,23,187.0,130,M,139410,EUR,705542400,D,26,26,False,94.0,88.0,6.0,5.0,47.0,49.0,41.0,45.0,11.0,,90.0,103.0,7.2,8.0,0.1056,0.4298,0.0387132,1,,,,1.0,,,,,3.0,1.0,6.0,,,,,,,,,,,3.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,
11451111,home,Fatih Karagümrük,Levent Mercan,munir-levent-mercan,L. Mercan,D,22,176.0,1693,M,1085938,EUR,976406400,D,18,18,False,57.0,52.0,4.0,4.0,15.0,18.0,39.0,52.0,4.0,,90.0,94.0,7.3,21.0,0.0352,0.0,0.281852,1,,13.0,2.0,1.0,3.0,,,1.0,,8.0,3.0,1.0,,3.0,1.0,2.0,,1.0,2.0,,,2.0,2.0,,,,,True,3.0,,,,,,,,,
11451111,home,Fatih Karagümrük,Sofiane Feghouli,sofiane-feghouli,S. Feghouli,M,,178.0,3304,M,37240,EUR,630633600,M,8,8,False,98.0,84.0,10.0,7.0,26.0,29.0,59.0,71.0,12.0,,90.0,109.0,7.6,17.0,0.0184,0.0,0.208581,1,,2.0,1.0,1.0,3.0,,,,1.0,2.0,5.0,,1.0,,,,,1.0,2.0,2.0,,2.0,,,,,,,1.0,sffeghouli,,,,,,,,
11451111,home,Fatih Karagümrük,Otabek Shukurov,otabek-shukurov,O. Shukurov,M,63,182.0,2967,M,358890,EUR,835401600,M,29,29,False,50.0,46.0,5.0,4.0,10.0,11.0,36.0,40.0,2.0,,78.0,62.0,6.8,8.0,0.0,0.0,0.0739268,0,,1.0,,2.0,1.0,,,,2.0,4.0,4.0,,,1.0,,,,,,1.0,1.0,1.0,,,,1.0,,,3.0,,1.0,,,,,,,
11451111,home,Fatih Karagümrük,Can Keleş,can-keles,C. Keleş,F,70,180.0,519,M,918408,EUR,999388800,M,7,7,False,10.0,9.0,,,2.0,2.0,7.0,8.0,1.0,,32.0,18.0,6.1,6.0,0.0342,0.0,0.00352918,1,,,,1.0,,,,,,5.0,,,1.0,3.0,,,,1.0,2.0,,,,1.0,,,,,,,,,,,,,,,
11451111,home,Fatih Karagümrük,Marcus Rohdén,marcus-rohden,M. Rohdén,M,8,182.0,77,M,209082,EUR,673920000,M,6,6,False,29.0,26.0,,,9.0,10.0,17.0,23.0,5.0,,45.0,41.0,6.6,11.0,0.0,0.0,0.0211031,0,,4.0,,2.0,,,,,,4.0,2.0,,2.0,,,,,,2.0,1.0,1.0,1.0,1.0,,,,,,1.0,,,1.0,,,,,,
11451111,home,Fatih Karagümrük,Güven Yalçın,guven-yalcin,G. Yalçın,F,10,184.0,385,M,826162,EUR,916617600,M,10,10,False,24.0,18.0,1.0,,5.0,6.0,13.0,19.0,4.0,,78.0,47.0,6.4,15.0,0.2157,0.0708,0.055533,2,,1.0,,3.0,1.0,,,,1.0,7.0,3.0,,1.0,6.0,2.0,,,1.0,1.0,,,,2.0,1.0,,,,,,,1.0,,,,,,,
11451111,home,Fatih Karagümrük,Serdar Dursun,serdar-dursun,S. Dursun,F,19,190.0,1064,M,123917,EUR,687830400,F,19,19,False,28.0,21.0,,,5.0,6.0,16.0,22.0,1.0,,90.0,38.0,6.6,11.0,0.3133,0.096,0.0231573,5,,,,3.0,,,,,2.0,3.0,3.0,,1.0,,,,1.0,2.0,,,,1.0,,1.0,,,,,2.0,,,,2.0,1.0,,,,
