match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keyPass,stat_totalShots,stat_goalsPrevented,stat_goalAssist,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_errorLeadToAShot,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_challengeLost,stat_bigChanceMissed,stat_shotOffTarget,stat_totalClearance,stat_outfielderBlock,stat_wonContest,stat_onTargetScoringAttempt,stat_unsuccessfulTouch,stat_expectedGoalsOnTarget,stat_dispossessed,stat_hitWoodwork,stat_goals,stat_totalOffside
11388420,home,Excelsior,Stijn van Gassel,,,stijn-van-gassel,S. van Gassel,G,1,185.0,166,M,367118,EUR,845596800,G,1,1,False,True,28.0,19.0,16.0,7.0,14.0,15.0,5.0,13.0,11.0,1.0,2.0,5.0,1.0,1.0,90.0,43.0,8.4,9.0,0.00824097,2.0,0,1.0926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11388420,home,Excelsior,Mimeirhel Benita,Mimeirhel Benita,,mimeirhel-benita,M. Benita,D,2,176.0,216,M,1130308,EUR,1069027200,D,22,22,False,,28.0,23.0,3.0,1.0,12.0,13.0,12.0,18.0,4.0,,,,,,81.0,51.0,7.1,8.0,0.300708,1.0,1,,1.0,3.0,1.0,3.0,1.0,6.0,5.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,0.1632,,,,,,,,,,,,,
11388420,home,Excelsior,Siebe Horemans,,,siebe-horemans,S. Horemans,D,2,186.0,201,M,794990,EUR,896745600,D,2,2,False,,50.0,38.0,12.0,6.0,34.0,41.0,4.0,9.0,4.0,,,,,,90.0,62.0,7.3,12.0,0.00860351,1.0,1,,,,,2.0,6.0,4.0,7.0,,,,,1.0,1.0,,,1.0,0.0721,1.0,1.0,1.0,6.0,1.0,,,,,,,,
11388420,home,Excelsior,Redouan El Yaakoubi,,,redouan-el-yaakoubi,R. E. Yaakoubi,D,,182.0,100,M,887617,EUR,822528000,D,4,4,False,,64.0,47.0,12.0,7.0,30.0,40.0,17.0,26.0,2.0,,,,,,90.0,84.0,7.8,21.0,0.0115576,,4,,,2.0,,,11.0,1.0,13.0,2.0,,,,1.0,1.0,,,,0.2032,,1.0,2.0,8.0,,1.0,2.0,1.0,0.5356,,,,
11388420,home,Excelsior,Arthur Zagre,Arthur,Zagre,zagre-arthur,A. Zagre,D,12,168.0,411,M,910053,EUR,1002153600,D,12,12,False,,30.0,24.0,5.0,2.0,17.0,19.0,7.0,11.0,3.0,,,,,,74.0,44.0,7.5,7.0,0.0156118,1.0,2,,1.0,,,3.0,2.0,3.0,6.0,3.0,,,,,,,1.0,,0.2144,,1.0,,2.0,,3.0,2.0,1.0,0.3962,,,,
11388420,home,Excelsior,Kenzo Goudmijn,,,kenzo-goudmijn,K. Goudmijn,M,24,174.0,248,M,916947,EUR,1008633600,M,10,10,False,,51.0,41.0,14.0,7.0,15.0,16.0,29.0,41.0,10.0,,,,,,90.0,94.0,8.3,23.0,1.17998,3.0,3,,,6.0,3.0,1.0,,11.0,14.0,13.0,2.0,2.0,3.0,3.0,2.0,,2.0,2.0,0.0872,1.0,,,1.0,,9.0,1.0,2.0,0.161,3.0,,,
11388420,home,Excelsior,Julian Baas,,,julian-baas,J. Baas,M,16,184.0,147,M,1046143,EUR,1018915200,M,33,33,False,,34.0,28.0,3.0,1.0,15.0,16.0,17.0,24.0,4.0,,,,,,82.0,49.0,7.2,9.0,0.396289,5.0,2,,,6.0,4.0,2.0,2.0,4.0,3.0,,2.0,1.0,1.0,,,,1.0,1.0,0.4691,1.0,1.0,,1.0,,,1.0,1.0,0.7053,,,,
11388420,home,Excelsior,Derensili Sanches Fernandes,,,derensili-sanches-fernandes,D. S. Fernandes,M,30,176.0,146,M,1046142,EUR,991008000,M,30,30,False,,29.0,25.0,1.0,1.0,5.0,5.0,21.0,27.0,4.0,,,,,,82.0,47.0,7.7,12.0,0.508132,5.0,3,,,3.0,1.0,2.0,1.0,8.0,3.0,3.0,3.0,1.0,,1.0,,,,2.0,0.1242,,,1.0,1.0,,1.0,1.0,2.0,0.1522,2.0,1.0,,
11388420,home,Excelsior,Lance Duijvestijn,,,lance-duijvestijn,L. Duijvestijn,M,70,179.0,148,M,946505,EUR,916358400,M,23,23,False,,34.0,29.0,2.0,,11.0,11.0,18.0,23.0,6.0,,,,,,90.0,55.0,8.7,12.0,0.453385,3.0,4,,1.0,,,1.0,3.0,6.0,5.0,3.0,1.0,,,,,,2.0,,0.2383,1.0,,1.0,2.0,,,3.0,2.0,0.752,1.0,,1.0,1.0
11388420,home,Excelsior,Lazaros Lamprou,Lazaros,Lamprou,lazaros-lamprou,L. Lamprou,M,7,177.0,177,M,823856,EUR,882403200,M,7,7,False,,25.0,19.0,6.0,3.0,8.0,10.0,12.0,17.0,5.0,,,,,,90.0,53.0,8.5,18.0,0.0931182,1.0,8,,,2.0,1.0,2.0,,7.0,2.0,4.0,,,1.0,1.0,1.0,,,,1.6425,1.0,2.0,5.0,,,1.0,3.0,5.0,1.7934,1.0,1.0,2.0,
