match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_unsuccessfulTouch,stat_keyPass,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_totalCross,stat_accurateCross,stat_shotOffTarget,stat_expectedGoals,stat_dispossessed,stat_onTargetScoringAttempt,stat_wasFouled,stat_expectedGoalsOnTarget,stat_bigChanceMissed,stat_totalOffside,stat_blockedScoringAttempt,player_sofascoreId,stat_goodHighClaim,stat_lastManTackle,stat_errorLeadToAShot,stat_ownGoals,stat_clearanceOffLine
12764163,home,Ferencváros TC,Dénes Dibusz,denes-dibusz,D. Dibusz,G,90,188,864,M,75425,EUR,658713600,G,90,90,False,True,31.0,23.0,20.0,12.0,0.0,19.0,20.0,4.0,11.0,2.0,12.0,3.0,4.0,1.0,1.0,1.0,90.0,45.0,7.9,8.0,0.00134612,0,1.3069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764163,home,Ferencváros TC,Cebrail Makreckis,cebrail-makreckis,C. Makreckis,D,25,180,372,M,991090,EUR,957916800,D,25,25,False,,45.0,30.0,10.0,1.0,0.0,23.0,28.0,7.0,17.0,1.0,4.0,,,,,,90.0,62.0,6.9,20.0,0.270609,0,,,,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,
12764163,home,Ferencváros TC,Ibrahim Cissé,ibrahim-cisse,I. Cissé,D,27,185,841,M,603740,EUR,830995200,D,27,27,False,,43.0,40.0,4.0,3.0,0.0,37.0,39.0,3.0,4.0,6.0,4.0,,,,,,90.0,57.0,7.8,5.0,0.00089544,0,,,,1.0,,3.0,1.0,,1.0,,,1.0,,3.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
12764163,home,Ferencváros TC,Stefan Gartenmann,stefan-gartenmann,S. Gartenmann,D,3,185,252,M,803671,EUR,854841600,D,3,3,False,,47.0,42.0,4.0,3.0,0.0,31.0,32.0,11.0,16.0,8.0,1.0,,,,,,90.0,61.0,7.2,6.0,0.00407958,0,,,,1.0,1.0,4.0,2.0,2.0,,,,,,1.0,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,
12764163,home,Ferencváros TC,Eldar Ćivić,eldar-civic,E. Ćivić,D,77,182,209,M,280469,EUR,833241600,D,17,17,False,,38.0,33.0,7.0,3.0,0.0,18.0,20.0,15.0,20.0,1.0,7.0,,,,,,74.0,61.0,7.0,10.0,0.0305995,0,,,,1.0,,3.0,3.0,,2.0,1.0,,1.0,,1.0,,2.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,
12764163,home,Ferencváros TC,Philippe Rommens,philippe-rommens,P. Rommens,M,88,175,232,M,606190,EUR,872035200,M,88,88,False,,40.0,36.0,5.0,3.0,0.0,24.0,25.0,15.0,19.0,2.0,5.0,,,,,,90.0,52.0,7.4,5.0,0.366354,1,,,,1.0,,1.0,2.0,,,,,,1.0,,1.0,2.0,2.0,,4.0,3.0,1.0,0.03,,,,,,,,,,,,,
12764163,home,Ferencváros TC,Mohammad Abu Fani,mohammad-abu-fani,M. A. Fani,M,15,164,535,M,836849,EUR,893635200,M,15,15,False,,47.0,37.0,7.0,4.0,0.0,20.0,22.0,18.0,26.0,1.0,11.0,,,,,,89.0,62.0,7.2,11.0,0.0454014,1,,,,3.0,,13.0,9.0,6.0,4.0,4.0,,,1.0,1.0,,1.0,1.0,4.0,1.0,1.0,,0.1372,1.0,1.0,4.0,0.1947,,,,,,,,,
12764163,home,Ferencváros TC,Adama Malouda Traoré,adama-malouda-traore,A. M. Traoré,M,20,177,1208,M,1172372,EUR,802310400,M,20,20,False,,20.0,16.0,,,0.0,7.0,7.0,9.0,13.0,4.0,3.0,,,,,,90.0,41.0,7.4,9.0,0.0311093,4,,,,1.0,1.0,2.0,3.0,,,,1.0,4.0,2.0,2.0,,2.0,,,,,2.0,0.4032,1.0,2.0,,0.1432,1.0,1.0,,,,,,,
12764163,home,Ferencváros TC,Kady Borges,kady-borges,K. Borges,M,20,173,14779,M,1194442,EUR,830995200,M,10,10,False,,26.0,16.0,,,0.0,6.0,9.0,10.0,18.0,1.0,7.0,,,,,,74.0,47.0,7.0,18.0,0.0327759,3,,,,1.0,,9.0,4.0,2.0,4.0,1.0,,2.0,3.0,,1.0,2.0,2.0,1.0,1.0,,2.0,0.1366,2.0,1.0,1.0,0.1513,,,,,,,,,
12764163,home,Ferencváros TC,Kristoffer Zachariassen,kristoffer-zachariassen,K. Zachariassen,M,16,180,333,M,548312,EUR,759628800,M,16,16,False,,19.0,15.0,2.0,,0.0,4.0,5.0,12.0,15.0,1.0,4.0,,,,,,74.0,37.0,6.8,12.0,0.113209,0,,,,1.0,,8.0,3.0,2.0,,,,4.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,,,3.0,,2.0,,,,,,,,,,
