match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,player_lastName,player_sofascoreId,stat_accurateOwnHalfPasses,stat_totalCross,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalClearance,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_penaltyWon,captain,stat_aerialWon,stat_shotOffTarget,stat_interceptionWon,stat_errorLeadToAShot,stat_challengeLost,stat_keyPass,stat_onTargetScoringAttempt,stat_goals,stat_totalOffside,stat_goalAssist,stat_accurateCross,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_bigChanceMissed,stat_hitWoodwork,stat_savedShotsFromInsideTheBox,stat_saves,stat_aerialLost,stat_errorLeadToAGoal,stat_penaltyFaced,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_clearanceOffLine,stat_penaltyConceded
10913422,home,Al-Hilal,Luciano Vietto,luciano-vietto,L. Vietto,F,19,173.0,1084,M,249407,EUR,755049600,F,10,10,False,59.0,51.0,4.0,4.0,14.0,38.0,48.0,1.0,65.0,74.0,6.8,15.0,2,,,,14.0,3.0,2.0,3.0,,3.0,1.0,,,2.0,1.0,2.0,,,,,,1.0,,,,1.0,,,,,1.0,,1.0,1.0,1.0,,,,,,,,,,
10913422,home,Al-Hilal,Ahmed Al Jubaya,ahmed-al-jubaya,A. A. Jubaya,G,1,185.0,17,M,1067145,EUR,1004054400,G,60,60,True,13.0,11.0,6.0,4.0,10.0,2.0,3.0,,45.0,15.0,6.2,2.0,0,Ahmed Al Jubaya,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,,,,,,,
10913422,home,Al-Hilal,Abdullah Otayf,abdullah-otayf,A. Otayf,M,14,176.0,163,M,160925,EUR,712800000,M,8,8,True,23.0,22.0,1.0,,17.0,5.0,6.0,1.0,25.0,26.0,6.7,1.0,1,,,,17.0,,3.0,2.0,,,,,,2.0,1.0,,,,,,,,,,3.0,,1.0,1.0,,,,,,,,,,,,,,,,,
10913422,home,Al-Hilal,Michael,michael,Michael,M,96,166.0,9025,M,878084,EUR,826588800,M,96,96,True,5.0,3.0,,,1.0,2.0,4.0,,25.0,7.0,6.0,4.0,0,,,Michael19,1.0,,3.0,,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
10913422,home,Al-Hilal,André Carrillo,andre-carrillo,A. Carrillo,M,19,180.0,14534,M,115182,EUR,676857600,M,19,19,True,13.0,10.0,3.0,,7.0,3.0,6.0,2.0,16.0,14.0,6.2,4.0,0,,,18andrecarrillo,7.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10913422,home,Al-Hilal,Saleh Al-Shehri,saleh-al-shehri,S. Al-Shehri,F,11,184.0,1112,M,818779,EUR,752112000,F,11,11,True,7.0,5.0,2.0,1.0,2.0,4.0,5.0,,16.0,10.0,6.5,2.0,0,,,,1.0,,2.0,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,2.0,,,,,,,
10913422,home,Al-Hilal,Mohammed Alkhaibari,mohammed-alkhaibari,M. Alkhaibari,D,23,184.0,21,M,1048753,EUR,1019088000,D,67,67,True,,,,,,,,,,,,,0,Mohammed Alkhaibari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10913422,home,Al-Hilal,Muath Faqeehi,muath-faqeehi,M. Faqeehi,D,42,188.0,464,M,1457521,EUR,1022716800,D,42,42,True,,,,,,,,,,,,,0,Muath Muath,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10913422,home,Al-Hilal,Yasir Al-Shahrani,yasir-al-shahrani,Y. Al-Shahrani,D,12,171.0,762,M,160923,EUR,706752000,D,12,12,True,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10913422,home,Al-Hilal,Abdullah Al-Hamdan,abdullah-al-hamdan,A. Al-Hamdan,F,9,185.0,1411,M,915991,EUR,937094400,F,14,14,True,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10913422,away,Al Raed,Ahmad Al Harbi,ahmad-al-harbi,A. A. Harbi,G,22,183.0,197,M,828527,EUR,781401600,G,23,23,False,22.0,11.0,16.0,5.0,12.0,2.0,10.0,8.0,90.0,34.0,5.4,11.0,0,,,,9.0,,1.0,,,,,4.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,1.0,1.0,1.0,2.0,2.0,,
10913422,away,Al Raed,Yahya Sunbul,sunbul-yahya,Y. Sunbul,M,45,166.0,9,M,958020,EUR,884131200,D,45,45,False,35.0,30.0,2.0,1.0,21.0,12.0,16.0,13.0,90.0,74.0,6.8,16.0,3,,,,18.0,2.0,9.0,13.0,,11.0,5.0,,,6.0,4.0,1.0,2.0,2.0,,,,3.0,,,1.0,2.0,,,,,,,,,1.0,,,,,,,,,,
10913422,away,Al Raed,Mubarak Al-Rajeh,mubarak-al-rajeh,M. Al-Rajeh,D,94,,39,M,1429814,EUR,1059696000,D,94,94,False,35.0,29.0,3.0,1.0,30.0,3.0,5.0,2.0,90.0,48.0,6.5,6.0,0,Mubarak Abdul Rahman Al Rajeh,,,26.0,,1.0,3.0,,,,3.0,1.0,1.0,1.0,,2.0,,,,,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,
10913422,away,Al Raed,Pablo Santos,pablo-santos,P. Santos,D,27,185.0,62,M,874392,EUR,700876800,D,28,28,False,21.0,19.0,3.0,3.0,20.0,1.0,1.0,3.0,90.0,29.0,7.4,2.0,1,,,,18.0,,5.0,4.0,,,,2.0,2.0,3.0,1.0,,,,,,1.0,,,,4.0,,1.0,1.0,,,,,,,,,,1.0,,,,,,1.0,
10913422,away,Al Raed,Abdullah Al-Fahad,al-fahad-abdullah,A. Al-Fahad,D,19,177.0,20,M,817947,EUR,771638400,D,19,19,False,24.0,19.0,5.0,3.0,20.0,2.0,4.0,3.0,82.0,35.0,6.1,6.0,0,,,,17.0,,2.0,2.0,,,,4.0,1.0,2.0,1.0,,,1.0,,True,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,1.0
10913422,away,Al Raed,Khalid Al-Khathlan,khalid-al-khathlan,K. Al-Khathlan,D,4,178.0,2,M,974145,EUR,805939200,D,4,4,False,21.0,18.0,4.0,2.0,15.0,4.0,7.0,4.0,90.0,34.0,5.9,7.0,0,,,,14.0,1.0,3.0,2.0,,,,2.0,,1.0,,,1.0,1.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
10913422,away,Al Raed,Mansour Al Bishi,mansour-al-bishi,M. A. Bishi,M,14,168.0,20,M,982351,EUR,956534400,M,14,14,False,18.0,16.0,2.0,2.0,11.0,5.0,7.0,1.0,65.0,31.0,5.8,9.0,0,,,,11.0,,7.0,1.0,1.0,3.0,,,,1.0,1.0,2.0,,,,,,,1.0,,3.0,,,,,,,,,,,,,,,,,,,,
10913422,away,Al Raed,Sultan Farhan,sultan-farhan,S. Farhan,M,5,180.0,54,M,908619,EUR,843609600,M,44,44,False,38.0,37.0,3.0,2.0,23.0,14.0,15.0,1.0,90.0,45.0,6.0,4.0,1,,,,23.0,,5.0,,,2.0,,,,,,1.0,,2.0,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,
10913422,away,Al Raed,Damjan Đoković,damjan-dokovic,D. Djoković,M,88,188.0,128,M,108740,EUR,640396800,M,88,88,False,14.0,12.0,,,6.0,7.0,8.0,2.0,45.0,22.0,6.5,4.0,0,,,,5.0,,1.0,1.0,1.0,,,1.0,,1.0,,1.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
10913422,away,Al Raed,Júlio Tavares,julio-tavares,J. Tavares,F,11,187.0,109,M,218652,EUR,595900800,F,17,17,False,13.0,9.0,,,4.0,6.0,10.0,,65.0,21.0,6.7,5.0,0,,,,3.0,1.0,1.0,4.0,,,,2.0,,,,,4.0,,,,,,,,,1.0,,,3.0,,,,,,,,,1.0,,,,,,,
10913422,away,Al Raed,Alexandru Mitriță,alexandru-mitrita,A. Mitriță,F,20,167.0,1639,M,179639,EUR,792201600,F,82,82,False,8.0,6.0,,,4.0,3.0,6.0,4.0,45.0,22.0,6.6,10.0,1,,,,4.0,2.0,4.0,4.0,,4.0,1.0,,,1.0,,3.0,2.0,1.0,,,,,,,,1.0,,,,,1.0,,1.0,,,,,,,,,,,,
10913422,away,Al Raed,Naif Hazzazi,naif-hazzazi,N. Hazzazi,M,88,176.0,9,M,818734,EUR,717811200,M,18,18,True,28.0,26.0,2.0,2.0,20.0,7.0,8.0,3.0,45.0,30.0,6.7,3.0,0,,,,19.0,,,2.0,,1.0,1.0,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
10913422,away,Al Raed,Yahia Al-Shehri,yahia-al-shehri,Y. A. Shehri,M,88,164.0,76,M,196396,EUR,646358400,M,8,8,True,29.0,25.0,3.0,2.0,19.0,9.0,12.0,1.0,45.0,35.0,7.4,6.0,0,,,,17.0,2.0,1.0,1.0,,2.0,1.0,,,,,,,,,,,,,,,3.0,,,,1.0,1.0,2.0,,,,,,,,,,,,,
10913422,away,Al Raed,Mohamed Fouzair,mohamed-fouzair,M. Fouzair,M,,168.0,271,M,893191,EUR,693532800,M,10,10,True,7.0,6.0,1.0,,1.0,5.0,8.0,1.0,25.0,13.0,6.5,4.0,1,,,,1.0,2.0,1.0,1.0,,2.0,1.0,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,
10913422,away,Al Raed,Raed Al-Ghamdi,raed-al-ghamdi,R. Al-Ghamdi,F,,176.0,15,M,795468,EUR,768182400,F,9,9,True,7.0,4.0,1.0,1.0,3.0,3.0,5.0,2.0,25.0,10.0,6.8,5.0,0,,,,1.0,1.0,,1.0,,1.0,1.0,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,
10913422,away,Al Raed,Rakan Al-Dosari,rakan-al-dosari,R. Aldosari,F,99,172.0,8,M,1194407,EUR,1012089600,F,20,20,True,2.0,1.0,,,,1.0,2.0,,8.0,6.0,7.2,1.0,3,Rakan Aldosari,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,2.0,1.0,,,,,1.0,1.0,,,,,,,,,,,
10913422,away,Al Raed,Mshari Sanyoor,mshari-sanyoor,M. Sanyoor,G,50,181.0,64,M,972698,EUR,1007510400,G,50,50,True,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10913422,away,Al Raed,Abdulmalek Al-Shammari,abdulmalek-al-shammary,A. Al-Shammari,D,17,177.0,13,M,846889,EUR,808531200,M,7,7,True,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10913422,away,Al Raed,Abdullah Yahya Majrashi,abdullah-magrshi,A. Majrashi,M,14,174.0,3,M,894384,EUR,872380800,D,6,6,True,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
