match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_duelLost,stat_challengeLost,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_aerialLost,stat_wasFouled,stat_dispossessed,stat_shotOffTarget,stat_outfielderBlock,stat_interceptionWon,player_firstName,player_lastName,stat_goalAssist,stat_bigChanceMissed,stat_totalOffside,player_sofascoreId,captain,stat_goals,stat_punches,stat_lastManTackle
11368689,home,Celta Vigo,Vicente Guaita,vicente-guaita,V. Guaita,G,13,190,509,M,32023,EUR,537235200,G,25,25,False,25.0,20.0,11.0,6.0,16.0,17.0,4.0,8.0,1.0,1.0,1.0,7.0,1.0,3.0,3.0,1.0,1.0,90.0,34.0,7.2,5.0,0.00091561,0,0.242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368689,home,Celta Vigo,Óscar Mingueza,oscar-mingueza,Ó. Mingueza,M,3,184,3812,M,859773,EUR,926553600,D,3,3,False,47.0,36.0,11.0,7.0,15.0,18.0,22.0,30.0,,3.0,1.0,5.0,,,,,,90.0,72.0,7.0,16.0,0.114353,2,,1.0,1.0,6.0,4.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.3481,0.318,2.0,,,,,,,,,,,,,,,,
11368689,home,Celta Vigo,Carlos Domínguez,carlos-dominguez,C. Domínguez,D,24,187,207,M,1069703,EUR,981849600,D,28,28,False,32.0,28.0,1.0,,24.0,25.0,4.0,7.0,1.0,5.0,2.0,1.0,,,,,,90.0,40.0,6.8,5.0,0.00736337,0,,,,1.0,,,,,,,2.0,2.0,1.0,,,,,1.0,2.0,,,,,,,,,,,,,,
11368689,home,Celta Vigo,Unai Núñez,unai-nunez,U. Núñez,D,4,186,733,M,892521,EUR,854582400,D,4,4,False,51.0,45.0,7.0,5.0,25.0,25.0,20.0,26.0,5.0,8.0,2.0,7.0,,,,,,90.0,66.0,7.3,10.0,0.0724439,2,,,,6.0,1.0,2.0,1.0,,,,2.0,2.0,,2.0,0.1228,,1.0,,,2.0,2.0,1.0,1.0,,,,,,,,,,
11368689,home,Celta Vigo,Carles Pérez,carles-perez,C. Pérez,M,7,172,1038,M,794950,EUR,887587200,M,7,7,False,20.0,18.0,3.0,1.0,7.0,8.0,11.0,12.0,,4.0,,8.0,,,,,,85.0,37.0,7.4,6.0,0.0879994,5,,,,4.0,2.0,3.0,2.0,1.0,2.0,1.0,1.0,,1.0,,0.454,0.1508,1.0,,1.0,1.0,2.0,,1.0,,,1.0,1.0,,,,,,
11368689,home,Celta Vigo,Jailson,jailson,Jailson,D,,187,384,M,794861,EUR,810432000,M,16,16,False,20.0,18.0,2.0,2.0,9.0,10.0,9.0,10.0,1.0,3.0,,3.0,,,,,,90.0,32.0,7.3,6.0,0.105344,2,,,,6.0,1.0,,,1.0,2.0,,1.0,,2.0,3.0,0.1193,0.1145,1.0,1.0,1.0,1.0,,1.0,2.0,,,,,,,,,,
11368689,home,Celta Vigo,Fran Beltrán,fran-beltran,F. Beltrán,M,8,170,770,M,835484,EUR,918000000,M,8,8,False,37.0,33.0,1.0,,16.0,17.0,17.0,21.0,1.0,6.0,1.0,3.0,,,,,,78.0,52.0,7.8,7.0,0.28399,1,,1.0,,2.0,,,,1.0,1.0,,5.0,5.0,,,0.036,0.1579,2.0,,,2.0,,,,,,,,,,,,,
11368689,home,Celta Vigo,Hugo Álvarez,hugo-alvarez,H. Álvarez,M,23,176,698,M,1154935,EUR,1057104000,M,33,33,False,36.0,26.0,6.0,1.0,7.0,10.0,20.0,33.0,,4.0,1.0,6.0,,,,,,90.0,67.0,7.7,20.0,0.245102,1,,7.0,1.0,5.0,1.0,1.0,,1.0,,,3.0,3.0,,1.0,0.2907,,6.0,,1.0,2.0,1.0,,1.0,Hugo Álvarez,,,,1.0,,,,,
11368689,home,Celta Vigo,Iago Aspas,iago-aspas,I. Aspas,F,10,176,5000,M,19356,EUR,554774400,F,10,10,False,23.0,19.0,2.0,1.0,5.0,6.0,15.0,20.0,,5.0,,1.0,,,,,,78.0,40.0,10.0,9.0,0.519594,3,,3.0,1.0,3.0,1.0,2.0,2.0,2.0,3.0,,2.0,1.0,1.0,,1.1037,1.4175,3.0,,1.0,2.0,,,,,,2.0,,1.0,i.aspas10,True,2.0,,
11368689,home,Celta Vigo,Jørgen Strand Larsen,jorgen-strand-larsen,J. S. Larsen,F,22,193,4810,M,876599,EUR,949795200,F,18,18,False,13.0,8.0,,,4.0,5.0,4.0,8.0,3.0,8.0,,2.0,,,,,,66.0,26.0,6.5,10.0,0.00558419,1,,,,6.0,,,,,1.0,,3.0,,4.0,2.0,0.1306,0.2452,1.0,3.0,2.0,1.0,,,,,,,1.0,,,,,,
