match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,stat_aerialWon,stat_bigChanceMissed,stat_shotOffTarget,stat_outfielderBlock,stat_expectedGoals,player_firstName,player_lastName,stat_blockedScoringAttempt,stat_accurateCross,stat_bigChanceCreated,stat_hitWoodwork,stat_totalOffside,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_errorLeadToAShot,stat_goodHighClaim,stat_punches,stat_goals,player_sofascoreId
12514025,home,SC Farense,Darío Poveda,dario-poveda,D. Poveda,F,14,188,58,M,836600,EUR,858211200,F,14,14,False,,8.0,3.0,,,0.0,1.0,2.0,2.0,6.0,1.0,1.0,,,,,90.0,22.0,6.6,10.0,0.00479578,3,,,2.0,6.0,4.0,1.0,1.0,,,,,,4.0,1.0,3.0,,3.0,,2.0,,0.2316,,,1.0,,,,1.0,,,,,,,
12514025,home,SC Farense,Álex Millán,alex-millan,Á. Millán,F,23,185,80,M,1010550,EUR,941932800,F,19,19,True,,6.0,5.0,,,0.0,1.0,1.0,4.0,5.0,1.0,1.0,,,,,45.0,12.0,6.4,4.0,0.00908661,0,,,,4.0,,1.0,2.0,,,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,
12514025,home,SC Farense,Paulo Victor,paulo-victor,P. Victor,D,64,180,200,M,1108505,EUR,987120000,D,2,2,True,,16.0,13.0,1.0,,0.0,4.0,5.0,9.0,13.0,1.0,2.0,,,,,33.0,36.0,7.3,8.0,0.014211,2,,2.0,,3.0,9.0,1.0,,4.0,2.0,1.0,3.0,2.0,1.0,1.0,,1.0,4.0,,1.0,,0.0395,Paulo Victor,,,,,,,1.0,0.0167,,,,,
12514025,home,SC Farense,Álex Bermejo Escribano,alex-bermejo-escribano,Á. B. Escribano,F,95,183,48,M,966293,EUR,913334400,F,11,11,True,,10.0,7.0,2.0,,0.0,2.0,3.0,6.0,9.0,,3.0,,,,,32.0,20.0,6.8,7.0,0.0352745,2,,2.0,3.0,5.0,2.0,,1.0,2.0,1.0,,,,1.0,1.0,,2.0,,,,,0.0998,Álex,Bermejo Escribano,1.0,1.0,,,,1.0,0.0676,,,,,
12514025,home,SC Farense,Neto,neto,Neto,M,8,181,91,M,843358,EUR,683769600,M,6,6,True,,3.0,2.0,,,0.0,1.0,1.0,1.0,2.0,,1.0,,,,,12.0,7.0,6.7,2.0,0.00049596,0,,,,1.0,,,,,,,,,1.0,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,
12514025,home,SC Farense,André Candeias,andre-candeias,A. Candeias,F,17,174,33,M,1513679,EUR,1043020800,F,41,41,True,,3.0,2.0,,,0.0,,,2.0,4.0,,,,,,,12.0,5.0,6.6,2.0,0.00229609,1,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,0.0452,,,1.0,,,,,,,,,,,
12514025,home,SC Farense,Lucas Cañizares,lucas-canizares,L. Cañizares,G,30,186,485,M,1022248,EUR,1020988800,G,23,23,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12514025,home,SC Farense,Lucas Áfrico,lucas-africo,L. Áfrico,D,40,188,120,M,939792,EUR,791942400,D,44,44,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12514025,home,SC Farense,Rivaldo,rivaldo,Rivaldo,D,70,184,80,M,1533897,EUR,969235200,D,70,70,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12514025,home,SC Farense,Gio Almeida,geovanny-almeida,G. Almeida,M,16,185,26,M,1890492,EUR,1089763200,M,16,16,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12514025,away,FC Arouca,Nico Mantl,nico-mantl,N. Mantl,G,58,193,162,M,888592,EUR,949795200,G,58,58,False,,32.0,19.0,18.0,6.0,0.0,14.0,18.0,5.0,14.0,2.0,13.0,1.0,3.0,,,90.0,48.0,7.2,13.0,0.00314387,0,0.0951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,2.0,,
12514025,away,FC Arouca,Tiago Esgaio,tiago-esgaio,T. Esgaio,D,28,175,68,M,863637,EUR,807235200,D,28,28,False,,43.0,32.0,4.0,,0.0,17.0,22.0,15.0,24.0,4.0,3.0,,,,,90.0,88.0,7.7,16.0,0.015363,0,,3.0,3.0,5.0,13.0,1.0,,,,3.0,8.0,3.0,1.0,3.0,2.0,,3.0,,,1.0,,,,,,,,,,,,,,,
12514025,away,FC Arouca,Boris Popović,boris-popovic,B. Popović,D,5,189,112,M,902050,EUR,951523200,D,13,13,False,,30.0,24.0,4.0,2.0,0.0,20.0,25.0,4.0,5.0,2.0,,,,,,90.0,34.0,6.9,6.0,0.00376832,0,,,1.0,1.0,3.0,,,,,1.0,1.0,,,,,,2.0,,,,,,,,,,,,,,,,,,
12514025,away,FC Arouca,Jose Fontán,jose-fontan,J. Fontán,D,3,182,67,M,964609,EUR,950227200,D,3,3,False,,42.0,33.0,8.0,5.0,0.0,26.0,30.0,7.0,12.0,5.0,1.0,,,,,90.0,57.0,7.4,10.0,0.0081132,0,,,4.0,6.0,2.0,,,,,1.0,,,1.0,1.0,2.0,,1.0,,,3.0,,,,,,,,,,,,,,,
12514025,away,FC Arouca,Amadou Dante,amadou-dante,A. Dante,D,44,179,1391,M,982610,EUR,970876800,D,27,27,False,,31.0,22.0,6.0,1.0,0.0,13.0,15.0,10.0,17.0,2.0,1.0,,,,,90.0,60.0,7.5,13.0,0.106081,2,,1.0,1.0,3.0,6.0,,2.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,,2.0,1.0,,,,0.0417,,,1.0,1.0,,1.0,,1.0,0.175,,,,,
12514025,away,FC Arouca,Taichi Fukui,taichi-fukui,T. Fukui,M,21,177,1092,M,1105857,EUR,1089849600,M,21,21,False,,43.0,35.0,4.0,1.0,0.0,17.0,20.0,18.0,25.0,1.0,1.0,,,,,90.0,60.0,7.5,12.0,0.107587,0,,2.0,1.0,7.0,6.0,2.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,2.0,3.0,3.0,1.0,,,2.0,,,,,,1.0,,,,,,,,,
12514025,away,FC Arouca,David Simão,david-simao,D. Simão,M,8,183,75,M,54672,EUR,642729600,M,5,5,False,True,47.0,41.0,3.0,2.0,0.0,21.0,22.0,20.0,27.0,,3.0,,,,,70.0,58.0,7.1,9.0,0.0229927,0,,2.0,,3.0,5.0,,,2.0,2.0,,2.0,1.0,1.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,,
12514025,away,FC Arouca,Ivo Rodrigues,ivo-rodrigues,I. Rodrigues,M,7,182,202,M,190171,EUR,796521600,M,7,7,False,,23.0,19.0,,,0.0,7.0,7.0,12.0,17.0,1.0,8.0,,,,,88.0,57.0,7.0,17.0,0.0182943,1,,1.0,,10.0,12.0,,3.0,7.0,2.0,2.0,,,3.0,9.0,2.0,,2.0,,1.0,,0.0512,,,,,,,,,,,,,,
12514025,away,FC Arouca,Alfonso Trezza,alfonso-trezza,A. Trezza,M,19,166,267,M,973517,EUR,930009600,M,19,19,False,,12.0,10.0,,,0.0,1.0,1.0,10.0,14.0,1.0,3.0,,,,,73.0,35.0,7.8,10.0,0.257774,3,,3.0,,3.0,5.0,,1.0,3.0,1.0,,1.0,,3.0,2.0,,1.0,1.0,,1.0,,0.2069,,,1.0,1.0,,,,1.0,0.0826,,,,1.0,
12514025,away,FC Arouca,Morlaye Sylla,morlaye-sylla,M. Sylla,M,2,170,6425,M,822492,EUR,901497600,M,2,2,False,,30.0,25.0,1.0,1.0,0.0,8.0,11.0,17.0,20.0,,9.0,,,,,87.0,49.0,6.7,15.0,0.0202642,2,,1.0,1.0,10.0,5.0,3.0,4.0,1.0,,,4.0,2.0,4.0,,1.0,,1.0,,1.0,,0.0483,,,,,,,,1.0,0.0292,,,,,morlayesylla2
12514025,away,FC Arouca,Güven Yalçın,guven-yalcin,G. Yalçın,F,10,184,349,M,826162,EUR,916617600,F,50,50,False,,12.0,7.0,,,1.0,2.0,2.0,5.0,11.0,,3.0,,,,,87.0,28.0,6.4,13.0,0.0142475,4,,1.0,4.0,11.0,4.0,3.0,1.0,1.0,,1.0,2.0,1.0,5.0,,2.0,2.0,2.0,1.0,,,0.2943,,,4.0,,,,1.0,,,,,,,
12514025,away,FC Arouca,Pedro Santos,santos-pedro,P. S. Carvalho,M,89,183,49,M,1014259,EUR,971308800,M,89,89,True,,8.0,5.0,1.0,,0.0,2.0,4.0,3.0,4.0,,3.0,,,,,20.0,11.0,6.7,3.0,0.00174152,0,,,,,2.0,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,
12514025,away,FC Arouca,Jason,jason,Jason,M,23,179,253,M,330677,EUR,773452800,M,10,10,True,,9.0,6.0,,,0.0,1.0,2.0,5.0,11.0,,1.0,,,,,17.0,20.0,6.8,10.0,0.0226164,0,,4.0,1.0,1.0,2.0,,,,,,,,2.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,
12514025,away,FC Arouca,Weverson,weverson,Weverson,D,36,185,168,M,905452,EUR,962755200,D,26,26,True,,2.0,1.0,,,0.0,1.0,1.0,,1.0,,,,,,,9.0,2.0,6.6,1.0,3.33e-06,0,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
12514025,away,FC Arouca,Vladislav Morozov,vladislav-morozov,V. Morozov,F,18,188,174,M,1009460,EUR,971308800,F,9,9,True,,2.0,2.0,,,0.0,,,2.0,2.0,,,,,,,9.0,3.0,6.5,1.0,0.00247254,0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
12514025,away,FC Arouca,Miguel Puche,puche-miguel,M. Puche,F,11,180,48,M,1000680,EUR,988588800,F,11,11,True,,4.0,4.0,,,0.0,2.0,2.0,2.0,2.0,,2.0,,,,,8.0,7.0,6.6,2.0,0.0200147,0,,,1.0,2.0,1.0,,1.0,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
12514025,away,FC Arouca,João Valido,joao-valido,J. Valido,G,1,185,54,M,973352,EUR,952041600,G,1,1,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12514025,away,FC Arouca,Alex Pinto,pinto-alex,A. Pinto,D,78,187,68,M,1034711,EUR,899856000,D,78,78,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12514025,away,FC Arouca,Chico Lamba,lamba-chico,C. Lamba,D,15,187,378,M,1153110,EUR,1047254400,D,73,73,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12514025,away,FC Arouca,Pablo Gozálbez,pablo-gozalbez,P. Gozálbez,M,10,170,61,M,996932,EUR,988588800,M,22,22,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
