match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_sofascoreId,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_bigChanceCreated,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_totalClearance,stat_lastManTackle,stat_totalTackle,stat_wonTackle,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_blockedScoringAttempt,stat_outfielderBlock,stat_interceptionWon,stat_aerialLost,stat_dispossessed,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_totalContest,stat_wonContest,stat_bigChanceMissed,stat_wasFouled,stat_unsuccessfulTouch,captain,stat_clearanceOffLine,stat_goals,stat_totalOffside
11352552,home,Brighton & Hove Albion,Jason Steele,jason-steele,J. Steele,G,23,188,538,M,31867,EUR,650937600,G,23,23,False,21.0,20.0,2.0,2.0,0.0,20.0,21.0,8.0,1.0,2.0,90.0,30.0,6.5,1.0,7.499e-05,0,-0.9294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352552,home,Brighton & Hove Albion,Jakub Moder,jakub-moder,J. Moder,M,7,191,7174,M,886242,EUR,923443200,D,15,15,False,37.0,32.0,2.0,,0.0,18.0,19.0,4.0,,,90.0,54.0,7.0,5.0,0.440464,2,,kubamoder,14.0,18.0,1.0,5.0,5.0,4.0,1.0,1.0,1.0,2.0,1.0,4.0,2.0,1.0,0.0736,0.5984,1.0,,,,,,,,,,,,,,,,,,
11352552,home,Brighton & Hove Albion,Adam Webster,adam-webster,A. Webster,D,4,191,505,M,216308,EUR,789177600,D,4,4,False,82.0,77.0,11.0,7.0,0.0,49.0,50.0,7.0,,,90.0,93.0,7.6,5.0,0.0226544,3,,,28.0,32.0,3.0,1.0,3.0,1.0,,2.0,,2.0,,,,,0.1574,,,1.0,4.0,1.0,,,,,,,,,,,,,,,
11352552,home,Brighton & Hove Albion,Igor Júlio,igor-julio,I. Júlio,D,3,185,1338,M,842513,EUR,886809600,D,3,3,False,92.0,90.0,2.0,1.0,0.0,47.0,48.0,2.0,,,90.0,104.0,6.8,3.0,0.0180252,0,,,43.0,44.0,,2.0,,,,,,3.0,,,,,,,,,1.0,,1.0,1.0,,,,,,,,,,,,,
11352552,home,Brighton & Hove Albion,Valentín Barco,valentin-barco,V. Barco,M,32,172,11515,M,1127057,EUR,1090540800,D,19,19,False,50.0,43.0,1.0,,0.0,21.0,22.0,4.0,,,81.0,77.0,6.7,20.0,0.0885718,1,,colo.barco,23.0,38.0,,6.0,5.0,,,,1.0,,,4.0,2.0,1.0,0.1152,0.1577,1.0,,,1.0,1.0,3.0,Valentín Barco,,10.0,1.0,2.0,1.0,1.0,,,,,,
11352552,home,Brighton & Hove Albion,Carlos Baleba,baleba-carlos,C. Baleba,M,17,179,25912,M,1199043,EUR,1073088000,M,20,20,False,28.0,26.0,2.0,,0.0,15.0,16.0,8.0,,,81.0,41.0,7.0,2.0,0.0223147,1,,carlos_baleba,11.0,12.0,,8.0,6.0,3.0,1.0,,,1.0,,4.0,3.0,4.0,0.044,,1.0,1.0,,1.0,1.0,,,,,,,,,2.0,,,,,
11352552,home,Brighton & Hove Albion,Pascal Groß,pascal-gross,P. Groß,M,30,181,4733,M,48480,EUR,676944000,M,13,13,False,98.0,88.0,8.0,5.0,0.0,44.0,45.0,4.0,,,90.0,108.0,7.5,13.0,0.370165,1,,pascalgross65,47.0,59.0,,1.0,,1.0,,,,,,,,,0.0256,,4.0,1.0,,1.0,,,,,6.0,3.0,,,,,,,,,
11352552,home,Brighton & Hove Albion,Simon Adingra,simon-adingra,S. Adingra,M,24,175,53010,M,1110842,EUR,1009843200,M,24,24,False,16.0,11.0,,,0.0,4.0,4.0,5.0,,,81.0,27.0,6.5,10.0,0.413464,0,,simon.adingra,8.0,14.0,,6.0,2.0,1.0,,,,1.0,,1.0,,1.0,,,1.0,,,1.0,1.0,,,,2.0,1.0,3.0,,,1.0,1.0,,,,
11352552,home,Brighton & Hove Albion,Adam Lallana,adam-lallana,A. Lallana,M,10,172,1210,M,17054,EUR,579225600,M,14,14,False,15.0,12.0,,,0.0,3.0,4.0,,,,56.0,22.0,6.5,7.0,0.0482519,3,,,9.0,12.0,,3.0,,,,,,,,,,,0.3056,,1.0,3.0,,,,2.0,,,1.0,,1.0,,,,,True,,,
11352552,home,Brighton & Hove Albion,João Pedro,joao-pedro,J. Pedro,F,20,182,97251,M,975079,EUR,1001462400,M,9,9,False,39.0,36.0,3.0,2.0,0.0,11.0,12.0,5.0,,,90.0,66.0,6.4,15.0,0.133533,5,,joaopedro,25.0,28.0,1.0,7.0,6.0,1.0,,2.0,1.0,1.0,,2.0,,,1.1255,,2.0,2.0,,1.0,,1.0,,,1.0,,7.0,2.0,2.0,1.0,5.0,,,,
11352552,home,Brighton & Hove Albion,Danny Welbeck,danny-welbeck,D. Welbeck,F,18,185,4510,M,33902,EUR,659577600,F,18,18,False,26.0,22.0,,,0.0,10.0,10.0,1.0,,,90.0,37.0,7.1,8.0,0.0283221,0,,,12.0,16.0,,3.0,6.0,,,,,,,6.0,3.0,1.0,,,2.0,,,,,1.0,,,,,1.0,,,,2.0,,,,
11352552,home,Brighton & Hove Albion,Julio Enciso,julio-enciso,J. Enciso,M,19,173,12907,M,973556,EUR,1074816000,F,10,10,True,13.0,8.0,1.0,1.0,0.0,3.0,3.0,,,,34.0,17.0,6.6,6.0,0.00376499,0,,julioenciso.33,5.0,10.0,,3.0,2.0,2.0,,,,,,,,1.0,,,,,,,,,,,,,,,,2.0,1.0,,,,
11352552,home,Brighton & Hove Albion,Tariq Lamptey,lamptey-tariq,T. Lamptey,D,48,165,4021,M,914691,EUR,970272000,D,2,2,True,7.0,7.0,,,0.0,3.0,3.0,,,,9.0,9.0,6.2,1.0,0.0250896,0,,TariqLamptey,4.0,4.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,
11352552,home,Brighton & Hove Albion,Billy Gilmour,gilmour-billy,B. Gilmour,M,6,169,4342,M,907668,EUR,992217600,M,11,11,True,21.0,20.0,1.0,1.0,0.0,10.0,10.0,1.0,,,9.0,22.0,6.4,1.0,0.00546037,0,,billygilmour,10.0,11.0,,3.0,1.0,1.0,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,1.0,,,,,
11352552,home,Brighton & Hove Albion,Ansu Fati,ansu-fati,A. Fati,F,31,178,169176,M,962883,EUR,1036022400,F,31,31,True,3.0,3.0,,,0.0,2.0,2.0,,,,9.0,9.0,6.8,1.0,0.00236486,1,,AnsuFati,1.0,1.0,,1.0,3.0,,,,,,,1.0,1.0,,0.0378,,,1.0,,,,1.0,,,,,,,,2.0,,,,,
11352552,home,Brighton & Hove Albion,Bart Verbruggen,bart-verbruggen,B. Verbruggen,G,1,193,4212,M,994363,EUR,1029628800,G,1,1,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352552,home,Brighton & Hove Albion,Odeluga Offiah,odeluga-offiah,O. Offiah,D,42,187,118,M,1069627,EUR,1035590400,D,42,42,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,Odeluga Offiah,,,,,,,,,,,,
11352552,home,Brighton & Hove Albion,Cameron Peupion,cameron-peupion,C. Peupion,M,21,175,206,M,1002331,EUR,1032739200,M,44,44,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352552,home,Brighton & Hove Albion,Facundo Buonanotte,facundo-buonanotte,F. Buonanotte,M,40,174,18092,M,1117025,EUR,1103760000,M,40,40,True,,,,,,,,,,,,,,,,0,,facubuonanotte_,,,,,,,,,,,,,,,,,,,,,,,Facundo Buonanotte,,,,,,,,,,,,
11352552,home,Brighton & Hove Albion,Benicio Boaitey,boaitey-benicio,B. Boaitey,M,26,162,111,M,1142604,EUR,1073606400,F,47,47,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352552,away,Manchester United,André Onana,andre-onana,A. Onana,G,24,190,53850,M,787498,EUR,828403200,G,24,24,False,45.0,34.0,19.0,8.0,0.0,33.0,37.0,15.0,2.0,2.0,90.0,53.0,7.2,11.0,0.00027792,0,0.7561,AndréOnana24,1.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352552,away,Manchester United,Aaron Wan-Bissaka,aaron-wan-bissaka,A. Wan-Bissaka,D,29,183,18282,M,863653,EUR,880502400,D,29,29,False,33.0,31.0,1.0,,0.0,16.0,17.0,4.0,,,90.0,55.0,6.8,6.0,0.00663804,0,,awbissaka,15.0,16.0,,6.0,2.0,1.0,,,,,,1.0,,,,,,,1.0,2.0,1.0,2.0,,,,,3.0,1.0,,,,,,,
11352552,away,Manchester United,Casemiro,casemiro,Casemiro,M,18,185,86039,M,122951,EUR,698803200,D,18,18,False,58.0,52.0,10.0,6.0,0.0,27.0,28.0,3.0,,,90.0,81.0,9.4,7.0,0.231299,0,,Casemiro,25.0,30.0,,6.0,7.0,,,,,5.0,,6.0,4.0,3.0,,,1.0,,5.0,1.0,2.0,1.0,,,,,1.0,1.0,,,,,1.0,,
11352552,away,Manchester United,Lisandro Martínez,lisandro-martinez,L. Martínez,D,6,175,51689,M,859999,EUR,885081600,D,6,6,False,39.0,36.0,2.0,1.0,0.0,30.0,31.0,2.0,,,59.0,45.0,7.0,3.0,0.00354886,0,,LichaMartínez,6.0,8.0,,,2.0,,,,,2.0,,1.0,1.0,,,,,,1.0,1.0,,,,,,,,,,1.0,,,,,
11352552,away,Manchester United,Diogo Dalot,diogo-dalot,D. Dalot,M,2,184,22996,M,843200,EUR,921715200,D,20,20,False,38.0,33.0,4.0,3.0,0.0,23.0,24.0,7.0,,,90.0,49.0,8.0,7.0,0.0104086,1,,DDalot,10.0,15.0,,2.0,3.0,1.0,,,1.0,1.0,,3.0,2.0,1.0,0.5305,0.6416,2.0,,,1.0,,,,,1.0,,,,,,1.0,,,1.0,
11352552,away,Manchester United,Kobbie Mainoo,kobbie-mainoo,K. Mainoo,M,37,180,53174,M,1142175,EUR,1113868800,M,37,37,False,33.0,28.0,2.0,1.0,0.0,15.0,17.0,3.0,,,75.0,48.0,7.1,8.0,0.00750534,0,,KobbieM,13.0,16.0,,3.0,7.0,,,,,,,2.0,1.0,1.0,,,2.0,,,,,1.0,Kobbie,Mainoo,,,4.0,3.0,,2.0,1.0,,,,
11352552,away,Manchester United,Sofyan Amrabat,sofyan-amrabat,S. Amrabat,M,34,183,27708,M,359272,EUR,840585600,M,4,4,False,46.0,41.0,1.0,1.0,0.0,26.0,28.0,,,,69.0,57.0,6.6,9.0,0.00920145,0,,sofyanamrabat,15.0,18.0,,4.0,1.0,,,,,2.0,,,,1.0,,,,,1.0,1.0,,3.0,,,,,,,,1.0,1.0,,,,
