match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_duelLost,stat_shotOffTarget,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_challengeLost,stat_onTargetScoringAttempt,stat_unsuccessfulTouch,stat_wasFouled,stat_dispossessed,stat_outfielderBlock,stat_fouls,stat_totalOffside,stat_keyPass,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,player_sofascoreId,stat_goodHighClaim,stat_bigChanceCreated,stat_bigChanceMissed,stat_goalAssist,stat_goals
10389877,home,Toulouse,Maxime Dupé,maxime-dupe,M. Dupé,G,31,186,170,M,96542,EUR,731203200,G,30,30,False,True,36.0,21.0,16.0,3.0,19.0,23.0,2.0,13.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,2.0,90.0,43.0,6.7,15.0,0.0359,0.0,0.00035921,1,-0.3618,,,,,,,,,,,,,,,,,,,,,,,,,,
10389877,home,Toulouse,Anthony Rouault,anthony-rouault,A. Rouault,D,24,186,600,M,991479,EUR,991094400,D,4,4,False,,51.0,46.0,4.0,3.0,36.0,39.0,10.0,12.0,,2.0,,,,4.0,,,90.0,59.0,6.9,5.0,0.0348,0.0,0.00334655,1,,1.0,1.0,1.0,1.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,
10389877,home,Toulouse,Logan Costa,logan-costa,L. Costa,D,2,188,677,M,911853,EUR,986083200,D,14,14,False,,58.0,50.0,7.0,4.0,27.0,29.0,23.0,29.0,1.0,6.0,1.0,,,10.0,,,90.0,72.0,7.0,10.0,0.2949,0.1996,0.0179653,2,,,2.0,1.0,2.0,,3.0,2.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,
10389877,home,Toulouse,Moussa Diarra,diarra-moussa,M. Diarra,D,93,183,821,M,985262,EUR,973814400,D,23,23,False,,38.0,31.0,,,12.0,13.0,19.0,25.0,,2.0,2.0,1.0,,3.0,,,78.0,57.0,6.5,11.0,0.0,0.0,0.0128487,0,,,3.0,,,1.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,
10389877,home,Toulouse,Kévin Keben Biakolo,kevin-keben-biakolo,K. K. Biakolo,D,4,187,208,M,1102504,EUR,1075075200,M,31,31,False,,18.0,16.0,,,9.0,10.0,7.0,9.0,1.0,1.0,2.0,,,4.0,,,59.0,34.0,6.0,9.0,0.0,0.0,0.00319782,0,,2.0,7.0,,1.0,1.0,,,3.0,,,,,,,,,,,1.0,,,,,,,
10389877,home,Toulouse,Denis Genreau,denis-genreau,D. Genreau,M,10,170,131,M,862773,EUR,927244800,M,5,5,False,,36.0,31.0,3.0,1.0,17.0,18.0,14.0,18.0,,5.0,2.0,,,4.0,,,71.0,46.0,6.5,10.0,0.0,0.0,0.0209731,0,,1.0,6.0,,,,5.0,3.0,2.0,,2.0,,1.0,,1.0,,1.0,,,,,,,,,,
10389877,home,Toulouse,Vincent Sierro,vincent-sierro,V. Sierro,M,14,184,461,M,794412,EUR,813110400,M,13,13,False,,61.0,51.0,4.0,3.0,19.0,21.0,33.0,43.0,4.0,8.0,2.0,2.0,,12.0,,,90.0,75.0,7.5,13.0,0.0327,0.0,0.112968,1,,1.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,,,,1.0,,,3.0,1.0,,,,,,
10389877,home,Toulouse,Warren Kamanzi,warren-kamanzi,W. Kamanzi,M,12,177,196,M,1048366,EUR,973900800,M,26,26,False,,34.0,31.0,,,10.0,12.0,21.0,23.0,,2.0,2.0,1.0,,4.0,,,90.0,48.0,6.5,7.0,0.0,0.0,0.0162866,0,,,3.0,,,,,,,,1.0,1.0,,,2.0,,,,,1.0,,,,,,,
10389877,home,Toulouse,Rafael Ratão,rafael-ratao,R. Ratão,F,18,182,3346,M,352838,EUR,817689600,F,21,21,False,,21.0,16.0,,,7.0,8.0,9.0,13.0,,2.0,2.0,2.0,,1.0,,,58.0,27.0,6.7,7.0,0.0,0.0,0.0068715,0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,
10389877,home,Toulouse,Farès Chaïbi,fares-chaibi,F. Chaïbi,M,8,183,17753,M,1192318,EUR,1038441600,F,28,28,False,,41.0,31.0,2.0,,7.0,10.0,24.0,35.0,2.0,3.0,2.0,1.0,2.0,3.0,,,90.0,62.0,6.8,17.0,0.1982,0.2539,0.0228978,3,,4.0,6.0,,,,,,,1.0,,1.0,1.0,,,1.0,,,,4.0,,fareschaibi28,,,,,
