match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_interceptionWon,stat_ballRecovery,stat_goodHighClaim,stat_penaltyFaced,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,captain,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_shotOffTarget,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_expectedGoals,stat_keyPass,player_firstName,player_lastName,stat_outfielderBlock,stat_penaltyConceded,stat_wasFouled,stat_fouls,stat_totalCross,stat_accurateCross,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_wonContest,stat_blockedScoringAttempt,stat_errorLeadToAGoal,stat_totalOffside,player_sofascoreId,stat_savedShotsFromInsideTheBox,stat_punches,stat_bigChanceCreated,stat_penaltyWon,stat_goals,stat_bigChanceMissed
12528257,home,Kayserispor,Bilal Bayazit,bilal-bayazit,B. Bayazit,G,25,185,235,M,825850,EUR,923529600,G,25,25,False,38.0,26.0,19.0,7.0,0.0,23.0,25.0,3.0,13.0,1.0,9.0,1.0,1.0,2.0,2.0,2.0,90.0,49.0,6.6,12.0,0.0007591,0,-1.0622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12528257,home,Kayserispor,Gökhan Sazdağı,gokhan-sazdagi,G. Sazdağı,D,25,179,949,M,595396,EUR,780019200,D,11,11,False,35.0,22.0,4.0,1.0,0.0,12.0,15.0,10.0,20.0,1.0,8.0,,,,,,90.0,59.0,6.1,20.0,0.0406247,1,,True,1.0,3.0,6.0,5.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,0.0397,1.0,,,,,,,,,,,,,,,,,,,,,
12528257,home,Kayserispor,Joseph Attamah,joseph-attamah,J. Attamah,D,3,180,183,M,332963,EUR,769564800,D,3,3,False,33.0,26.0,9.0,4.0,0.0,18.0,19.0,8.0,14.0,,8.0,,,,,,90.0,42.0,6.2,8.0,0.00799219,0,,,1.0,,3.0,4.0,,1.0,,,3.0,2.0,2.0,,,,,,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,
12528257,home,Kayserispor,Lionel Carole,lionel-carole,L. Carole,D,23,180,84,M,122922,EUR,671414400,D,23,23,False,59.0,47.0,8.0,1.0,0.0,32.0,35.0,15.0,24.0,3.0,5.0,,,,,,90.0,68.0,6.5,12.0,0.00751288,0,,,,3.0,,5.0,,,,,3.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
12528257,home,Kayserispor,Hasan Ali Kaldırım,hasan-ali-kaldirim,H. A. Kaldırım,D,3,182,94,M,39847,EUR,629164800,D,33,33,False,30.0,17.0,5.0,2.0,0.0,4.0,7.0,13.0,25.0,,2.0,,,,,,65.0,46.0,6.6,17.0,0.0241237,0,,,1.0,2.0,2.0,4.0,,,,,2.0,2.0,1.0,,,,,,,,,1.0,2.0,,,,,,,,,,,,,,
12528257,home,Kayserispor,Kartal Kayra Yılmaz,kartal-kayra-yilmaz,K. K. Yılmaz,M,17,177,1057,M,966811,EUR,973296000,M,8,8,False,61.0,49.0,6.0,3.0,0.0,31.0,34.0,20.0,33.0,2.0,5.0,,,,,,90.0,74.0,6.7,18.0,0.0521142,1,,,,,3.0,1.0,3.0,,,,1.0,,,2.0,0.0371,1.0,,,,,1.0,,6.0,2.0,1.0,0.1062,,,,,,,,,,,
12528257,home,Kayserispor,Aylton Boa Morte,aylton-boa-morte,A. B. Morte,M,10,182,83,M,883918,EUR,748742400,M,70,70,False,18.0,8.0,1.0,1.0,0.0,3.0,3.0,5.0,17.0,,5.0,,,,,,79.0,30.0,6.8,14.0,0.00662028,2,,,4.0,,7.0,1.0,,1.0,1.0,,1.0,,,,0.1008,2.0,,,,,1.0,1.0,2.0,,2.0,0.1107,,,,,,,,,,,
12528257,home,Kayserispor,Mehdi Bourabia,mehdi-bourabia,M. Bourabia,M,,183,403,M,98003,EUR,681523200,M,10,10,False,18.0,14.0,,,0.0,7.0,8.0,7.0,10.0,,1.0,,,,,,72.0,38.0,6.6,11.0,0.190022,2,,,2.0,2.0,7.0,6.0,,1.0,4.0,1.0,,2.0,2.0,3.0,0.0583,1.0,,,,,1.0,1.0,,,,,1.0,1.0,,,,,,,,,
12528257,home,Kayserispor,Baran Ali Gezek,baran-ali-gezek,B. A. Gezek,M,55,182,95,M,1215110,EUR,1125014400,M,26,26,False,31.0,28.0,,,0.0,19.0,20.0,9.0,11.0,1.0,3.0,,,,,,65.0,42.0,5.8,7.0,0.0160605,0,,,1.0,1.0,7.0,4.0,1.0,3.0,,,1.0,3.0,2.0,1.0,,,Baran Ali Gezek,,,,,2.0,,,,,,,1.0,,,,,,,,
12528257,home,Kayserispor,Miguel Cardoso,miguel-cardoso,M. Cardoso,M,7,176,326,M,344009,EUR,771984000,M,7,7,False,22.0,16.0,4.0,2.0,0.0,6.0,7.0,11.0,18.0,,4.0,,,,,,79.0,33.0,6.3,11.0,0.0194586,1,,,2.0,,5.0,,,1.0,,,,,,2.0,0.0298,1.0,,,,,,2.0,3.0,1.0,,,,1.0,,2.0,,,,,,,
12528257,home,Kayserispor,Duckens Nazon,duckens-nazon,D. Nazon,F,9,181,19636,M,796023,EUR,765676800,F,9,9,False,13.0,10.0,,,0.0,4.0,4.0,6.0,9.0,,2.0,,,,,,90.0,27.0,6.8,11.0,0.0245014,3,,,4.0,1.0,8.0,3.0,,1.0,1.0,1.0,1.0,,,6.0,0.2561,1.0,,,,,2.0,2.0,,,1.0,0.0704,,1.0,,,nazon,,,,,,
12528257,home,Kayserispor,Arif Kocaman,kocaman-arif,A. Kocaman,D,43,184,69,M,1173638,EUR,1063497600,D,54,54,True,10.0,7.0,2.0,1.0,0.0,6.0,7.0,1.0,3.0,1.0,,,,,,,25.0,11.0,6.1,3.0,0.00162303,0,,,1.0,,3.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,
