match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,captain,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_fouls,stat_dispossessed,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_interceptionWon,stat_unsuccessfulTouch,stat_totalOffside,player_firstName,player_lastName,stat_totalContest,stat_keyPass,stat_challengeLost,stat_wonContest,stat_bigChanceCreated,stat_shotOffTarget,player_sofascoreId,stat_bigChanceMissed,stat_goals,stat_goalAssist,stat_savedShotsFromInsideTheBox,stat_punches
11067543,home,Atlético Mineiro,Everson,everson,Everson,G,22,193,2202,M,870748,EUR,648604800,G,22,22,False,30.0,18.0,21.0,10.0,13.0,19.0,5.0,11.0,1.0,1.0,1.0,11.0,1.0,2.0,2.0,1.0,1.0,90.0,40.0,6.9,12.0,0.0,0.0,0.00141967,0,0.0441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067543,home,Atlético Mineiro,Mariano,mariano,Mariano,D,,177,308,M,40076,EUR,519868800,D,25,25,False,58.0,43.0,11.0,3.0,20.0,26.0,24.0,34.0,1.0,3.0,,10.0,,,,,,90.0,72.0,6.9,17.0,0.0,0.0,0.0597134,0,,True,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,
11067543,home,Atlético Mineiro,Mauricio Lemos,mauricio-lemos,M. Lemos,D,4,186,1260,M,385916,EUR,820108800,D,28,28,False,62.0,51.0,15.0,10.0,31.0,34.0,20.0,28.0,5.0,7.0,4.0,5.0,,,,,,90.0,77.0,7.3,13.0,0.1199,0.3295,0.0114024,4,,,,,1.0,3.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,
11067543,home,Atlético Mineiro,Jemerson,jemerson,Jemerson,D,21,184,1651,M,328519,EUR,714614400,D,34,34,False,76.0,65.0,8.0,4.0,39.0,43.0,26.0,33.0,4.0,5.0,2.0,5.0,1.0,,,,,90.0,82.0,6.9,12.0,0.0,0.0,0.410444,0,,,,,4.0,6.0,,,,1.0,,,,1.0,,,,,1.0,1.0,,,,,,,,,,
11067543,home,Atlético Mineiro,Rubens,rubens,Rubens,M,44,178,1492,M,1093196,EUR,993081600,D,44,44,False,31.0,27.0,4.0,2.0,13.0,15.0,14.0,18.0,,8.0,2.0,8.0,2.0,,,,,67.0,62.0,6.8,11.0,0.033,0.1325,0.0124296,1,,,2.0,,1.0,6.0,,4.0,3.0,,1.0,1.0,,1.0,1.0,1.0,Rubens,,4.0,,2.0,2.0,,,,,,,,
11067543,home,Atlético Mineiro,Matías Zaracho,matias-zaracho,M. Zaracho,M,11,171,1332,M,859970,EUR,889488000,M,15,15,False,41.0,35.0,2.0,1.0,14.0,15.0,22.0,27.0,,9.0,1.0,4.0,2.0,,,,,90.0,66.0,7.0,10.0,0.0963,0.0,0.0425625,2,,,1.0,1.0,,9.0,,6.0,2.0,,2.0,,2.0,1.0,2.0,1.0,,,1.0,2.0,7.0,1.0,1.0,,,,,,,
11067543,home,Atlético Mineiro,Rodrigo Battaglia,rodrigo-battaglia,R. Battaglia,D,5,187,1317,M,158257,EUR,679276800,M,21,21,False,63.0,52.0,4.0,,25.0,31.0,27.0,32.0,3.0,9.0,2.0,10.0,,,,,,90.0,83.0,6.7,18.0,0.0,0.0,0.0250059,0,,,,,1.0,7.0,1.0,3.0,1.0,2.0,1.0,,,,4.0,,,,3.0,,4.0,3.0,,,,,,,,
11067543,home,Atlético Mineiro,Cristian Pavón,cristian-pavon,C. Pavón,M,7,169,2406,M,358956,EUR,822182400,M,9,9,False,32.0,20.0,,,7.0,8.0,13.0,32.0,3.0,4.0,,6.0,,,,,,75.0,55.0,6.5,29.0,0.084,0.0,0.0167202,2,,,8.0,,1.0,5.0,,1.0,1.0,,1.0,,,1.0,6.0,,,,1.0,,2.0,,,2.0,,,,,,
11067543,home,Atlético Mineiro,Paulinho,paulinho,Paulinho,F,10,175,11050,M,885179,EUR,963619200,M,10,10,False,39.0,33.0,,,13.0,14.0,20.0,25.0,3.0,6.0,,5.0,,,,,,90.0,55.0,7.4,10.0,1.0499,1.2601,0.0362437,6,,,,,1.0,5.0,,2.0,1.0,2.0,,3.0,3.0,,4.0,2.0,,,1.0,2.0,2.0,1.0,,,paulinho10,1.0,1.0,,,
11067543,home,Atlético Mineiro,Igor Gomes,igor-gomes,I. Gomes,M,17,182,1159,M,913598,EUR,921628800,M,17,17,False,43.0,35.0,5.0,2.0,16.0,19.0,19.0,25.0,,6.0,1.0,12.0,2.0,,,,,68.0,59.0,7.8,11.0,0.0,0.0,0.339344,0,,,1.0,,,3.0,,2.0,1.0,,1.0,,,1.0,,,,,3.0,4.0,1.0,2.0,1.0,,,,,1.0,,
