match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_errorLeadToAGoal,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_interceptionWon,stat_totalOffside,stat_aerialWon,stat_duelWon,stat_bigChanceMissed,stat_shotOffTarget,stat_fouls,stat_expectedGoals,stat_shotValueNormalized,player_firstName,player_lastName,player_sofascoreId,stat_totalCross,stat_outfielderBlock,stat_totalTackle,stat_wasFouled,stat_accurateCross,stat_unsuccessfulTouch,stat_keyPass,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_wonTackle,stat_totalContest,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_dispossessed,stat_errorLeadToAShot,stat_goals,captain,stat_wonContest
14025088,home,West Ham United,Mads Hermansen,mads-hermansen,M. Hermansen,G,1,187,1770,M,856640,EUR,963273600,G,1,1,False,33.0,21.0,17.0,5.0,0.0,17.0,20.0,4.0,13.0,2.0,7.0,1.0,1.0,2.0,2.0,90.0,41.0,6.0,12.0,0.00243304,0.3551,0,0.1386,0.03,0.01,-0.79,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14025088,home,West Ham United,Jean-Clair Todibo,jean-clair-todibo,J-C. Todibo,D,25,189,2607,M,945217,EUR,946512000,D,25,25,False,19.0,18.0,,,0.0,15.0,15.0,3.0,4.0,2.0,,,,,,45.0,24.0,5.7,1.0,0.00110342,,0,,0.01,0.03,-0.58,,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14025088,home,West Ham United,Max Kilman,max-kilman,M. Kilman,D,3,192,1250,M,894474,EUR,864345600,D,3,3,False,28.0,28.0,1.0,1.0,0.0,24.0,24.0,4.0,4.0,4.0,1.0,,,,,90.0,36.0,5.2,,0.00179265,,1,,0.03,0.05,-0.85,,1.0,4.0,1.0,1.0,,1.0,1.0,1.0,1.0,2.0,0.19,-0.52,,,,,,,,,,,,,,,,,,,,,
14025088,home,West Ham United,Nayef Aguerd,nayef-aguerd,N. Aguerd,D,20,188,25735,M,877102,EUR,828144000,D,5,5,False,46.0,43.0,3.0,1.0,0.0,32.0,32.0,11.0,14.0,10.0,4.0,,,,,90.0,67.0,6.0,4.0,0.00844953,,2,,0.17,0.09,-0.67,,2.0,2.0,,1.0,,3.0,5.0,,2.0,,0.1014,-0.27,,,nayefaguard,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,
14025088,home,West Ham United,Aaron Wan-Bissaka,aaron-wan-bissaka,A. Wan-Bissaka,D,29,183,18282,M,863653,EUR,880502400,M,29,29,False,26.0,24.0,1.0,1.0,0.0,12.0,13.0,12.0,13.0,5.0,2.0,,,,,90.0,47.0,6.7,7.0,0.0636456,,0,,0.22,0.03,-0.23,,,,,,,2.0,3.0,,,,,,,,awbissaka,2.0,,,1.0,2.0,3.0,1.0,,,,,,,,,,,
14025088,home,West Ham United,James Ward-Prowse,james-ward-prowse,J. Ward-Prowse,M,20,177,4256,M,161717,EUR,783648000,M,8,8,False,43.0,40.0,1.0,1.0,0.0,18.0,18.0,22.0,25.0,,1.0,,,,,90.0,62.0,7.5,8.0,0.312774,,1,,0.52,-0.05,-0.27,,,1.0,,3.0,,1.0,4.0,,,1.0,0.1057,0.01,,,prowsey16,8.0,,2.0,1.0,4.0,1.0,4.0,1.0,1.0,1.0,,,,,,,,
14025088,home,West Ham United,Tomáš Souček,tomas-soucek,T. Souček,M,28,192,3256,M,799041,EUR,793843200,M,28,28,False,25.0,19.0,1.0,1.0,0.0,11.0,11.0,8.0,14.0,1.0,4.0,,,,,70.0,35.0,6.1,9.0,0.00181182,,2,,0.01,-0.02,-0.26,,2.0,6.0,1.0,,1.0,2.0,4.0,,,1.0,0.0881,0.01,,,,,,1.0,1.0,,1.0,,,1.0,1.0,2.0,1.0,0.0726,,,,,
14025088,home,West Ham United,El Hadji Malick Diouf,diouf-el-hadji-malick,E. H. M. Diouf,M,12,183,14539,M,1471764,EUR,1104192000,M,12,12,False,31.0,25.0,2.0,1.0,1.0,10.0,11.0,15.0,20.0,3.0,5.0,,,,,90.0,51.0,6.2,11.0,0.0145541,,0,,0.06,0.06,-0.2,,1.0,5.0,,,,,1.0,,,1.0,,,El Hadji Malick Diouf,,,,,1.0,,,2.0,1.0,,,1.0,2.0,,,1.0,1.0,,,
14025088,home,West Ham United,Lucas Paquetá,lucas-paqueta,L. Paquetá,M,20,180,63569,M,839981,EUR,872640000,F,10,10,False,54.0,49.0,3.0,1.0,0.0,17.0,17.0,32.0,37.0,1.0,5.0,,,,,90.0,73.0,8.3,13.0,0.0907835,,2,,0.31,0.02,0.13,,2.0,6.0,,,,,6.0,,,1.0,0.0721,0.53,,,Paqueta,,,5.0,1.0,,2.0,1.0,,,3.0,3.0,2.0,0.1836,,,1.0,,
14025088,home,West Ham United,Jarrod Bowen,jarrod-bowen,J. Bowen,M,20,174,9125,M,552884,EUR,851040000,F,20,20,False,26.0,24.0,,,0.0,9.0,9.0,15.0,17.0,,1.0,,,,,90.0,43.0,6.9,12.0,0.105467,,2,,-0.05,0.43,-0.06,,1.0,5.0,1.0,,1.0,,4.0,,,,0.0943,-0.26,,,jarrodbowen,4.0,,,2.0,1.0,2.0,1.0,,1.0,,3.0,1.0,0.0704,2.0,,,True,2.0
