match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,captain,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_keyPass,stat_shotOffTarget,stat_fouls,stat_expectedGoals,player_firstName,player_lastName,stat_outfielderBlock,stat_unsuccessfulTouch,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_totalOffside,stat_expectedGoalsOnTarget,stat_blockedScoringAttempt,player_sofascoreId,stat_hitWoodwork,stat_bigChanceCreated,stat_errorLeadToAShot
11369440,home,Cádiz,David Gil,david-gil,D. Gil,G,1,183,78,M,138390,EUR,758246400,G,13,13,False,30.0,19.0,29.0,18.0,1.0,1.0,18.0,29.0,1.0,1.0,1.0,12.0,2.0,1.0,1.0,1.0,1.0,1.0,90.0,35.0,7.7,11.0,0.00605601,0,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369440,home,Cádiz,Iza Carcelén,iza-carcelen,I. Carcelén,D,20,174,127,M,800403,EUR,735523200,D,20,20,False,27.0,20.0,7.0,3.0,11.0,13.0,10.0,15.0,1.0,4.0,6.0,7.0,,,,,,,90.0,51.0,7.1,10.0,0.0304607,0,,True,1.0,1.0,4.0,8.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,
11369440,home,Cádiz,Fali,fali,Fali,D,,186,193,M,349794,EUR,745113600,D,3,3,False,18.0,14.0,7.0,4.0,10.0,10.0,4.0,9.0,2.0,5.0,3.0,2.0,,,,,,,89.0,27.0,6.8,5.0,0.00187368,1,,,1.0,,1.0,3.0,1.0,,,,,2.0,1.0,1.0,,1.0,2.0,0.104,,,,,,,,,,,,,
11369440,home,Cádiz,Víctor Chust,victor-chust,V. Chust,D,23,182,605,M,855831,EUR,952214400,D,5,5,False,20.0,13.0,5.0,2.0,6.0,7.0,7.0,13.0,1.0,4.0,8.0,,,,,,,,90.0,37.0,7.3,7.0,0.0075067,0,,,,,3.0,4.0,,,,,1.0,3.0,,,,,1.0,,,,2.0,,,,,,,,,,
11369440,home,Cádiz,Lucas Pires,lucas-pires,L. Pires,D,23,182,554,M,1136896,EUR,985392000,D,33,33,False,25.0,19.0,2.0,,11.0,12.0,12.0,19.0,1.0,3.0,1.0,3.0,,,,,,,90.0,57.0,7.3,16.0,0.222914,1,,,6.0,4.0,1.0,5.0,2.0,1.0,,,1.0,2.0,1.0,,3.0,1.0,1.0,0.0368,,,,1.0,,,,,,,,,
11369440,home,Cádiz,Iván Alejo,ivan-alejo,I. Alejo,M,14,184,174,M,352486,EUR,792374400,M,11,11,False,12.0,5.0,3.0,,3.0,6.0,2.0,11.0,1.0,5.0,,6.0,,,,,,,77.0,37.0,5.8,25.0,0.00040688,1,,,5.0,,2.0,11.0,,3.0,6.0,1.0,,3.0,,,,1.0,2.0,0.0103,,,,5.0,,,,,,,,,
11369440,home,Cádiz,Rubén Alcaraz,ruben-alcaraz,R. Alcaraz,M,4,180,243,M,259339,EUR,673056000,M,4,4,False,38.0,33.0,5.0,2.0,16.0,18.0,18.0,21.0,2.0,3.0,1.0,2.0,,,,,,,90.0,52.0,6.9,5.0,0.0172128,0,,,1.0,1.0,2.0,8.0,3.0,,,,3.0,1.0,1.0,,1.0,,3.0,,,,1.0,,,,,,,,,,
11369440,home,Cádiz,Álex Fernández,alex-fernandez,Á. Fernández,M,8,183,168,M,148588,EUR,719107200,M,8,8,False,28.0,22.0,1.0,1.0,12.0,15.0,10.0,13.0,1.0,3.0,2.0,4.0,,,,,,,64.0,36.0,6.8,8.0,0.00277802,0,,,,,,1.0,,1.0,,,,1.0,1.0,1.0,,,,,,,1.0,1.0,,,,,,,,,
11369440,home,Cádiz,Robert Navarro,robert-navarro,R. Navarro,M,23,178,940,M,944165,EUR,1018569600,M,27,27,False,12.0,10.0,1.0,,3.0,3.0,8.0,14.0,1.0,4.0,,6.0,,,,,,,65.0,29.0,7.0,9.0,0.0201935,1,,,5.0,1.0,,3.0,,2.0,1.0,1.0,1.0,2.0,2.0,,,1.0,1.0,0.0856,,,,1.0,,,,,,,,,
11369440,home,Cádiz,Chris Ramos,chris-ramos,C. Ramos,F,9,193,1666,M,914819,EUR,853545600,F,16,16,False,22.0,13.0,,,1.0,1.0,12.0,21.0,9.0,14.0,1.0,2.0,,,,,,,90.0,40.0,7.1,15.0,0.0703564,3,,,,,3.0,11.0,1.0,4.0,3.0,2.0,1.0,3.0,,,1.0,1.0,2.0,0.6856,,,,,1.0,2.0,1.0,0.6004,,,,,
