match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,player_lastName,stat_duelWon,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_keyPass,stat_aerialWon,stat_duelLost,stat_shotOffTarget,stat_fouls,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_challengeLost,stat_dispossessed,stat_goals,stat_unsuccessfulTouch,captain,stat_blockedScoringAttempt,stat_hitWoodwork,stat_errorLeadToAShot,stat_savedShotsFromInsideTheBox,stat_errorLeadToAGoal,stat_totalOffside
12512552,home,Empoli,Devis Vásquez,devis-vasquez,D. Vásquez,G,32,195.0,2513,M,925285,EUR,894931200,G,23,23,False,32.0,23.0,13.0,4.0,0.0,22.0,25.0,1.0,7.0,5.0,2.0,90.0,34.0,6.4,9.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12512552,home,Empoli,Luca Marianucci,marianucci-luca,L. Marianucci,D,35,186.0,890,M,1165371,EUR,1090540800,D,35,35,False,36.0,33.0,6.0,4.0,1.0,22.0,23.0,11.0,13.0,1.0,,90.0,47.0,7.3,3.0,0,,,2.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
12512552,home,Empoli,Mattia Viti,mattia-viti,M. Viti,D,2,190.0,527,M,1009268,EUR,1011830400,D,21,21,False,55.0,51.0,2.0,1.0,0.0,44.0,47.0,7.0,8.0,5.0,,90.0,65.0,7.0,4.0,1,,,7.0,4.0,,,4.0,2.0,1.0,,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
12512552,home,Empoli,Liberato Cacace,liberato-cacace,L. Cacace,D,13,184.0,526,M,905264,EUR,970012800,D,13,13,False,83.0,75.0,9.0,5.0,1.0,51.0,55.0,24.0,28.0,5.0,,90.0,90.0,8.0,8.0,0,,,3.0,2.0,1.0,,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,
12512552,home,Empoli,Liam Henderson,liam-henderson,L. Henderson,M,16,183.0,303,M,287573,EUR,830390400,M,6,6,False,50.0,48.0,3.0,2.0,0.0,22.0,23.0,26.0,33.0,4.0,,89.0,60.0,6.9,8.0,1,,,1.0,,,1.0,,,1.0,,,2.0,1.0,2.0,,,,6.0,,,,,,,,,,,,,,,
12512552,home,Empoli,Emmanuel Gyasi,emmanuel-gyasi,E. Gyasi,M,11,182.0,713,M,541578,EUR,758246400,M,11,11,False,31.0,27.0,1.0,1.0,0.0,13.0,14.0,15.0,19.0,7.0,,84.0,47.0,7.3,6.0,3,,,1.0,1.0,1.0,2.0,,,1.0,3.0,,2.0,2.0,,1.0,,1.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,
12512552,home,Empoli,Jacopo Fazzini,jacopo-fazzini,J. Fazzini,F,22,178.0,829,M,1012179,EUR,1047772800,M,10,10,False,45.0,39.0,3.0,1.0,0.0,17.0,19.0,24.0,30.0,6.0,,90.0,67.0,8.8,13.0,3,,,5.0,1.0,,,2.0,1.0,,2.0,,7.0,,1.0,4.0,3.0,,4.0,2.0,3.0,,3.0,1.0,1.0,2.0,3.0,,,,,,,
12512552,home,Empoli,Alberto Grassi,alberto-grassi,A. Grassi,M,33,183.0,262,M,186845,EUR,794534400,M,5,5,False,59.0,53.0,2.0,1.0,0.0,27.0,28.0,26.0,31.0,4.0,,90.0,66.0,7.1,6.0,2,,,3.0,2.0,,1.0,,,2.0,1.0,1.0,2.0,2.0,2.0,,,,,,,,,,,,,True,,,,,,
12512552,home,Empoli,Giuseppe Pezzella,giuseppe-pezzella,G. Pezzella,M,3,187.0,604,M,814589,EUR,880761600,M,3,3,False,25.0,18.0,3.0,1.0,0.0,10.0,13.0,12.0,20.0,4.0,,90.0,48.0,7.6,12.0,2,,,3.0,,,,2.0,2.0,,5.0,,1.0,,1.0,1.0,1.0,1.0,8.0,4.0,,,1.0,,,,,,1.0,,,,,
12512552,home,Empoli,Lorenzo Colombo,lorenzo-colombo,L. Colombo,F,29,183.0,2468,M,930191,EUR,1015545600,F,29,29,False,16.0,11.0,1.0,,0.0,3.0,5.0,8.0,11.0,1.0,,76.0,23.0,7.3,6.0,4,,,1.0,,,,,,1.0,1.0,,1.0,3.0,1.0,,,,,,,1.0,1.0,,,1.0,1.0,,,1.0,,,,
