match_id,side,team,player_name,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalContest,stat_wonContest,stat_totalClearance,stat_ballRecovery,stat_errorLeadToAGoal,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_jerseyNumber,stat_aerialLost,stat_duelLost,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,player_firstName,player_lastName,stat_shotOffTarget,stat_blockedScoringAttempt,stat_unsuccessfulTouch,stat_totalCross,stat_challengeLost,stat_outfielderBlock,stat_accurateCross,stat_onTargetScoringAttempt,stat_bigChanceCreated,stat_wasFouled,stat_keyPass,stat_dispossessed,stat_bigChanceMissed,player_sofascoreId,captain,stat_goals,stat_totalOffside
12624970,home,Al-Shabab,Abdullah Al-Mayouf,abdullah-al-mayouf,A. Al-Mayouf,G,187.0,197,M,118159,EUR,538358400,G,33,33,False,18.0,12.0,11.0,5.0,0.0,9.0,12.0,3.0,6.0,1.0,2.0,1.0,1.0,3.0,8.0,1.0,2.0,3.0,1.0,90.0,32.0,6.2,6.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
12624970,home,Al-Shabab,Nader Al Sharari,nader-abdullah-al-sharari,N. A. Sharari,D,184.0,534,M,923040,EUR,831513600,D,5,5,False,18.0,16.0,1.0,1.0,0.0,7.0,8.0,9.0,10.0,,2.0,,,1.0,1.0,,,,,58.0,23.0,5.6,2.0,0,4,1.0,4.0,1.0,2.0,1.0,3.0,,,,,,,,,,,,,,,,,,,
12624970,home,Al-Shabab,Wesley Hoedt,wesley-hoedt,W. Hoedt,D,188.0,354,M,336813,EUR,762912000,D,4,4,False,30.0,27.0,3.0,2.0,0.0,19.0,20.0,8.0,10.0,2.0,4.0,,,10.0,3.0,,,,,90.0,47.0,6.6,4.0,2,4,1.0,3.0,,2.0,1.0,3.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,
12624970,home,Al-Shabab,Robert Renan,robert-renan,R. Renan,D,186.0,3212,M,1191278,EUR,1065830400,D,30,30,False,41.0,35.0,8.0,5.0,0.0,18.0,18.0,17.0,24.0,,2.0,2.0,1.0,1.0,3.0,,,,,90.0,52.0,6.6,8.0,0,30,,3.0,2.0,1.0,1.0,,Robert Renan,,,,,1.0,2.0,1.0,,,,,,,,,,,
12624970,home,Al-Shabab,Nawaf Al Ghulaimish,nawaf-al-ghulaimish,N. A. Ghulaimish,D,178.0,46,M,1630170,EUR,1114992000,M,66,66,False,27.0,25.0,2.0,2.0,0.0,4.0,4.0,22.0,26.0,,1.0,1.0,1.0,,2.0,,,,,79.0,40.0,6.7,6.0,0,66,,1.0,,,,1.0,Nawaf Al Ghulaimish,,,,2.0,3.0,,,1.0,,,,,,,,,,
12624970,home,Al-Shabab,Cristian Guanca,cristian-guanca,C. Guanca,M,177.0,565,M,789438,EUR,733190400,M,11,11,False,51.0,47.0,7.0,5.0,0.0,14.0,16.0,34.0,38.0,,1.0,1.0,,,5.0,,,,,86.0,62.0,6.6,9.0,2,10,1.0,5.0,1.0,1.0,,,,,1.0,,2.0,3.0,3.0,,1.0,1.0,,,,,,,,,
12624970,home,Al-Shabab,Musab Al Juwayr,musab-fahd-aljuwayr,M. A. Juwayr,M,175.0,850,M,1106234,EUR,1056067200,M,15,15,False,60.0,54.0,6.0,5.0,0.0,26.0,27.0,29.0,39.0,,6.0,3.0,2.0,,7.0,,,,,79.0,77.0,7.3,13.0,1,10,1.0,6.0,,2.0,1.0,3.0,Musab Fahz Aljuwayr,,,1.0,,6.0,1.0,,1.0,,1.0,2.0,2.0,,,,,,
12624970,home,Al-Shabab,Mohammed Al-Thani,mohammed-al-thain,M. Al-Thani,M,174.0,72,M,954643,EUR,855532800,M,71,71,False,31.0,26.0,1.0,1.0,0.0,11.0,13.0,15.0,19.0,,7.0,1.0,1.0,1.0,4.0,,,,,90.0,60.0,7.0,13.0,2,17,1.0,7.0,1.0,5.0,4.0,2.0,,,2.0,,4.0,1.0,2.0,1.0,,,,1.0,,2.0,2.0,,,,
12624970,home,Al-Shabab,Giacomo Bonaventura,giacomo-bonaventura,G. Bonaventura,M,180.0,1098,M,36784,EUR,619747200,F,7,7,False,41.0,40.0,3.0,2.0,0.0,12.0,12.0,28.0,34.0,,3.0,,,,6.0,,,,,90.0,52.0,7.0,7.0,0,,1.0,4.0,,1.0,1.0,1.0,,,,,1.0,5.0,2.0,,,,,2.0,2.0,,,,,,
12624970,home,Al-Shabab,Abderrazak Hamdallah,abderrazak-hamdallah,A. Hamdallah,F,182.0,11081,M,826961,EUR,661392000,F,9,9,False,28.0,26.0,,,0.0,7.0,7.0,19.0,22.0,1.0,3.0,2.0,,,1.0,,,,,90.0,43.0,7.2,10.0,4,9,2.0,5.0,,1.0,1.0,,,,1.0,1.0,3.0,1.0,1.0,,,2.0,,1.0,2.0,,1.0,abderrazak_hamdallah,True,1.0,3.0
