match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,player_lastName,player_sofascoreId,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_totalClearance,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_fouls,stat_aerialWon,stat_bigChanceCreated,stat_bigChanceMissed,stat_shotOffTarget,stat_hitWoodwork,stat_interceptionWon,stat_unsuccessfulTouch,stat_keyPass,stat_totalCross,stat_accurateCross,stat_dispossessed,stat_blockedScoringAttempt,stat_wasFouled,stat_goalAssist,stat_onTargetScoringAttempt,stat_goals,stat_totalOffside,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_errorLeadToAGoal
10438002,home,Sporting CP,Mateo Tanlongo,mateo-tanlongo,M. Tanlongo,M,40,177,829,M,1087046,EUR,1060646400,M,32,32,True,,10.0,9.0,1.0,1.0,6.0,6.0,3.0,4.0,3.0,,,21.0,13.0,6.7,1.0,0,Mateo Tanlongo,,,1.0,1.0,2.0,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,
10438002,home,Sporting CP,Rochinha,rochinha,Rochinha,M,10,169,158,M,352874,EUR,799459200,F,16,16,True,,7.0,6.0,,,1.0,1.0,5.0,7.0,,,,16.0,13.0,6.3,6.0,0,,,,1.0,3.0,,1.0,1.0,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,
10438002,home,Sporting CP,Franco Israel,franco-israel,F. Israel,G,81,189,2282,M,1084846,EUR,956361600,G,12,12,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10438002,home,Sporting CP,Sotiris Alexandropoulos,sotiris-alexandropoulos,S. Alexandropoulos,M,14,186,870,M,947477,EUR,1006732800,M,6,6,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10438002,home,Sporting CP,Youssef Chermiti,youssef-chermiti,Y. Chermiti,F,9,192,1739,M,1145627,EUR,1085356800,F,79,79,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10438002,home,Sporting CP,Afonso Moreira,afonso-moreira,A. Moreira,F,17,175,2494,M,1215906,EUR,1111190400,F,98,98,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10438002,away,Santa Clara,Gabriel Batista,gabriel-batista,G. Batista,G,1,188,348,M,822526,EUR,896832000,G,12,12,False,,28.0,15.0,21.0,9.0,13.0,16.0,2.0,12.0,8.0,1.0,3.0,90.0,35.0,6.1,13.0,0,,,,,,2.0,,,,1.0,,,,,2.0,,,,,,,,,,,,1.0,,,,,1.0,1.0,1.0,
10438002,away,Santa Clara,Pierre Sagna,pierre-sagna,P. Sagna,D,,183,17,M,135130,EUR,651196800,D,95,95,False,True,18.0,13.0,3.0,1.0,10.0,14.0,3.0,4.0,4.0,,,90.0,38.0,6.0,13.0,0,,,,,4.0,2.0,,1.0,,,,2.0,1.0,2.0,,,,,,2.0,1.0,,,,1.0,,,,,,,,,,1.0
10438002,away,Santa Clara,Ygor Nogueira,ygor-nogueira,Y. Nogueira,D,40,187,112,M,757980,EUR,796262400,D,2,2,False,,29.0,22.0,5.0,3.0,17.0,21.0,5.0,8.0,10.0,,,90.0,49.0,7.0,9.0,0,,,,1.0,5.0,10.0,2.0,1.0,1.0,3.0,1.0,5.0,3.0,1.0,2.0,,,,,4.0,1.0,,,,1.0,,2.0,,,,,,,,
10438002,away,Santa Clara,Adriano Firmino,adriano-firmino,A. Firmino,M,6,187,127,M,989383,EUR,941673600,D,20,20,False,,22.0,17.0,4.0,1.0,14.0,18.0,3.0,4.0,6.0,,,90.0,37.0,6.2,7.0,0,,,,3.0,6.0,3.0,1.0,,,7.0,,1.0,,1.0,,,,,,1.0,,1.0,,,1.0,,2.0,,,,,,,,
10438002,away,Santa Clara,Paulo Henrique,paulo-henrique,P. Henrique,D,23,182,49,M,342981,EUR,846028800,D,16,16,False,,30.0,27.0,5.0,4.0,17.0,19.0,10.0,11.0,3.0,,,90.0,54.0,7.0,9.0,0,,,,,2.0,6.0,,2.0,2.0,2.0,1.0,3.0,2.0,2.0,,,,,,1.0,,1.0,,,,,1.0,,,,,,,,
10438002,away,Santa Clara,Gabriel Silva,gabriel-silva,Gabriel Silva,F,10,177,795,M,1046794,EUR,1016755200,M,49,49,False,,6.0,4.0,,,3.0,5.0,1.0,1.0,2.0,,,79.0,20.0,5.9,10.0,2,Gabriel Silva,,,2.0,6.0,,1.0,2.0,,,,,,1.0,,,,1.0,,2.0,5.0,,,,1.0,1.0,,,,,,,,,
10438002,away,Santa Clara,Victor Bobsin,victor-bobsin,V. Bobsin,M,8,184,110,M,905451,EUR,947635200,M,80,80,False,,14.0,11.0,2.0,1.0,6.0,8.0,5.0,6.0,4.0,,,45.0,19.0,6.1,5.0,0,,,,,4.0,1.0,2.0,1.0,1.0,,,,,,,,,,,1.0,,,,,2.0,,,,,,,,,,
10438002,away,Santa Clara,Kento Misao,kento-misao,K. Misao,M,6,180,90,M,358988,EUR,829612800,M,40,40,False,,31.0,26.0,8.0,6.0,16.0,17.0,10.0,14.0,8.0,,,90.0,50.0,7.2,6.0,2,,,,,5.0,7.0,1.0,1.0,1.0,1.0,,5.0,2.0,3.0,,,,,,2.0,,2.0,,,1.0,1.0,1.0,,1.0,,,,,,
10438002,away,Santa Clara,Allano,allano,Allano,M,29,182,485,M,796925,EUR,798681600,M,7,7,False,,27.0,15.0,3.0,,7.0,13.0,8.0,15.0,8.0,,,69.0,45.0,6.3,20.0,1,,,,,7.0,6.0,3.0,6.0,3.0,,,3.0,3.0,1.0,,,,,,,4.0,,1.0,,,,,,1.0,,1.0,,,,
10438002,away,Santa Clara,Kyosuke Tagawa,kyosuke-tagawa,K. Tagawa,F,11,181,119,M,858886,EUR,918691200,F,9,9,False,,16.0,13.0,,,10.0,11.0,3.0,5.0,3.0,,,68.0,21.0,6.3,7.0,0,,,,1.0,5.0,4.0,2.0,1.0,,,,1.0,,,3.0,,,,,,1.0,,,,1.0,,,,,,2.0,,,,
10438002,away,Santa Clara,Bruno Almeida,bruno-almeida,B. Almeida,M,10,172,75,M,941314,EUR,842227200,F,19,19,False,,16.0,10.0,4.0,,7.0,9.0,5.0,9.0,4.0,,,69.0,35.0,6.3,10.0,2,,,,,2.0,4.0,1.0,,,,,2.0,1.0,,,,,,,3.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,,1.0,,,,,,1.0
10438002,away,Santa Clara,Bruno Jordão,bruno-jordao,B. Jordão,M,6,180,275,M,845791,EUR,908150400,M,6,6,True,,16.0,12.0,,,9.0,10.0,3.0,7.0,4.0,,,45.0,25.0,6.5,7.0,1,,,,2.0,5.0,2.0,2.0,,,1.0,,1.0,1.0,1.0,1.0,,,,,1.0,1.0,,1.0,,1.0,1.0,1.0,,,,,,,,
10438002,away,Santa Clara,Matheus Babi,matheus-babi,Matheus Babi,F,17,191,462,M,1007431,EUR,869184000,F,39,39,True,,3.0,2.0,,,1.0,1.0,1.0,2.0,1.0,,,22.0,9.0,6.6,3.0,0,,,,1.0,3.0,2.0,,1.0,1.0,,,,,2.0,,,,,,,2.0,1.0,,,,,1.0,,,,1.0,,,,
10438002,away,Santa Clara,Matheus Araújo,matheus-araujo,M. Araújo,D,32,185,323,M,1105841,EUR,983404800,M,32,32,True,,9.0,9.0,,,6.0,6.0,3.0,3.0,2.0,,,21.0,11.0,6.6,,1,Matheus,,,,2.0,1.0,1.0,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,
10438002,away,Santa Clara,Costinha,costinha,Costinha,F,10,170,38,M,805190,EUR,714700800,M,11,11,True,,7.0,5.0,,,3.0,3.0,2.0,4.0,1.0,,,21.0,8.0,6.6,2.0,0,,,,,1.0,3.0,1.0,1.0,1.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
10438002,away,Santa Clara,Andrézinho,andrezinho,Andrézinho,M,7,174,88,M,1065957,EUR,849398400,F,21,21,True,,7.0,6.0,,,3.0,3.0,3.0,4.0,1.0,,,11.0,10.0,6.8,1.0,1,Andrézinho,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,
10438002,away,Santa Clara,Marcos Díaz,marcos-diaz,M. Díaz,G,,186,29,M,105935,EUR,507945600,G,74,74,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10438002,away,Santa Clara,Kennedy Boateng,kennedy-boateng,K. Boateng,D,4,191,330,M,845884,EUR,849225600,D,4,4,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10438002,away,Santa Clara,Diogo Calila,diogo-calila,D. Calila,M,2,173,593,M,892083,EUR,907977600,D,13,13,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10438002,away,Santa Clara,Rildo,rildo,Rildo,F,37,178,262,M,1047095,EUR,948412800,F,37,37,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
