match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_interceptionWon,stat_unsuccessfulTouch,stat_fouls,stat_aerialLost,stat_aerialWon,stat_challengeLost,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_clearanceOffLine,stat_outfielderBlock,stat_accurateCross,stat_onTargetScoringAttempt,stat_keyPass,player_firstName,player_lastName,stat_blockedScoringAttempt,stat_goalAssist,stat_goals,player_sofascoreId,captain,stat_errorLeadToAGoal,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_bigChanceMissed,stat_bigChanceCreated,stat_totalOffside
10382082,home,Feyenoord,Oussama Idrissi,oussama-idrissi,O. Idrissi,M,11,175.0,2812,M,823963,EUR,825292800,F,26,26,False,36.0,33.0,2.0,1.0,8.0,8.0,25.0,28.0,5.0,,,63.0,50.0,7.2,7.0,1,,5.0,3.0,1.0,4.0,2.0,1.0,1.0,1.0,,1.0,,1.0,,1.0,1.0,,,,,,3.0,,,,1.0,,,,,,,,,
10382082,home,Feyenoord,Igor Paixão,igor-paixao,I. Paixão,F,14,168.0,12525,M,981815,EUR,962150400,F,14,14,True,10.0,10.0,,,4.0,4.0,6.0,6.0,1.0,,,27.0,15.0,7.0,2.0,0,,,1.0,,1.0,1.0,,,2.0,,,,,1.0,,,,,,,,2.0,,,,1.0,,,,,,,,,
10382082,home,Feyenoord,Santiago Giménez,santiago-gimenez,S. Giménez,F,7,182.0,32499,M,892141,EUR,987552000,F,29,29,True,3.0,3.0,,,,,3.0,3.0,1.0,,,27.0,10.0,7.1,4.0,2,,2.0,1.0,1.0,1.0,,1.0,,2.0,1.0,,,,,,,1.0,,,,1.0,,,,,,1.0,sant.gimenez,,,,,,,
10382082,home,Feyenoord,Mats Wieffer,mats-wieffer,M. Wieffer,M,27,188.0,2174,M,959628,EUR,942710400,M,20,20,True,24.0,22.0,,,12.0,13.0,10.0,11.0,3.0,,,16.0,29.0,7.0,3.0,1,,1.0,3.0,,,,1.0,1.0,1.0,1.0,,2.0,,,1.0,,,,,,,1.0,,,,,,,,,,,,,
10382082,home,Feyenoord,Mimeirhel Benita,mimeirhel-benita,M. Benita,D,2,176.0,216,M,1130308,EUR,1069027200,D,24,24,True,7.0,6.0,1.0,1.0,5.0,5.0,1.0,3.0,,,,9.0,11.0,6.3,3.0,0,1.0,2.0,,1.0,,,,,,1.0,,,,,,,,,,,,,Mimeirhel Benita,,,,,,,,,,,,
10382082,home,Feyenoord,Ezequiel Bullaude,ezequiel-bullaude,E. Bullaude,M,10,184.0,548,M,960077,EUR,972518400,F,30,30,True,10.0,10.0,1.0,1.0,2.0,2.0,8.0,8.0,1.0,,,9.0,11.0,6.5,1.0,0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382082,home,Feyenoord,Timon Wellenreuther,timon-wellenreuther,T. Wellenreuther,G,22,186.0,588,M,253875,EUR,817948800,G,22,22,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382082,home,Feyenoord,Devin Remie,devin-remie,D. Remie,G,16,181.0,16,M,1992329,EUR,1047513600,G,51,51,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,Devin,Remie,,,,,,,,,,,
10382082,home,Feyenoord,Quilindschy Hartman,quilindschy-hartman,Q. Hartman,D,3,183.0,1253,M,1392044,EUR,1005696000,D,19,19,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382082,home,Feyenoord,Fredrik André Bjørkan,fredrik-andre-bjorkan,F. A. Bjørkan,D,15,180.0,380,M,795154,EUR,903657600,D,5,5,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382082,home,Feyenoord,Jacob Rasmussen,jacob-rasmussen,J. Rasmussen,D,14,190.0,358,M,842176,EUR,864777600,D,6,6,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382082,home,Feyenoord,Noah Naujoks,noah-naujoks,N. Naujoks,M,10,183.0,201,M,1048487,EUR,1020297600,M,27,27,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382082,home,Feyenoord,Patrik Wålemark,patrik-walemark,P. Wålemark,M,10,184.0,585,M,1014588,EUR,1003017600,F,23,23,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382082,away,Sparta Rotterdam,Nick Olij,nick-olij,N. Olij,G,1,185.0,555,M,227192,EUR,807235200,G,1,1,False,39.0,23.0,28.0,13.0,12.0,14.0,11.0,25.0,11.0,3.0,6.0,90.0,50.0,6.5,17.0,0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,
10382082,away,Sparta Rotterdam,Shurandy Sambo,shurandy-sambo,S. Sambo,D,12,174.0,235,M,916926,EUR,998179200,D,2,2,False,16.0,14.0,1.0,1.0,10.0,11.0,4.0,6.0,4.0,,,90.0,34.0,6.4,4.0,0,1.0,2.0,4.0,1.0,,,,1.0,,,,,1.0,3.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
10382082,away,Sparta Rotterdam,Bart Vriends,bart-vriends,B. Vriends,D,3,188.0,217,M,41495,EUR,673747200,D,3,3,False,30.0,24.0,6.0,1.0,20.0,22.0,4.0,8.0,2.0,,,90.0,36.0,6.3,6.0,0,,2.0,1.0,,,,,1.0,,,1.0,1.0,1.0,3.0,,,,,2.0,,,,,,,,,,,,,,,,
10382082,away,Sparta Rotterdam,Adil Auassar,adil-auassar,A. Auassar,D,,185.0,31,,28319,EUR,528940800,D,4,4,False,60.0,49.0,12.0,4.0,39.0,45.0,10.0,15.0,3.0,,,90.0,76.0,7.0,12.0,0,,3.0,4.0,,,,,1.0,,1.0,2.0,1.0,,8.0,3.0,3.0,,,2.0,,,,,,,,,,True,,,,,,
10382082,away,Sparta Rotterdam,Mica Pinto,mica-pinto,Mica,D,5,176.0,157,M,785815,EUR,739152000,D,5,5,False,26.0,20.0,7.0,3.0,18.0,22.0,2.0,4.0,1.0,,,64.0,38.0,6.6,6.0,0,,1.0,4.0,,,,,1.0,,,,,1.0,,3.0,1.0,1.0,,,,,1.0,,,,,,,,,,,,,
10382082,away,Sparta Rotterdam,Sven Mijnans,sven-mijnans,S. Mijnans,M,10,190.0,1199,M,980671,EUR,952560000,M,10,10,False,28.0,21.0,2.0,2.0,10.0,12.0,12.0,18.0,7.0,,,90.0,47.0,6.7,15.0,0,2.0,5.0,8.0,1.0,3.0,2.0,,,3.0,,,2.0,3.0,1.0,2.0,2.0,2.0,,,1.0,,1.0,,,,,,,,,,,,,
10382082,away,Sparta Rotterdam,Jonathan de Guzmán,jonathan-de-guzman,J. d. Guzmán,M,13,173.0,79,M,13028,EUR,558489600,M,6,6,False,20.0,14.0,2.0,1.0,9.0,12.0,5.0,8.0,4.0,,,64.0,30.0,6.4,11.0,1,,1.0,2.0,1.0,1.0,1.0,1.0,,4.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
10382082,away,Sparta Rotterdam,Joshua Kitolano,joshua-kitolano,J. Kitolano,M,8,170.0,272,M,913584,EUR,984009600,M,8,8,False,17.0,15.0,1.0,,8.0,9.0,7.0,8.0,3.0,,,90.0,30.0,6.6,3.0,2,,3.0,3.0,,,,1.0,1.0,,,,1.0,3.0,,2.0,,,,1.0,,1.0,,,,,,,,,,,,,,
10382082,away,Sparta Rotterdam,Vito van Crooij,vito-van-crooij,V. van Crooij,M,32,172.0,213,M,385708,EUR,822873600,F,11,11,False,22.0,11.0,2.0,,5.0,7.0,6.0,17.0,3.0,,,90.0,34.0,6.4,14.0,3,2.0,5.0,4.0,,1.0,,2.0,,,1.0,3.0,3.0,,2.0,1.0,1.0,,,,,1.0,,,,,,,,,,,,1.0,,
10382082,away,Sparta Rotterdam,Tobias Lauritsen,tobias-lauritsen,T. Lauritsen,F,9,192.0,737,M,796943,EUR,872899200,F,9,9,False,6.0,4.0,,,,1.0,4.0,5.0,,,,33.0,11.0,6.4,5.0,0,,4.0,1.0,,,,,,3.0,1.0,3.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,
10382082,away,Sparta Rotterdam,Younes Namli,younes-namli,Y. Namli,M,9,180.0,239,M,235538,EUR,772070400,F,7,7,False,29.0,23.0,2.0,2.0,8.0,8.0,15.0,21.0,5.0,,,89.0,40.0,7.0,9.0,0,,1.0,3.0,,2.0,1.0,,2.0,2.0,,,1.0,,1.0,,,1.0,,,,,2.0,,,,,,,,,,,,1.0,
10382082,away,Sparta Rotterdam,Koki Saito,koki-saito,K. Saito,M,14,170.0,1063,M,905356,EUR,997401600,M,18,18,True,15.0,12.0,1.0,1.0,6.0,6.0,6.0,9.0,3.0,,,57.0,24.0,6.6,6.0,1,,4.0,5.0,,5.0,3.0,1.0,,1.0,1.0,1.0,1.0,,,,,1.0,,,,,1.0,,,,,,,,,,,,,
10382082,away,Sparta Rotterdam,Aaron Meijers,aaron-meijers,A. Meijers,D,14,176.0,30,M,32386,EUR,562377600,D,15,15,True,20.0,13.0,6.0,2.0,9.0,10.0,4.0,12.0,2.0,,,26.0,29.0,6.3,11.0,0,2.0,1.0,1.0,1.0,,,,,,,,,,1.0,1.0,1.0,,,,,,,Aaron,Meijers,,,,,,,,,,,
10382082,away,Sparta Rotterdam,Jason Lokilo,jason-lokilo,J. Lokilo,M,98,175.0,217,M,818036,EUR,905990400,M,17,17,True,13.0,10.0,1.0,,2.0,2.0,9.0,12.0,4.0,,,26.0,26.0,6.6,7.0,1,1.0,3.0,4.0,,1.0,,1.0,,3.0,,1.0,,1.0,,1.0,,3.0,,,1.0,,,,,,,,,,,,,,,1.0
10382082,away,Sparta Rotterdam,Patrick Brouwer,patrick-brouwer,P. Brouwer,F,27,176.0,92,M,1066319,EUR,984960000,M,21,21,True,1.0,,,,,,,1.0,,,,1.0,1.0,,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382082,away,Sparta Rotterdam,Joey Koorevaar,joey-koorevaar,J. Koorevaar,G,,,9,M,916927,EUR,982800000,G,30,30,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382082,away,Sparta Rotterdam,Youri Schoonderwaldt,youri-schoonderwaldt,Y. Schoonderwaldt,G,13,195.0,40,M,996720,EUR,952905600,G,20,20,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382082,away,Sparta Rotterdam,Mike Eerdhuijzen,mike-eerdhuijzen,M. Eerdhuijzen,D,44,194.0,180,M,947842,EUR,963446400,D,14,14,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382082,away,Sparta Rotterdam,Dirk Abels,dirk-abels,D. Abels,D,2,177.0,60,M,583606,EUR,866160000,D,12,12,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382082,away,Sparta Rotterdam,Omar Rekik,omar-rekik,O. Rekik,D,44,186.0,1026,M,976251,EUR,1008806400,D,13,13,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382082,away,Sparta Rotterdam,Jeremy van Mullem,jeremy-van-mullem,J. v. Mullem,D,14,184.0,54,M,990722,EUR,921715200,D,22,22,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382082,away,Sparta Rotterdam,Mario Engels,mario-engels,M. Engels,M,8,183.0,72,M,132674,EUR,751248000,F,19,19,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382082,away,Sparta Rotterdam,Arno Verschueren,arno-verschueren,A. Verschueren,M,32,182.0,168,M,578344,EUR,870652800,M,16,16,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
