match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_errorLeadToAShot,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_topSpeed,stat_kilometersCovered,stat_numberOfSprints,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_metersCoveredWalkingKm,stat_metersCoveredJoggingKm,stat_metersCoveredRunningKm,stat_metersCoveredHighSpeedRunningKm,stat_metersCoveredSprintingKm,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_bigChanceCreated,stat_shotOffTarget,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_expectedGoals,stat_keyPass,stat_shotValueNormalized,stat_aerialLost,stat_challengeLost,stat_fouls,stat_wasFouled,stat_wonContest,stat_lastManTackle,captain,player_sofascoreId,stat_totalOffside,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_expectedGoalsOnTarget,stat_goodHighClaim,stat_punches,stat_goals
14566873,home,AFC Ajax,Vítězslav Jaroš,vitezslav-jaros,V. Jaroš,G,1,190,4413,M,927359,EUR,995846400,G,1,1,False,50.0,40.0,17.0,8.0,0.0,35.0,40.0,5.0,10.0,8.0,1.0,2.0,3.0,90.0,60.0,6.7,10.0,0.00135253,17.64,5.28446,0.0,0.2478,0,-0.2935,-0.01,0.01,-0.25,0.11,3.59,1.61,0.08,0.01,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14566873,home,AFC Ajax,Anton Gaaei,anton-gaaei,A. Gaaei,D,3,183,906,M,1120315,EUR,1037664000,D,3,3,False,57.0,49.0,7.0,4.0,0.0,28.0,31.0,21.0,26.0,3.0,,,,90.0,90.0,7.4,24.0,0.462034,30.672,11.14481,13.0,,1,,0.64,0.21,-0.17,,2.89,5.16,1.92,0.9,0.28,,,13.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0081,1.0,-0.08,,,,,,,,,,,,,,,,
14566873,home,AFC Ajax,Ko Itakura,ko-itakura,K. Itakura,D,4,189,3072,M,790989,EUR,854323200,D,4,4,False,64.0,58.0,3.0,1.0,0.0,44.0,46.0,14.0,18.0,,,,,84.0,76.0,6.4,8.0,0.00411378,29.52,9.01599,8.0,,0,,0.04,0.04,-0.07,,2.72,4.56,1.16,0.41,0.16,,,,,2.0,8.0,4.0,,,,,5.0,2.0,1.0,2.0,1.0,1.0,,,,3.0,1.0,4.0,,,,,,,,,,,,,
14566873,home,AFC Ajax,Youri Baas,youri-baas,Y. Baas,D,15,182,1217,M,1000228,EUR,1047859200,D,15,15,False,82.0,77.0,6.0,4.0,0.0,57.0,58.0,20.0,24.0,8.0,,,,90.0,99.0,7.2,5.0,0.00642199,29.232,10.27318,11.0,,0,,0.07,0.21,-0.04,,2.83,5.34,1.36,0.54,0.21,,,,,1.0,3.0,7.0,,,,,5.0,2.0,2.0,3.0,1.0,,,,,2.0,,1.0,3.0,,,,,,,,,,,,
14566873,home,AFC Ajax,Owen Wijndal,owen-wijndal,O. Wijndal,D,5,174,795,M,836673,EUR,943747200,D,5,5,False,44.0,43.0,2.0,2.0,0.0,21.0,21.0,22.0,23.0,2.0,,,,90.0,59.0,7.3,3.0,0.0822049,30.996,9.88607,13.0,,0,,0.3,0.1,0.35,,3.14,4.8,1.1,0.52,0.33,,,1.0,,,2.0,3.0,1.0,1.0,,,,,,2.0,2.0,,,1.0,,1.0,,,,1.0,1.0,,,,,,,,,,
14566873,home,AFC Ajax,Davy Klaassen,davy-klaassen,D. Klaassen,M,18,179,1573,M,97410,EUR,730252800,M,18,18,False,26.0,21.0,,,0.0,7.0,9.0,14.0,17.0,4.0,,,,90.0,37.0,6.0,5.0,0.084737,26.568,12.02053,4.0,,1,,0.05,-0.66,-0.16,,2.58,6.26,2.43,0.68,0.07,,,1.0,1.0,,6.0,2.0,,,,1.0,1.0,1.0,2.0,1.0,,,0.0269,,-0.32,3.0,2.0,1.0,1.0,,,True,,,,,,,,,
14566873,home,AFC Ajax,Youri Regeer,youri-regeer,Y. Regeer,M,6,177,744,M,996940,EUR,1061164800,M,6,6,False,57.0,51.0,3.0,2.0,0.0,30.0,31.0,21.0,26.0,4.0,,,,76.0,64.0,6.6,7.0,0.0219484,27.432,9.78961,6.0,,0,,0.03,0.09,-0.1,,2.1,4.96,1.95,0.66,0.12,,,,,,2.0,3.0,,,,,1.0,,,1.0,1.0,1.0,,,,,,2.0,2.0,,,,,,,,,,,,
14566873,home,AFC Ajax,Kenneth Taylor,kenneth-taylor,K. Taylor,M,24,182,3635,M,959806,EUR,1021507200,M,8,8,False,19.0,16.0,1.0,,0.0,7.0,9.0,9.0,10.0,4.0,,,,63.0,33.0,6.7,9.0,0.0983411,28.26,7.89123,6.0,,0,,0.3,0.1,-0.08,,1.89,4.1,1.29,0.48,0.13,,,2.0,,,8.0,5.0,,1.0,,,1.0,,,3.0,2.0,3.0,,,,3.0,1.0,3.0,2.0,,,,,,,,,,,,
14566873,home,AFC Ajax,Oliver Edvardsen,oliver-valaker-edvardsen,O. Edvardsen,M,17,175,592,M,878599,EUR,921801600,F,17,17,False,27.0,23.0,2.0,2.0,0.0,7.0,7.0,16.0,20.0,3.0,,,,90.0,43.0,7.0,11.0,0.220822,29.556,11.02999,16.0,,1,,0.12,0.01,0.17,,2.96,5.16,1.71,0.91,0.29,,,1.0,,1.0,5.0,6.0,3.0,1.0,1.0,1.0,1.0,,1.0,,,2.0,0.0616,1.0,-0.23,1.0,,,5.0,,,,,,,,,,,,
14566873,home,AFC Ajax,Wout Weghorst,wout-weghorst,W. Weghorst,F,25,197,6763,M,252215,EUR,713145600,F,25,25,False,20.0,12.0,1.0,1.0,0.0,3.0,4.0,9.0,16.0,1.0,,,,63.0,28.0,6.5,10.0,0.0327497,30.096,7.55566,7.0,,0,,-0.34,-0.04,-0.02,,2.01,3.47,1.33,0.57,0.17,,,,,3.0,6.0,6.0,,1.0,,,1.0,,1.0,,,1.0,,1.0,,4.0,,1.0,3.0,,,,wout.weghorst,2.0,,,,,,,
14566873,home,AFC Ajax,Mika Godts,mika-godts,M. Godts,F,11,176,3970,M,1149146,EUR,1118102400,F,11,11,False,23.0,19.0,1.0,,0.0,3.0,4.0,16.0,19.0,2.0,,,,76.0,37.0,6.3,14.0,0.019634,29.628,7.8879,10.0,,2,,-0.2,0.58,-0.02,,2.71,3.47,1.02,0.49,0.19,Mika Godts,,3.0,1.0,,5.0,,,5.0,,,,,,,,3.0,0.5919,2.0,-0.57,,,,,,,,,,1.0,1.0,1.0,0.6738,,,
14566873,home,AFC Ajax,James McConnell,mcconnell-james,J. McConnell,M,16,180,2762,M,1138428,EUR,1095033600,M,16,16,True,16.0,14.0,1.0,1.0,0.0,4.0,4.0,10.0,12.0,1.0,,,,27.0,20.0,6.8,2.0,0.0070018,25.668,3.69684,1.0,,0,,0.04,0.04,0.28,,0.77,2.01,0.66,0.22,0.03,James McConnell,,,,,1.0,,,,,,2.0,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,
14566873,home,AFC Ajax,Kasper Dolberg,kasper-dolberg,K. Dolberg,F,9,187,4192,M,795761,EUR,876096000,F,9,9,True,4.0,2.0,,,0.0,,,2.0,4.0,1.0,,,,27.0,9.0,6.3,3.0,0.00076197,26.784,3.22258,2.0,,2,,-0.11,0.03,0.0,,0.86,1.65,0.47,0.2,0.04,,,,,2.0,2.0,3.0,,,,1.0,1.0,,,1.0,1.0,1.0,0.5669,,-0.61,1.0,,2.0,,,,,KDolberg,,1.0,1.0,,0.0754,,,
14566873,home,AFC Ajax,Raúl Moro,raul-moro,R. Moro,M,18,169,1582,M,980383,EUR,1039046400,F,7,7,True,7.0,6.0,,,0.0,1.0,1.0,5.0,6.0,1.0,,,,14.0,12.0,6.7,3.0,0.116996,25.668,2.09545,0.0,,0,,0.24,0.08,0.13,,0.51,1.06,0.37,0.14,0.02,,,2.0,1.0,,1.0,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
14566873,home,AFC Ajax,Oscar Gloukh,oscar-gloukh,O. Gloukh,M,10,170,4707,M,1155158,EUR,1080777600,M,10,10,True,13.0,13.0,,,0.0,3.0,3.0,10.0,10.0,1.0,,,,14.0,16.0,6.6,2.0,0.00924995,27.324,2.47887,2.0,,0,,-0.03,0.07,0.0,,0.41,1.26,0.56,0.2,0.04,Oscar Gloukh,,,,,1.0,1.0,,1.0,,,,,,,,2.0,,,,1.0,,,,1.0,,,,,,,,,,,
14566873,home,AFC Ajax,Josip Šutalo,josip-sutalo,J. Šutalo,D,37,190,4307,M,954836,EUR,951696000,D,37,37,True,9.0,8.0,,,0.0,4.0,4.0,4.0,5.0,2.0,,,,10.0,10.0,6.7,1.0,0.00072249,26.892,1.17795,1.0,,0,,0.02,0.0,0.14,,0.21,0.64,0.21,0.09,0.03,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,josip.sutalo,,,,,,,,
