match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,captain,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_errorLeadToAShot,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,stat_aerialWon,stat_dispossessed,stat_shotOffTarget,stat_expectedGoals,stat_shotValueNormalized,player_firstName,player_lastName,stat_totalContest,stat_wonContest,stat_totalCross,stat_accurateCross,stat_blockedScoringAttempt,stat_bigChanceCreated,stat_totalOffside,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_goodHighClaim,stat_hitWoodwork,player_sofascoreId,stat_lastManTackle,stat_goals
14573132,home,Shelbourne,Wessel Speel,wessel-speel,W. Speel,G,1,198.0,43,M,1014536,EUR,1003276800,G,13,13,False,33.0,16.0,25.0,8.0,0.0,12.0,13.0,4.0,20.0,1.0,8.0,6.0,7.0,1.0,90.0,44.0,6.4,17.0,0.00066062,35.230754609357,5.0,-1.575,3.36,0.3389,0,-0.1696,-0.09,-0.02,-0.34,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14573132,home,Shelbourne,Mark Coyle,coyle-mark,M. Coyle,M,8,178.0,29,M,851818,EUR,855792000,D,8,8,False,29.0,25.0,2.0,1.0,0.0,22.0,26.0,3.0,3.0,4.0,6.0,,,,75.0,42.0,6.0,6.0,0.00835036,37.384168881855,6.0,-14.805,2.415,,0,,-0.06,-0.17,-0.44,,True,2.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
14573132,home,Shelbourne,Paddy Barrett,paddy-barrett,P. Barrett,D,29,182.0,14,M,189897,EUR,743299200,D,29,29,False,50.0,41.0,14.0,6.0,0.0,33.0,36.0,8.0,14.0,5.0,4.0,,,,90.0,64.0,6.0,11.0,0.00450598,99.768525835839,10.0,43.89,40.845,,1,,-0.05,0.09,-0.42,,,2.0,5.0,3.0,2.0,,,,,,1.0,,,,3.0,1.0,1.0,0.024,-0.14,,,,,,,,,,,,,,,,,
14573132,home,Shelbourne,Kameron Ledwidge,ledwidge-kameron,K. Ledwidge,D,4,179.0,10,M,995665,EUR,986601600,D,4,4,False,35.0,30.0,5.0,2.0,0.0,20.0,20.0,10.0,15.0,4.0,,,,,59.0,50.0,6.2,6.0,0.00592133,57.923024862842,8.0,19.11,12.285,,0,,0.12,0.03,-0.34,,,2.0,3.0,4.0,,1.0,,2.0,1.0,,1.0,,1.0,,,,,,,,,2.0,2.0,,,,,,,,,,,,,
14573132,home,Shelbourne,Milan Mbeng,milan-mbeng,M. Mbeng,D,25,182.0,31,M,1396499,EUR,1018051200,M,25,25,False,14.0,11.0,2.0,1.0,0.0,9.0,10.0,2.0,4.0,5.0,5.0,,,,81.0,36.0,6.2,10.0,0.0089113,64.840470937024,9.0,27.09,16.065,,0,,-0.06,0.05,0.13,,,1.0,4.0,6.0,,,,1.0,1.0,,1.0,3.0,,1.0,,1.0,,,,,,4.0,2.0,1.0,,,,,,,,,,,,
14573132,home,Shelbourne,Jack Henry-Francis,jack-henry-francis,J. Henry-Francis,M,21,181.0,456,M,1110078,EUR,1064275200,M,21,21,False,28.0,21.0,1.0,,0.0,12.0,13.0,9.0,15.0,2.0,4.0,,,,90.0,43.0,6.5,11.0,0.0479797,183.47126850202,15.0,86.625,38.745,,0,,-0.03,0.32,-0.17,,,,3.0,3.0,1.0,,1.0,1.0,1.0,,1.0,,,1.0,1.0,2.0,,,,,,1.0,1.0,2.0,1.0,,,,,,,,,,,
14573132,home,Shelbourne,Kerr McInroy,mcinroy-kerr,K. Mcinroy,M,23,180.0,41,M,855824,EUR,967680000,M,23,23,False,31.0,25.0,1.0,1.0,0.0,15.0,18.0,10.0,13.0,1.0,2.0,,,,90.0,44.0,6.2,10.0,0.0449314,49.883431467191,9.0,-1.785,7.245,,2,,0.1,0.03,-0.15,,,,4.0,1.0,,,,,,,,1.0,1.0,,,2.0,1.0,0.0431,-0.18,,,1.0,,2.0,2.0,1.0,,,,,,,,,,
14573132,home,Shelbourne,Evan Caffrey,caffrey-evan,E. Caffrey,M,27,174.0,26,M,1128497,EUR,1046304000,M,27,27,False,23.0,18.0,3.0,1.0,0.0,6.0,8.0,12.0,15.0,1.0,5.0,,,,90.0,30.0,6.0,7.0,0.011568,40.584491679318,6.0,6.615,9.24,,0,,-0.1,0.01,-0.21,,,2.0,4.0,1.0,1.0,,,1.0,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,
14573132,home,Shelbourne,Harry Wood,harry-wood,H. Wood,F,7,175.0,71,M,1065202,EUR,1028246400,F,7,7,False,44.0,39.0,7.0,4.0,0.0,22.0,23.0,17.0,21.0,3.0,5.0,,,,81.0,59.0,7.2,8.0,0.253786,62.405276173589,8.0,-32.445,1.365,,0,,0.12,0.2,0.35,,,,1.0,3.0,,,2.0,1.0,1.0,,1.0,1.0,,,,,,,,Harry Wood,,2.0,1.0,2.0,1.0,,,,,,,,,,,
14573132,home,Shelbourne,Sean Boyd,sean-boyd,S. Boyd,F,9,191.0,66,M,807315,EUR,898300800,F,9,9,False,15.0,10.0,,,0.0,6.0,7.0,4.0,8.0,1.0,2.0,,,,90.0,33.0,6.9,11.0,0.027286,83.004717341403,9.0,36.33,18.375,,1,,-0.01,0.35,-0.01,,,7.0,9.0,10.0,1.0,,,,,,5.0,7.0,,1.0,3.0,1.0,1.0,0.029,-0.05,,,,,,,,1.0,1.0,,,,,,,,
14573132,home,Shelbourne,John Martin,martin-john,J. Martin,F,10,185.0,199,M,883223,EUR,915494400,F,10,10,False,8.0,6.0,,,0.0,1.0,2.0,5.0,6.0,1.0,1.0,,,,59.0,17.0,6.9,3.0,0.00718171,27.495397333646,4.0,17.745,7.875,,0,,0.01,0.0,0.24,,,,2.0,3.0,,,,,,,,1.0,1.0,,2.0,1.0,,,,,,,,,,,,,,,,,,,,
14573132,home,Shelbourne,Tyreke Wilson,tyreke-wilson,T. Wilson,D,22,172.0,31,M,877560,EUR,944092800,D,3,3,True,15.0,11.0,2.0,,0.0,6.0,8.0,5.0,7.0,,,,,,31.0,17.0,6.6,5.0,0.00646774,9.3725396771633,1.0,-1.89,-1.89,,0,,-0.02,-0.02,-0.08,,,,2.0,3.0,,,,,,,1.0,,2.0,,3.0,,,,,,,,,,,,,,,,,,,,,
14573132,home,Shelbourne,Daniel Kelly,daniel-kelly,D. Kelly,F,17,183.0,27,M,927586,EUR,832636800,F,17,17,True,3.0,2.0,,,0.0,1.0,1.0,1.0,2.0,,1.0,,,,31.0,12.0,6.9,5.0,0.0002692,77.220306623336,5.0,28.98,23.1,,1,,-0.02,0.33,0.13,,,,4.0,2.0,1.0,1.0,,1.0,1.0,,2.0,,1.0,,,1.0,,0.3014,0.16,,,2.0,1.0,,,,,,1.0,1.0,0.6807,,,,,
14573132,home,Shelbourne,Sean Gannon,sean-gannon,S. Gannon,D,2,183.0,14,M,153829,EUR,679190400,D,2,2,True,8.0,7.0,1.0,1.0,0.0,6.0,6.0,1.0,2.0,1.0,1.0,,,,15.0,10.0,6.8,1.0,0.0134978,11.002038038473,1.0,-10.395,-10.395,,0,,0.05,-0.54,0.17,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
14573132,home,Shelbourne,Lewis Temple,lewis-temple,L. Temple,D,26,191.0,28,M,1384438,EUR,1118448000,D,24,24,True,1.0,1.0,,,0.0,1.0,1.0,,,1.0,,,,,9.0,6.0,6.5,2.0,6.66e-06,,,,,,0,,0.0,,0.0,,,,1.0,,,,,,,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,
