match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_keyPass,stat_totalShots,player_firstName,player_lastName,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_bigChanceMissed,stat_shotOffTarget,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_outfielderBlock,stat_totalCross,stat_unsuccessfulTouch,stat_onTargetScoringAttempt,stat_accurateCross,stat_bigChanceCreated,stat_goals,stat_blockedScoringAttempt,captain,stat_hitWoodwork,stat_goalAssist,stat_totalOffside
10407744,home,Oud-Heverlee Leuven,Valentin Cojocaru,valentin-cojocaru,V. Cojocaru,G,77,195,225,M,182363,EUR,812505600,G,12,12,False,29.0,25.0,5.0,2.0,24.0,25.0,1.0,4.0,2.0,8.0,2.0,5.0,1.0,1.0,1.0,90.0,41.0,7.3,4.0,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10407744,home,Oud-Heverlee Leuven,Louis Patris,louis-patris,L. Patris,M,27,187,275,M,923972,EUR,991872000,D,25,25,False,34.0,26.0,3.0,2.0,12.0,12.0,14.0,22.0,3.0,6.0,,,,,,90.0,64.0,7.4,13.0,2.0,1,,,1.0,2.0,5.0,8.0,1.0,1.0,2.0,1.0,1.0,1.0,5.0,4.0,4.0,1.0,1.0,,,,,,,,,,,,
10407744,home,Oud-Heverlee Leuven,Ewoud Pletinckx,ewoud-pletinckx,E. Pletinckx,D,28,190,193,M,949101,EUR,971136000,D,28,28,False,69.0,62.0,12.0,7.0,50.0,53.0,12.0,16.0,7.0,7.0,,,,,,90.0,87.0,7.6,7.0,,0,,,1.0,,3.0,4.0,,,,,,,,4.0,3.0,,2.0,3.0,,,,,,,,,,,
10407744,home,Oud-Heverlee Leuven,Federico Ricca,federico-ricca,F. Ricca,D,16,175,168,M,590036,EUR,786240000,D,14,14,False,76.0,69.0,14.0,11.0,58.0,60.0,11.0,17.0,6.0,4.0,,,,,,90.0,89.0,7.0,9.0,,0,Federico,Ricca,2.0,2.0,4.0,5.0,,,,,,,2.0,2.0,1.0,1.0,2.0,,1.0,1.0,,,,,,,,,
10407744,home,Oud-Heverlee Leuven,Richie Sagrado,richie-sagrado,R. Sagrado,M,20,182,282,M,1198069,EUR,1075420800,D,52,52,False,17.0,16.0,1.0,,8.0,9.0,8.0,8.0,2.0,2.0,,,,,,70.0,31.0,7.0,2.0,,1,Richie Sagrado,,,1.0,2.0,6.0,,1.0,,,,,1.0,3.0,2.0,2.0,1.0,,,,1.0,,,,,,,,
10407744,home,Oud-Heverlee Leuven,Casper De Norre,casper-de-norre,C. D. Norre,M,24,175,155,M,823654,EUR,855273600,M,24,24,False,50.0,42.0,5.0,3.0,17.0,18.0,26.0,33.0,1.0,6.0,,,,,,90.0,62.0,7.9,10.0,2.0,1,,,,,,2.0,,,,,,,2.0,2.0,1.0,,,,1.0,2.0,1.0,1.0,1.0,1.0,,,,,
10407744,home,Oud-Heverlee Leuven,Siebe Schrijvers,siebe-schrijvers,S. Schrijvers,M,8,178,212,M,190413,EUR,837648000,M,8,8,False,43.0,33.0,7.0,5.0,23.0,26.0,11.0,19.0,,7.0,,,,,,76.0,57.0,6.8,13.0,1.0,1,,,2.0,,5.0,4.0,1.0,1.0,1.0,1.0,,1.0,,2.0,1.0,1.0,1.0,,2.0,1.0,,1.0,,,,,,,
10407744,home,Oud-Heverlee Leuven,Mousa Tamari,mousa-al-taamari,M. Tamari,F,11,175,5676,M,876600,EUR,865900800,M,11,11,False,20.0,13.0,1.0,1.0,3.0,3.0,10.0,19.0,,5.0,,,,,,85.0,46.0,7.1,18.0,,6,,,1.0,,9.0,2.0,1.0,3.0,6.0,2.0,1.0,2.0,2.0,,,,,,2.0,2.0,3.0,,,1.0,1.0,,,,
10407744,home,Oud-Heverlee Leuven,Mathieu Maertens,mathieu-maertens,M. Maertens,F,33,182,86,M,360652,EUR,796262400,M,33,33,False,33.0,28.0,2.0,,5.0,5.0,23.0,30.0,,2.0,,,,,,90.0,44.0,7.7,8.0,,3,,,,1.0,1.0,4.0,,1.0,1.0,1.0,,,1.0,,,2.0,,,2.0,,3.0,,,1.0,,True,1.0,,
10407744,home,Oud-Heverlee Leuven,Jón Dagur Þórsteinsson,jon-dagur-thorsteinsson,J. D. Þórsteinsson,F,16,177,285,M,862449,EUR,912038400,M,7,7,False,17.0,16.0,4.0,3.0,1.0,2.0,16.0,20.0,,3.0,,,,,,70.0,29.0,6.9,8.0,2.0,0,,,,,5.0,3.0,2.0,1.0,3.0,1.0,,,,1.0,1.0,1.0,,,5.0,,,1.0,1.0,,,,,1.0,
