match_id,text,homeScore,awayScore,isLive,time,addedTime,timeSeconds,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,length,id,isHome,incidentClass,player_id,player_name,injury,description,reason,confirmed,playerName,rescinded
11401965,FT,4.0,1.0,False,90,999.0,5400.0,1,0.0,2700.0,period,,,,,,,,,,,,
11401965,,,,,90,0.0,,1,,,injuryTime,5.0,,,,,,,,,,,
11401965,,4.0,1.0,,87,,,4,,,goal,,177438699.0,True,regular,100386.0,Steven Berghuis,,,,,,
11401965,,,,,82,,,9,,,substitution,,122334455.0,True,regular,,,False,,,,,
11401965,,,,,82,,,9,,,substitution,,122334456.0,False,regular,,,False,,,,,
11401965,,,,,82,,,9,,,substitution,,122334457.0,False,regular,,,False,,,,,
11401965,,,,,79,,,12,,,substitution,,122334448.0,True,regular,,,False,,,,,
11401965,,,,,76,,,15,,,substitution,,122334440.0,False,regular,,,False,,,,,
11401965,,,,,76,,,15,,,substitution,,122334439.0,False,regular,,,False,,,,,
11401965,,,,,70,,,21,,,inGamePenalty,,118448567.0,True,missed,910048.0,Brian Brobbey,,Goalkeeper save,goalkeeperSave,,,
11401965,,,,,68,,,23,,,varDecision,,22880.0,True,penaltyNotAwarded,361798.0,Steven Bergwijn,,,,False,,
11401965,,3.0,1.0,,64,,,27,,,goal,,177436513.0,True,regular,1160026.0,Kristian Hlynsson,,,,,,
11401965,,,,,62,,,29,,,substitution,,122334409.0,False,regular,,,False,,,,,
11401965,,,,,52,,,39,,,substitution,,122334372.0,True,injury,,,True,,,,,
11401965,HT,2.0,1.0,False,45,999.0,2700.0,1,0.0,2700.0,period,,,,,,,,,,,,
11401965,,,,,45,0.0,,1,,,injuryTime,3.0,,,,,,,,,,,
11401965,,,,,38,,,8,,,card,,121093356.0,True,yellow,1102659.0,Benjamin Tahirović,,,Argument,,Benjamin Tahirović,False
11401965,,2.0,1.0,,35,,,11,,,goal,,177432578.0,True,regular,910048.0,Brian Brobbey,,,,,,
11401965,,1.0,1.0,,15,,,31,,,goal,,177430798.0,False,regular,36781.0,Michiel Kramer,,,,,,
11401965,,1.0,0.0,,9,,,37,,,goal,,177430364.0,True,regular,910048.0,Brian Brobbey,,,,,,
