match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_totalOffside,player_firstName,player_lastName,captain,stat_aerialWon,stat_outfielderBlock,stat_challengeLost,stat_dispossessed,stat_blockedScoringAttempt,stat_expectedGoals,stat_shotValueNormalized,stat_keyPass,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_penaltyWon,stat_bigChanceMissed,stat_shotOffTarget,stat_goodHighClaim,stat_penaltyFaced,stat_penaltyConceded,player_sofascoreId
14035872,home,RC Sporting Charleroi,Martin Delavallée,martin-delavalee,M. Delavallée,G,55,185.0,123,M,1141106,EUR,1079568000,G,55,55,False,26.0,15.0,19.0,8.0,0.0,11.0,12.0,4.0,14.0,1.0,11.0,2.0,3.0,90.0,38.0,6.6,14.0,0.00212305,0.0156,0,-0.3435,0.1,0.0,-0.03,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14035872,home,RC Sporting Charleroi,Jeremy Petris,jeremy-petris,J. Petris,D,29,183.0,120,M,910937,EUR,885945600,D,98,98,False,36.0,33.0,7.0,5.0,0.0,15.0,16.0,18.0,20.0,,4.0,,,90.0,57.0,7.3,11.0,0.0982657,,0,,0.36,0.11,-0.18,,8.0,2.0,1.0,2.0,6.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
14035872,home,RC Sporting Charleroi,Aiham Ousou,aiham-ousou,A. Ousou,D,4,186.0,1246,M,965265,EUR,947376000,D,4,4,False,29.0,28.0,1.0,1.0,0.0,17.0,18.0,11.0,11.0,1.0,,,,45.0,36.0,7.4,1.0,0.0106476,,0,,0.28,0.03,0.24,,,,,,3.0,,,2.0,,,,2.0,,,,,True,1.0,,,,,,,,,,,,,,,,,,
14035872,home,RC Sporting Charleroi,Cheick Keita,cheick-keita,C. Keita,D,95,185.0,229,M,1407973,EUR,1049241600,D,95,95,False,40.0,38.0,8.0,7.0,0.0,31.0,33.0,7.0,7.0,4.0,4.0,,,90.0,49.0,7.0,3.0,0.00396131,,0,,0.04,0.04,0.18,,,,1.0,1.0,1.0,,,,,,,1.0,,,Cheick Keita,,,,1.0,,,,,,,,,,,,,,,,,
14035872,home,RC Sporting Charleroi,Mardochee Nzita,mardochee-nzita,M. Nzita,D,24,178.0,111,M,990726,EUR,951350400,D,24,24,False,37.0,31.0,4.0,1.0,0.0,19.0,21.0,12.0,16.0,4.0,2.0,,,68.0,66.0,6.9,14.0,0.0107088,,1,,0.1,0.16,-0.09,,6.0,1.0,,4.0,4.0,1.0,,2.0,3.0,2.0,,,1.0,,,,,1.0,1.0,1.0,1.0,1.0,0.0464,-0.24,,,,,,,,,,,,
14035872,home,RC Sporting Charleroi,Yassine Titraoui,yassine-titraoui,Y. Titraoui,M,22,170.0,2454,M,1094538,EUR,1059177600,M,22,22,False,68.0,61.0,8.0,8.0,0.0,24.0,25.0,37.0,43.0,1.0,5.0,,,90.0,84.0,8.1,12.0,0.20894,,0,,0.66,0.23,-0.05,,,,,2.0,3.0,1.0,,3.0,2.0,1.0,3.0,1.0,,1.0,Yacine Titraoui,,,,,1.0,,,,,1.0,,,,,,,,,,,
14035872,home,RC Sporting Charleroi,Etienne Camara,etienne-camara,E. Camara,M,5,190.0,290,M,1097542,EUR,1048982400,M,5,5,False,51.0,41.0,8.0,6.0,1.0,23.0,26.0,18.0,25.0,6.0,7.0,,,90.0,75.0,7.9,12.0,0.19901,,1,,0.32,0.08,0.23,,,,1.0,6.0,11.0,,,1.0,6.0,3.0,1.0,,3.0,,Etienne Camara,,,5.0,,1.0,1.0,1.0,0.1457,0.04,2.0,1.0,,,,,,,,,,
14035872,home,RC Sporting Charleroi,Antoine Bernier,antoine-bernier,A. Bernier,M,17,170.0,106,M,834261,EUR,873849600,M,17,17,False,19.0,15.0,,,0.0,6.0,6.0,9.0,13.0,,3.0,,,75.0,35.0,7.3,11.0,0.0427323,,1,,-0.03,0.14,-0.09,,,,,9.0,3.0,4.0,1.0,2.0,1.0,,2.0,,4.0,,,,,1.0,,1.0,1.0,,0.0994,0.51,1.0,,1.0,1.0,0.6914,,,,,,,
14035872,home,RC Sporting Charleroi,Jakob Napoleon Romsaas,jakob-napoleon-romsaas,J. N. Romsaas,F,8,187.0,202,M,1198306,EUR,1084665600,M,8,8,False,21.0,16.0,2.0,1.0,0.0,5.0,5.0,11.0,16.0,,2.0,,,68.0,31.0,6.7,6.0,0.0193333,,1,,0.05,0.05,-0.1,,,,,3.0,4.0,1.0,1.0,1.0,1.0,1.0,,2.0,,,Jakob Napoleon Romsaas,,,,1.0,2.0,1.0,,0.1198,-0.17,2.0,,1.0,,0.0512,,,,,,,
14035872,home,RC Sporting Charleroi,Parfait Guiagon,parfait-guiagon,P. Guiagon,M,10,169.0,1096,M,1030459,EUR,982800000,M,10,10,False,52.0,47.0,3.0,3.0,1.0,9.0,10.0,38.0,42.0,,8.0,,,90.0,71.0,9.7,11.0,0.0478492,,3,,0.15,0.24,-0.05,,4.0,,,1.0,8.0,6.0,5.0,,,,1.0,2.0,,,,,,1.0,,,,1.0,0.9995,0.7,2.0,,2.0,2.0,1.2643,1.0,,,,,,
