match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,captain,stat_goalAssist,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_bigChanceCreated,stat_totalClearance,stat_interceptionWon,stat_unsuccessfulTouch,stat_wasFouled,stat_keyPass,stat_aerialLost,stat_shotOffTarget,stat_hitWoodwork,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_fouls,stat_totalContest,stat_blockedScoringAttempt,stat_totalOffside,stat_dispossessed,stat_wonContest,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_goals,stat_crossNotClaimed,stat_savedShotsFromInsideTheBox,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_errorLeadToAShot
10385558,home,Newcastle United,Nick Pope,,,nick-pope,N. Pope,G,1,198,4628,M,npope29,162653,EUR,703641600,G,22,22,False,18.0,12.0,10.0,4.0,10.0,11.0,2.0,7.0,6.0,1.0,90.0,24.0,7.1,7.0,0.0,0.0,0.00028285,0,0.0868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385558,home,Newcastle United,Kieran Trippier,,,kieran-trippier,K. Trippier,D,2,174,8369,M,ktrippier2,69256,EUR,653702400,D,2,2,False,51.0,37.0,11.0,4.0,19.0,23.0,24.0,38.0,9.0,,90.0,83.0,8.1,19.0,0.0,0.0,0.607923,0,,True,1.0,10.0,6.0,1.0,1.0,2.0,1.0,1.0,5.0,2.0,1.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,
10385558,home,Newcastle United,Fabian Schär,,,fabian-schar,F. Schär,D,5,186,3172,M,,101882,EUR,693187200,D,5,5,False,31.0,23.0,5.0,1.0,15.0,21.0,8.0,10.0,3.0,,90.0,45.0,7.2,8.0,0.3711,0.0,0.0200497,4,,,,,,1.0,4.0,3.0,1.0,,2.0,1.0,,,,2.0,4.0,1.0,1.0,2.0,2.0,1.0,,,,,,,,,,,,,
10385558,home,Newcastle United,Sven Botman,,,sven-botman,S. Botman,D,4,193,3377,M,,910046,EUR,947635200,D,4,4,False,34.0,30.0,2.0,2.0,19.0,23.0,11.0,11.0,6.0,,90.0,44.0,7.3,4.0,0.0,0.0,0.00175459,0,,,,,,4.0,,4.0,,,1.0,3.0,,,,,,,1.0,,,,,,,,,,,,,,,,
10385558,home,Newcastle United,Dan Burn,,,dan-burn,D. Burn,D,33,201,4473,M,,99090,EUR,705369600,D,33,33,False,27.0,21.0,2.0,,9.0,11.0,12.0,16.0,6.0,,90.0,54.0,7.0,12.0,0.113,0.0,0.00687138,1,,,,,,2.0,7.0,8.0,3.0,,,,1.0,,1.0,,1.0,,,6.0,5.0,3.0,1.0,,,,,,,,,,,,
10385558,home,Newcastle United,Sean Longstaff,,,sean-longstaff,S. Longstaff,M,8,187,1652,M,,866191,EUR,878169600,M,36,36,False,34.0,27.0,4.0,3.0,12.0,14.0,15.0,23.0,8.0,,90.0,55.0,7.2,12.0,0.3326,0.0,0.00969455,2,,,,3.0,,1.0,2.0,8.0,,,,,2.0,5.0,,1.0,1.0,,,2.0,2.0,1.0,,1.0,1.0,,,,,,,,,,
10385558,home,Newcastle United,Bruno Guimarães,,,bruno-guimaraes,B. Guimarães,M,39,182,31550,M,BrunoGuimarães,866469,EUR,879638400,M,39,39,False,42.0,38.0,2.0,2.0,14.0,16.0,24.0,26.0,9.0,,90.0,59.0,7.3,9.0,0.034,0.0,0.214015,1,,,,,,,6.0,9.0,1.0,,,1.0,1.0,2.0,3.0,,,,,4.0,1.0,1.0,3.0,1.0,,4.0,3.0,,,,,,,,
10385558,home,Newcastle United,Joe Willock,,,joe-willock,J. Willock,M,28,186,2651,M,,888550,EUR,935107200,M,28,28,False,24.0,21.0,2.0,1.0,8.0,8.0,13.0,16.0,6.0,,84.0,41.0,7.0,5.0,1.7321,1.5759,0.0259628,6,,,,,,,3.0,5.0,2.0,,,1.0,1.0,,,,2.0,,,2.0,2.0,,4.0,2.0,,,3.0,2.0,2.0,1.0,,,,,
10385558,home,Newcastle United,Jacob Murphy,,,jacob-murphy,J. Murphy,F,23,176,3564,M,,372336,EUR,793584000,F,23,23,False,23.0,16.0,2.0,1.0,,1.0,17.0,24.0,1.0,,68.0,38.0,6.9,14.0,0.0423,0.0,0.254176,1,,,,2.0,1.0,,4.0,1.0,,,,1.0,3.0,,3.0,1.0,1.0,,,,,,1.0,,,3.0,1.0,,,,,,,,
10385558,home,Newcastle United,Alexander Isak,,,alexander-isak,A. Isak,F,9,193,100485,M,AlexIsak,823941,EUR,937872000,F,14,14,False,16.0,11.0,1.0,1.0,1.0,2.0,10.0,14.0,3.0,,80.0,30.0,7.2,9.0,0.3906,0.0506,0.290315,3,,,,,,2.0,7.0,7.0,1.0,,,,1.0,2.0,3.0,3.0,,,,2.0,1.0,1.0,2.0,2.0,,1.0,1.0,,1.0,,,,,,
