match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_lastManTackle,stat_totalProgressiveBallCarriesDistance,stat_progressiveBallCarriesCount,stat_outfielderBlock,stat_fouls,stat_unsuccessfulTouch,player_lastName,stat_blockedScoringAttempt,stat_expectedGoals,stat_keyPass,stat_shotValueNormalized,stat_accurateCross,stat_dispossessed,player_sofascoreId,captain,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_clearanceOffLine,stat_totalOffside,stat_expectedGoalsOnTarget,stat_wonContest,stat_interceptionWon,stat_bigChanceCreated,stat_bigChanceMissed,stat_hitWoodwork,stat_goals
14504827,home,West Ham United,Alphonse Aréola,alphonse-areola,A. Aréola,G,23,195,3046,M,96531,EUR,730771200,G,23,23,False,29.0,13.0,22.0,6.0,0.0,9.0,12.0,4.0,17.0,12.0,2.0,4.0,4.0,90.0,45.0,7.1,17.0,0.00157846,12.425377057291,2.0,9.555,5.145,0.4537,0,-0.2501,0.05,0.01,-0.06,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14504827,home,West Ham United,Oliver Scarles,scarles-oliver,O. Scarles,M,30,180,573,M,1150952,EUR,1134345600,D,30,30,False,13.0,12.0,1.0,,0.0,5.0,5.0,7.0,8.0,,,,,45.0,30.0,6.4,4.0,0.00627346,23.536367430582,5.0,-5.88,3.15,,0,,0.06,-0.23,-0.14,,Oliver Scarles,1.0,2.0,1.0,4.0,4.0,1.0,1.0,4.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
14504827,home,West Ham United,Jean-Clair Todibo,jean-clair-todibo,J-C. Todibo,D,25,189,2607,M,945217,EUR,946512000,D,25,25,False,38.0,33.0,5.0,3.0,0.0,20.0,23.0,13.0,15.0,4.0,,,,90.0,48.0,6.6,5.0,0.00237364,137.28790611961,16.0,54.705,29.505,,0,,0.04,0.03,0.24,,,,3.0,1.0,5.0,4.0,2.0,,5.0,3.0,3.0,,1.0,30.027267624611,1.0,,,,,,,,,,,,,,,,,,,,,,,
14504827,home,West Ham United,Max Kilman,max-kilman,M. Kilman,D,3,192,1250,M,894474,EUR,864345600,D,3,3,False,30.0,26.0,7.0,3.0,0.0,16.0,17.0,10.0,13.0,2.0,,,,90.0,50.0,7.3,5.0,0.00161954,87.915054767538,11.0,48.51,15.435,,0,,0.03,0.06,0.8,,,1.0,6.0,2.0,8.0,3.0,1.0,,11.0,,,1.0,,,,3.0,1.0,,,,,,,,,,,,,,,,,,,,,
14504827,home,West Ham United,Kyle Walker-Peters,kyle-walker-peters,K. Walker-Peters,D,2,173,1504,M,823085,EUR,860889600,D,2,2,False,13.0,10.0,3.0,1.0,0.0,4.0,5.0,6.0,8.0,1.0,,,,45.0,21.0,6.3,4.0,0.00104582,22.94167252583,3.0,0.20999999999998,9.975,,0,,-0.05,-0.12,-0.19,,,,1.0,2.0,2.0,2.0,,,2.0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,
14504827,home,West Ham United,Tomáš Souček,tomas-soucek,T. Souček,M,28,192,3256,M,799041,EUR,793843200,M,28,28,False,31.0,18.0,5.0,,0.0,12.0,14.0,6.0,17.0,2.0,,,,71.0,43.0,6.5,14.0,0.0100733,23.931417108244,4.0,-0.63,6.3,,1,,-0.12,0.02,0.18,,,,3.0,4.0,5.0,5.0,1.0,,6.0,1.0,1.0,,,,,,1.0,,,1.0,0.1074,1.0,0.02,,,,,,,,,,,,,,,
14504827,home,West Ham United,Andy Irving,andy-irving,A. Irving,M,18,186,452,M,845464,EUR,958176000,M,39,39,False,34.0,31.0,3.0,3.0,0.0,13.0,13.0,18.0,21.0,7.0,,,,61.0,49.0,6.6,10.0,0.0173869,102.54601911804,10.0,67.095,35.49,,0,,0.02,0.07,-0.05,,,5.0,2.0,,4.0,2.0,,1.0,,2.0,,,,36.03717019967,1.0,,,1.0,,,,1.0,,1.0,1.0,,,,,,,,,,,,,
14504827,home,West Ham United,Jarrod Bowen,jarrod-bowen,J. Bowen,M,20,174,9125,M,552884,EUR,851040000,M,20,20,False,20.0,12.0,3.0,,0.0,4.0,6.0,8.0,14.0,3.0,,,,90.0,40.0,6.7,18.0,0.00714526,125.96842794154,12.0,102.9,28.035,,2,,-0.28,0.22,0.28,,,5.0,3.0,,6.0,3.0,,3.0,2.0,1.0,1.0,2.0,,74.149775738204,3.0,1.0,,2.0,,,0.0935,1.0,-0.36,,,jarrodbowen,True,1.0,1.0,1.0,1.0,0.2026,,,,,,
14504827,home,West Ham United,Crysencio Summerville,crysencio-summerville,C. Summerville,M,7,174,5285,M,917005,EUR,1004400000,M,7,7,False,23.0,20.0,1.0,1.0,0.0,8.0,8.0,12.0,15.0,3.0,,,,90.0,38.0,7.0,10.0,0.0371246,247.83130731951,17.0,127.575,41.37,,2,,-0.03,0.64,-0.13,,,3.0,,,3.0,5.0,,2.0,,1.0,1.0,2.0,,156.69799588574,5.0,,2.0,3.0,,1.0,0.0552,1.0,-0.13,,1.0,csummerville7,,1.0,,,,,2.0,,,,,
14504827,home,West Ham United,Mateus Fernandes,mateus-fernandes,M. Fernandes,M,18,178,3830,M,1142562,EUR,1089417600,M,18,18,False,12.0,12.0,,,0.0,6.0,6.0,6.0,6.0,2.0,,,,45.0,17.0,6.6,2.0,0.011079,70.286509866062,5.0,34.125,32.76,,1,,0.07,0.17,0.14,,,1.0,1.0,,3.0,1.0,1.0,1.0,,1.0,1.0,,,36.156708921029,1.0,1.0,,,,1.0,0.0512,,-0.15,,,,,,,,,,,,,,,
