match_id,side,team,player_name,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_duelLost,stat_challengeLost,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_interceptionWon,stat_unsuccessfulTouch,player_jerseyNumber,stat_aerialLost,stat_totalTackle,stat_wonTackle,stat_shotOffTarget,player_firstName,player_lastName,stat_fouls,stat_keyPass,stat_dispossessed,stat_onTargetScoringAttempt,stat_totalOffside,stat_bigChanceMissed,stat_blockedScoringAttempt,captain,stat_accurateCross,stat_bigChanceCreated,stat_goals,stat_hitWoodwork,stat_errorLeadToAShot
11452949,home,Abha,Ciprian Tătărușanu,ciprian-tatarusanu,C. Tătărușanu,G,198.0,624,M,44453,EUR,508291200,G,16,16,False,28.0,13.0,20.0,5.0,0.0,12.0,13.0,1.0,15.0,3.0,4.0,3.0,9.0,1.0,3.0,4.0,6.0,3.0,90.0,43.0,8.7,15.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11452949,home,Abha,Saleh Al Qumayzi,saleh-al-qumayzi,S. Al Qumayzi,D,180.0,9,M,160891,EUR,688780800,D,17,17,False,16.0,9.0,5.0,,0.0,6.0,8.0,3.0,9.0,2.0,6.0,5.0,2.0,3.0,,,,,90.0,37.0,7.3,9.0,0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,
11452949,home,Abha,Fabián Noguera,fabian-noguera,F. Noguera,D,192.0,73,M,581620,EUR,732585600,D,18,18,False,32.0,29.0,5.0,3.0,0.0,19.0,20.0,10.0,12.0,2.0,3.0,4.0,1.0,,,,,,90.0,41.0,7.4,3.0,0,,1.0,,,,2.0,1.0,,29,1.0,1.0,1.0,,,,,,,,,,,,,,,,
11452949,home,Abha,Zakaria Al-Sudani,zakaria-al-sudani,Z. Al-Sudani,M,183.0,5,M,328851,EUR,712195200,D,21,21,False,35.0,32.0,5.0,3.0,0.0,25.0,27.0,7.0,8.0,2.0,6.0,12.0,4.0,1.0,,,,,90.0,60.0,8.2,3.0,1,,1.0,1.0,1.0,1.0,2.0,5.0,,,,2.0,,1.0,,,,,,,,,,,,,,,
11452949,home,Abha,Mohammed Naji,mohammed-naji,M. Naji,D,170.0,4,M,893173,EUR,751939200,D,3,3,False,32.0,24.0,9.0,3.0,0.0,17.0,22.0,7.0,10.0,2.0,4.0,6.0,7.0,1.0,,,,,90.0,52.0,6.9,11.0,0,,5.0,1.0,1.0,,,3.0,,4,2.0,2.0,1.0,,Mohammed,Naji,1.0,1.0,,,,,,,,,,,
11452949,home,Abha,Fahad Bin Jumayah,fahad-bin-jumayah,F. B. Jumayah,D,170.0,22,M,893514,EUR,800064000,M,14,14,False,8.0,5.0,2.0,1.0,0.0,2.0,3.0,3.0,7.0,1.0,5.0,2.0,2.0,,,,,,73.0,18.0,6.6,5.0,0,2.0,6.0,2.0,,,,,,14,1.0,4.0,3.0,,,,3.0,,,,,,,,,,,,
11452949,home,Abha,Grzegorz Krychowiak,grzegorz-krychowiak,G. Krychowiak,M,187.0,2715,M,76227,EUR,633571200,M,5,5,False,29.0,24.0,5.0,2.0,0.0,7.0,8.0,17.0,21.0,,3.0,2.0,4.0,2.0,,,,,90.0,41.0,6.8,7.0,1,,6.0,2.0,,,,2.0,1.0,4,1.0,1.0,,,Grzegorz,Krychowiak,2.0,,1.0,1.0,1.0,,,,,,,,
11452949,home,Abha,Uroš Matić,uros-matic,U. Matić,M,185.0,66,M,63273,EUR,643420800,M,8,8,False,32.0,26.0,4.0,1.0,0.0,19.0,21.0,7.0,11.0,,2.0,2.0,7.0,1.0,,,,,90.0,46.0,6.8,6.0,2,,2.0,2.0,,,,5.0,,,,1.0,1.0,1.0,,,,,,,,1.0,1.0,,,,,,
11452949,home,Abha,Saad Al-Salouli,saad-alselouli,S. Al-Salouli,M,168.0,15,M,917266,EUR,896054400,M,88,88,False,4.0,3.0,,,0.0,,,3.0,4.0,,,,,,,,,,45.0,7.0,6.4,3.0,0,,3.0,1.0,,,,,,24,1.0,,,,,,,,1.0,,,,,,,,,,
11452949,home,Abha,Saad Bguir,bguir-saad,S. Bguir,M,178.0,637,M,563030,EUR,764294400,F,10,10,False,22.0,18.0,1.0,1.0,0.0,6.0,9.0,13.0,14.0,,5.0,,5.0,2.0,,,,,90.0,35.0,7.3,7.0,1,1.0,1.0,,2.0,2.0,,,1.0,18,,1.0,,,Saad,Bguir,,4.0,1.0,,,,1.0,True,1.0,1.0,,,
11452949,home,Abha,François Kamano,francois-kamano,F. Kamano,M,182.0,1456,M,580800,EUR,830995200,F,11,11,False,20.0,16.0,,,1.0,8.0,8.0,9.0,13.0,,4.0,,7.0,,,,,,88.0,33.0,7.7,7.0,1,1.0,7.0,4.0,1.0,1.0,,,3.0,45,,3.0,3.0,,,,3.0,3.0,,,,,1.0,,1.0,2.0,,,
11452949,home,Abha,Omar Al-Ruwaili,omar-al-ruwaili,O. Al-Ruwaili,F,179.0,6,M,868543,EUR,835056000,F,90,90,True,9.0,5.0,2.0,,0.0,2.0,4.0,3.0,5.0,1.0,1.0,3.0,1.0,,,,,,45.0,15.0,6.7,5.0,2,,4.0,1.0,1.0,,,,,,2.0,,,1.0,,,1.0,,,1.0,,1.0,,,,,1.0,,
11452949,home,Abha,Nawaf Al Sadi,nawaf-alsadi,N. A. Sadi,M,172.0,64,M,1115888,EUR,972086400,F,64,64,True,3.0,1.0,,,0.0,,2.0,1.0,1.0,,,,2.0,,,,,,17.0,4.0,6.4,2.0,0,,2.0,1.0,,,,,,18,1.0,,,,Nawaf Alsadi,,,,,,,,,,,,,,
11452949,home,Abha,Sulaiman Asiri,sulaiman-asiri,S. Asiri,F,,1,M,1168790,EUR,984182400,F,32,32,True,2.0,,2.0,,0.0,,1.0,,1.0,,,3.0,1.0,,,,,,12.0,6.0,6.5,2.0,0,,3.0,1.0,,,,,,,2.0,,,,Sulaiman Asiri,,,,,,,,,,,,,,
11452949,home,Abha,Abdullah Al Shammari,abdullah-al-shammari,A. A. Shammari,G,182.0,5,M,802092,EUR,690940800,G,1,1,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11452949,home,Abha,Abdulrahman Al Bouq,abdulrahman-al-bouq,A. A. Bouq,G,,7,M,1474489,EUR,936835200,G,12,12,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,21,,,,,Abdulrahman Al Bouq,,,,,,,,,,,,,,
11452949,home,Abha,Ahmad Al Hbeab,ahmad-al-hbeab,A. A. Hbeab,D,176.0,1,M,818761,EUR,725932800,D,6,6,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,76,,,,,Ahmad,Al Hbeab,,,,,,,,,,,,,
11452949,home,Abha,Yousef Al Aqil,yousef-al-aqil,Y. A. Aqil,D,,6,M,1522213,EUR,857779200,D,22,22,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,25,,,,,Yousef Al Aqil,,,,,,,,,,,,,,
11452949,home,Abha,Hassan Al Qaid,hassan-al-qaid,H. A. Qaid,M,,3,M,871532,EUR,631152000,M,27,27,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,14,,,,,,,,,,,,,,,,,,,
11452949,home,Abha,Mohammed Said Al-Qahtani,mohammed-said-al-qahtani,M. S. Al-Qahtani,M,176.0,8,M,1177090,EUR,1016323200,M,29,29,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11452949,away,Al Raed,André Moreira,andre-moreira,A. Moreira,G,195.0,72,M,576272,EUR,817862400,G,1,1,False,25.0,23.0,5.0,3.0,0.0,21.0,22.0,2.0,3.0,,,,9.0,,,,1.0,,90.0,31.0,6.6,2.0,0,,,,,,,,,,,,,,André,Moreira,,,,,,,,,,,,,
11452949,away,Al Raed,Hamad Al-Jayzani,hamad-al-jayzani,H. Al-Jayzani,D,176.0,11,M,802975,EUR,731203200,D,28,28,False,28.0,25.0,1.0,1.0,0.0,12.0,13.0,13.0,17.0,,3.0,2.0,5.0,,,,,,79.0,46.0,6.9,7.0,1,2.0,1.0,,,,,1.0,2.0,28,1.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
11452949,away,Al Raed,Oumar Gonzalez,oumar-gonzalez,O. Gonzalez,D,186.0,312,M,842744,EUR,888364800,D,21,21,False,59.0,57.0,2.0,2.0,0.0,43.0,45.0,14.0,14.0,1.0,5.0,,3.0,4.0,,,,,79.0,66.0,7.0,2.0,0,,2.0,,,,1.0,,,21,1.0,,,,,,2.0,,,,,,,,,,,,
11452949,away,Al Raed,Abdullah Al-Fahad,al-fahad-abdullah,A. Al-Fahad,D,177.0,20,M,817947,EUR,771638400,D,19,19,False,93.0,91.0,5.0,5.0,0.0,54.0,54.0,37.0,39.0,1.0,2.0,,3.0,1.0,,,,,90.0,95.0,6.7,2.0,0,,2.0,1.0,,,,,,19,,,,,,,1.0,,,,,,,True,,,,,
11452949,away,Al Raed,Khalid Alsubaie,khalid-alsubaie,K. Alsubaie,M,176.0,8,M,893373,EUR,940896000,D,24,24,False,61.0,54.0,9.0,7.0,0.0,17.0,17.0,38.0,55.0,,2.0,1.0,9.0,,,,,,90.0,86.0,7.5,18.0,2,11.0,1.0,,2.0,1.0,,,,27,,1.0,,1.0,,,,2.0,,1.0,,,,,1.0,,,,
11452949,away,Al Raed,Mohammed Al-Dosari,mohammed-al-dosari,M. Al-Dosari,D,,12,M,970908,EUR,931651200,M,32,32,False,43.0,34.0,3.0,1.0,0.0,8.0,8.0,26.0,41.0,1.0,10.0,,1.0,3.0,,,,,90.0,71.0,7.3,21.0,2,6.0,4.0,,9.0,6.0,,,2.0,32,,,,,,,,,1.0,1.0,,,1.0,,,,,,
11452949,away,Al Raed,Mansour Al Bishi,mansour-al-bishi,M. A. Bishi,M,168.0,20,M,982351,EUR,956534400,M,14,14,False,65.0,63.0,3.0,3.0,0.0,29.0,29.0,34.0,36.0,1.0,2.0,,4.0,,,,,,90.0,77.0,6.9,5.0,0,,4.0,2.0,1.0,1.0,,2.0,1.0,14,,,,,,,,,2.0,,,,,,,,,,
11452949,away,Al Raed,Mamadou Loum,mamadou-loum,M. Loum,M,193.0,526,M,796059,EUR,851904000,M,5,5,False,57.0,52.0,6.0,5.0,0.0,19.0,21.0,33.0,36.0,3.0,5.0,,4.0,,,,,,90.0,69.0,6.8,10.0,3,,7.0,,3.0,1.0,,,2.0,21,1.0,1.0,1.0,2.0,,,3.0,1.0,1.0,,,,1.0,,,,,1.0,1.0
11452949,away,Al Raed,Yahya Sunbul,sunbul-yahya,Y. Sunbul,M,166.0,9,M,958020,EUR,884131200,M,45,45,False,24.0,22.0,,,0.0,3.0,3.0,19.0,22.0,1.0,1.0,,1.0,,,,,,79.0,34.0,6.6,5.0,3,1.0,6.0,1.0,1.0,,,,1.0,45,2.0,,,,,,2.0,2.0,,,,,3.0,,,,,,
11452949,away,Al Raed,Amir Saâyoud,amir-saayoud,A. Saâyoud,F,170.0,2347,M,309154,EUR,654652800,F,7,7,False,42.0,32.0,4.0,3.0,0.0,7.0,7.0,30.0,52.0,,7.0,,2.0,1.0,,,,,88.0,81.0,8.5,32.0,1,17.0,5.0,1.0,7.0,6.0,,,5.0,11,,,,,,,,6.0,3.0,1.0,,,,,5.0,1.0,,,
11452949,away,Al Raed,Júlio Tavares,julio-tavares,J. Tavares,F,187.0,109,M,218652,EUR,595900800,F,17,17,False,23.0,19.0,2.0,2.0,0.0,8.0,8.0,11.0,15.0,2.0,2.0,,1.0,,,,,,90.0,30.0,6.6,9.0,2,,7.0,,,,,,5.0,11,5.0,,,,,,3.0,1.0,,2.0,,1.0,,,,,,,
