match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,player_sofascoreId,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_interceptionWon,stat_fouls,stat_blockedScoringAttempt,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_ownGoals,stat_unsuccessfulTouch,stat_wasFouled,stat_accurateCross,stat_totalContest,stat_wonContest,stat_keyPass,stat_challengeLost,stat_dispossessed,stat_onTargetScoringAttempt,stat_goals,stat_goalAssist,stat_bigChanceCreated,captain,stat_shotOffTarget,stat_totalOffside,stat_savedShotsFromInsideTheBox,stat_clearanceOffLine,stat_bigChanceMissed
10389859,home,AS Monaco,Alexander Nübel,,,alexander-nubel,A. Nübel,G,33,193,2042,M,584722,EUR,844041600,G,16,16,False,38.0,25.0,24.0,11.0,20.0,27.0,5.0,11.0,1.0,11.0,4.0,1.0,1.0,90.0,47.0,6.4,13.0,0.0,0.0,0.0011555,0,-1.266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389859,home,AS Monaco,Ruben Aguilar,,,ruben-aguilar,R. Aguilar,M,2,172,407,M,579576,EUR,735782400,D,26,26,False,40.0,34.0,3.0,2.0,16.0,17.0,18.0,24.0,2.0,4.0,,,,45.0,52.0,6.4,8.0,0.0,0.0,0.0109629,0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389859,home,AS Monaco,Axel Disasi,,,axel-disasi,A. Disasi,D,4,190,9725,M,827243,EUR,889574400,D,6,6,False,45.0,33.0,6.0,2.0,28.0,34.0,5.0,11.0,2.0,3.0,,,,90.0,53.0,6.2,12.0,0.0,0.0,0.00096948,0,,,axel_disasi,3.0,6.0,6.0,6.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
10389859,home,AS Monaco,Guillermo Maripán,,,guillermo-maripan,G. Maripán,D,13,193,2139,M,339909,EUR,768182400,D,3,3,False,32.0,28.0,3.0,1.0,22.0,23.0,6.0,9.0,12.0,3.0,,,,90.0,55.0,6.9,5.0,0.0612,0.0,0.00236896,1,,,,1.0,2.0,2.0,5.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,
10389859,home,AS Monaco,Caio Henrique,,,caio-henrique,C. Henrique,D,12,178,3679,M,845170,EUR,870307200,D,12,12,False,48.0,39.0,10.0,3.0,21.0,23.0,19.0,27.0,,3.0,,,,56.0,58.0,6.6,10.0,0.0,0.0,0.0365873,0,,2.0,,2.0,,2.0,3.0,1.0,,,,,,,,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,
10389859,home,AS Monaco,Vanderson,Vanderson,,vanderson,Vanderson,D,2,173,6111,M,1090694,EUR,993081600,M,2,2,False,41.0,27.0,5.0,1.0,11.0,16.0,16.0,26.0,2.0,7.0,,,,90.0,72.0,6.7,25.0,0.4257,0.7169,0.117894,1,,1.0,,2.0,3.0,11.0,10.0,1.0,1.0,,,5.0,4.0,,1.0,,,6.0,2.0,1.0,2.0,2.0,1.0,1.0,,,,,,,,
10389859,home,AS Monaco,Youssouf Fofana,,,youssouf-fofana,Y. Fofana,M,19,185,6182,M,945062,EUR,915926400,M,19,19,False,42.0,40.0,1.0,1.0,23.0,23.0,17.0,19.0,,10.0,,,,78.0,51.0,6.8,5.0,0.079,0.4112,0.0159295,1,,,YFofana19_,,,4.0,2.0,2.0,3.0,,,,,,1.0,1.0,,1.0,1.0,,,1.0,1.0,1.0,,,,,,,,
10389859,home,AS Monaco,Mohamed Camara,,,camara-mohamed,M. Camara,M,4,175,3786,M,1008849,EUR,947116800,M,4,4,False,47.0,34.0,15.0,8.0,19.0,23.0,15.0,24.0,1.0,11.0,,,,90.0,60.0,6.2,16.0,0.0,0.0,0.0285963,0,,,camara_mohamed6,2.0,,7.0,5.0,,1.0,,,2.0,1.0,,1.0,2.0,,2.0,1.0,,2.0,1.0,,,,,,,,,,
10389859,home,AS Monaco,Aleksandr Golovin,,,aleksandr-golovin,A. Golovin,M,10,180,8439,M,318963,EUR,833414400,M,17,17,False,26.0,20.0,3.0,1.0,8.0,8.0,13.0,21.0,,7.0,,,,89.0,35.0,7.1,9.0,0.0,0.0,0.356265,0,,3.0,alex_golovin17,,,3.0,2.0,,,,,,,,,1.0,1.0,1.0,1.0,2.0,3.0,,,,1.0,1.0,,,,,,
10389859,home,AS Monaco,Wissam Ben Yedder,,,wissam-ben-yedder,W. Ben Yedder,F,35,170,5487,M,119192,EUR,650419200,F,10,10,False,26.0,17.0,2.0,1.0,5.0,5.0,12.0,21.0,,,,,,80.0,37.0,6.8,14.0,0.3117,0.0526,0.0131973,4,,,wisbenyedder,4.0,1.0,10.0,3.0,,2.0,,,1.0,1.0,,,,,2.0,1.0,,,3.0,3.0,,,,True,1.0,1.0,,,
