match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,player_lastName,stat_aerialLost,stat_duelLost,stat_duelWon,stat_totalContest,stat_bigChanceCreated,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,stat_aerialWon,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_outfielderBlock,stat_interceptionWon,stat_bigChanceMissed,stat_shotOffTarget,stat_totalCross,stat_dispossessed,stat_hitWoodwork,captain,stat_accurateCross,stat_challengeLost,stat_wonContest,player_sofascoreId,stat_totalOffside,stat_errorLeadToAGoal,stat_savedShotsFromInsideTheBox,stat_saves
13078961,home,VfL Wolfsburg,Kamil Grabara,grabara-kamil,K. Grabara,G,1,195,3178,M,902080,EUR,915753600,G,1,1,False,35.0,26.0,17.0,8.0,0.0,21.0,23.0,5.0,12.0,13.0,2.0,90.0,46.0,7.0,10.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13078961,home,VfL Wolfsburg,Kilian Fischer,kilian-fischer,K. Fischer,D,2,179,189,M,995316,EUR,971308800,D,2,2,False,38.0,30.0,5.0,1.0,0.0,15.0,20.0,15.0,18.0,2.0,,90.0,61.0,7.3,13.0,0,,,1.0,3.0,4.0,1.0,1.0,6.0,2.0,1.0,1.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,
13078961,home,VfL Wolfsburg,Denis Vavro,denis-vavro,D. Vavro,D,3,187,675,M,293127,EUR,829094400,D,18,18,False,55.0,49.0,8.0,3.0,0.0,35.0,37.0,14.0,18.0,6.0,,90.0,70.0,7.8,7.0,3,,,1.0,3.0,3.0,,,6.0,,,1.0,,2.0,,3.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,
13078961,home,VfL Wolfsburg,Konstantinos Koulierakis,konstantinos-koulierakis,K. Koulierakis,D,4,188,3371,M,1184855,EUR,1069977600,D,4,4,False,60.0,52.0,3.0,,0.0,34.0,36.0,18.0,24.0,3.0,,90.0,80.0,8.1,10.0,3,,,1.0,3.0,5.0,,,5.0,1.0,1.0,2.0,2.0,2.0,,2.0,2.0,,,3.0,2.0,1.0,1.0,,,,,,,,,,,,
13078961,home,VfL Wolfsburg,Joakim Mæhle,joakim-maehle,J. Mæhle,D,21,185,1468,M,842364,EUR,864086400,D,21,21,False,40.0,31.0,5.0,2.0,0.0,15.0,17.0,16.0,24.0,7.0,,87.0,54.0,6.8,15.0,2,,,,3.0,,2.0,,,,,,,,,,,,,1.0,,,2.0,1.0,1.0,1.0,,,,,,,,,
13078961,home,VfL Wolfsburg,Bence Dárdai,bence-dardai,B. Dárdai,M,8,185,1186,M,1418624,EUR,1138060800,M,24,24,False,25.0,22.0,3.0,1.0,0.0,10.0,12.0,12.0,13.0,3.0,,58.0,28.0,6.6,3.0,1,Bence Dárdai,,,2.0,,,,,,,,,2.0,1.0,,,,,,1.0,,1.0,,,,,,,,,,,,
13078961,home,VfL Wolfsburg,Maximilian Arnold,maximilian-arnold,M. Arnold,M,27,184,896,M,147289,EUR,769996800,M,27,27,False,58.0,56.0,6.0,5.0,1.0,34.0,35.0,25.0,27.0,5.0,,90.0,69.0,8.1,5.0,0,,,1.0,3.0,3.0,1.0,1.0,3.0,,,1.0,1.0,1.0,7.0,2.0,,,,,,,,4.0,,,True,3.0,,,,,,,
13078961,home,VfL Wolfsburg,Patrick Wimmer,patrick-wimmer,P. Wimmer,M,39,182,1030,M,987504,EUR,991180800,M,39,39,False,20.0,11.0,1.0,1.0,0.0,4.0,5.0,7.0,17.0,2.0,,58.0,35.0,6.7,14.0,1,,,2.0,7.0,6.0,2.0,,,2.0,1.0,,2.0,,1.0,1.0,,1.0,,1.0,1.0,,,2.0,2.0,,,,2.0,1.0,,,,,
13078961,home,VfL Wolfsburg,Ridle Baku,ridle-baku,R. Baku,M,17,176,1448,M,856553,EUR,891993600,F,20,20,False,35.0,27.0,6.0,3.0,1.0,8.0,13.0,19.0,24.0,5.0,,90.0,51.0,7.1,15.0,1,,,1.0,4.0,3.0,1.0,,,2.0,1.0,3.0,,1.0,1.0,,,,,,,,1.0,2.0,2.0,,,,,1.0,,,,,
13078961,home,VfL Wolfsburg,Mohamed Amoura,mohamed-el-amine-amoura,M. E. A. Amoura,F,9,169,31380,M,1107591,EUR,957830400,F,9,9,False,16.0,11.0,,,0.0,1.0,3.0,10.0,13.0,,,74.0,26.0,6.2,11.0,0,Mohamed El Amine Amoura,,,6.0,,3.0,,,,,1.0,,2.0,,,,,,,,,,,1.0,,,,,,amoura9,2.0,,,
