match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_shotOffTarget,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,player_sofascoreId,stat_aerialWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_fouls,stat_aerialLost,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_penaltyConceded,stat_accurateCross,stat_keyPass,stat_bigChanceCreated,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_goals,stat_totalOffside,captain,stat_goalAssist,stat_clearanceOffLine,stat_errorLeadToAGoal,stat_penaltyWon
10389783,home,AS Monaco,Alexander Nübel,,,alexander-nubel,A. Nübel,G,33,193,2042,M,584722,EUR,844041600,G,16,16,False,21.0,15.0,13.0,9.0,11.0,15.0,4.0,6.0,1.0,4.0,1.0,1.0,1.0,3.0,90.0,29.0,6.6,6.0,0.0,0.0,0.00550863,0,0.324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389783,home,AS Monaco,Vanderson,Vanderson,,vanderson,Vanderson,D,2,173,6111,M,1090694,EUR,993081600,D,2,2,False,45.0,35.0,2.0,2.0,14.0,17.0,21.0,31.0,3.0,11.0,,,,,90.0,76.0,7.1,15.0,0.0669,0.0,0.0289847,1,,3.0,1.0,5.0,1.0,1.0,2.0,4.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
10389783,home,AS Monaco,Axel Disasi,,,axel-disasi,A. Disasi,D,4,190,9725,M,827243,EUR,889574400,D,6,6,False,55.0,50.0,7.0,5.0,24.0,25.0,26.0,30.0,4.0,9.0,,,,,90.0,68.0,6.7,8.0,0.0,0.0,0.0429453,0,,,5.0,4.0,,,,1.0,1.0,1.0,1.0,axel_disasi,1.0,2.0,1.0,1.0,3.0,,,,,,,,,,,,,,,,
10389783,home,AS Monaco,Guillermo Maripán,,,guillermo-maripan,G. Maripán,D,13,193,2139,M,339909,EUR,768182400,D,3,3,False,44.0,40.0,6.0,4.0,16.0,17.0,24.0,27.0,4.0,4.0,,,,,90.0,58.0,7.1,4.0,0.0642,0.0311,0.04289,1,,,4.0,6.0,,,,3.0,2.0,,2.0,,1.0,,,,2.0,2.0,1.0,2.0,1.0,,,,,,,,,,,,
10389783,home,AS Monaco,Caio Henrique,,,caio-henrique,C. Henrique,D,12,178,3679,M,845170,EUR,870307200,D,12,12,False,41.0,36.0,6.0,4.0,11.0,11.0,26.0,37.0,,4.0,,,,,90.0,67.0,6.8,13.0,0.0,0.0,0.154837,0,,7.0,5.0,6.0,3.0,,,2.0,2.0,1.0,2.0,,1.0,1.0,1.0,1.0,1.0,,,1.0,,1.0,1.0,,,,,,,,,,
10389783,home,AS Monaco,Krépin Diatta,,,krepin-diatta,K. Diatta,M,27,173,13115,M,873534,EUR,919900800,M,27,27,False,32.0,26.0,3.0,1.0,4.0,4.0,22.0,30.0,2.0,3.0,,,,,89.0,53.0,7.6,13.0,0.7933,1.5281,0.482936,3,,2.0,4.0,6.0,1.0,,1.0,,,2.0,1.0,krepindiatta,2.0,,3.0,3.0,,3.0,2.0,,,,3.0,1.0,1.0,1.0,1.0,1.0,,,,,
10389783,home,AS Monaco,Youssouf Fofana,,,youssouf-fofana,Y. Fofana,M,19,185,6182,M,945062,EUR,915926400,M,19,19,False,64.0,55.0,3.0,3.0,24.0,24.0,31.0,40.0,1.0,8.0,,,,,90.0,89.0,6.8,17.0,0.0,0.0,0.0319518,0,,,7.0,4.0,1.0,,6.0,2.0,1.0,1.0,,YFofana19_,,1.0,5.0,2.0,2.0,,,,,,,,,,,,,,,,
10389783,home,AS Monaco,Mohamed Camara,,,camara-mohamed,M. Camara,M,4,175,3786,M,1008849,EUR,947116800,M,4,4,False,41.0,34.0,2.0,1.0,13.0,17.0,21.0,24.0,,11.0,,,,,76.0,50.0,6.7,9.0,0.0594,0.0,0.0152985,1,,,4.0,5.0,2.0,,1.0,2.0,,1.0,1.0,camara_mohamed6,2.0,,1.0,,1.0,,,,,,,,,1.0,,,,,,,
10389783,home,AS Monaco,Aleksandr Golovin,,,aleksandr-golovin,A. Golovin,M,10,180,8439,M,318963,EUR,833414400,M,17,17,False,32.0,24.0,2.0,,9.0,10.0,15.0,29.0,,6.0,,,,,76.0,47.0,7.5,19.0,0.5643,0.9467,0.140632,1,,7.0,4.0,4.0,1.0,,,1.0,1.0,1.0,1.0,alex_golovin17,1.0,2.0,1.0,1.0,1.0,,1.0,,,,,,,,1.0,,,,,,
10389783,home,AS Monaco,Wissam Ben Yedder,,,wissam-ben-yedder,W. Ben Yedder,F,35,170,5487,M,119192,EUR,650419200,F,10,10,False,25.0,15.0,1.0,,2.0,2.0,13.0,25.0,,6.0,,,,,89.0,35.0,8.0,15.0,0.1841,0.0737,0.30131,2,,2.0,3.0,2.0,1.0,1.0,,2.0,1.0,2.0,,wisbenyedder,,1.0,,,1.0,,1.0,,,,3.0,1.0,,,,,True,2.0,,,
