match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_shotOffTarget,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_errorLeadToAShot,stat_expectedGoals,player_firstName,player_lastName,stat_aerialWon,stat_dispossessed,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,captain,stat_outfielderBlock,stat_aerialLost,stat_totalOffside,stat_wonContest,stat_wasFouled,stat_accurateCross,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_penaltyWon,stat_blockedScoringAttempt,stat_penaltyConceded,stat_penaltyFaced,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_bigChanceMissed,stat_bigChanceCreated
12436945,home,Liverpool,Alisson,alisson,Alisson,G,1,193,64760,M,AlissonBecker,243609,EUR,717984000,G,1,1,False,26.0,15.0,13.0,2.0,0.0,13.0,15.0,2.0,11.0,1.0,12.0,1.0,3.0,1.0,90.0,37.0,6.5,12.0,0.0003442,0,0.4638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436945,home,Liverpool,Trent Alexander-Arnold,trent-alexander-arnold,T. Alexander-Arnold,D,12,180,210733,M,TrentAA,795064,EUR,907718400,D,66,66,False,42.0,33.0,8.0,5.0,0.0,12.0,16.0,21.0,27.0,,4.0,,,,64.0,61.0,6.9,14.0,0.0644008,2,,1.0,2.0,5.0,1.0,1.0,2.0,2.0,5.0,2.0,2.0,0.1098,,,,,,,,,,,,,,,,,,,,,,,,,
12436945,home,Liverpool,Ibrahima Konaté,ibrahima-konate,I. Konaté,D,5,195,27499,M,ibrahimakonate,826215,EUR,927590400,D,5,5,False,23.0,21.0,,,0.0,10.0,10.0,11.0,13.0,1.0,2.0,,,,45.0,28.0,6.7,4.0,0.00423748,0,,,3.0,3.0,,,,,1.0,1.0,,,,,2.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,
12436945,home,Liverpool,Virgil van Dijk,virgil-van-dijk,V. van Dijk,D,4,195,98613,M,VvD,151545,EUR,678931200,D,4,4,False,72.0,65.0,8.0,4.0,0.0,39.0,42.0,26.0,30.0,10.0,,,,,90.0,88.0,7.2,8.0,0.015658,0,,,2.0,4.0,,1.0,,4.0,,,,,,,4.0,,,1.0,1.0,True,1.0,,,,,,,,,,,,,,,,
12436945,home,Liverpool,Andrew Robertson,andrew-robertson,A. Robertson,D,26,178,24820,M,andyrobertson94,262911,EUR,763344000,D,26,26,False,46.0,37.0,4.0,1.0,0.0,14.0,17.0,23.0,32.0,1.0,2.0,,,,90.0,75.0,6.5,18.0,0.0537507,0,,3.0,6.0,2.0,2.0,2.0,,3.0,2.0,2.0,,,,,,1.0,1.0,,1.0,,,1.0,1.0,,,,,,,,,,,,,,
12436945,home,Liverpool,Ryan Gravenberch,ryan-gravenberch,R. Gravenberch,M,38,190,31083,M,ryanjiro,904897,EUR,1021507200,M,38,38,False,38.0,34.0,,,0.0,16.0,18.0,18.0,21.0,1.0,4.0,,,,90.0,58.0,7.0,11.0,0.224952,0,,1.0,6.0,5.0,1.0,2.0,,3.0,1.0,,,,,,,2.0,3.0,3.0,,,,,,2.0,2.0,,,,,,,,,,,,
12436945,home,Liverpool,Alexis Mac Allister,alexis-mac-allister,A. Mac Allister,M,10,176,71412,M,Macca10,895324,EUR,914457600,M,10,10,False,35.0,30.0,2.0,2.0,0.0,10.0,12.0,21.0,26.0,2.0,4.0,,,,90.0,51.0,7.4,7.0,0.0836301,0,,3.0,5.0,4.0,1.0,,,1.0,3.0,3.0,,,,,,,,1.0,1.0,,2.0,3.0,1.0,,1.0,1.0,,,,,,,,,,,
12436945,home,Liverpool,Mohamed Salah,mohamed-salah,M. Salah,M,11,175,565083,M,MoSalah,159665,EUR,708566400,M,11,11,False,28.0,16.0,,,0.0,5.0,9.0,12.0,21.0,,3.0,,,,90.0,48.0,7.2,22.0,0.0283765,2,,2.0,4.0,4.0,,1.0,1.0,,1.0,1.0,,0.8693,,,,2.0,5.0,2.0,,,,,2.0,1.0,2.0,1.0,1.0,1.0,0.9442,,,,,,,,
12436945,home,Liverpool,Dominik Szoboszlai,dominik-szoboszlai,D. Szoboszlai,M,8,187,72138,M,DomSzobo,869856,EUR,972432000,M,8,8,False,32.0,26.0,3.0,2.0,0.0,12.0,13.0,14.0,19.0,,4.0,,,,90.0,45.0,6.4,10.0,0.0194138,1,,,6.0,5.0,2.0,3.0,1.0,,2.0,1.0,1.0,0.0469,,,,,2.0,1.0,,,1.0,1.0,,1.0,2.0,,,,,,,,,,,,
12436945,home,Liverpool,Luis Díaz,luis-diaz,L. Díaz,F,14,178,142017,M,LuisDíaz,883537,EUR,853113600,M,7,7,False,26.0,21.0,3.0,2.0,0.0,3.0,3.0,18.0,25.0,,6.0,,,,71.0,36.0,7.6,10.0,0.114422,1,,2.0,5.0,3.0,1.0,2.0,,,,,,0.1639,,,,,,1.0,,,,1.0,,,3.0,,1.0,1.0,0.2197,1.0,,,,,,,
