match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,player_firstName,player_lastName,stat_challengeLost,stat_wasFouled,stat_penaltyConceded,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_bigChanceCreated,stat_shotOffTarget,stat_blockedScoringAttempt,captain,stat_dispossessed,stat_wonContest,stat_penaltyWon,stat_bigChanceMissed,stat_goodHighClaim,stat_errorLeadToAShot,stat_errorLeadToAGoal
12451058,home,Angers,Yahia Fofana,yahia-fofana,Y. Fofana,G,75,194.0,3568,M,yahia.fofana_,877977,EUR,966816000,G,30,30,False,21.0,16.0,10.0,5.0,0.0,12.0,12.0,4.0,9.0,1.0,13.0,1.0,1.0,5.0,90.0,35.0,7.2,6.0,0.00138289,0,-0.3116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12451058,home,Angers,Carlens Arcus,carlens-arcus,C. Arcus,D,2,180.0,5908,M,,794373,EUR,835920000,D,2,2,False,32.0,26.0,1.0,1.0,0.0,17.0,21.0,11.0,13.0,2.0,5.0,,,,90.0,50.0,6.8,12.0,0.0635898,0,,2.0,2.0,2.0,1.0,5.0,4.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,
12451058,home,Angers,Emmanuel Biumla,emmanuel-biumla,E. Biumla,D,24,185.0,111,M,,1442036,EUR,1115510400,D,24,24,False,50.0,42.0,3.0,1.0,0.0,33.0,39.0,9.0,11.0,6.0,3.0,,,,90.0,63.0,6.6,9.0,0.00188921,0,,,,,,1.0,4.0,,,1.0,2.0,1.0,1.0,,,,,1.0,2.0,,,,,,,,,,,,,,,,
12451058,home,Angers,Jordan Lefort,jordan-lefort,J. Lefort,D,21,184.0,183,M,,363042,EUR,741225600,D,21,21,False,73.0,58.0,16.0,5.0,0.0,48.0,55.0,10.0,18.0,7.0,4.0,,,,90.0,86.0,6.5,16.0,0.00808742,0,,,,,2.0,1.0,3.0,,2.0,,1.0,1.0,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,
12451058,home,Angers,Florent Hanin,florent-hanin,F. Hanin,D,26,177.0,69,M,,170129,EUR,634089600,D,26,26,False,46.0,39.0,1.0,,0.0,21.0,23.0,19.0,27.0,,7.0,,,,90.0,79.0,7.7,14.0,0.0543015,0,,4.0,1.0,,1.0,4.0,10.0,1.0,1.0,2.0,5.0,4.0,1.0,,2.0,,,3.0,4.0,,,,,,,,,,,,,,,,
12451058,home,Angers,Jean-Eudes Aholou,jean-eudes-aholou,J. Aholou,M,6,187.0,438,M,,156004,EUR,764121600,M,6,6,False,37.0,29.0,3.0,1.0,0.0,21.0,23.0,8.0,14.0,1.0,2.0,,,,90.0,48.0,7.4,9.0,0.0110327,1,,,,2.0,2.0,6.0,5.0,1.0,3.0,,3.0,2.0,,1.0,,,,2.0,,,1.0,1.0,0.1924,0.7318,,,,,,,,,,,
12451058,home,Angers,Yassin Belkhdim,belkhdim-yassin,Y. Belkhdim,M,14,175.0,1155,M,,1195241,EUR,1013644800,M,14,14,False,20.0,16.0,2.0,,0.0,11.0,14.0,5.0,6.0,1.0,4.0,,,,45.0,31.0,6.4,6.0,0.00086332,0,,,,1.0,1.0,5.0,6.0,,,1.0,4.0,1.0,2.0,2.0,,,,2.0,1.0,,,,,,,,,,,,,,,,
12451058,home,Angers,Jim Allevinah,jim-allevinah,J. Allevinah,M,18,172.0,920,M,,988632,EUR,793843200,M,18,18,False,14.0,9.0,,,1.0,5.0,6.0,4.0,10.0,2.0,4.0,,,,89.0,33.0,7.4,12.0,0.0162497,5,,2.0,,1.0,3.0,5.0,4.0,2.0,,1.0,1.0,,3.0,1.0,1.0,,,1.0,,,2.0,,0.4231,0.4128,1.0,2.0,1.0,,,,,,,,
12451058,home,Angers,Himad Abdelli,himad-abdelli,H. Abdelli,M,8,185.0,7344,M,,945830,EUR,942796800,M,10,10,False,46.0,38.0,,,0.0,17.0,19.0,21.0,28.0,2.0,5.0,,,,84.0,56.0,7.0,12.0,0.0205423,2,,1.0,,,1.0,6.0,3.0,2.0,,,1.0,1.0,,,,,,4.0,,,1.0,1.0,0.8063,0.8387,,1.0,,True,1.0,1.0,,,,,
12451058,home,Angers,Farid El Melali,farid-el-melali,F. El Melali,M,28,173.0,1171,M,,930584,EUR,862790400,M,28,28,False,14.0,10.0,1.0,,0.0,4.0,7.0,7.0,12.0,1.0,3.0,,,,77.0,35.0,7.5,10.0,0.0229004,2,,5.0,1.0,1.0,,4.0,9.0,1.0,,,4.0,3.0,2.0,,,,,3.0,4.0,,1.0,,0.0838,0.0548,,1.0,,,,1.0,1.0,,,,
