match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_duelLost,stat_duelWon,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_aerialLost,stat_aerialWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_unsuccessfulTouch,stat_wasFouled,captain,stat_accurateCross,stat_keyPass,stat_shotOffTarget,stat_expectedGoals,player_firstName,player_lastName,stat_dispossessed,stat_totalOffside,player_sofascoreId,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_goalAssist,stat_bigChanceCreated,stat_bigChanceMissed,stat_errorLeadToAGoal
11391369,home,Metz,Alexandre Oukidja,alexandre-oukidja,A. Oukidja,G,90,185,3337,M,32668,EUR,585273600,G,16,16,False,20.0,6.0,16.0,2.0,4.0,4.0,2.0,16.0,7.0,1.0,1.0,2.0,90.0,26.0,6.3,16.0,0.0011666,0,-1.1101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11391369,home,Metz,Maxime Colin,maxime-colin,M. Colin,D,2,179,51,M,128285,EUR,690163200,D,2,2,False,35.0,23.0,6.0,1.0,9.0,12.0,14.0,25.0,4.0,,,,84.0,52.0,6.4,15.0,0.0116564,0,,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
11391369,home,Metz,Ismaël Traoré,ismael-traore,I. Traore,D,,184,129,M,25506,EUR,524707200,D,8,8,False,53.0,49.0,5.0,3.0,39.0,41.0,10.0,12.0,3.0,,,,90.0,61.0,6.7,4.0,0.004612,0,,,3.0,5.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
11391369,home,Metz,Fali Candé,fali-cande,F. Candé,D,5,184,402,M,892430,EUR,885600000,D,5,5,False,40.0,28.0,5.0,1.0,24.0,28.0,4.0,12.0,3.0,,,,75.0,52.0,6.7,13.0,0.00507981,0,,,1.0,3.0,4.0,2.0,1.0,1.0,,,2.0,1.0,,,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,
11391369,home,Metz,Matthieu Udol,matthieu-udol,M. Udol,D,14,178,453,M,787827,EUR,827280000,D,3,3,False,36.0,28.0,3.0,,11.0,13.0,18.0,29.0,7.0,,,,90.0,71.0,7.2,17.0,0.166831,0,,6.0,2.0,8.0,2.0,3.0,3.0,2.0,,2.0,2.0,,,,,1.0,3.0,True,1.0,1.0,,,,,,,,,,,,,,,
11391369,home,Metz,Kévin N'Doram,kevin-ndoram,K. N'Doram,M,96,184,91,M,823476,EUR,822268800,M,6,6,False,44.0,36.0,2.0,2.0,19.0,23.0,17.0,21.0,3.0,,,,90.0,49.0,6.5,8.0,0.00775444,1,,,8.0,5.0,1.0,,2.0,2.0,2.0,1.0,2.0,5.0,,,,,1.0,,,1.0,1.0,0.0907,,,,,,,,,,,,,
11391369,home,Metz,Kevin Van Den Kerkhof,kevin-van-den-kerkhof,K. V. D. Kerkhof,D,3,190,2115,M,1130602,EUR,826675200,M,22,22,False,13.0,5.0,2.0,,3.0,6.0,2.0,11.0,5.0,,,,85.0,27.0,6.4,15.0,0.00302129,1,,4.0,2.0,1.0,1.0,1.0,,,,,1.0,,1.0,,,1.0,,,,,1.0,0.077,,,1.0,,,,,,,,,,
11391369,home,Metz,Danley Jean Jacques,jean-jacques-danley,D. J. Jacques,M,21,180,4507,M,1173167,EUR,958780800,M,27,27,False,31.0,22.0,5.0,1.0,9.0,14.0,13.0,19.0,5.0,,,,90.0,41.0,6.4,12.0,0.0175812,0,,2.0,4.0,3.0,2.0,1.0,1.0,,2.0,,2.0,1.0,1.0,,1.0,,1.0,,,,,,,,,1.0,,,,,,,,,
11391369,home,Metz,Lamine Camara,camara-lamine,L. Camara,M,15,174,20442,M,1389846,EUR,1072915200,M,18,18,False,29.0,22.0,5.0,4.0,13.0,15.0,9.0,16.0,5.0,,,,60.0,45.0,6.5,14.0,0.00879811,0,,2.0,8.0,7.0,,,4.0,4.0,1.0,1.0,,2.0,5.0,1.0,,1.0,2.0,,,,,,Lamine Camara,,,,lamine_camara_5,,,,,,,,
11391369,home,Metz,Didier Lamkel Zé,didier-lamkel-ze,D. L. Zé,F,60,193,627,M,845272,EUR,842918400,M,11,11,False,29.0,27.0,3.0,3.0,7.0,8.0,20.0,26.0,6.0,,,,90.0,57.0,7.1,19.0,0.0600526,3,,5.0,16.0,6.0,,,,,4.0,6.0,3.0,,4.0,1.0,,4.0,3.0,,,1.0,,0.7063,,,3.0,1.0,,2.0,1.0,1.0,0.7164,,,,
11391369,home,Metz,Georges Mikautadze,mikautadze-georges,G. Mikautadze,F,9,176,13076,M,1009372,EUR,972950400,F,10,10,False,16.0,13.0,,,3.0,4.0,11.0,18.0,2.0,,,,85.0,39.0,7.0,15.0,0.0485931,1,,6.0,7.0,4.0,,1.0,,,,1.0,1.0,,5.0,1.0,,,2.0,,1.0,2.0,1.0,0.0341,,,2.0,,georgesmkd,,,,,1.0,1.0,,
11391369,home,Metz,Cheick Tidiane Sabaly,cheick-tidiane-sabaly,C. T. Sabaly,F,14,168,3796,M,942834,EUR,920505600,M,14,14,True,16.0,12.0,,,3.0,4.0,9.0,12.0,6.0,,,,30.0,22.0,6.6,8.0,0.0184811,2,,,4.0,,,,,,,,,,,,,,,,,1.0,1.0,0.0963,,,4.0,,,,1.0,,,,,,
