match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_duelLost,stat_totalContest,stat_wonContest,stat_totalTackle,stat_wonTackle,stat_fouls,stat_keyPass,stat_aerialLost,stat_totalClearance,stat_unsuccessfulTouch,stat_wasFouled,stat_challengeLost,stat_outfielderBlock,stat_interceptionWon,stat_dispossessed,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotOffTarget,stat_totalOffside,player_firstName,player_lastName,captain,stat_bigChanceMissed,stat_goals,stat_punches,stat_lastManTackle
11643594,home,Atlético Madrid,Jan Oblak,jan-oblak,J. Oblak,G,13,189,12131,M,oblakjan,69768,EUR,726364800,G,13,13,False,19.0,13.0,10.0,4.0,12.0,13.0,1.0,6.0,1.0,1.0,6.0,2.0,2.0,2.0,90.0,26.0,7.3,6.0,0.00032168,0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11643594,home,Atlético Madrid,Nahuel Molina,nahuel-molina,N. Molina,D,16,175,13426,M,nahuelmolina_35,831799,EUR,891820800,D,16,16,False,25.0,19.0,3.0,3.0,5.0,6.0,15.0,23.0,,2.0,3.0,,,,45.0,36.0,7.0,9.0,0.0268198,0,,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
11643594,home,Atlético Madrid,Axel Witsel,axel-witsel,A. Witsel,D,20,186,9808,M,axelwitsel28,35612,EUR,600566400,D,20,20,False,49.0,45.0,4.0,3.0,28.0,30.0,17.0,19.0,2.0,3.0,3.0,,,,90.0,56.0,7.0,6.0,0.00919065,0,,,,1.0,,,,,,,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,
11643594,home,Atlético Madrid,José María Giménez,jose-maria-gimenez,J. M. Giménez,D,2,185,5874,M,JoseMaGimenez13,325355,EUR,790560000,D,2,2,False,35.0,30.0,2.0,1.0,17.0,20.0,13.0,15.0,2.0,2.0,5.0,,,,90.0,44.0,6.7,5.0,0.0035461,0,,,,4.0,,,,,3.0,,,7.0,,,1.0,,,,,,,,,,,,,,,,,
11643594,home,Atlético Madrid,César Azpilicueta,cesar-azpilicueta,C. Azpilicueta,D,3,178,4642,M,Dave,21555,EUR,620265600,D,3,3,False,44.0,40.0,2.0,1.0,19.0,20.0,21.0,24.0,,4.0,4.0,,,,90.0,70.0,7.0,9.0,0.0100717,0,,,,5.0,2.0,,2.0,,3.0,,1.0,2.0,1.0,2.0,,1.0,1.0,,,,,,,,,,,,,,,
11643594,home,Atlético Madrid,Samuel Lino,samuel-lino,S. Lino,M,16,178,22125,M,osamuellino,874705,EUR,945907200,D,12,12,False,50.0,40.0,3.0,2.0,12.0,13.0,28.0,38.0,,6.0,6.0,,,,90.0,76.0,7.8,18.0,0.0801239,2,,1.0,,6.0,6.0,3.0,2.0,1.0,,3.0,,3.0,1.0,1.0,1.0,,1.0,2.0,1.0,1.0,1.0,0.0426,0.1315,,,,,,,,,
11643594,home,Atlético Madrid,Antoine Griezmann,antoine-griezmann,A. Griezmann,F,7,176,100258,M,AGriez,85859,EUR,669513600,M,7,7,False,24.0,18.0,2.0,2.0,6.0,7.0,12.0,22.0,,2.0,,,,,73.0,41.0,7.2,12.0,0.0247924,5,,5.0,,4.0,1.0,1.0,1.0,1.0,,,3.0,1.0,,,,,,1.0,,,3.0,0.2117,,2.0,1.0,,,,,,,
11643594,home,Atlético Madrid,Rodrigo de Paul,rodrigo-de-paul,R. de Paul,M,7,180,54582,M,RodridePaul,249399,EUR,769737600,M,5,5,False,61.0,58.0,6.0,6.0,17.0,18.0,43.0,47.0,,13.0,6.0,,,,90.0,87.0,9.0,8.0,0.514061,0,,4.0,2.0,2.0,6.0,6.0,,,1.0,3.0,,1.0,2.0,7.0,1.0,1.0,1.0,1.0,1.0,,,,,,1.0,,,,,,,
11643594,home,Atlético Madrid,Koke,koke,Koke,M,6,177,5822,M,Koke6,84539,EUR,694828800,M,6,6,False,74.0,69.0,11.0,9.0,24.0,25.0,45.0,49.0,1.0,5.0,6.0,,,,66.0,83.0,7.7,7.0,0.198629,0,,,,1.0,1.0,,3.0,3.0,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,True,,,,
11643594,home,Atlético Madrid,Rodrigo Riquelme,rodrigo-riquelme,R. Riquelme,M,17,174,4780,M,,989113,EUR,954633600,M,25,25,False,21.0,17.0,2.0,2.0,4.0,5.0,13.0,18.0,,1.0,5.0,,,,45.0,35.0,6.4,10.0,0.0149118,1,,2.0,,5.0,5.0,1.0,,,,,,,,,1.0,,1.0,,,,1.0,0.04,,,,,,,,,,
11643594,home,Atlético Madrid,Álvaro Morata,alvaro-morata,Á. Morata,F,7,189,28279,M,ÁMorata,125407,EUR,719798400,F,19,19,False,13.0,7.0,,,1.0,1.0,7.0,14.0,2.0,3.0,1.0,,,,55.0,25.0,6.7,10.0,0.0673479,1,,2.0,1.0,3.0,,,,,1.0,1.0,,2.0,1.0,1.0,,1.0,,2.0,,1.0,,0.1794,0.5323,,,,,,1.0,,,
11643594,home,Atlético Madrid,Marcos Llorente,marcos-llorente,M. Llorente,D,14,184,9206,M,marcosllorente,353138,EUR,791424000,M,14,14,True,21.0,16.0,,,9.0,11.0,7.0,11.0,2.0,4.0,1.0,,,,45.0,33.0,7.2,8.0,0.00959438,3,,1.0,,4.0,1.0,,,,,,2.0,2.0,,2.0,1.0,,,,,2.0,,0.4599,1.3505,1.0,,,,,1.0,1.0,,
11643594,home,Atlético Madrid,Ángel Correa,angel-correa,Á. Correa,F,7,171,16959,M,angelcorrea32,316152,EUR,794707200,F,10,10,True,22.0,20.0,2.0,1.0,4.0,5.0,16.0,18.0,1.0,3.0,6.0,,,,45.0,33.0,6.7,8.0,0.0303281,0,,1.0,,5.0,2.0,1.0,,,1.0,1.0,2.0,,2.0,2.0,,,,1.0,,,,,,,,,,,,,,
