match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_jerseyNumber,stat_totalCross,stat_aerialWon,stat_duelLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_fouls,stat_aerialLost,captain,stat_wonTackle,stat_unsuccessfulTouch,stat_challengeLost,stat_shotOffTarget,stat_keyPass,stat_onTargetScoringAttempt,stat_goals,stat_totalOffside,stat_accurateCross,stat_bigChanceMissed,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_goodHighClaim,stat_errorLeadToAShot
11452962,home,Al Raed,André Moreira,André,Moreira,andre-moreira,A. Moreira,G,195.0,72,M,576272,EUR,817862400,G,1,1,False,36.0,25.0,22.0,11.0,0.0,18.0,20.0,7.0,16.0,1.0,3.0,4.0,1.0,1.0,4.0,1.0,1.0,1.0,90.0,45.0,7.8,11.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
11452962,home,Al Raed,Mohammed Al-Dosari,,,mohammed-al-dosari,M. Al-Dosari,D,,12,M,970908,EUR,931651200,D,32,32,False,36.0,30.0,1.0,,0.0,15.0,16.0,15.0,22.0,3.0,1.0,3.0,,,,,,,83.0,54.0,6.5,12.0,0,32,2.0,1.0,5.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,
11452962,home,Al Raed,Bander Whaeshi,Bander Whaeshi,,bander-whaeshi,B. Whaeshi,D,,6,M,1522210,EUR,1018915200,D,2,2,False,30.0,29.0,5.0,5.0,0.0,27.0,27.0,2.0,3.0,3.0,4.0,5.0,,,,,,,90.0,38.0,7.1,2.0,0,66,,3.0,2.0,1.0,,,,1.0,,,1.0,,,,,,,,,,,,,,,
11452962,home,Al Raed,Abdullah Al-Fahad,,,al-fahad-abdullah,A. Al-Fahad,D,177.0,20,M,817947,EUR,771638400,D,19,19,False,51.0,47.0,6.0,5.0,0.0,40.0,44.0,7.0,7.0,6.0,5.0,3.0,,,,,,,90.0,64.0,7.6,5.0,0,19,,1.0,3.0,,,,,2.0,5.0,2.0,1.0,True,5.0,1.0,,,,,,,,,,,,
11452962,home,Al Raed,Khalid Alsubaie,,,khalid-alsubaie,K. Alsubaie,M,176.0,8,M,893373,EUR,940896000,D,24,24,False,51.0,36.0,17.0,6.0,0.0,19.0,24.0,17.0,30.0,2.0,4.0,8.0,,,,,,,90.0,73.0,6.9,21.0,1,27,3.0,2.0,4.0,,,,,2.0,,1.0,1.0,,,1.0,2.0,1.0,1.0,,,,,,,,,
11452962,home,Al Raed,Naif Hazzazi,,,naif-hazzazi,N. Hazzazi,M,176.0,9,M,818734,EUR,717811200,M,18,18,False,35.0,32.0,,,0.0,18.0,18.0,14.0,17.0,2.0,,2.0,1.0,,,,,,88.0,41.0,6.9,3.0,0,88,,1.0,2.0,,,,1.0,2.0,,1.0,1.0,,,,,,,,,,,,,,,
11452962,home,Al Raed,Mansour Al Bishi,,,mansour-al-bishi,M. A. Bishi,M,168.0,20,M,982351,EUR,956534400,M,14,14,False,41.0,38.0,2.0,2.0,0.0,26.0,27.0,12.0,14.0,6.0,1.0,7.0,2.0,,,,,,90.0,60.0,6.9,6.0,0,14,,2.0,6.0,1.0,1.0,1.0,,,1.0,2.0,2.0,,,2.0,1.0,,,,,,,,,,,
11452962,home,Al Raed,Mohamed Fouzair,,,mohamed-fouzair,M. Fouzair,M,168.0,271,M,893191,EUR,693532800,M,10,10,False,32.0,24.0,3.0,2.0,0.0,4.0,5.0,20.0,29.0,10.0,,6.0,3.0,,,,,,74.0,50.0,9.3,11.0,2,,2.0,1.0,5.0,,4.0,4.0,,1.0,2.0,1.0,,,1.0,1.0,4.0,,1.0,2.0,2.0,,,,,,,
11452962,home,Al Raed,Amir Saâyoud,,,amir-saayoud,A. Saâyoud,F,170.0,2347,M,309154,EUR,654652800,M,7,7,False,49.0,42.0,4.0,4.0,0.0,10.0,11.0,32.0,41.0,5.0,,5.0,,,,,,,83.0,67.0,8.3,14.0,2,11,3.0,,2.0,1.0,5.0,4.0,,1.0,1.0,,,,1.0,2.0,,1.0,2.0,1.0,1.0,1.0,,,,,,
11452962,home,Al Raed,Yahya Sunbul,,,sunbul-yahya,Y. Sunbul,M,166.0,9,M,958020,EUR,884131200,M,45,45,False,17.0,14.0,1.0,1.0,0.0,4.0,5.0,11.0,13.0,7.0,,2.0,3.0,,,,,,90.0,40.0,6.8,8.0,2,45,1.0,1.0,11.0,1.0,2.0,1.0,,,2.0,3.0,5.0,,2.0,3.0,2.0,1.0,,1.0,,,1.0,1.0,,,,
