match_id,side,team,player_name,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,player_lastName,player_jerseyNumber,stat_aerialLost,stat_duelLost,stat_keyPass,stat_challengeLost,stat_shotOffTarget,stat_totalTackle,stat_wonTackle,stat_dispossessed,stat_interceptionWon,stat_unsuccessfulTouch,stat_fouls,stat_totalContest,stat_wonContest,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_wasFouled,captain,stat_totalCross,stat_accurateCross,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_goals,stat_totalOffside,stat_goalAssist,stat_outfielderBlock,stat_hitWoodwork
12134248,home,Carolina Core FC,Alexander Sutton,alexander-sutton,A. Sutton,G,188.0,2,M,1485342,EUR,959299200.0,G,99,99,False,19.0,11.0,12.0,4.0,9.0,12.0,2.0,7.0,1.0,1.0,1.0,8.0,2.0,1.0,2.0,1.0,1.0,1.0,90.0,30.0,6.9,8.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12134248,home,Carolina Core FC,Christian Díaz,christian-diaz,C. Díaz,D,,5,,1469010,EUR,1143676800.0,D,44,44,False,29.0,24.0,6.0,4.0,19.0,22.0,5.0,7.0,1.0,1.0,1.0,1.0,,,,,,,45.0,31.0,6.3,5.0,0,Christian Díaz,,44,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
12134248,home,Carolina Core FC,Kai Thomas,thomas-kai,K. Thomas,D,182.0,1,M,1036294,EUR,1031702400.0,D,4,4,False,45.0,37.0,7.0,4.0,28.0,30.0,9.0,15.0,2.0,5.0,2.0,,,,,,,,90.0,56.0,6.8,8.0,2,Kai,Thomas,4,1.0,2.0,,1.0,2.0,3.0,2.0,,,,,,,,,,,,,,,,,,,
12134248,home,Carolina Core FC,Juan Pablo Rodriguez,rodriguez-juan-pablo,J. P. Rodriguez,D,178.0,10,M,1086335,EUR,1042848000.0,D,6,6,False,33.0,29.0,9.0,9.0,19.0,21.0,10.0,12.0,,,3.0,1.0,,,,,,,90.0,42.0,6.4,7.0,0,Juan Pablo Rodriguez,,6,1.0,6.0,,,,,,2.0,2.0,1.0,3.0,,,,,,,,,,,,,,,
12134248,home,Carolina Core FC,Derek Cuevas,derek-cuevas,D. Cuevas,M,170.0,36,,1402905,EUR,1073433600.0,M,21,21,False,24.0,17.0,,,8.0,9.0,9.0,15.0,2.0,6.0,,5.0,,,,,,,90.0,50.0,6.1,13.0,1,Derek Cuevas,,21,,7.0,2.0,,,1.0,,,,1.0,2.0,7.0,2.0,1.0,1.0,1.0,,,,,,,,,,
12134248,home,Carolina Core FC,Facundo Canete,facundo-canete,F. Canete,M,,4,M,1201261,EUR,951177600.0,M,24,24,False,41.0,26.0,2.0,,12.0,18.0,18.0,32.0,4.0,10.0,1.0,4.0,,,,,,,90.0,75.0,7.4,29.0,1,Facundo Canete,,24,,7.0,3.0,2.0,,2.0,,3.0,2.0,5.0,2.0,2.0,2.0,,,2.0,True,9.0,4.0,1.0,1.0,,,,,
12134248,home,Carolina Core FC,Jesus Orejuela,jesus-orejuela,J. Orejuela,M,173.0,7,,1807959,EUR,1124841600.0,M,8,8,False,40.0,29.0,7.0,1.0,19.0,26.0,10.0,14.0,1.0,6.0,1.0,3.0,,,,,,,90.0,51.0,6.5,14.0,0,Jesus Orejuela,,,,5.0,1.0,2.0,,4.0,3.0,2.0,1.0,1.0,1.0,,,,,1.0,,,,,,,,,,
12134248,home,Carolina Core FC,Jonathan Bazaes,jonathan-bazaes,J. Bazaes,M,180.0,15,,1200944,EUR,1033776000.0,M,77,77,False,23.0,14.0,2.0,1.0,8.0,10.0,6.0,16.0,,2.0,1.0,6.0,,,,,,,75.0,52.0,6.1,23.0,1,Jonathan Bazaes,,77,2.0,12.0,,2.0,,,,2.0,2.0,3.0,3.0,4.0,1.0,,,1.0,,3.0,,,1.0,,,,,
12134248,home,Carolina Core FC,Drake Hadeed,drake-hadeed,D. Hadeed,,,1,M,1537971,EUR,,F,25,25,False,12.0,10.0,2.0,1.0,4.0,4.0,7.0,13.0,,,,4.0,,,,,,,45.0,19.0,7.1,7.0,1,,,8,1.0,5.0,,1.0,,,,,,1.0,3.0,,,,,,,5.0,1.0,,1.0,1.0,,,,
12134248,home,Carolina Core FC,Tyler Freeman,tyler-freeman,T. Freeman,M,178.0,33,M,973439,EUR,1042070400.0,F,23,23,False,7.0,4.0,,,1.0,2.0,3.0,5.0,,1.0,,2.0,,,,,,,45.0,11.0,6.4,6.0,0,,,15,,1.0,,,,,,,,2.0,,1.0,,,,1.0,,,,,,,1.0,,,
