match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_accurateCross,stat_duelLost,stat_challengeLost,stat_totalContest,stat_bigChanceCreated,stat_outfielderBlock,stat_totalTackle,stat_unsuccessfulTouch,stat_keyPass,stat_interceptionWon,stat_wonTackle,stat_fouls,stat_aerialLost,stat_aerialWon,stat_shotOffTarget,stat_expectedGoals,stat_shotValueNormalized,captain,stat_wonContest,stat_bigChanceMissed,stat_blockedScoringAttempt,player_sofascoreId,stat_dispossessed,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_totalOffside,stat_savedShotsFromInsideTheBox,stat_punches,stat_errorLeadToAShot,stat_goals,stat_hitWoodwork
14572642,home,Feyenoord,Timon Wellenreuther,,,timon-wellenreuther,T. Wellenreuther,G,22,186.0,589,M,253875,EUR,817948800,G,22,22,False,22.0,14.0,16.0,8.0,0.0,11.0,14.0,3.0,8.0,1.0,1.0,10.0,1.0,1.0,90.0,34.0,6.7,8.0,0.00079847,0.0117,0,-1.027,0.06,0.0,-0.02,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14572642,home,Feyenoord,Givairo Read,,,givairo-read,G. Read,D,26,175.0,1871,M,1388535,EUR,1149206400,D,26,26,False,26.0,21.0,2.0,1.0,0.0,11.0,15.0,10.0,11.0,4.0,,4.0,2.0,,71.0,43.0,6.9,14.0,0.167514,,0,,0.37,-0.08,-0.21,,4.0,2.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,
14572642,home,Feyenoord,Anel Ahmedhodžić,,,anel-ahmedhodzic,A. Ahmedhodžić,D,21,190.0,1551,M,825899,EUR,922406400,D,21,21,False,27.0,25.0,,,0.0,18.0,20.0,7.0,7.0,3.0,1.0,2.0,,,90.0,36.0,6.1,3.0,0.00329509,,0,,-0.05,0.13,-0.43,,,,4.0,2.0,1.0,,,3.0,,,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,
14572642,home,Feyenoord,Tsuyoshi Watanabe,,,tsuyoshi-watanabe,T. Watanabe,D,4,187.0,1373,M,942213,EUR,855100800,D,4,4,False,46.0,43.0,3.0,3.0,0.0,34.0,34.0,9.0,12.0,3.0,3.0,2.0,,,90.0,55.0,6.2,3.0,0.0263174,,1,,0.23,0.04,-0.45,,,,6.0,2.0,,,,1.0,,1.0,4.0,1.0,3.0,1.0,2.0,1.0,0.0243,-0.19,,,,,,,,,,,,,,
14572642,home,Feyenoord,Gijs Smal,,,gijs-smal,G. Smal,D,5,183.0,341,M,860160,EUR,872985600,D,5,5,False,40.0,35.0,1.0,1.0,0.0,22.0,24.0,13.0,16.0,4.0,4.0,5.0,1.0,,90.0,57.0,6.4,9.0,0.00980582,,0,,-0.07,0.03,-0.28,,3.0,,1.0,,,,,2.0,1.0,1.0,1.0,2.0,1.0,,1.0,,,,,,,,,,,,,,,,,
14572642,home,Feyenoord,Sem Steijn,,,sem-steijn,S. Steijn,M,14,173.0,3409,M,944467,EUR,1005523200,M,14,14,False,23.0,19.0,4.0,1.0,0.0,7.0,7.0,12.0,16.0,2.0,,5.0,,,75.0,33.0,6.3,6.0,0.023574,,5,,0.17,0.04,-0.04,,,,2.0,,2.0,,,,2.0,2.0,,,2.0,,,,0.5163,-0.51,True,2.0,1.0,5.0,,,,,,,,,,
14572642,home,Feyenoord,In-Beom Hwang,,,in-beom-hwang,I. Hwang,M,6,177.0,3391,M,889689,EUR,843177600,M,6,6,False,19.0,16.0,2.0,,0.0,8.0,8.0,8.0,11.0,2.0,,1.0,,,45.0,32.0,6.6,6.0,0.0216599,,1,,0.0,0.05,-0.01,,4.0,1.0,3.0,1.0,1.0,,,1.0,,1.0,2.0,,1.0,1.0,,1.0,0.0103,-0.02,,1.0,,,Hwang,,,,,,,,,
14572642,home,Feyenoord,Luciano Valente,Luciano Valente,,luciano-valente,L. Valente,M,10,189.0,1459,M,1121400,EUR,1065225600,M,40,40,False,34.0,31.0,2.0,2.0,0.0,13.0,13.0,18.0,21.0,2.0,1.0,11.0,1.0,,86.0,45.0,6.7,6.0,0.0363127,,3,,0.27,0.15,-0.1,,,,4.0,1.0,2.0,,,1.0,,,1.0,,,,,,0.4609,0.02,,,1.0,1.0,,1.0,2.0,0.543,,,,,,
14572642,home,Feyenoord,Anis Hadj Moussa,,,anis-hadj-moussa,A. H. Moussa,F,23,176.0,22256,M,1218066,EUR,1013385600,F,23,23,False,22.0,20.0,2.0,2.0,0.0,6.0,6.0,14.0,16.0,5.0,,2.0,3.0,,90.0,46.0,7.5,13.0,0.30632,,2,,0.41,0.29,0.0,,10.0,4.0,2.0,,3.0,,,1.0,2.0,5.0,,,,,,,0.0779,-0.01,,1.0,,,hadj.a20,,2.0,0.1603,,,,,,
14572642,home,Feyenoord,Ayase Ueda,,,ueda-ayase,A. Ueda,F,9,182.0,7464,M,985823,EUR,904262400,F,9,9,False,9.0,4.0,,,0.0,1.0,1.0,3.0,8.0,5.0,1.0,2.0,,,90.0,22.0,6.5,9.0,0.229014,,3,,0.19,0.1,0.17,,,,7.0,,,1.0,1.0,1.0,2.0,1.0,,1.0,3.0,4.0,4.0,1.0,0.2502,-0.53,,,1.0,1.0,bee18,1.0,1.0,0.0587,,,,,,
