match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_unsuccessfulTouch,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_outfielderBlock,stat_wasFouled,stat_fouls,stat_aerialWon,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_keyPass,stat_accurateCross,stat_challengeLost,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,captain,stat_bigChanceCreated,stat_bigChanceMissed,stat_shotOffTarget,stat_goals,stat_goalAssist,stat_blockedScoringAttempt,player_firstName,player_lastName,stat_dispossessed,stat_totalOffside,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_ownGoals,player_sofascoreId
10388347,home,VfL Bochum 1848,Manuel Riemann,manuel-riemann,M. Riemann,G,1,186,218,M,24937,EUR,589766400,G,1,1,False,51.0,23.0,44.0,16.0,8.0,10.0,15.0,41.0,2.0,8.0,1.0,2.0,2.0,90.0,56.0,6.0,29.0,0.0,0.0,0.0204728,0,-0.3979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388347,home,VfL Bochum 1848,Saidy Janko,saidy-janko,S. Janko,D,17,178,272,M,348362,EUR,814320000,D,23,23,False,25.0,20.0,2.0,,9.0,11.0,11.0,16.0,4.0,4.0,,,,90.0,43.0,6.3,9.0,0.0,0.0,0.00688685,0,,2.0,6.0,8.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388347,home,VfL Bochum 1848,Erhan Mašović,erhan-masovic,E. Mašović,D,4,189,232,M,833213,EUR,911692800,D,4,4,False,27.0,19.0,6.0,1.0,16.0,17.0,3.0,10.0,5.0,5.0,,,,90.0,38.0,6.8,8.0,0.0,0.0,0.0667381,0,,,2.0,3.0,5.0,,1.0,1.0,3.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
10388347,home,VfL Bochum 1848,Ivan Ordets,ivan-ordets,I. Ordets,D,,194,123,M,137673,EUR,710553600,D,20,20,False,31.0,20.0,4.0,2.0,15.0,16.0,5.0,16.0,9.0,5.0,,,,90.0,50.0,6.8,12.0,0.0,0.0,0.00537001,0,,1.0,3.0,5.0,9.0,,3.0,2.0,6.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,
10388347,home,VfL Bochum 1848,Dominique Heintz,dominique-heintz,D. Heintz,D,3,188,93,M,136922,EUR,745372800,D,30,30,False,27.0,18.0,2.0,1.0,11.0,14.0,8.0,14.0,1.0,6.0,,,,89.0,44.0,6.8,9.0,0.0241,0.3255,0.142634,1,,1.0,,1.0,7.0,,,,3.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
10388347,home,VfL Bochum 1848,Anthony Losilla,anthony-losilla,A. Losilla,M,,185,68,M,119179,EUR,510796800,M,8,8,False,30.0,23.0,4.0,,12.0,12.0,11.0,18.0,4.0,8.0,,,,90.0,44.0,7.7,7.0,0.3107,0.5843,0.590122,4,,,2.0,6.0,6.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,2.0,,2.0,,,2.0,True,1.0,1.0,2.0,1.0,,,,,,,,,,,,
10388347,home,VfL Bochum 1848,Konstantinos Stafylidis,konstantinos-stafylidis,K. Stafylidis,D,3,177,196,M,110850,EUR,754790400,M,16,16,False,9.0,6.0,3.0,2.0,3.0,3.0,3.0,7.0,,3.0,,,,36.0,15.0,6.4,5.0,0.021,0.0219,0.00699265,1,,1.0,1.0,3.0,2.0,,,1.0,1.0,,,,,,,2.0,1.0,1.0,,,,,,,,,,,,,,,,,
10388347,home,VfL Bochum 1848,Philipp Förster,philipp-forster,P. Förster,M,11,189,109,M,268791,EUR,791856000,M,10,10,False,30.0,27.0,2.0,2.0,9.0,10.0,20.0,32.0,2.0,8.0,1.0,,,89.0,53.0,7.3,15.0,0.1652,0.0,0.0969788,2,,12.0,,2.0,2.0,,,1.0,,1.0,2.0,,3.0,2.0,1.0,,,,,,,,,1.0,2.0,,,,,,,,,,
10388347,home,VfL Bochum 1848,Takuma Asano,takuma-asano,T. Asano,M,11,173,2035,M,309546,EUR,784425600,F,11,11,False,14.0,11.0,1.0,,1.0,2.0,10.0,12.0,,3.0,2.0,,,77.0,21.0,6.5,5.0,0.3706,0.7648,0.0402877,1,,,,1.0,4.0,,2.0,,1.0,,1.0,1.0,,,1.0,,,1.0,,,1.0,,,,,,,,,,,,,,
10388347,home,VfL Bochum 1848,Philipp Hofmann,philipp-hofmann,P. Hofmann,F,33,195,413,M,340719,EUR,733449600,F,33,33,False,26.0,15.0,1.0,,3.0,3.0,12.0,23.0,3.0,4.0,3.0,,,90.0,41.0,7.1,16.0,0.2976,0.0516,0.0164033,2,,,7.0,11.0,11.0,,4.0,2.0,6.0,,1.0,1.0,1.0,,,1.0,,1.0,,,,1.0,,1.0,,,,1.0,,,,,,,
