match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_aerialLost,stat_interceptionWon,stat_blockedScoringAttempt,stat_goals,stat_unsuccessfulTouch,stat_wasFouled,stat_challengeLost,stat_outfielderBlock,stat_bigChanceMissed,stat_bigChanceCreated,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_errorLeadToAShot,player_sofascoreId
12528187,home,Çaykur Rizespor,Gökhan Akkan,gokhan-akkan,G. Akkan,G,22,188,108,M,225012,EUR,788918400,G,23,23,False,True,35.0,25.0,15.0,5.0,0.0,23.0,29.0,2.0,6.0,4.0,1.0,90.0,39.0,6.2,10.0,0.00044191,0,-0.7802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12528187,home,Çaykur Rizespor,Taha Şahin,taha-sahin,T. Şahin,D,37,178,236,M,1394729,EUR,972172800,D,37,37,False,,38.0,32.0,6.0,3.0,0.0,16.0,17.0,19.0,29.0,2.0,,90.0,70.0,7.8,15.0,0.298676,3,,Taha Sahin,,8.0,3.0,4.0,5.0,7.0,1.0,3.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,0.2517,0.8406,5.0,,,,,,,,,,,,,,,
12528187,home,Çaykur Rizespor,Attila Mocsi,attila-mocsi,A. Mocsi,D,4,188,454,M,889382,EUR,959558400,D,4,4,False,,65.0,51.0,16.0,7.0,0.0,37.0,40.0,14.0,25.0,3.0,,90.0,73.0,6.8,14.0,0.00664534,1,,,,,,2.0,3.0,4.0,,,,1.0,,2.0,2.0,1.0,,0.1901,,,3.0,1.0,,,,,,,,,,,,,
12528187,home,Çaykur Rizespor,Husniddin Alikulov,alikulov-husniddin,H. Alikulov,D,2,186,2631,M,1121174,EUR,923184000,D,2,2,False,,62.0,52.0,6.0,,0.0,39.0,44.0,13.0,18.0,,,90.0,74.0,7.5,10.0,0.00454996,3,,,,,,5.0,5.0,7.0,,,,,1.0,2.0,2.0,1.0,,0.0505,0.3764,,5.0,2.0,2.0,1.0,,,,,,,,,,,
12528187,home,Çaykur Rizespor,Casper Højer,casper-hojer,C. Højer,D,5,183,146,M,281233,EUR,785289600,D,5,5,False,,33.0,28.0,1.0,,1.0,8.0,8.0,21.0,35.0,5.0,,71.0,57.0,7.0,17.0,0.0886887,0,,,,10.0,1.0,,5.0,2.0,1.0,,,,,,,,2.0,,,2.0,2.0,,,,1.0,2.0,,,,,,,,,
12528187,home,Çaykur Rizespor,Giannis Papanikolaou,giannis-papanikolaou,G. Papanikolaou,M,6,182,211,M,856988,EUR,911347200,M,6,6,False,,45.0,40.0,6.0,3.0,0.0,25.0,27.0,15.0,18.0,3.0,,90.0,61.0,7.2,6.0,0.0214409,2,,,,,,1.0,6.0,7.0,,,,1.0,1.0,,5.0,2.0,3.0,0.0448,0.0478,1.0,1.0,2.0,,,1.0,1.0,3.0,1.0,,,,,,,
12528187,home,Çaykur Rizespor,Ibrahim Olawoyin,ibrahim-olawoyin,I. Olawoyin,M,10,178,457,M,1008173,EUR,880934400,M,10,10,False,,26.0,17.0,,,0.0,5.0,8.0,12.0,23.0,6.0,,89.0,54.0,7.3,23.0,0.0231957,3,,,,5.0,,1.0,6.0,9.0,2.0,4.0,3.0,1.0,,,3.0,1.0,2.0,0.1709,,2.0,1.0,1.0,2.0,,6.0,2.0,,,,,,,,,
12528187,home,Çaykur Rizespor,Babajide David Akintola,babajide-david-akintola,D. Babajide,M,11,178,297,M,798676,EUR,821491200,M,28,28,False,,31.0,26.0,,,0.0,6.0,8.0,20.0,24.0,11.0,,90.0,50.0,7.0,13.0,0.0292822,3,,,,1.0,,,6.0,7.0,3.0,1.0,1.0,1.0,,,1.0,,1.0,0.2671,,,2.0,,2.0,,3.0,5.0,,,,,,,,,
12528187,home,Çaykur Rizespor,Dal Varešanović,dal-varesanovic,D. Varešanović,M,53,177,341,M,979109,EUR,990576000,M,8,8,False,,14.0,10.0,,,0.0,3.0,3.0,7.0,12.0,1.0,,64.0,27.0,6.5,10.0,0.0208226,1,,,,1.0,,,6.0,4.0,,2.0,,1.0,,,3.0,2.0,1.0,0.0259,,1.0,2.0,,,,3.0,1.0,1.0,,,,,,,,
12528187,home,Çaykur Rizespor,Altin Zeqiri,zeqiri-altin,A. Zeqiri,M,77,185,140,M,991742,EUR,963878400,M,77,77,False,,23.0,20.0,1.0,1.0,0.0,8.0,8.0,12.0,15.0,4.0,,71.0,30.0,6.9,5.0,0.0513905,3,,,,,,1.0,6.0,1.0,,2.0,,2.0,1.0,,,,1.0,0.2539,0.4702,2.0,3.0,,,,,,,,1.0,,,,,,
