match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_accurateOppositionHalfPasses,stat_totalCross,stat_duelLost,stat_duelWon,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_aerialLost,stat_aerialWon,stat_dispossessed,stat_outfielderBlock,stat_errorLeadToAShot,stat_totalOffside,stat_challengeLost,stat_bigChanceMissed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_lastManTackle,stat_unsuccessfulTouch,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotValueNormalized,stat_totalContest,stat_keyPass,stat_accurateCross,stat_wonContest,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_goals,captain,stat_hitWoodwork
14573072,home,HŠK Zrinjski Mostar,Marin Ljubić,,,marin-ljubic,M. Ljubić,G,40,187.0,92,M,920972,EUR,877132800,G,40,40,False,26.0,18.0,12.0,5.0,0.0,18.0,19.0,7.0,2.0,5.0,2.0,2.0,1.0,1.0,1.0,90.0,34.0,7.3,9.0,8.654e-05,31.483116079389,4.0,-7.98,1.785,0.4983,0,0.1622,0.03,-0.02,-0.13,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14573072,home,HŠK Zrinjski Mostar,Kerim Memija,,,kerim-memija,K. Memija,D,50,179.0,72,M,280471,EUR,820886400,D,50,50,False,28.0,22.0,,,0.0,11.0,14.0,14.0,2.0,4.0,,,,,,90.0,49.0,6.8,10.0,0.00487436,98.002219167298,9.0,42.945,25.305,,0,,0.03,0.2,0.19,,11.0,2.0,1.0,7.0,2.0,6.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
14573072,home,HŠK Zrinjski Mostar,Slobodan Jakovljević,,,slobodan-jakovljevic,S. Jakovljević,D,27,186.0,90,M,795934,EUR,612144000,D,27,27,False,42.0,33.0,6.0,2.0,0.0,25.0,29.0,13.0,4.0,4.0,,,,,,90.0,53.0,6.4,10.0,0.00277866,180.40571855631,23.0,54.495,16.8,,0,,-0.02,0.07,-0.13,,8.0,,4.0,2.0,2.0,,,,1.0,2.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
14573072,home,HŠK Zrinjski Mostar,Duje Dujmović,,,duje-dujmovic,D. Dujmović,D,55,190.0,137,M,1122497,EUR,1071446400,D,55,55,False,40.0,36.0,6.0,5.0,0.0,31.0,33.0,7.0,7.0,2.0,,,,,,90.0,58.0,6.4,6.0,0.00410516,154.25064323967,14.0,62.055,21.21,,2,,0.07,0.04,0.43,,5.0,,3.0,3.0,1.0,1.0,,,1.0,1.0,2.0,,,,,1.0,2.0,1.0,1.0,1.0,1.0,0.4192,0.5144,0.03,,,,,,,,,
14573072,home,HŠK Zrinjski Mostar,Petar Mamić,,,petar-mamic,P. Mamić,D,12,182.0,115,M,283831,EUR,826070400,D,12,12,False,26.0,19.0,3.0,,0.0,8.0,9.0,17.0,,5.0,,,,,,86.0,50.0,6.6,18.0,0.00997292,28.268546453274,4.0,17.43,12.18,,0,,-0.11,0.01,-0.14,,11.0,3.0,2.0,5.0,1.0,3.0,2.0,2.0,,,,2.0,,,,,,,,,3.0,,,,,,,,,,,,
14573072,home,HŠK Zrinjski Mostar,Neven Đurasek,,,neven-durasek,N. Đurasek,M,30,173.0,129,M,876867,EUR,903139200,M,30,30,False,25.0,20.0,4.0,2.0,0.0,14.0,16.0,9.0,,3.0,,,,,,66.0,31.0,6.6,6.0,0.00493866,99.045275082982,9.0,51.765,17.325,,0,,0.06,0.06,0.16,,6.0,,3.0,1.0,2.0,1.0,1.0,,2.0,,,,1.0,,,,,,,,,,,,1.0,1.0,,,,,,,
14573072,home,HŠK Zrinjski Mostar,Borna Filipović,,,borna-filipovic,B. Filipović,M,3,183.0,53,M,1916304,EUR,1149465600,M,3,3,False,21.0,16.0,,,0.0,8.0,9.0,12.0,1.0,3.0,,,,,,66.0,36.0,7.0,9.0,0.0762545,29.818971049814,4.0,20.16,10.395,,0,,0.27,0.06,-0.06,,8.0,1.0,2.0,6.0,2.0,1.0,1.0,,2.0,,2.0,,,,,,,,,,3.0,,,,3.0,1.0,1.0,3.0,1.0,,,,
14573072,home,HŠK Zrinjski Mostar,Matej Šakota,Matej Sakota,,matej-sakota,M. Šakota,M,14,187.0,223,M,1139268,EUR,1092614400,M,14,14,False,14.0,9.0,,,0.0,2.0,5.0,9.0,,2.0,,,,,,58.0,24.0,7.0,12.0,0.274429,27.128949245582,3.0,26.775,14.595,,0,,0.55,-0.02,-0.07,,7.0,3.0,3.0,2.0,,,,2.0,,1.0,,1.0,,,1.0,,,,,,2.0,,,,1.0,1.0,1.0,,1.0,,,,
14573072,home,HŠK Zrinjski Mostar,Igor Savić,,,igor-savic,I. Savić,M,21,194.0,86,M,981031,EUR,970963200,M,21,21,False,30.0,20.0,3.0,2.0,0.0,7.0,9.0,21.0,8.0,7.0,,,,,,90.0,49.0,6.9,13.0,0.114451,46.292188005632,7.0,6.72,11.13,,0,,0.26,0.02,0.25,,13.0,2.0,5.0,3.0,,2.0,,,2.0,,1.0,,1.0,,,3.0,,,,,,,,,,2.0,1.0,,1.0,,,,
14573072,home,HŠK Zrinjski Mostar,Mario Ćuže,,,mario-cuze,M. Ćuže,M,25,180.0,276,M,826033,EUR,924912000,M,25,25,False,26.0,22.0,1.0,1.0,0.0,8.0,11.0,15.0,,8.0,,,,,,90.0,53.0,7.6,11.0,0.0668357,94.743912463194,13.0,46.41,16.17,,5,,0.25,0.33,-0.03,,14.0,4.0,7.0,6.0,2.0,4.0,3.0,1.0,1.0,,,2.0,1.0,,,3.0,2.0,1.0,3.0,,1.0,1.045,0.9838,0.21,2.0,1.0,1.0,1.0,,1.0,1.0,,
