match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_challengeLost,stat_shotOffTarget,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_errorLeadToAGoal,stat_fouls,stat_totalContest,stat_bigChanceMissed,stat_dispossessed,stat_wonContest,stat_bigChanceCreated,stat_keyPass,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_blockedScoringAttempt,stat_goals,captain,stat_hitWoodwork,stat_totalOffside
11453236,home,Al-Nassr,David Ospina,,,david-ospina,D. Ospina,G,1,183.0,5027,M,D_Ospina1,33596,EUR,588988800,G,26,26,False,19.0,18.0,4.0,4.0,0.0,17.0,18.0,1.0,1.0,2.0,10.0,2.0,2.0,2.0,2.0,90.0,32.0,6.8,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
11453236,home,Al-Nassr,Nawaf Boushal,,,nawaf-boushal,N. Boushal,D,12,178.0,1391,M,,986400,EUR,937440000,D,12,12,False,53.0,46.0,1.0,1.0,0.0,19.0,22.0,28.0,34.0,5.0,7.0,1.0,,,,64.0,71.0,6.9,10.0,1,3.0,1.0,2.0,2.0,3.0,1.0,1.0,3.0,2.0,2.0,2.0,1.0,,,,,,,,,,,,,,,
11453236,home,Al-Nassr,Mohammed Al-Fatil,,,mohammed-al-fatil,M. Al-Fatil,D,33,181.0,549,M,,328829,EUR,694483200,D,4,4,False,70.0,67.0,13.0,12.0,0.0,26.0,28.0,41.0,42.0,4.0,2.0,,,,,90.0,79.0,6.5,3.0,1,,,2.0,4.0,4.0,1.0,1.0,2.0,4.0,,,,1.0,1.0,,,,,,,,,,,,,
11453236,home,Al-Nassr,Aymeric Laporte,,,aymeric-laporte,A. Laporte,D,14,191.0,10350,M,laporte27,149734,EUR,769996800,D,27,27,False,82.0,77.0,10.0,7.0,0.0,30.0,30.0,48.0,54.0,4.0,3.0,1.0,,,,90.0,96.0,6.8,8.0,1,2.0,1.0,4.0,3.0,7.0,2.0,1.0,1.0,1.0,,,,,,1.0,1.0,,,,,,,,,,,
11453236,home,Al-Nassr,Alex Telles,,,alex-telles,A. Telles,D,13,181.0,7625,M,alextelles13,312110,EUR,724377600,D,15,15,False,77.0,66.0,3.0,,0.0,17.0,18.0,53.0,73.0,8.0,6.0,,,,,90.0,115.0,7.2,23.0,1,14.0,4.0,,1.0,7.0,4.0,1.0,,1.0,5.0,4.0,,,1.0,2.0,,2.0,2.0,1.0,3.0,,,,,,,
11453236,home,Al-Nassr,Abdullah Al-Khaibari,,,abdullah-alkhaibari,A. Al-Khaibari,M,17,178.0,1250,M,,867179,EUR,840153600,M,17,17,False,71.0,67.0,4.0,4.0,0.0,22.0,23.0,45.0,48.0,4.0,6.0,1.0,,,,90.0,82.0,7.2,5.0,0,,,1.0,,3.0,,,2.0,,3.0,3.0,,,1.0,,,1.0,,,,,,,,,,
11453236,home,Al-Nassr,Marcelo Brozović,,,marcelo-brozovic,M. Brozović,M,11,181.0,13081,M,marcelo_brozovic,108800,EUR,721872000,M,77,77,False,84.0,75.0,9.0,6.0,0.0,15.0,16.0,64.0,77.0,7.0,4.0,2.0,,,,90.0,112.0,8.3,19.0,1,9.0,4.0,,,5.0,,,,,5.0,3.0,,,,1.0,,4.0,,2.0,3.0,1.0,1.0,,,,,
11453236,home,Al-Nassr,Ayman Yahya,,,ayman-ahmed,A. Yahya,M,23,168.0,1412,M,,1130539,EUR,989798400,M,23,23,False,35.0,29.0,,,0.0,7.0,8.0,24.0,31.0,3.0,3.0,,,,,77.0,57.0,6.9,16.0,2,4.0,2.0,1.0,2.0,8.0,,,,,1.0,,2.0,,2.0,3.0,,2.0,,,1.0,1.0,,1.0,1.0,,,
11453236,home,Al-Nassr,Sami Al-Najei,,,sami-al-najei,S. Al-Najei,M,14,181.0,886,M,,832312,EUR,855273600,M,14,14,False,25.0,20.0,,,0.0,6.0,7.0,14.0,18.0,3.0,1.0,1.0,,,,64.0,30.0,6.7,6.0,0,,,,,1.0,1.0,,,,2.0,2.0,1.0,,,,,,,,1.0,,,,,,,
11453236,home,Al-Nassr,Sadio Mané,,,sadio-mane,S. Mané,M,10,175.0,169227,M,SadioMané,217704,EUR,702864000,M,10,10,False,35.0,29.0,3.0,2.0,0.0,4.0,4.0,26.0,34.0,12.0,1.0,3.0,,,,90.0,64.0,7.2,20.0,0,3.0,1.0,,1.0,9.0,,,,,2.0,2.0,4.0,,1.0,9.0,,5.0,6.0,,1.0,,,,,,,
